# mzprime m4 sum_w_post_smearing v_mu4 v_4i epsilon u_mu4 chi2 decay_length N_events scatt_det
2.251000e-02 4.642000e-02 1.300781e-01 6.000000e-05 8.485281e-05 8.000000e-04 6.000000e-05 6.372390e+00 3.245272e-03 4.682813e+02 1.000000e+00
4.849000e-01 4.642000e-02 9.897922e-10 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.179078e+01 1.971653e+07 9.898912e-02 7.282151e-02
4.849000e-01 1.805000e-02 3.483165e-12 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180199e+01 2.247151e+09 3.483514e-04 7.161956e-02
7.776000e-01 7.897000e-01 4.756913e-09 9.999672e-07 1.414167e-06 8.000000e-04 9.999672e-07 3.180203e+01 8.961630e+02 4.756601e-09 2.514388e-01
1.403000e+00 4.642000e-02 2.010320e-13 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180203e+01 1.400713e+09 2.010521e-05 1.143906e-01
4.571000e-02 3.665000e-02 1.745474e-04 1.000001e-03 1.414214e-03 8.000000e-04 1.000000e-03 1.631281e+01 2.993395e+05 1.745476e+02 1.681371e-02
6.514000e-02 3.455000e-01 2.415086e-03 3.999916e-04 5.656735e-04 8.000000e-04 3.999916e-04 1.165745e+01 1.280404e-06 3.863976e+02 1.000000e+00
6.514000e-02 8.886000e-01 7.795754e-06 1.999586e-03 2.827836e-03 8.000000e-04 1.999582e-03 3.174336e+01 3.000718e-09 3.117010e+01 1.000000e+00
8.751000e-01 1.061000e-01 1.110760e-09 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.178929e+01 3.347680e+06 1.110871e-01 9.198620e-02
6.910000e-01 1.061000e-01 7.392653e-09 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.171923e+01 1.292686e+06 7.393392e-01 8.158395e-02
5.789000e-02 1.000000e+00 2.869920e-06 9.996337e-07 1.413696e-06 8.000000e-04 9.996337e-07 3.180203e+01 6.653279e-03 2.867818e-06 1.000000e+00
2.251000e-02 3.257000e-02 1.296453e-01 6.000125e-05 8.485459e-05 8.000000e-04 6.000125e-05 7.481769e+00 1.514734e-02 4.667427e+02 1.000000e+00
3.403000e-01 1.343000e-01 5.610245e-06 9.000329e-03 1.272787e-02 8.000000e-04 8.999964e-03 7.328898e+00 2.647581e+04 4.544630e+02 5.781196e-02
9.848000e-01 1.125000e-02 6.823328e-16 1.000050e-02 1.414213e-02 8.000000e-04 9.999999e-03 3.180203e+01 4.150856e+11 6.824009e-08 1.050411e-01
1.403000e+00 1.061000e-01 2.532258e-11 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180175e+01 2.235073e+07 2.532511e-03 1.068186e-01
1.675000e-01 1.125000e-02 7.056725e-10 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.179390e+01 3.443667e+08 7.057431e-02 3.985163e-02
1.176000e-01 1.194000e-01 1.381294e-03 5.999383e-04 8.484407e-04 8.000000e-04 5.999382e-04 1.496947e+01 1.700895e-02 4.971638e+02 1.000000e+00
5.457000e-01 3.455000e-01 2.541798e-06 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 1.574681e+01 1.044055e+03 2.542052e+02 2.224419e-01
1.403000e+00 2.031000e-02 1.461442e-15 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180203e+01 8.789688e+10 1.461588e-07 1.114191e-01
1.176000e-01 5.223000e-02 2.855045e-05 5.000169e-03 7.071218e-03 8.000000e-04 5.000106e-03 8.129940e+00 1.336587e+05 7.138094e+02 3.063817e-02
1.777000e+00 2.424000e-01 2.157108e-10 1.000050e-02 1.414213e-02 8.000000e-04 9.999998e-03 3.179948e+01 9.182802e+05 2.157323e-02 9.533806e-02
5.789000e-02 6.236000e-01 1.420938e-04 2.000007e-03 2.828432e-03 8.000000e-04 2.000003e-03 2.069457e+01 6.854989e-09 5.683791e+02 1.000000e+00
8.751000e-01 2.728000e-01 9.597309e-08 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.052959e+01 2.829693e+04 9.598269e+00 8.117791e-02
1.108000e+00 2.424000e-01 1.012520e-08 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.167472e+01 1.357433e+05 1.012621e+00 8.124986e-02
2.850000e-02 1.701000e-01 4.201861e-02 1.000148e-04 1.414423e-04 8.000000e-04 1.000148e-04 8.495034e+00 3.280483e-05 4.203106e+02 1.000000e+00
3.207000e-02 8.886000e-01 9.777033e-06 9.999937e-04 1.414204e-03 8.000000e-04 9.999932e-04 3.177758e+01 2.907915e-09 9.776910e+00 1.000000e+00
3.829000e-01 5.223000e-02 1.291049e-08 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.165359e+01 4.224443e+06 1.291178e+00 6.312734e-02
1.108000e+00 2.572000e-02 4.079902e-14 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180203e+01 1.044171e+10 4.080310e-06 1.044246e-01
3.024000e-01 4.125000e-02 1.954438e-08 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.157178e+01 5.348652e+06 1.954633e+00 5.606464e-02
5.789000e-02 3.455000e-01 2.894827e-03 3.999420e-04 5.656034e-04 8.000000e-04 3.999420e-04 1.110875e+01 1.010108e-06 4.630380e+02 1.000000e+00
1.675000e-01 1.425000e-02 3.003432e-09 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.176753e+01 1.044381e+08 3.003733e-01 3.905143e-02
2.000000e-02 5.878000e-02 1.597369e-01 6.000000e-05 8.485281e-05 8.000000e-04 6.000000e-05 6.432068e+00 1.127139e-03 5.750529e+02 1.000000e+00
1.675000e-01 2.572000e-02 1.040440e-07 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.058417e+01 5.342348e+06 1.040544e+01 3.991755e-02
1.489000e-01 2.154000e-01 3.271312e-04 9.996203e-04 1.413676e-03 8.000000e-04 9.996198e-04 1.498121e+01 8.260199e-06 3.268828e+02 1.000000e+00
6.141000e-01 7.897000e-01 4.173856e-08 1.000104e-06 1.414360e-06 8.000000e-04 1.000104e-06 3.180203e+01 4.399345e+00 4.174722e-08 1.000000e+00
7.776000e-01 1.266000e-02 9.351281e-15 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180203e+01 8.873871e+10 9.352217e-07 9.312960e-02
3.024000e-01 2.031000e-02 2.775565e-10 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.179887e+01 1.874802e+08 2.775843e-02 5.603834e-02
7.330000e-02 4.642000e-02 8.195776e-05 2.000004e-03 2.828428e-03 8.000000e-04 2.000000e-03 8.772045e+00 1.941242e+05 3.278325e+02 2.224137e-02
2.000000e-02 3.665000e-02 1.690293e-01 5.998731e-05 8.483487e-05 8.000000e-04 5.998731e-05 6.590914e+00 5.693091e-03 6.082481e+02 1.000000e+00
2.000000e-02 1.425000e-02 1.466922e-04 9.999648e-04 1.414163e-03 8.000000e-04 9.999643e-04 1.818976e+01 1.444320e+06 1.466818e+02 9.889180e-03
7.330000e-02 4.125000e-02 7.917619e-05 3.000147e-03 4.242830e-03 8.000000e-04 3.000134e-03 8.721908e+00 1.669735e+05 7.126556e+02 2.409280e-02
3.024000e-01 9.427000e-02 2.546595e-06 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 1.188875e+01 8.157755e+04 2.546850e+02 5.456999e-02
1.323000e-01 7.897000e-01 9.762892e-06 2.999998e-03 4.242619e-03 8.000000e-04 2.999985e-03 2.972772e+01 7.852148e-09 8.786593e+01 1.000000e+00
6.514000e-02 4.924000e-01 5.529712e-04 8.997745e-04 1.272473e-03 8.000000e-04 8.997742e-04 1.402273e+01 8.716523e-08 4.476823e+02 1.000000e+00
1.108000e+00 1.512000e-01 1.148229e-09 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.178865e+01 1.465103e+06 1.148344e-01 8.973564e-02
9.848000e-01 4.642000e-02 3.496833e-12 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180199e+01 3.384975e+08 3.497182e-04 1.015704e-01
5.457000e-01 6.236000e-01 2.120724e-07 1.000167e-06 1.414450e-06 8.000000e-04 1.000167e-06 3.180203e+01 1.753224e+01 2.121433e-07 9.999995e-01
9.283000e-02 3.455000e-01 1.080250e-03 6.000001e-04 8.485281e-04 8.000000e-04 6.000000e-04 1.208661e+01 1.168777e-06 3.888902e+02 1.000000e+00
1.403000e+00 1.194000e-01 4.736829e-11 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180147e+01 1.237709e+07 4.737303e-03 1.074912e-01
3.403000e-01 2.285000e-02 2.213840e-10 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.179956e+01 1.666571e+08 2.214061e-02 6.109740e-02
7.776000e-01 4.924000e-01 2.763687e-07 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 2.960500e+01 7.336301e+02 2.763963e+01 3.749273e-01
7.330000e-02 1.512000e-01 6.095460e-03 3.000026e-04 4.242677e-04 8.000000e-04 3.000026e-04 7.364296e+00 3.982586e-05 5.486009e+02 1.000000e+00
2.251000e-02 4.125000e-02 1.312388e-01 5.997417e-05 8.481628e-05 8.000000e-04 5.997417e-05 6.474144e+00 5.060371e-03 4.720530e+02 1.000000e+00
7.330000e-02 2.424000e-01 4.005740e-03 3.999919e-04 5.656739e-04 8.000000e-04 3.999919e-04 1.064483e+01 4.790104e-06 6.408924e+02 1.000000e+00
1.885000e-01 2.031000e-02 9.897942e-09 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.168818e+01 2.818679e+07 9.898932e-01 4.407889e-02
2.850000e-02 7.017000e-01 7.566773e-05 2.000004e-03 2.828427e-03 8.000000e-04 2.000000e-03 2.625202e+01 1.165895e-09 3.026721e+02 1.000000e+00
7.776000e-01 9.427000e-02 1.486021e-09 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.178502e+01 3.767814e+06 1.486170e-01 8.721717e-02
1.323000e-01 1.194000e-01 9.086453e-05 9.998164e-04 1.413953e-03 8.000000e-04 9.998159e-04 2.262703e+01 4.448730e+04 9.083116e+01 3.173757e-02
2.850000e-02 7.897000e-01 2.845439e-05 1.999984e-03 2.828398e-03 8.000000e-04 1.999980e-03 3.030198e+01 8.179371e-10 1.138157e+02 1.000000e+00
8.249000e-02 3.070000e-01 1.952140e-03 5.000000e-04 7.071068e-04 8.000000e-04 5.000000e-04 1.076767e+01 1.894297e-06 4.880351e+02 1.000000e+00
2.000000e+00 4.924000e-01 8.192014e-10 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.179257e+01 4.146617e+04 8.192833e-02 1.112393e-01
2.687000e-01 2.894000e-02 5.826087e-09 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.173711e+01 1.973981e+07 5.826670e-01 5.233098e-02
3.609000e-02 3.888000e-01 3.099720e-03 3.999442e-04 5.656064e-04 8.000000e-04 3.999441e-04 1.178350e+01 2.749005e-07 4.958167e+02 1.000000e+00
7.776000e-01 5.223000e-02 4.702008e-11 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180150e+01 7.268986e+07 4.702478e-03 9.159834e-02
1.777000e+00 2.572000e-02 8.600474e-16 1.000050e-02 1.414213e-02 8.000000e-04 1.000000e-02 3.180203e+01 6.938306e+10 8.601333e-08 1.231343e-01
1.176000e-01 7.444000e-02 9.234691e-05 3.000106e-03 4.242771e-03 8.000000e-04 3.000092e-03 1.097039e+01 5.386596e+04 8.311809e+02 3.121655e-02
8.249000e-02 1.000000e+00 2.385894e-06 1.000005e-06 1.414220e-06 8.000000e-04 1.000005e-06 3.180203e+01 1.350022e-02 2.385915e-06 1.000000e+00
3.829000e-01 8.377000e-02 2.076320e-07 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 2.955108e+01 3.906128e+05 2.076528e+01 6.208836e-02
2.850000e-02 4.375000e-01 1.951001e-03 5.000066e-04 7.071161e-04 8.000000e-04 5.000066e-04 1.323345e+01 7.696831e-08 4.877632e+02 1.000000e+00
7.330000e-02 4.375000e-01 8.263930e-04 8.000183e-04 1.131396e-03 8.000000e-04 8.000181e-04 1.266197e+01 1.993261e-07 5.289158e+02 1.000000e+00
2.687000e-01 2.031000e-02 6.994664e-10 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.179428e+01 1.168230e+08 6.995363e-02 5.161761e-02
5.789000e-02 4.642000e-02 1.413797e-04 1.000097e-03 1.414350e-03 8.000000e-04 1.000097e-03 1.846353e+01 2.361373e+05 1.414072e+02 1.912943e-02
6.910000e-01 5.223000e-02 1.208217e-10 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180065e+01 4.525686e+07 1.208338e-02 8.598363e-02
3.609000e-02 3.070000e-01 7.940482e-03 2.000018e-04 2.828452e-04 8.000000e-04 2.000018e-04 1.242176e+01 2.233747e-06 3.176249e+02 1.000000e+00
2.251000e-02 5.878000e-02 1.270515e-01 6.000000e-05 8.485281e-05 8.000000e-04 6.000000e-05 6.393700e+00 1.459757e-03 4.573854e+02 1.000000e+00
5.789000e-02 2.424000e-01 6.859693e-03 3.000000e-04 4.242641e-04 8.000000e-04 3.000000e-04 1.027382e+01 5.235363e-06 6.173724e+02 1.000000e+00
1.579000e+00 9.427000e-02 4.920486e-12 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180197e+01 6.495614e+07 4.920978e-04 1.139896e-01
3.207000e-02 1.125000e-02 2.502380e-05 5.000063e-03 7.071068e-03 8.000000e-04 5.000000e-03 5.876421e+00 1.714450e+06 6.256106e+02 1.381213e-02
4.571000e-02 5.878000e-02 2.540363e-02 9.991695e-05 1.413039e-04 8.000000e-04 9.991695e-05 1.305352e+01 5.921952e-03 2.536146e+02 1.000000e+00
2.251000e-02 1.805000e-02 3.134479e-04 9.996019e-04 1.413650e-03 8.000000e-04 9.996014e-04 9.089263e+00 6.106678e+05 3.131984e+02 1.093000e-02
2.122000e-01 1.425000e-02 4.902978e-10 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.179613e+01 2.696234e+08 4.903468e-02 4.635224e-02
