# mzprime m4 sum_w_post_smearing v_mu4 v_4i epsilon u_mu4 chi2 decay_length N_events scatt_det
5.144000e-02 8.377000e-02 2.971140e-04 9.426758e-04 1.333144e-03 1.000000e-04 9.426754e-04 1.246168e+01 1.476251e-05 2.640266e+02 1.000000e+00
4.309000e-01 3.070000e-01 1.153825e-08 1.000028e-02 1.414182e-02 1.000000e-04 9.999777e-03 3.165077e+01 4.276364e+04 1.153889e+00 5.183447e-02
3.403000e-01 5.878000e-02 1.533434e-11 1.000050e-02 1.414214e-02 1.000000e-04 1.000000e-02 3.180186e+01 9.318481e+07 1.533587e-03 5.931858e-02
2.533000e-02 4.375000e-01 3.138018e-05 3.070312e-03 4.342056e-03 1.000000e-04 3.070297e-03 1.598301e+01 1.612430e-09 2.958151e+02 1.000000e+00
3.403000e-01 8.377000e-02 1.207329e-10 1.000050e-02 1.414214e-02 1.000000e-04 1.000000e-02 3.180066e+01 1.555011e+07 1.207450e-02 5.967916e-02
1.403000e+00 6.236000e-01 4.952011e-12 1.000050e-02 1.414214e-02 1.000000e-04 1.000000e-02 3.180200e+01 1.561351e+05 4.952507e-04 1.219891e-01
1.885000e-01 1.343000e-01 2.080080e-07 1.000050e-02 1.414214e-02 1.000000e-04 1.000000e-02 2.945873e+01 9.725225e+04 2.080288e+01 3.789089e-02
1.777000e+00 1.125000e-02 8.018082e-22 1.000050e-02 1.414214e-02 1.000000e-04 1.000000e-02 3.180203e+01 1.828262e+14 8.018884e-14 2.847881e-01
5.457000e-01 4.125000e-02 4.150964e-14 1.000050e-02 1.414214e-02 1.000000e-04 1.000000e-02 3.180203e+01 3.696385e+09 4.151379e-06 8.252231e-02
1.885000e-01 1.701000e-01 7.974097e-07 1.000050e-02 1.414214e-02 1.000000e-04 1.000000e-02 2.344965e+01 2.002978e+04 7.974894e+01 3.788616e-02
9.283000e-02 3.070000e-01 2.182337e-05 5.541105e-03 7.836186e-03 1.000000e-04 5.541020e-03 1.338233e+01 1.970734e-08 6.700614e+02 1.000000e+00
4.571000e-02 2.894000e-02 8.066939e-07 1.000001e-02 1.414144e-02 1.000000e-04 9.999509e-03 2.392522e+01 7.995149e+05 8.066954e+01 1.673839e-02
1.108000e+00 8.886000e-01 5.790452e-31 1.000000e-12 1.414214e-12 1.000000e-04 1.000000e-12 3.180203e+01 7.794481e+23 5.790452e-43 6.340927e-02
3.829000e-01 2.572000e-02 4.092001e-14 1.000049e-02 1.414212e-02 1.000000e-04 9.999988e-03 3.180203e+01 9.505637e+09 4.092400e-06 6.842054e-02
2.122000e-01 4.125000e-02 6.866689e-11 1.000050e-02 1.414214e-02 1.000000e-04 1.000000e-02 3.180122e+01 8.217967e+07 6.867376e-03 4.776404e-02
1.777000e+00 1.701000e-01 6.052166e-15 1.000038e-02 1.414197e-02 1.000000e-04 9.999881e-03 3.180203e+01 2.233737e+08 6.052627e-07 2.363077e-01
5.144000e-02 7.897000e-01 3.718019e-07 1.000042e-02 1.414202e-02 1.000000e-04 9.999918e-03 3.085768e+01 1.065970e-10 3.718330e+01 1.000000e+00
