# mzprime m4 sum_w_post_smearing v_mu4 v_4i epsilon u_mu4 chi2 decay_length N_events scatt_det
3.403000e-01 6.236000e-01 3.376560e-08 1.000050e-02 1.414214e-02 1.000000e-04 1.000000e-02 3.175048e+01 1.204045e-08 3.376898e+00 1.000000e+00
1.403000e+00 1.061000e-01 3.537555e-15 1.000044e-02 1.414204e-02 1.000000e-04 9.999935e-03 3.180203e+01 1.213978e+09 3.537863e-07 1.855377e-01
1.777000e+00 5.541000e-01 7.354542e-13 1.000049e-02 1.414212e-02 1.000000e-04 9.999992e-03 3.180202e+01 5.895410e+05 7.355266e-05 1.565091e-01
1.885000e-01 3.455000e-01 1.070474e-06 1.000050e-02 1.414214e-02 1.000000e-04 1.000000e-02 2.252462e+01 2.171814e-08 1.070581e+02 1.000000e+00
1.176000e-01 5.223000e-02 2.784729e-08 1.000038e-02 1.414197e-02 1.000000e-04 9.999880e-03 3.150475e+01 2.140046e+06 2.784941e+00 3.071371e-02
5.144000e-02 2.031000e-02 3.606580e-08 1.000050e-02 1.414214e-02 1.000000e-04 1.000000e-02 3.139147e+01 9.114122e+06 3.606940e+00 1.755678e-02
5.144000e-02 1.000000e+00 4.627070e-08 1.000050e-02 1.414214e-02 1.000000e-04 1.000000e-02 3.188447e+01 5.249474e-11 4.627533e+00 1.000000e+00
2.122000e-01 1.604000e-02 2.415332e-13 1.000048e-02 1.414211e-02 1.000000e-04 9.999983e-03 3.180203e+01 9.526343e+09 2.415565e-05 4.627834e-02
9.283000e-02 8.886000e-01 9.419594e-08 1.000050e-02 1.414214e-02 1.000000e-04 1.000000e-02 3.172250e+01 2.437262e-10 9.420536e+00 1.000000e+00
1.403000e+00 8.886000e-01 7.232209e-12 1.000050e-02 1.414214e-02 1.000000e-04 1.000000e-02 3.180204e+01 2.327332e+04 7.232932e-04 8.746935e-02
8.751000e-01 6.615000e-02 1.416228e-14 1.000050e-02 1.414214e-02 1.000000e-04 1.000000e-02 3.180203e+01 2.281531e+09 1.416370e-06 1.118462e-01
1.108000e+00 2.285000e-02 3.353403e-18 1.000050e-02 1.414214e-02 1.000000e-04 1.000000e-02 3.180203e+01 1.155428e+12 3.353739e-10 1.386690e-01
1.675000e-01 1.061000e-01 1.368158e-07 1.000050e-02 1.414214e-02 1.000000e-04 1.000000e-02 3.029754e+01 2.172060e+05 1.368295e+01 3.631238e-02
2.251000e-02 4.924000e-01 1.610735e-05 1.000050e-02 1.414214e-02 1.000000e-04 1.000000e-02 4.241358e+01 8.419620e-11 1.610897e+03 1.000000e+00
6.141000e-01 1.061000e-01 4.046891e-12 1.000046e-02 1.414207e-02 1.000000e-04 9.999955e-03 3.180198e+01 5.182613e+07 4.047260e-04 8.266214e-02
8.249000e-02 3.665000e-02 4.416411e-08 1.000050e-02 1.414214e-02 1.000000e-04 1.000000e-02 3.130226e+01 3.045633e+06 4.416852e+00 2.442930e-02
4.571000e-02 1.061000e-01 3.800250e-04 1.000048e-02 1.414211e-02 1.000000e-04 9.999983e-03 2.553012e+02 3.815899e-08 3.800617e+04 1.000000e+00
4.849000e-01 1.194000e-01 5.305367e-11 1.000050e-02 1.414214e-02 1.000000e-04 1.000000e-02 3.180144e+01 1.093700e+07 5.305898e-03 6.957557e-02
6.514000e-02 2.572000e-02 2.860227e-08 1.000050e-02 1.414214e-02 1.000000e-04 1.000000e-02 3.148104e+01 7.174716e+06 2.860513e+00 2.030253e-02
4.309000e-01 9.427000e-02 3.676412e-11 1.000050e-02 1.414214e-02 1.000000e-04 1.000000e-02 3.180162e+01 2.237513e+07 3.676779e-03 6.659142e-02
5.789000e-02 5.541000e-01 4.878296e-06 1.000050e-02 1.414214e-02 1.000000e-04 1.000000e-02 1.636327e+01 3.909145e-10 4.878784e+02 1.000000e+00
6.141000e-01 1.125000e-02 6.377306e-18 1.000049e-02 1.414211e-02 1.000000e-04 9.999985e-03 3.180203e+01 4.036480e+12 6.377925e-10 8.996341e-02
4.309000e-01 3.455000e-01 1.786425e-08 1.000050e-02 1.414214e-02 1.000000e-04 1.000000e-02 3.156424e+01 2.043758e+04 1.786604e+00 5.247141e-02
8.249000e-02 2.285000e-02 2.394489e-09 1.000034e-02 1.414191e-02 1.000000e-04 9.999838e-03 3.177465e+01 3.517528e+07 2.394650e-01 2.460219e-02
8.249000e-02 1.000000e+00 3.702754e-08 1.000050e-02 1.414214e-02 1.000000e-04 1.000000e-02 3.187114e+01 1.350081e-10 3.703125e+00 1.000000e+00
1.176000e-01 1.000000e+00 2.733518e-08 1.000045e-02 1.414206e-02 1.000000e-04 9.999948e-03 3.186684e+01 2.745037e-10 2.733763e+00 1.000000e+00
1.885000e-01 1.512000e-01 4.166134e-07 1.000040e-02 1.414199e-02 1.000000e-04 9.999897e-03 2.726505e+01 4.633873e+04 4.166465e+01 3.697692e-02
3.829000e-01 1.914000e-01 4.120180e-09 1.000050e-02 1.414214e-02 1.000000e-04 1.000000e-02 3.175421e+01 3.518818e+05 4.120592e-01 5.234682e-02
2.533000e-02 8.886000e-01 1.569764e-07 1.000050e-02 1.414214e-02 1.000000e-04 1.000000e-02 3.182577e+01 1.813999e-11 1.569921e+01 1.000000e+00
3.024000e-01 6.236000e-01 5.263825e-08 1.000050e-02 1.414214e-02 1.000000e-04 1.000000e-02 3.161120e+01 8.697164e-09 5.264351e+00 1.000000e+00
6.514000e-02 8.377000e-02 1.529524e-04 1.000044e-02 1.414205e-02 1.000000e-04 9.999937e-03 2.188229e+02 4.147123e-07 1.529657e+04 1.000000e+00
8.249000e-02 2.572000e-02 4.901546e-09 1.000050e-02 1.414214e-02 1.000000e-04 1.000000e-02 3.174542e+01 1.919332e+07 4.902036e-01 2.466882e-02
2.687000e-01 7.444000e-02 4.039179e-10 1.000050e-02 1.414214e-02 1.000000e-04 1.000000e-02 3.179743e+01 1.077562e+07 4.039583e-02 5.009346e-02
5.144000e-02 3.257000e-02 7.185029e-07 1.000037e-02 1.414196e-02 1.000000e-04 9.999874e-03 2.412762e+01 7.094457e+05 7.185566e+01 1.824551e-02
6.514000e-02 1.000000e-02 8.196923e-11 1.000050e-02 1.414214e-02 1.000000e-04 1.000000e-02 3.180108e+01 9.035863e+08 8.197743e-03 2.183088e-02
6.910000e-01 1.266000e-02 5.169804e-18 1.000050e-02 1.414214e-02 1.000000e-04 1.000000e-02 3.180203e+01 3.564585e+12 5.170321e-10 9.155658e-02
1.247000e+00 3.455000e-01 2.379458e-12 1.000048e-02 1.414210e-02 1.000000e-04 9.999978e-03 3.180200e+01 2.139161e+06 2.379686e-04 1.264703e-01
1.403000e+00 6.236000e-01 5.712038e-12 1.000029e-02 1.414185e-02 1.000000e-04 9.999795e-03 3.180199e+01 1.561433e+05 5.712374e-04 1.063919e-01
1.108000e+00 1.425000e-02 1.911008e-19 1.000050e-02 1.414214e-02 1.000000e-04 1.000000e-02 3.180203e+01 1.237779e+13 1.911199e-11 1.422698e-01
3.609000e-02 4.924000e-01 1.370782e-05 1.000050e-02 1.414214e-02 1.000000e-04 1.000000e-02 3.463007e+01 2.164410e-10 1.370920e+03 1.000000e+00
1.247000e+00 1.125000e-02 1.673169e-20 1.000045e-02 1.414207e-02 1.000000e-04 9.999955e-03 3.180203e+01 6.262668e+13 1.673321e-12 1.585608e-01
4.571000e-02 1.701000e-01 2.820883e-04 1.000034e-02 1.414191e-02 1.000000e-04 9.999837e-03 2.484610e+02 8.549339e-09 2.821073e+04 1.000000e+00
1.045000e-01 4.642000e-02 3.224296e-08 1.000046e-02 1.414208e-02 1.000000e-04 9.999958e-03 3.143555e+01 2.406536e+06 3.224591e+00 2.910491e-02
1.885000e-01 3.257000e-02 4.234148e-11 1.000050e-02 1.414214e-02 1.000000e-04 1.000000e-02 3.180155e+01 1.677219e+08 4.234571e-03 4.320579e-02
1.579000e+00 1.125000e-02 2.138549e-21 1.000043e-02 1.414204e-02 1.000000e-04 9.999930e-03 3.180203e+01 1.341510e+14 2.138733e-13 2.307985e-01
1.777000e+00 7.017000e-01 1.156363e-12 1.000050e-02 1.414214e-02 1.000000e-04 1.000000e-02 3.180202e+01 1.766684e+05 1.156479e-04 1.209540e-01
3.024000e-01 1.425000e-02 7.707404e-15 1.000042e-02 1.414203e-02 1.000000e-04 9.999923e-03 3.180203e+01 7.153631e+10 7.708055e-07 5.682739e-02
2.533000e-02 6.236000e-01 3.031081e-06 1.000050e-02 1.414214e-02 1.000000e-04 1.000000e-02 2.246573e+01 5.248637e-11 3.031384e+02 1.000000e+00
5.457000e-01 4.375000e-01 5.424526e-09 1.000050e-02 1.414214e-02 1.000000e-04 1.000000e-02 3.174561e+01 1.617397e+04 5.425068e-01 6.150120e-02
6.910000e-01 1.125000e-02 2.402505e-18 1.000029e-02 1.414183e-02 1.000000e-04 9.999787e-03 3.180203e+01 6.469891e+12 2.402642e-10 9.844459e-02
1.176000e-01 1.914000e-01 1.532875e-05 1.000023e-02 1.414175e-02 1.000000e-04 9.999729e-03 5.228738e+01 5.753861e-08 1.532946e+03 1.000000e+00
1.489000e-01 6.615000e-02 1.909720e-08 1.000050e-02 1.414214e-02 1.000000e-04 1.000000e-02 3.158094e+01 1.686895e+06 1.909911e+00 3.584704e-02
1.108000e+00 1.125000e-02 4.671558e-20 1.000050e-02 1.414214e-02 1.000000e-04 1.000000e-02 3.180203e+01 4.077068e+13 4.672025e-12 1.381734e-01
7.776000e-01 2.728000e-01 5.733561e-11 1.000007e-02 1.414152e-02 1.000000e-04 9.999567e-03 3.180132e+01 1.114648e+06 5.733639e-03 7.675122e-02
2.000000e+00 1.343000e-01 7.839976e-16 1.000050e-02 1.414214e-02 1.000000e-04 1.000000e-02 3.180203e+01 9.347912e+08 7.840760e-08 2.944203e-01
