# mzprime m5 m4 delta sum_w_post_smearing v_mu5 v_54 epsilon u_mu5/u_mu4 chi2 decay_length N_events
2.000000e-02 1.184000e+00 1.500000e-01 6.893333e+00 4.145071e-04 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 5.469614e+01 5.018507e-16 4.145079e+02
2.251000e-02 2.797000e-01 1.500000e-01 8.646667e-01 1.130969e+01 1.302083e-05 1.000000e+00 1.000000e-02 6.510416e-06 9.953015e+00 1.271239e-13 4.793669e+02
2.251000e-02 1.887000e-01 1.500000e-01 2.580000e-01 3.611188e+01 5.911583e-06 1.000000e+00 1.000000e-02 2.955791e-06 1.340831e+01 3.162550e-12 3.154988e+02
2.533000e-02 2.000000e+00 1.500000e-01 1.233333e+01 5.257068e-07 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.183120e+01 1.618177e-16 5.257078e-01
2.533000e-02 2.453000e-01 1.500000e-01 6.353333e-01 1.626494e+01 1.132065e-05 1.000000e+00 1.000000e-02 5.660324e-06 8.196227e+00 3.522872e-13 5.211167e+02
2.251000e-02 4.426000e-01 1.500000e-01 1.950667e+00 1.289634e+00 4.018558e-05 1.000000e+00 1.000000e-02 2.009279e-05 1.183904e+01 1.671769e-14 5.206511e+02
2.251000e-02 2.619000e-01 1.500000e-01 7.460001e-01 1.456314e+01 1.158259e-05 1.000000e+00 1.000000e-02 5.791293e-06 9.404296e+00 1.845808e-13 4.884342e+02
2.251000e-02 1.767000e-01 1.500000e-01 1.780000e-01 3.445785e+01 4.406852e-06 1.000000e+00 1.000000e-02 2.203426e-06 1.998865e+01 1.152696e-11 1.672959e+02
2.000000e-02 2.000000e+00 1.500000e-01 1.233333e+01 5.304904e-07 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.183099e+01 1.008782e-16 5.304915e-01
2.850000e-02 2.015000e-01 1.500000e-01 3.433333e-01 2.344908e+01 8.741496e-06 1.000000e+00 1.000000e-02 4.370748e-06 9.419436e+00 2.322930e-12 4.479580e+02
2.000000e-02 2.986000e-01 1.500000e-01 9.906666e-01 9.381159e+00 1.434226e-05 1.000000e+00 1.000000e-02 7.171129e-06 1.017590e+01 7.132964e-14 4.824270e+02
2.533000e-02 6.560000e-01 1.500000e-01 3.373333e+00 8.635868e-02 1.376565e-04 1.000000e+00 1.000000e-02 6.882824e-05 2.229457e+01 5.296600e-15 4.091093e+02
2.850000e-02 2.297000e-01 1.500000e-01 5.313333e-01 1.735432e+01 1.129732e-05 1.000000e+00 1.000000e-02 5.648660e-06 6.675325e+00 7.102503e-13 5.537306e+02
2.533000e-02 7.986000e-01 1.500000e-01 4.324000e+00 1.669422e-02 1.749961e-04 1.000000e+00 1.000000e-02 8.749805e-05 3.031956e+01 2.783277e-15 1.278094e+02
2.000000e-02 3.189000e-01 1.500000e-01 1.126000e+00 7.140941e+00 1.636801e-05 1.000000e+00 1.000000e-02 8.184007e-06 1.068190e+01 5.181256e-14 4.782857e+02
2.000000e-02 5.753000e-01 1.500000e-01 2.835333e+00 2.418191e-01 8.890480e-05 1.000000e+00 1.000000e-02 4.445240e-05 1.765841e+01 5.147449e-15 4.778383e+02
2.000000e-02 1.767000e-01 1.500000e-01 1.780000e-01 4.087172e+01 4.212454e-06 1.000000e+00 1.000000e-02 2.106227e-06 1.922928e+01 7.803771e-12 1.813148e+02
2.000000e-02 3.636000e-01 1.500000e-01 1.424000e+00 3.809974e+00 2.290659e-05 1.000000e+00 1.000000e-02 1.145330e-05 1.089947e+01 2.889114e-14 4.997848e+02
2.000000e-02 4.426000e-01 1.500000e-01 1.950667e+00 1.327099e+00 3.946376e-05 1.000000e+00 1.000000e-02 1.973188e-05 1.219576e+01 1.319698e-14 5.167022e+02
2.251000e-02 2.151000e-01 1.500000e-01 4.340000e-01 2.764663e+01 8.985515e-06 1.000000e+00 1.000000e-02 4.492758e-06 6.634470e+00 7.499469e-13 5.580436e+02
2.251000e-02 1.754000e+00 1.500000e-01 1.069333e+01 4.296893e-06 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.205695e+01 1.904246e-16 4.296901e+00
2.251000e-02 3.882000e-01 1.500000e-01 1.588000e+00 2.650650e+00 2.708776e-05 1.000000e+00 1.000000e-02 1.354388e-05 1.154046e+01 2.791218e-14 4.862265e+02
