# mzprime m5 m4 delta sum_w_post_smearing v_mu5 v_54 epsilon u_mu5/u_mu4 chi2 decay_length N_events eff_selection eff_final
2.000000e-02 1.349000e+00 1.500000e-01 7.993333e+00 1.003512e-04 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.940737e+01 3.355064e-16 1.003514e+02 4.406317e-02 4.406317e-02
2.000000e-02 2.453000e-01 1.500000e-01 6.353333e-01 2.024882e+01 1.062597e-05 1.000000e+00 1.000000e-02 5.312984e-06 8.635224e+00 2.192822e-13 5.715798e+02 1.160828e-01 1.160828e-01
2.000000e-02 1.643000e+00 1.500000e-01 9.953333e+00 9.269811e-06 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.234210e+01 1.834611e-16 9.269829e+00 4.254482e-02 4.254482e-02
2.000000e-02 1.754000e+00 1.500000e-01 1.069333e+01 3.656498e-06 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.201073e+01 1.503277e-16 3.656505e+00 4.213006e-02 4.213006e-02
2.000000e-02 4.145000e-01 1.500000e-01 1.763333e+00 1.916985e+00 3.311213e-05 1.000000e+00 1.000000e-02 1.655607e-05 1.152857e+01 1.697739e-14 5.254519e+02 9.151385e-02 9.151385e-02
2.000000e-02 4.726000e-01 1.500000e-01 2.150667e+00 8.968809e-01 4.905359e-05 1.000000e+00 1.000000e-02 2.452679e-05 1.281948e+01 1.033710e-14 5.395309e+02 8.512000e-02 8.512000e-02
2.000000e-02 2.000000e+00 1.500000e-01 1.233333e+01 4.008337e-07 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.182319e+01 1.008788e-16 4.008345e-01 4.168071e-02 4.168071e-02
2.000000e-02 1.441000e+00 1.500000e-01 8.606667e+00 4.698475e-05 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.507996e+01 2.739878e-16 4.698485e+01 4.334807e-02 4.334807e-02
2.000000e-02 1.539000e+00 1.500000e-01 9.260000e+00 2.161529e-05 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.314991e+01 2.240026e-16 2.161534e+01 4.297988e-02 4.297988e-02
2.000000e-02 4.426000e-01 1.500000e-01 1.950667e+00 1.334764e+00 3.997888e-05 1.000000e+00 1.000000e-02 1.998944e-05 1.246658e+01 1.319773e-14 5.333420e+02 8.841221e-02 8.841221e-02
2.000000e-02 9.722000e-01 1.500000e-01 5.481333e+00 2.784186e-03 9.119077e-11 1.000000e+00 1.000000e-02 4.559538e-11 3.180203e+01 9.282746e-16 5.788153e-12 4.978026e-02 4.978026e-02
2.000000e-02 5.388000e-01 1.500000e-01 2.592000e+00 3.833811e-01 7.250102e-05 1.000000e+00 1.000000e-02 3.625051e-05 1.604945e+01 6.461898e-15 5.038010e+02 7.829297e-02 7.829297e-02
2.000000e-02 5.753000e-01 1.500000e-01 2.835333e+00 2.388750e-01 9.066660e-05 1.000000e+00 1.000000e-02 4.533330e-05 1.766672e+01 5.147476e-15 4.909140e+02 7.476454e-02 7.476454e-02
2.000000e-02 1.264000e+00 1.500000e-01 7.426667e+00 2.018674e-04 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 4.743246e+01 4.099792e-16 2.018678e+02 4.459856e-02 4.459856e-02
2.000000e-02 1.873000e+00 1.500000e-01 1.148667e+01 1.304963e-06 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.187196e+01 1.231166e-16 1.304966e+00 4.190765e-02 4.190765e-02
2.000000e-02 5.046000e-01 1.500000e-01 2.364000e+00 5.847692e-01 5.985173e-05 1.000000e+00 1.000000e-02 2.992586e-05 1.417178e+01 8.151532e-15 5.236943e+02 8.138119e-02 8.138119e-02
2.000000e-02 3.405000e-01 1.500000e-01 1.270000e+00 5.263033e+00 1.967685e-05 1.000000e+00 1.000000e-02 9.838427e-06 1.088370e+01 3.839772e-14 5.094334e+02 1.011048e-01 1.011048e-01
2.000000e-02 1.184000e+00 1.500000e-01 6.893333e+00 3.989690e-04 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 5.533111e+01 5.018540e-16 3.989698e+02 4.542406e-02 4.542406e-02
2.000000e-02 6.143000e-01 1.500000e-01 3.095333e+00 1.455413e-01 1.118073e-04 1.000000e+00 1.000000e-02 5.590364e-05 2.032743e+01 4.116181e-15 4.548483e+02 7.113372e-02 7.113372e-02
