# mzprime m4 sum_w_post_smearing v_mu4 v_4i epsilon u_mu4 chi2 decay_length MB_N_events eff_geom eff_selection eff_total
4.062000e-02 1.000000e-02 4.979402e-06 7.012995e-03 9.917629e-03 8.000000e-04 7.012822e-03 2.437083e+01 4.228034e+06 2.448974e+02 1.077702e-01 4.882274e-02 9.505221e-09
3.829000e-01 2.572000e-02 1.696396e-10 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180031e+01 1.477008e+08 1.696566e-02 4.426474e-02 3.968247e-02 2.271517e-10
4.062000e-02 1.701000e-01 2.448222e-02 1.439292e-04 2.035466e-04 8.000000e-04 1.439292e-04 9.324608e+00 3.239879e-05 5.071640e+02 1.482804e-01 3.434019e-02 7.529425e-05
9.848000e-01 4.642000e-02 3.196609e-12 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180199e+01 3.361608e+08 3.196929e-04 3.115952e-02 4.195877e-02 1.292617e-10
2.850000e-02 1.701000e-01 4.361697e-02 1.092226e-04 1.544640e-04 8.000000e-04 1.092226e-04 9.191632e+00 2.749355e-05 5.203316e+02 1.377369e-01 3.586077e-02 7.424147e-05
2.388000e-01 2.285000e-02 2.770218e-09 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.177413e+01 4.057301e+07 2.770496e-01 5.158099e-02 3.944289e-02 8.028034e-10
2.000000e+00 3.665000e-02 2.042082e-06 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180203e+01 1.882845e+10 2.042286e+02 4.740594e-11 4.022943e-02 1.262056e-03
5.789000e-02 9.427000e-02 1.524526e-02 1.777543e-04 2.513826e-04 8.000000e-04 1.777543e-04 1.191024e+01 3.694713e-04 4.816983e+02 1.181445e-01 3.619232e-02 8.227986e-05
1.247000e+00 1.125000e-02 9.448480e-17 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180203e+01 1.067116e+12 9.449425e-09 3.619773e-02 4.112165e-02 8.865715e-15
1.247000e+00 1.805000e-02 1.733066e-15 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180203e+01 9.925086e+10 1.733239e-07 2.755406e-02 4.094661e-02 1.574793e-13
1.108000e+00 4.125000e-02 7.216766e-13 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180202e+01 9.845774e+08 7.217488e-05 3.283767e-02 4.402508e-02 4.175892e-11
5.144000e-02 2.424000e-01 1.028144e-02 3.162293e-03 4.472136e-03 8.000000e-04 3.162278e-03 3.024777e+02 3.705467e-08 1.028154e+05 1.004095e-01 3.746210e-02 7.446226e-05
5.144000e-02 4.375000e-01 1.290194e-03 3.162293e-03 4.472136e-03 8.000000e-04 3.162278e-03 2.404377e+02 6.269500e-09 1.290207e+04 1.280892e-01 2.896251e-02 6.980826e-05
4.309000e-01 6.615000e-02 1.824075e-08 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.161328e+01 2.068642e+06 1.824257e+00 3.819139e-02 3.950100e-02 3.733218e-08
1.045000e-01 5.541000e-01 1.488999e-04 1.583424e-03 2.239297e-03 8.000000e-04 1.583422e-03 1.890927e+01 5.090857e-08 3.733267e+02 1.119708e-01 2.621595e-02 7.539715e-05
6.910000e-01 6.615000e-02 6.317175e-10 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.179503e+01 1.389817e+07 6.317807e-02 3.957523e-02 4.231481e-02 6.502159e-09
7.330000e-02 2.728000e-01 3.467624e-03 3.853021e-04 5.448995e-04 8.000000e-04 3.853021e-04 1.013096e+01 3.591767e-06 5.147956e+02 1.286742e-01 3.002321e-02 7.250822e-05
2.251000e-02 1.425000e-02 1.851330e-04 1.637900e-03 2.316337e-03 8.000000e-04 1.637898e-03 1.749285e+01 9.601057e+05 4.966591e+02 1.660967e-01 3.931536e-02 1.036939e-07
1.579000e+00 5.223000e-02 4.383027e-06 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180203e+01 1.253994e+09 4.383465e+02 8.517270e-10 3.954518e-02 1.061283e-03
1.045000e-01 4.375000e-01 4.176528e-04 9.227707e-04 1.304994e-03 8.000000e-04 9.227703e-04 1.612905e+01 3.066057e-07 3.556338e+02 1.106454e-01 2.203550e-02 6.862726e-05
4.571000e-02 1.061000e-01 2.196875e-02 1.730647e-04 2.447505e-04 8.000000e-04 1.730647e-04 6.396464e+00 1.274497e-04 6.579950e+02 1.047807e-01 4.094033e-02 6.172381e-05
8.249000e-02 7.444000e-02 3.039926e-04 1.193363e-03 1.687669e-03 8.000000e-04 1.193362e-03 1.096641e+01 5.056226e+04 4.329206e+02 8.347387e-02 4.471283e-02 3.810988e-06
3.609000e-02 4.375000e-01 1.659167e-03 4.647690e-04 6.572825e-04 8.000000e-04 4.647689e-04 1.693974e+01 1.427954e-07 3.583970e+02 1.318225e-01 3.225435e-02 6.873171e-05
3.609000e-02 8.886000e-01 9.041276e-06 1.050176e-08 1.485173e-08 8.000000e-04 1.050176e-08 3.180203e+01 3.335868e+01 9.971350e-10 1.844598e-01 1.442551e-02 4.648127e-05
7.776000e-01 2.894000e-02 1.943369e-12 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180201e+01 1.395377e+09 1.943563e-04 4.525271e-02 4.293072e-02 3.117842e-11
1.675000e-01 3.888000e-01 1.058454e-04 1.403897e-03 1.985408e-03 8.000000e-04 1.403895e-03 2.059084e+01 5.282880e-07 2.086134e+02 8.045253e-02 1.092714e-02 3.236668e-05
1.885000e-01 2.424000e-01 1.085173e-04 1.257682e-03 1.778629e-03 8.000000e-04 1.257681e-03 2.171423e+01 9.060152e-06 1.716486e+02 5.935359e-02 6.946886e-03 2.007430e-05
8.751000e-01 4.924000e-01 1.625330e-07 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.012511e+01 1.262268e+03 1.625492e+01 3.365809e-02 5.289367e-03 1.214166e-05
1.579000e+00 2.728000e-01 1.765576e-06 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.179058e+01 3.160639e+05 1.765753e+02 1.936369e-05 1.337990e-02 5.569172e-04
1.247000e+00 1.000000e-02 3.476827e-17 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180203e+01 1.939918e+12 3.477174e-09 2.777763e-02 3.807905e-02 3.182501e-15
2.850000e-02 1.343000e-01 5.090864e-02 1.043324e-04 1.475483e-04 8.000000e-04 1.043324e-04 8.486874e+00 6.139224e-05 5.541530e+02 1.299465e-01 3.646637e-02 6.594087e-05
2.687000e-01 1.701000e-01 1.595789e-05 3.153205e-03 4.459283e-03 8.000000e-04 3.153189e-03 2.275869e+01 2.118578e+04 1.586645e+02 5.977585e-02 2.310455e-02 7.620168e-06
7.776000e-01 3.070000e-01 2.245307e-07 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 2.887417e+01 9.371703e+03 2.245531e+01 3.531908e-02 1.207028e-02 5.464195e-06
6.910000e-01 2.894000e-02 3.751898e-12 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180199e+01 8.690960e+08 3.752273e-04 3.428057e-02 4.094044e-02 3.911643e-11
3.207000e-02 1.604000e-02 7.348667e-05 2.699431e-03 3.817559e-03 8.000000e-04 2.699422e-03 7.160711e+00 8.995856e+05 5.354922e+02 1.336566e-01 4.757485e-02 9.089829e-08
7.776000e-01 1.914000e-01 5.260487e-08 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.138050e+01 1.057087e+05 5.261013e+00 3.495068e-02 2.147595e-02 1.014003e-06
7.330000e-02 1.125000e-02 3.430706e-07 9.999167e-03 1.414025e-02 8.000000e-04 9.998668e-03 2.763753e+01 1.246852e+07 3.430135e+01 9.037084e-02 3.738505e-02 3.023943e-09
5.789000e-02 4.125000e-02 1.695245e-04 1.570186e-03 2.220575e-03 8.000000e-04 1.570184e-03 1.277207e+01 2.002809e+05 4.179599e+02 1.169535e-01 4.340230e-02 8.154482e-07
7.330000e-02 9.427000e-02 7.107761e-03 2.595535e-04 3.670640e-04 8.000000e-04 2.595534e-04 1.069035e+01 5.468130e-04 4.788356e+02 8.488927e-02 3.002548e-02 6.666368e-05
3.609000e-02 3.455000e-01 5.233806e-03 3.203242e-04 4.530068e-04 8.000000e-04 3.203242e-04 1.087353e+01 6.117606e-07 5.370283e+02 1.306855e-01 3.271820e-02 6.867191e-05
1.045000e-01 1.343000e-01 2.024895e-03 4.115872e-04 5.820722e-04 8.000000e-04 4.115872e-04 1.510970e+01 1.534107e-04 3.430253e+02 8.291719e-02 1.951354e-02 5.195376e-05
5.789000e-02 1.701000e-01 1.052259e-02 2.190475e-04 3.097800e-04 8.000000e-04 2.190475e-04 9.270588e+00 2.924277e-05 5.048930e+02 1.001065e-01 3.358610e-02 6.849108e-05
3.024000e-01 7.017000e-01 2.327403e-06 6.131190e-03 8.670649e-03 8.000000e-04 6.131075e-03 2.906140e+01 1.536522e-08 8.749055e+01 6.932661e-02 7.981064e-03 3.373764e-05
1.579000e+00 1.604000e-02 5.788067e-06 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180203e+01 4.608820e+11 5.788646e+02 6.488924e-13 4.373645e-02 1.351423e-03
1.777000e+00 5.541000e-01 2.149990e-07 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.178083e+01 1.397366e+04 2.150205e+01 4.466331e-04 6.012899e-03 2.952724e-04
1.777000e+00 1.000000e+00 1.450730e-08 1.000000e-07 1.414214e-07 8.000000e-04 1.000000e-07 3.180203e+01 6.311091e+12 1.450730e-10 1.970689e-12 4.093599e-03 2.973504e-04
1.579000e+00 3.455000e-01 1.171789e-06 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.179023e+01 9.589290e+04 1.171906e+02 5.758950e-05 1.185793e-02 4.171045e-04
8.249000e-02 1.000000e+00 1.644138e-06 1.019123e-08 1.441258e-08 8.000000e-04 1.019123e-08 3.180203e+01 1.300999e+02 1.707622e-10 1.577797e-01 1.611923e-02 3.430094e-05
2.000000e+00 8.886000e-01 1.083217e-08 5.308844e-06 7.507840e-06 8.000000e-04 5.308844e-06 3.180203e+01 6.984362e+09 3.052921e-07 1.717073e-09 4.386186e-03 1.700138e-04
1.045000e-01 1.061000e-01 1.969085e-03 4.233312e-04 5.986807e-04 8.000000e-04 4.233312e-04 1.514989e+01 3.842376e-02 3.528783e+02 7.441271e-02 2.518692e-02 4.790675e-05
1.579000e+00 2.424000e-01 3.651291e-06 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.179324e+01 5.676216e+05 3.651656e+02 9.437702e-06 2.256193e-02 1.096311e-03
9.283000e-02 4.924000e-01 3.455623e-04 1.051014e-03 1.486358e-03 8.000000e-04 1.051014e-03 1.472852e+01 1.300112e-07 3.817190e+02 1.045865e-01 2.590768e-02 7.885307e-05
2.687000e-01 3.888000e-01 1.308082e-05 2.843654e-03 4.021518e-03 8.000000e-04 2.843643e-03 2.651862e+01 5.646449e-07 1.057763e+02 6.712952e-02 5.655829e-03 1.456830e-05
4.062000e-02 3.888000e-01 2.694227e-03 4.001239e-04 5.658606e-04 8.000000e-04 4.001239e-04 1.316489e+01 3.482547e-07 4.313434e+02 1.055662e-01 3.290466e-02 6.408362e-05
2.687000e-01 2.424000e-01 4.156033e-05 2.507944e-03 3.546757e-03 8.000000e-04 2.507936e-03 2.118083e+01 3.485243e+03 2.614054e+02 5.874100e-02 1.518905e-02 2.175490e-05
6.910000e-01 1.266000e-02 2.043451e-14 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180203e+01 5.548517e+10 2.043655e-06 3.046345e-02 4.158025e-02 2.115927e-13
2.850000e-02 2.424000e-01 1.976515e-02 1.462220e-04 2.067892e-04 8.000000e-04 1.462220e-04 1.424917e+01 5.287684e-06 4.225963e+02 1.485673e-01 3.850055e-02 6.435146e-05
5.144000e-02 5.541000e-01 3.610740e-04 3.162293e-03 4.472136e-03 8.000000e-04 3.162278e-03 1.424282e+02 3.086235e-09 3.610776e+03 1.341259e-01 2.831637e-02 8.198739e-05
3.829000e-01 1.512000e-01 4.271088e-06 9.991868e-03 1.412993e-02 8.000000e-04 9.991369e-03 1.907587e+01 1.904912e+04 4.264145e+02 4.208943e-02 2.810576e-02 6.293024e-06
3.609000e-02 2.285000e-02 1.231797e-04 1.823513e-03 2.578832e-03 8.000000e-04 1.823510e-03 2.007629e+01 4.757520e+05 4.095969e+02 1.294171e-01 4.222659e-02 1.936118e-07
2.533000e-02 2.285000e-02 5.240553e-04 9.017515e-04 1.275269e-03 8.000000e-04 9.017511e-04 1.305859e+01 2.856886e+05 4.261386e+02 1.474195e-01 3.904453e-02 3.845967e-07
1.777000e+00 1.512000e-01 2.116452e-06 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180177e+01 9.741695e+06 2.116663e+02 3.428888e-07 2.972659e-02 8.524154e-04
1.579000e+00 1.125000e-02 6.158256e-06 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180203e+01 2.764775e+12 6.158872e+02 8.442371e-14 4.191280e-02 1.384587e-03
1.885000e-01 5.541000e-01 2.672650e-05 2.530405e-03 3.578521e-03 8.000000e-04 2.530397e-03 2.472778e+01 6.719965e-08 1.711284e+02 7.535284e-02 1.099255e-02 3.954994e-05
6.514000e-02 1.425000e-02 2.624118e-06 9.999167e-03 1.414025e-02 8.000000e-04 9.998668e-03 1.535544e+01 2.341701e+06 2.623681e+02 8.733427e-02 4.328643e-02 1.763101e-08
5.457000e-01 1.604000e-02 6.321320e-13 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180202e+01 6.502372e+09 6.321952e-05 3.840486e-02 4.064202e-02 2.773458e-12
4.309000e-01 8.886000e-01 9.311183e-08 1.000000e-08 1.414214e-08 8.000000e-04 1.000000e-08 3.180203e+01 6.102265e+03 9.311183e-12 7.258328e-02 7.796820e-03 1.272147e-05
1.489000e-01 7.897000e-01 7.254267e-06 3.434062e-03 4.856469e-03 8.000000e-04 3.434042e-03 3.051008e+01 7.599464e-09 8.554800e+01 1.235487e-01 1.817462e-02 5.446434e-05
2.687000e-01 7.897000e-01 1.226608e-06 1.000000e-08 1.414214e-08 8.000000e-04 1.000000e-08 3.180203e+01 3.020729e+03 1.226608e-10 8.391208e-02 1.018853e-02 2.870160e-05
5.457000e-01 5.223000e-02 8.659883e-10 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.179463e+01 1.751573e+07 8.660749e-02 5.294046e-02 4.017809e-02 4.004038e-09
4.571000e-02 2.285000e-02 7.073090e-05 3.115084e-03 4.405373e-03 8.000000e-04 3.115069e-03 6.030643e+00 4.764119e+05 6.863549e+02 9.719974e-02 4.292530e-02 1.845919e-07
1.675000e-01 8.886000e-01 2.022380e-06 2.477102e-08 3.503151e-08 8.000000e-04 2.477102e-08 3.180203e+01 1.298875e+02 1.240939e-09 1.380484e-01 1.615962e-02 4.145781e-05
1.323000e-01 8.377000e-02 5.900235e-05 2.815221e-03 3.981307e-03 8.000000e-04 2.815209e-03 9.939727e+00 5.412685e+04 4.676211e+02 6.662563e-02 3.892473e-02 2.488078e-06
3.207000e-02 1.343000e-01 4.708602e-02 9.339758e-05 1.320841e-04 8.000000e-04 9.339758e-05 1.184764e+01 9.752869e-05 4.107364e+02 1.739751e-01 3.608441e-02 7.890829e-05
6.141000e-01 4.924000e-01 6.407964e-07 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 2.805044e+01 2.216542e+02 6.408605e+01 4.128831e-02 7.986594e-03 1.503834e-05
3.207000e-02 9.427000e-02 4.896847e-02 9.883884e-05 1.397792e-04 8.000000e-04 9.883884e-05 8.809238e+00 2.587768e-04 4.783787e+02 1.143399e-01 3.603371e-02 6.528801e-05
1.176000e-01 7.897000e-01 1.167908e-05 3.279151e-03 4.637395e-03 8.000000e-04 3.279134e-03 3.046954e+01 5.186386e-09 1.255832e+02 1.198703e-01 1.734317e-02 5.835340e-05
1.108000e+00 1.000000e-02 1.259314e-16 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180203e+01 1.213179e+12 1.259440e-08 3.073884e-02 4.147857e-02 7.567180e-15
3.207000e-02 2.424000e-01 1.744839e-02 1.676322e-04 2.370678e-04 8.000000e-04 1.676322e-04 9.729127e+00 5.108136e-06 4.903095e+02 1.381760e-01 3.360240e-02 6.458351e-05
2.687000e-01 6.236000e-01 5.199259e-06 4.387874e-03 6.205332e-03 8.000000e-04 4.387832e-03 2.747496e+01 3.371233e-08 1.001036e+02 6.928990e-02 9.881223e-03 3.057652e-05
2.388000e-01 4.375000e-01 1.852598e-05 2.501818e-03 3.538094e-03 8.000000e-04 2.501810e-03 2.396178e+01 2.742716e-07 1.159559e+02 6.006842e-02 6.768458e-03 1.932229e-05
1.675000e-01 4.375000e-01 7.652041e-05 1.768974e-03 2.501703e-03 8.000000e-04 1.768972e-03 2.084490e+01 2.255468e-07 2.394530e+02 7.612012e-02 1.714118e-02 3.229540e-05
2.533000e-02 4.642000e-02 9.665966e-02 6.846339e-05 9.682185e-05 8.000000e-04 6.846339e-05 1.262695e+01 3.448229e-03 4.530666e+02 1.335538e-01 3.489103e-02 7.309620e-05
8.751000e-01 1.000000e-02 1.028026e-15 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180203e+01 4.673788e+11 1.028129e-07 3.634423e-02 4.831459e-02 2.446942e-14
1.247000e+00 1.343000e-01 2.929184e-10 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.179869e+01 4.266223e+06 2.929477e-02 3.612785e-02 3.245158e-02 3.011942e-08
1.176000e-01 5.878000e-02 2.605384e-05 3.433669e-03 4.855913e-03 8.000000e-04 3.433649e-03 1.469096e+01 1.525796e+05 3.071770e+02 7.109054e-02 4.424579e-02 9.214840e-07
2.251000e-02 3.455000e-01 6.184433e-03 2.692517e-04 3.807794e-04 8.000000e-04 2.692517e-04 1.417793e+01 3.364622e-07 4.483496e+02 1.336015e-01 3.021336e-02 6.429465e-05
1.675000e-01 1.000000e+00 6.140970e-07 1.053838e-08 1.490351e-08 8.000000e-04 1.053838e-08 3.180203e+01 5.025175e+02 6.819998e-11 1.246588e-01 1.459875e-02 2.714527e-05
2.850000e-02 4.125000e-02 7.729917e-02 8.548326e-05 1.208916e-04 8.000000e-04 8.548326e-05 8.376228e+00 5.883974e-03 5.648549e+02 1.257349e-01 3.884378e-02 7.360931e-05
3.609000e-02 7.444000e-02 4.546671e-02 1.017555e-04 1.439041e-04 8.000000e-04 1.017555e-04 1.053666e+01 7.033714e-04 4.707709e+02 1.316616e-01 3.646142e-02 7.414045e-05
1.247000e+00 1.604000e-02 8.948021e-16 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180203e+01 1.798604e+11 8.948916e-08 2.635767e-02 4.011386e-02 8.021568e-14
2.388000e-01 6.615000e-02 1.106035e-06 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 2.297363e+01 1.897570e+05 1.106146e+02 4.439234e-02 3.840333e-02 3.107610e-07
2.850000e-02 7.017000e-01 7.555166e-05 1.895366e-03 2.680447e-03 8.000000e-04 1.895362e-03 2.790096e+01 1.299490e-09 2.714126e+02 1.433617e-01 2.007669e-02 5.948054e-05
1.675000e-01 2.154000e-01 2.054282e-04 1.334124e-03 1.886735e-03 8.000000e-04 1.334123e-03 1.763081e+01 9.063792e-06 3.656391e+02 6.191037e-02 1.285789e-02 2.461800e-05
1.323000e-01 2.572000e-02 5.739937e-07 9.999167e-03 1.414025e-02 8.000000e-04 9.998668e-03 2.697899e+01 2.053538e+06 5.738981e+01 6.469365e-02 4.089777e-02 2.472977e-08
1.675000e-01 2.728000e-01 1.530584e-04 1.308069e-03 1.849887e-03 8.000000e-04 1.308068e-03 2.001010e+01 2.352793e-06 2.618896e+02 6.933456e-02 1.110489e-02 2.258167e-05
3.403000e-01 1.061000e-01 1.902024e-06 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 1.792531e+01 7.172228e+04 1.902214e+02 4.215477e-02 3.778262e-02 1.792520e-06
1.247000e+00 5.541000e-01 1.924094e-08 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.154525e+01 3.165775e+03 1.924286e+00 3.681257e-02 6.360752e-03 7.510822e-06
1.108000e+00 5.223000e-02 3.060394e-12 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180200e+01 2.990189e+08 3.060701e-04 3.019183e-02 4.261430e-02 1.897600e-10
1.885000e-01 3.665000e-02 3.398330e-07 9.999167e-03 1.414025e-02 8.000000e-04 9.998668e-03 2.909740e+01 1.445522e+06 3.397764e+01 5.859226e-02 4.082509e-02 4.556282e-08
5.457000e-01 5.878000e-02 1.524136e-09 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.178624e+01 9.698276e+06 1.524288e-01 4.245550e-02 4.036158e-02 6.886915e-09
3.609000e-02 3.888000e-01 3.060454e-03 3.714080e-04 5.252501e-04 8.000000e-04 3.714079e-04 1.334196e+01 3.190562e-07 4.221709e+02 1.504837e-01 3.098845e-02 7.601369e-05
1.885000e-01 2.894000e-02 1.104292e-07 9.999167e-03 1.414025e-02 8.000000e-04 9.998668e-03 3.099915e+01 4.793539e+06 1.104108e+01 5.202034e-02 4.560559e-02 1.315468e-08
1.579000e+00 3.257000e-02 6.423918e-06 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180203e+01 1.333091e+10 6.424561e+02 5.646945e-11 4.284203e-02 1.525258e-03
2.000000e+00 7.444000e-02 1.473372e-06 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180203e+01 5.482782e+08 1.473519e+02 2.163842e-09 3.762489e-02 8.716717e-04
6.141000e-01 1.000000e-02 1.537899e-14 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180203e+01 1.129812e+11 1.538052e-06 4.186195e-02 4.153630e-02 1.046193e-13
4.309000e-01 1.000000e-02 2.386745e-13 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180203e+01 2.744465e+10 2.386984e-05 3.666311e-02 3.845179e-02 4.748946e-13
1.777000e+00 7.897000e-01 3.173585e-08 4.216965e-06 5.963689e-06 8.000000e-04 4.216965e-06 3.180203e+01 1.257802e+10 5.643521e-07 7.685821e-10 4.909243e-03 1.643273e-04
1.489000e-01 1.266000e-02 2.478361e-09 9.999167e-03 1.414025e-02 8.000000e-04 9.998668e-03 3.177740e+01 1.187136e+08 2.477949e-01 5.777256e-02 4.505250e-02 1.533328e-10
1.176000e-01 2.572000e-02 1.394669e-06 9.999167e-03 1.414025e-02 8.000000e-04 9.998668e-03 1.904432e+01 1.282181e+06 1.394437e+02 6.864285e-02 3.876669e-02 4.356833e-08
2.251000e-02 9.427000e-02 1.116688e-01 6.343660e-05 8.971290e-05 8.000000e-04 6.343660e-05 9.875774e+00 3.008955e-04 4.493778e+02 1.433233e-01 4.113271e-02 6.874540e-05
9.848000e-01 2.154000e-01 1.409192e-08 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.166677e+01 1.535543e+05 1.409333e+00 3.680045e-02 1.844139e-02 6.569725e-07
3.829000e-01 4.642000e-02 7.091506e-09 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.175371e+01 7.600010e+06 7.092216e-01 4.548967e-02 4.074017e-02 9.393759e-09
6.910000e-01 3.257000e-02 7.274312e-12 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180197e+01 4.854748e+08 7.275040e-04 4.001585e-02 3.747723e-02 7.274801e-11
1.247000e+00 7.444000e-02 7.091564e-12 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180195e+01 8.207241e+07 7.092273e-04 2.541253e-02 3.932563e-02 6.604090e-10
3.829000e-01 1.343000e-01 2.339259e-06 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 1.607349e+01 3.531921e+04 2.339493e+02 4.911034e-02 2.983917e-02 3.494344e-06
1.777000e+00 1.061000e-01 2.532180e-06 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180200e+01 5.769024e+07 2.532433e+02 3.776978e-08 3.518219e-02 9.825893e-04
3.024000e-01 3.257000e-02 6.458487e-09 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.174617e+01 1.751371e+07 6.459133e-01 4.889447e-02 4.477245e-02 3.900890e-09
3.207000e-02 7.897000e-01 2.952458e-05 2.327504e-03 3.291578e-03 8.000000e-04 2.327497e-03 2.933397e+01 7.647237e-10 1.599427e+02 1.520538e-01 2.156965e-02 5.527686e-05
1.176000e-01 8.377000e-02 1.145536e-04 2.282985e-03 3.228620e-03 8.000000e-04 2.282979e-03 8.575605e+00 4.688145e+04 5.970555e+02 8.134185e-02 3.710564e-02 3.827825e-06
4.571000e-02 4.642000e-02 2.167509e-02 1.539147e-04 2.176682e-04 8.000000e-04 1.539147e-04 1.089916e+01 6.461562e-01 5.134770e+02 1.193428e-01 3.485811e-02 5.617723e-05
8.249000e-02 1.512000e-01 4.175455e-03 3.301896e-04 4.669585e-04 8.000000e-04 3.301895e-04 1.346790e+01 4.551893e-05 4.552295e+02 7.652962e-02 2.575162e-02 5.428191e-05
7.330000e-02 3.070000e-01 2.607693e-03 3.763939e-04 5.323013e-04 8.000000e-04 3.763938e-04 1.413032e+01 2.626673e-06 3.694379e+02 1.025392e-01 3.280188e-02 6.961174e-05
3.609000e-02 6.236000e-01 1.814775e-04 1.472660e-03 2.082653e-03 8.000000e-04 1.472658e-03 2.229254e+01 4.908982e-09 3.935749e+02 1.298165e-01 2.407436e-02 6.894827e-05
1.176000e-01 3.257000e-02 5.045390e-06 9.119811e-03 1.289682e-02 8.000000e-04 9.119432e-03 1.177774e+01 4.614641e+05 4.196299e+02 8.925442e-02 4.163822e-02 1.558831e-07
2.122000e-01 1.194000e-01 2.824873e-05 4.301703e-03 6.083470e-03 8.000000e-04 4.301663e-03 1.330401e+01 2.783990e+04 5.227328e+02 4.799855e-02 3.472154e-02 5.372192e-06
1.403000e+00 5.223000e-02 3.882686e-13 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180203e+01 7.744738e+08 3.883074e-05 3.251747e-02 4.010883e-02 5.642435e-11
3.207000e-02 7.444000e-02 5.216725e-02 1.025877e-04 1.450810e-04 8.000000e-04 1.025877e-04 9.604242e+00 5.163470e-04 5.490208e+02 1.486678e-01 3.675274e-02 6.585496e-05
7.330000e-02 1.425000e-02 1.359557e-06 9.999167e-03 1.414025e-02 8.000000e-04 9.998668e-03 1.943736e+01 3.763570e+06 1.359330e+02 7.824022e-02 4.104204e-02 1.205481e-08
1.323000e-01 5.878000e-02 1.970872e-05 4.605187e-03 6.512649e-03 8.000000e-04 4.605138e-03 1.354604e+01 1.411012e+05 4.179775e+02 6.110695e-02 4.096334e-02 8.588100e-07
2.000000e+00 7.897000e-01 2.812601e-08 4.731513e-06 6.691369e-06 8.000000e-04 4.731513e-06 3.180203e+01 1.644358e+10 6.296630e-07 5.762006e-10 4.071470e-03 2.304478e-04
3.829000e-01 2.285000e-02 8.535123e-11 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180125e+01 2.670583e+08 8.535976e-03 3.789543e-02 4.019225e-02 1.088797e-10
1.323000e-01 2.424000e-01 5.015881e-04 7.737563e-04 1.094256e-03 8.000000e-04 7.737561e-04 1.790203e+01 5.177550e-06 3.003002e+02 6.751567e-02 1.379858e-02 3.298411e-05
