# mzprime m4 sum_w_post_smearing v_mu4 v_4i epsilon u_mu4 chi2 decay_length MB_N_events eff_geom eff_selection eff_total
6.141000e-01 1.512000e-01 1.241691e-07 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.025874e+01 1.339776e+05 1.241816e+01 3.701011e-02 2.880648e-02 9.036020e-07
3.829000e-01 7.444000e-02 1.163079e-07 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.070900e+01 7.148936e+05 1.163195e+01 4.065245e-02 3.690935e-02 1.501481e-07
5.789000e-02 2.572000e-02 2.643514e-05 3.158637e-03 4.466964e-03 8.000000e-04 3.158621e-03 1.678933e+01 6.789620e+05 2.637430e+02 1.059502e-01 4.199733e-02 1.208515e-07
8.249000e-02 1.425000e-02 5.400289e-07 9.999167e-03 1.414025e-02 8.000000e-04 9.998668e-03 2.582827e+01 6.044909e+06 5.399390e+01 6.950002e-02 3.953603e-02 5.855281e-09
3.024000e-01 2.894000e-02 2.121484e-09 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.177830e+01 3.161026e+07 2.121696e-01 4.661580e-02 4.377674e-02 1.314252e-09
1.885000e-01 2.031000e-02 1.185196e-08 9.999167e-03 1.414025e-02 8.000000e-04 9.998668e-03 3.166480e+01 2.806433e+07 1.184999e+00 6.237149e-02 4.102262e-02 1.458863e-09
4.571000e-02 3.455000e-01 4.196944e-03 3.619685e-04 5.119008e-04 8.000000e-04 3.619685e-04 1.128444e+01 7.679625e-07 5.498887e+02 1.453628e-01 2.999897e-02 7.990323e-05
2.687000e-01 8.377000e-02 4.471534e-06 9.802421e-03 1.386205e-02 8.000000e-04 9.801950e-03 1.198632e+01 9.515257e+04 4.296584e+02 5.343742e-02 3.900355e-02 1.751997e-06
3.829000e-01 6.615000e-02 4.218611e-08 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.137853e+01 1.287692e+06 4.219033e+00 4.569901e-02 4.017630e-02 5.640415e-08
8.751000e-01 7.444000e-02 1.192461e-10 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180091e+01 1.973077e+07 1.192581e-02 3.243684e-02 3.994746e-02 2.940907e-09
1.176000e-01 1.000000e+00 1.146730e-06 1.061441e-08 1.501104e-08 8.000000e-04 1.061441e-08 3.180203e+01 2.436726e+02 1.291971e-10 1.560952e-01 1.542437e-02 3.542095e-05
2.388000e-01 1.125000e-02 4.915537e-11 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180159e+01 1.421972e+09 4.916028e-03 5.186109e-02 4.115860e-02 1.365376e-11
3.829000e-01 2.424000e-01 1.095848e-05 5.253106e-03 7.428911e-03 8.000000e-04 5.253033e-03 1.505123e+01 5.418643e+03 3.024005e+02 6.224375e-02 1.756528e-02 1.980904e-05
3.207000e-02 2.285000e-02 2.280229e-04 1.538471e-03 2.175724e-03 8.000000e-04 1.538469e-03 1.182924e+01 3.768780e+05 5.397057e+02 1.087044e-01 4.486472e-02 2.647853e-07
5.457000e-01 3.070000e-01 3.040850e-06 9.571002e-03 1.353482e-02 8.000000e-04 9.570563e-03 1.955739e+01 2.201120e+03 2.785543e+02 4.865108e-02 1.280788e-02 2.172549e-05
5.144000e-02 2.154000e-01 1.088619e-02 3.162293e-03 4.472136e-03 8.000000e-04 3.162278e-03 3.022590e+02 5.304612e-08 1.088630e+05 1.274982e-01 3.522316e-02 6.845303e-05
1.045000e-01 4.642000e-02 1.832169e-05 3.643632e-03 5.152839e-03 8.000000e-04 3.643608e-03 2.182686e+01 2.825810e+05 2.432398e+02 7.618788e-02 4.074875e-02 4.464434e-07
1.403000e+00 3.665000e-02 4.439711e-14 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180203e+01 4.547180e+09 4.440155e-06 2.712193e-02 4.024743e-02 6.145529e-12
1.247000e+00 7.897000e-01 8.634682e-18 1.000000e-07 1.414214e-07 8.000000e-04 1.000000e-07 3.180203e+01 4.576529e+12 8.634682e-20 3.597261e-02 5.203323e-03 1.157357e-14
1.403000e+00 5.541000e-01 1.316967e-08 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.178332e+01 5.221547e+03 1.317098e+00 3.416348e-02 5.103106e-03 7.259896e-06
1.323000e-01 2.894000e-02 1.079840e-06 9.999167e-03 1.414025e-02 8.000000e-04 9.998668e-03 2.357013e+01 1.130265e+06 1.079660e+02 5.870881e-02 4.028969e-02 4.478451e-08
9.283000e-02 3.257000e-02 1.130962e-05 5.872143e-03 8.304321e-03 8.000000e-04 5.872042e-03 1.036963e+01 4.181993e+05 3.899792e+02 7.580966e-02 3.986206e-02 1.958216e-07
7.776000e-01 4.125000e-02 8.570406e-12 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180195e+01 2.370083e+08 8.571263e-04 3.694882e-02 4.161990e-02 1.396017e-10
6.910000e-01 1.000000e+00 1.884095e-09 1.000000e-08 1.414214e-08 8.000000e-04 1.000000e-08 3.180203e+01 1.775526e+04 1.884095e-13 6.027019e-02 3.119166e-03 1.895549e-06
4.062000e-02 3.455000e-01 4.538039e-03 3.138957e-04 4.439155e-04 8.000000e-04 3.138957e-04 1.336397e+01 8.059707e-07 4.471353e+02 1.293308e-01 3.247644e-02 6.966727e-05
1.403000e+00 8.886000e-01 2.133841e-09 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180001e+01 4.051763e+02 2.134054e-01 3.677742e-02 6.358728e-03 8.518698e-06
1.777000e+00 1.914000e-01 1.722049e-06 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180144e+01 3.005999e+06 1.722221e+02 1.306461e-06 2.667899e-02 7.153970e-04
1.777000e+00 4.125000e-02 2.907732e-06 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180203e+01 6.511217e+09 2.908023e+02 1.412639e-10 4.095603e-02 1.109569e-03
3.829000e-01 4.924000e-01 2.467584e-06 3.113971e-03 4.403799e-03 8.000000e-04 3.113956e-03 3.163369e+01 7.278829e-07 2.392771e+01 5.272838e-02 5.961720e-03 1.351230e-05
1.108000e+00 6.236000e-01 3.397331e-08 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.154355e+01 9.955185e+02 3.397671e+00 3.433736e-02 7.941795e-03 1.195782e-05
1.489000e-01 7.017000e-01 1.694962e-05 3.033134e-03 4.289479e-03 8.000000e-04 3.033120e-03 2.730503e+01 1.391267e-08 1.559348e+02 1.158750e-01 1.785798e-02 6.398455e-05
2.000000e+00 8.377000e-02 1.789465e-06 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180203e+01 3.023575e+08 1.789644e+02 6.401035e-09 3.589886e-02 1.133261e-03
2.000000e-02 5.541000e-01 5.214131e-04 9.465322e-04 1.338598e-03 8.000000e-04 9.465318e-04 2.166514e+01 5.207232e-09 4.671461e+02 1.592633e-01 2.977874e-02 7.148609e-05
1.045000e-01 1.914000e-01 1.814672e-03 3.998440e-04 5.654648e-04 8.000000e-04 3.998440e-04 1.885490e+01 2.457281e-05 2.901211e+02 7.240993e-02 2.561131e-02 5.311418e-05
2.687000e-01 2.572000e-02 2.418000e-09 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.178108e+01 3.572533e+07 2.418242e-01 4.373177e-02 4.112332e-02 9.557456e-10
3.207000e-02 1.701000e-01 3.551006e-02 1.260944e-04 1.783244e-04 8.000000e-04 1.260944e-04 8.193062e+00 2.616487e-05 5.646027e+02 1.390376e-01 3.407437e-02 7.394210e-05
1.885000e-01 1.266000e-02 6.224003e-10 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.179728e+01 3.061086e+08 6.224625e-02 5.885069e-02 3.689904e-02 7.752495e-11
1.045000e-01 7.017000e-01 3.518886e-05 2.802081e-03 3.962726e-03 8.000000e-04 2.802070e-03 2.481977e+01 7.998307e-09 2.762909e+02 1.242128e-01 2.257386e-02 7.925664e-05
2.533000e-02 1.194000e-01 8.158745e-02 8.390926e-05 1.186656e-04 8.000000e-04 8.390926e-05 6.187979e+00 1.069223e-04 5.744380e+02 1.461395e-01 3.822419e-02 7.981385e-05
2.687000e-01 2.154000e-01 3.678659e-05 2.594561e-03 3.669252e-03 8.000000e-04 2.594553e-03 1.787127e+01 7.552988e+03 2.476381e+02 6.005077e-02 1.949762e-02 1.971096e-05
3.403000e-01 2.894000e-02 7.708582e-10 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.179545e+01 5.088547e+07 7.709353e-02 4.354924e-02 4.327137e-02 7.043297e-10
9.848000e-01 7.017000e-01 1.284677e-13 4.466836e-06 6.317060e-06 8.000000e-04 4.466836e-06 3.180203e+01 1.473082e+09 2.563268e-12 3.610737e-02 3.659177e-03 4.357050e-11
8.751000e-01 4.375000e-01 2.957705e-07 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.002907e+01 2.416119e+03 2.958001e+01 3.765550e-02 8.160714e-03 1.796869e-05
2.533000e-02 1.266000e-02 7.406033e-05 2.477941e-03 3.504327e-03 8.000000e-04 2.477934e-03 1.551317e+01 1.372528e+06 4.547447e+02 1.441462e-01 4.076419e-02 5.327284e-08
3.403000e-01 9.427000e-02 1.089369e-06 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 2.332493e+01 1.322346e+05 1.089478e+02 4.403034e-02 3.681654e-02 9.783742e-07
2.533000e-02 2.424000e-01 2.298191e-02 1.439472e-04 2.035720e-04 8.000000e-04 1.439472e-04 1.311273e+01 4.315541e-06 4.762032e+02 1.216111e-01 3.789841e-02 6.330065e-05
3.609000e-02 1.425000e-02 2.562525e-05 3.287588e-03 4.649327e-03 8.000000e-04 3.287570e-03 1.511407e+01 1.888117e+06 2.769637e+02 1.225955e-01 3.950118e-02 4.105559e-08
2.533000e-02 1.805000e-02 1.665513e-04 1.165137e-03 1.647752e-03 8.000000e-04 1.165136e-03 2.491777e+01 8.343048e+05 2.261008e+02 1.549790e-01 4.048513e-02 1.194466e-07
4.309000e-01 2.572000e-02 6.891958e-11 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180125e+01 2.348087e+08 6.892647e-03 4.008762e-02 3.940706e-02 1.409207e-10
9.283000e-02 1.512000e-01 3.098542e-03 3.497128e-04 4.945686e-04 8.000000e-04 3.497128e-04 1.456612e+01 5.939256e-05 3.789487e+02 7.555974e-02 2.463226e-02 5.503558e-05
3.609000e-02 3.665000e-02 4.247141e-02 1.022789e-04 1.446443e-04 8.000000e-04 1.022789e-04 1.136749e+01 1.856347e+00 4.442926e+02 1.232381e-01 3.329298e-02 6.458265e-05
3.403000e-01 4.125000e-02 6.582601e-09 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.174506e+01 8.595447e+06 6.583260e-01 4.050341e-02 4.194775e-02 6.070553e-09
1.885000e-01 8.377000e-02 1.568295e-05 5.142728e-03 7.272819e-03 8.000000e-04 5.142660e-03 1.225101e+01 7.784834e+04 4.147773e+02 5.769118e-02 3.839078e-02 2.086770e-06
3.024000e-01 4.924000e-01 6.634631e-06 4.194306e-03 5.931592e-03 8.000000e-04 4.194269e-03 2.505101e+01 1.268292e-07 1.167178e+02 6.112426e-02 6.233537e-03 1.926096e-05
2.388000e-01 4.924000e-01 1.444364e-05 2.630913e-03 3.720660e-03 8.000000e-04 2.630904e-03 2.872634e+01 1.591362e-07 9.997459e+01 6.988595e-02 9.017883e-03 2.272870e-05
6.141000e-01 8.377000e-02 6.775189e-09 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.170561e+01 2.639800e+06 6.775867e-01 4.458492e-02 4.129103e-02 4.680642e-08
1.579000e+00 6.615000e-02 4.650626e-06 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180203e+01 3.788539e+08 4.651091e+02 3.933816e-09 3.940357e-02 1.114230e-03
7.776000e-01 1.604000e-02 4.795950e-14 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180203e+01 2.712524e+10 4.796430e-06 3.365293e-02 3.909667e-02 7.720700e-13
1.045000e-01 5.878000e-02 5.179236e-05 2.793944e-03 3.951218e-03 8.000000e-04 2.793933e-03 1.555131e+01 1.356176e+05 4.042975e+02 7.008266e-02 3.847161e-02 1.112879e-06
4.309000e-01 1.000000e+00 5.968155e-08 1.000000e-08 1.414214e-08 8.000000e-04 1.000000e-08 3.180203e+01 4.050967e+03 5.968155e-12 7.341555e-02 1.168010e-02 1.616948e-05
2.687000e-01 4.924000e-01 9.588195e-06 3.412931e-03 4.826585e-03 8.000000e-04 3.412911e-03 2.600335e+01 1.309190e-07 1.116842e+02 6.688813e-02 6.599125e-03 1.896111e-05
2.533000e-02 8.377000e-02 9.591349e-02 7.154294e-05 1.011770e-04 8.000000e-04 7.154294e-05 9.399529e+00 4.335304e-04 4.909228e+02 1.329038e-01 3.816976e-02 7.700243e-05
9.848000e-01 1.604000e-02 6.210511e-15 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180203e+01 6.938797e+10 6.211133e-07 3.615920e-02 3.883209e-02 2.396924e-13
5.144000e-02 9.427000e-02 1.867681e-02 3.162293e-03 4.472136e-03 8.000000e-04 3.162278e-03 3.079045e+02 7.961803e-07 1.867700e+05 9.081036e-02 3.426930e-02 7.250590e-05
1.579000e+00 9.427000e-02 4.954237e-06 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180199e+01 6.478444e+07 4.954732e+02 3.043236e-08 3.950338e-02 1.233379e-03
1.176000e-01 1.425000e-02 3.965977e-08 9.999167e-03 1.414025e-02 8.000000e-04 9.998668e-03 3.133929e+01 2.536090e+07 3.965317e+00 5.395985e-02 4.221350e-02 1.268189e-09
4.849000e-01 1.425000e-02 7.865142e-13 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180202e+01 7.420888e+09 7.865928e-05 4.010809e-02 4.204236e-02 2.371956e-12
1.777000e+00 3.665000e-02 2.901652e-06 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180203e+01 1.180359e+10 2.901942e+02 5.832258e-11 3.911635e-02 1.075943e-03
6.910000e-01 2.031000e-02 4.166460e-13 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180203e+01 5.125683e+09 4.166876e-05 3.809133e-02 4.161631e-02 4.498458e-12
1.489000e-01 3.888000e-01 1.619766e-04 1.325525e-03 1.874573e-03 8.000000e-04 1.325524e-03 1.748269e+01 4.523201e-07 2.845955e+02 8.815853e-02 1.594291e-02 3.733621e-05
1.247000e+00 1.000000e+00 2.538433e-09 4.418926e-03 6.249244e-03 8.000000e-04 4.418883e-03 3.179735e+01 5.611706e+02 4.956775e-02 4.074568e-02 3.541989e-03 1.428197e-05
4.062000e-02 1.512000e-01 2.550703e-02 1.507852e-04 2.132425e-04 8.000000e-04 1.507852e-04 1.005870e+01 4.227937e-05 5.799323e+02 1.187458e-01 3.666285e-02 6.780589e-05
1.323000e-01 1.914000e-01 6.144531e-04 8.019583e-04 1.134140e-03 8.000000e-04 8.019580e-04 1.419473e+01 1.443618e-05 3.951776e+02 8.695978e-02 1.343774e-02 3.628439e-05
9.283000e-02 6.236000e-01 9.043596e-05 2.039408e-03 2.884152e-03 8.000000e-04 2.039404e-03 1.871542e+01 1.697858e-08 3.761398e+02 1.393051e-01 2.469945e-02 8.003861e-05
1.247000e+00 6.236000e-01 1.558917e-08 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.159797e+01 1.689428e+03 1.559073e+00 3.317257e-02 4.524113e-03 8.203084e-06
6.141000e-01 5.541000e-01 3.561391e-07 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 2.922781e+01 9.565677e+01 3.561747e+01 4.518734e-02 6.746156e-03 1.207830e-05
9.848000e-01 1.061000e-01 5.361395e-10 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.179666e+01 5.403534e+06 5.361931e-02 3.106898e-02 3.422677e-02 2.080149e-08
1.323000e-01 4.125000e-02 5.665854e-06 7.905468e-03 1.117967e-02 8.000000e-04 7.905221e-03 1.853313e+01 2.982989e+05 3.540956e+02 5.708874e-02 4.216809e-02 2.309075e-07
9.283000e-02 1.914000e-01 2.306140e-03 4.233759e-04 5.987439e-04 8.000000e-04 4.233759e-04 1.505950e+01 1.581260e-05 4.133691e+02 7.228282e-02 2.258994e-02 4.894822e-05
1.247000e+00 4.642000e-02 5.505400e-13 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180203e+01 8.708776e+08 5.505951e-05 2.773657e-02 4.132129e-02 5.038172e-11
3.609000e-02 4.125000e-02 4.429236e-02 1.042933e-04 1.474930e-04 8.000000e-04 1.042933e-04 1.063755e+01 2.430491e-02 4.817723e+02 1.400672e-01 3.556185e-02 7.124318e-05
3.024000e-01 1.343000e-01 1.074789e-05 7.399449e-03 1.046411e-02 8.000000e-04 7.399247e-03 1.382496e+01 2.389192e+04 5.884671e+02 4.642420e-02 2.894284e-02 7.024396e-06
5.144000e-02 1.604000e-02 1.068963e-05 5.973076e-03 8.447054e-03 8.000000e-04 5.972970e-03 1.193282e+01 1.352887e+06 3.813806e+02 9.482065e-02 3.900272e-02 3.886101e-08
2.388000e-01 8.377000e-02 5.347238e-06 8.955295e-03 1.266419e-02 8.000000e-04 8.954936e-03 1.371303e+01 6.986926e+04 4.288341e+02 4.338795e-02 3.561392e-02 1.484191e-06
9.283000e-02 5.223000e-02 4.493579e-05 2.490767e-03 3.522466e-03 8.000000e-04 2.490759e-03 2.202705e+01 1.905887e+05 2.787781e+02 8.176913e-02 3.897889e-02 7.647568e-07
3.207000e-02 3.665000e-02 6.416655e-02 8.379167e-05 1.184993e-04 8.000000e-04 8.379167e-05 1.143666e+01 4.246668e-02 4.505162e+02 1.279087e-01 3.868007e-02 7.635260e-05
8.249000e-02 3.070000e-01 1.987038e-03 4.295404e-04 6.074619e-04 8.000000e-04 4.295404e-04 1.642284e+01 2.565809e-06 3.666185e+02 9.029644e-02 2.943007e-02 6.498944e-05
2.388000e-01 1.512000e-01 2.428201e-05 3.810686e-03 5.389085e-03 8.000000e-04 3.810658e-03 1.704731e+01 1.638879e+04 3.526070e+02 5.066809e-02 2.914854e-02 7.356774e-06
1.777000e+00 3.257000e-02 3.256984e-06 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180203e+01 2.125665e+10 3.257310e+02 2.820367e-11 3.857219e-02 1.146607e-03
4.571000e-02 2.031000e-02 3.819526e-05 3.372985e-03 4.770094e-03 8.000000e-04 3.372966e-03 1.507639e+01 7.562956e+05 4.345485e+02 9.936826e-02 4.199301e-02 1.054333e-07
1.489000e-01 1.061000e-01 5.630083e-05 1.821704e-03 2.576274e-03 8.000000e-04 1.821701e-03 2.560528e+01 5.761182e+04 1.868402e+02 5.642454e-02 3.469832e-02 3.637043e-06
3.403000e-01 2.572000e-02 4.145106e-10 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.179792e+01 9.171395e+07 4.145521e-02 4.246055e-02 4.519570e-02 3.623838e-10
5.457000e-01 3.665000e-02 1.168518e-10 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180116e+01 1.029523e+08 1.168635e-02 3.701808e-02 4.264978e-02 5.762222e-10
1.403000e+00 1.914000e-01 3.977396e-10 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.179930e+01 1.152377e+06 3.977794e-02 3.439162e-02 2.519433e-02 6.713098e-08
5.457000e-01 1.266000e-02 3.918763e-13 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180202e+01 2.152053e+10 3.919155e-05 6.366263e-02 4.384309e-02 1.854048e-12
2.388000e-01 1.914000e-01 3.719154e-05 2.457190e-03 3.474982e-03 8.000000e-04 2.457183e-03 2.395961e+01 9.486768e+03 2.245545e+02 5.364276e-02 2.364870e-02 1.161504e-05
2.687000e-01 1.000000e-02 9.997734e-12 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180197e+01 4.105461e+09 9.998734e-04 6.996909e-02 4.159261e-02 3.945116e-12
5.144000e-02 3.257000e-02 3.630490e-04 3.162293e-03 4.472136e-03 8.000000e-04 3.162278e-03 7.950282e+01 1.101817e+05 3.630526e+03 9.233407e-02 3.811372e-02 1.309846e-06
2.533000e-02 3.455000e-01 6.239323e-03 2.836958e-04 4.012064e-04 8.000000e-04 2.836958e-04 1.153044e+01 3.830436e-07 5.021612e+02 1.355292e-01 3.275976e-02 6.061929e-05
4.571000e-02 2.154000e-01 1.453394e-02 1.729881e-04 2.446422e-04 8.000000e-04 1.729881e-04 1.358338e+01 1.394417e-05 4.349265e+02 1.219894e-01 3.576280e-02 7.534478e-05
3.024000e-01 1.194000e-01 7.595605e-06 7.665011e-03 1.083964e-02 8.000000e-04 7.664785e-03 1.026536e+01 4.091271e+04 4.462599e+02 4.642834e-02 3.495364e-02 4.649551e-06
2.251000e-02 7.897000e-01 2.848352e-05 2.442767e-03 3.454584e-03 8.000000e-04 2.442760e-03 2.813323e+01 3.421958e-10 1.699643e+02 1.701811e-01 1.715124e-02 4.820882e-05
5.789000e-02 5.223000e-02 4.018688e-04 9.179543e-04 1.298183e-03 8.000000e-04 9.179539e-04 1.427870e+01 1.215609e+05 3.386307e+02 1.182361e-01 4.402459e-02 1.880556e-06
2.533000e-02 4.924000e-01 1.032716e-03 6.783818e-04 9.593766e-04 8.000000e-04 6.783817e-04 1.598116e+01 2.315152e-08 4.752580e+02 1.462529e-01 2.766949e-02 7.035405e-05
2.000000e-02 1.512000e-01 8.643017e-02 7.743473e-05 1.095092e-04 8.000000e-04 7.743473e-05 1.193127e+01 3.828616e-05 5.182472e+02 1.731584e-01 3.908215e-02 6.904024e-05
2.000000e+00 1.194000e-01 1.675215e-06 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180201e+01 5.140257e+07 1.675382e+02 4.924609e-08 3.855642e-02 1.035489e-03
4.062000e-02 2.031000e-02 6.137484e-05 2.715241e-03 3.839917e-03 8.000000e-04 2.715231e-03 1.198079e+01 6.992337e+05 4.524882e+02 1.178594e-01 3.856016e-02 1.315121e-07
7.776000e-01 1.701000e-01 2.680241e-08 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.161539e+01 1.936155e+05 2.680509e+00 3.158956e-02 2.388114e-02 4.889901e-07
5.144000e-02 1.701000e-01 1.335043e-02 3.162293e-03 4.472136e-03 8.000000e-04 3.162278e-03 3.056753e+02 1.091915e-07 1.335057e+05 1.137299e-01 3.656286e-02 6.863286e-05
2.388000e-01 1.701000e-01 3.098605e-05 3.131047e-03 4.427948e-03 8.000000e-04 3.131032e-03 1.895350e+01 1.207662e+04 3.037704e+02 5.814236e-02 2.300040e-02 9.738764e-06
6.141000e-01 6.615000e-02 1.315653e-09 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.178590e+01 8.556718e+06 1.315784e-01 4.181768e-02 3.976561e-02 9.025372e-09
9.283000e-02 5.878000e-02 9.123613e-05 2.523772e-03 3.569142e-03 8.000000e-04 2.523764e-03 9.539501e+00 9.600540e+04 5.811218e+02 8.026809e-02 3.783114e-02 1.451377e-06
2.000000e+00 2.572000e-02 1.857290e-06 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180203e+01 1.114453e+11 1.857476e+02 6.719396e-12 4.124605e-02 1.153697e-03
6.910000e-01 4.375000e-01 6.249753e-07 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 2.407663e+01 8.195808e+02 6.250379e+01 3.749849e-02 7.289959e-03 1.637674e-05
2.533000e-02 4.375000e-01 1.945056e-03 4.410908e-04 6.237965e-04 8.000000e-04 4.410907e-04 1.653317e+01 7.805058e-08 3.784323e+02 1.412955e-01 3.143389e-02 6.753057e-05
8.249000e-02 7.897000e-01 1.737566e-05 1.858922e-03 2.628908e-03 8.000000e-04 1.858919e-03 3.147775e+01 7.938993e-09 6.004318e+01 1.448909e-01 1.924332e-02 5.973050e-05
7.776000e-01 4.642000e-02 2.576065e-11 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180177e+01 1.308252e+08 2.576322e-03 3.833547e-02 4.299997e-02 4.308587e-10
9.848000e-01 3.665000e-02 7.412664e-13 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180203e+01 1.110383e+09 7.413406e-05 4.025118e-02 4.017905e-02 2.796548e-11
2.850000e-02 1.914000e-01 3.471778e-02 1.219879e-04 1.725169e-04 8.000000e-04 1.219879e-04 9.268935e+00 1.546415e-05 5.166367e+02 1.427238e-01 3.691393e-02 6.821784e-05
2.122000e-01 1.061000e-01 1.821602e-05 5.043505e-03 7.132503e-03 8.000000e-04 5.043441e-03 1.056808e+01 3.900953e+04 4.633598e+02 5.197442e-02 3.685747e-02 3.608765e-06
1.247000e+00 8.377000e-02 2.771620e-11 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180187e+01 4.515087e+07 2.771897e-03 3.666788e-02 3.572793e-02 2.673985e-09
2.122000e-01 1.000000e-02 4.628155e-11 9.999167e-03 1.414025e-02 8.000000e-04 9.998668e-03 3.180158e+01 1.614941e+09 4.627384e-03 5.180344e-02 3.756130e-02 8.641520e-12
8.751000e-01 1.805000e-02 3.616636e-14 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180203e+01 2.391623e+10 3.616998e-06 3.807238e-02 4.474991e-02 9.809790e-13
6.141000e-01 4.125000e-02 6.681515e-11 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180139e+01 9.243462e+07 6.682184e-03 3.232771e-02 4.174064e-02 4.789525e-10
3.403000e-01 4.924000e-01 3.706842e-06 2.547938e-03 3.603317e-03 8.000000e-04 2.547930e-03 3.162107e+01 5.551408e-07 2.406478e+01 5.829246e-02 4.376817e-03 1.476650e-05
7.330000e-02 4.375000e-01 8.233452e-04 7.678484e-04 1.085901e-03 8.000000e-04 7.678482e-04 1.386070e+01 2.165074e-07 4.854370e+02 1.093334e-01 2.641135e-02 6.739532e-05
3.609000e-02 8.377000e-02 4.917624e-02 1.109941e-04 1.569694e-04 8.000000e-04 1.109941e-04 9.027586e+00 3.923545e-04 6.058361e+02 1.125399e-01 4.329592e-02 8.302403e-05
2.251000e-02 4.642000e-02 1.275382e-01 6.787133e-05 9.598455e-05 8.000000e-04 6.787133e-05 8.005153e+00 2.535226e-03 5.875071e+02 1.358998e-01 3.600792e-02 7.465466e-05
2.251000e-02 3.257000e-02 1.286765e-01 5.756787e-05 8.141326e-05 8.000000e-04 5.756787e-05 1.183686e+01 1.646146e-02 4.264415e+02 1.640281e-01 4.154587e-02 7.409676e-05
4.062000e-02 9.427000e-02 3.186716e-02 1.369123e-04 1.936233e-04 8.000000e-04 1.369123e-04 8.019545e+00 2.292380e-04 5.973495e+02 1.116602e-01 3.994692e-02 6.573895e-05
6.514000e-02 6.615000e-02 9.493109e-03 2.105878e-04 2.978161e-04 8.000000e-04 2.105878e-04 1.218265e+01 2.428958e-01 4.209930e+02 7.882379e-02 3.401921e-02 6.132706e-05
1.403000e+00 2.894000e-02 8.762872e-15 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180203e+01 1.506015e+10 8.763748e-07 2.774920e-02 4.238379e-02 1.257434e-12
2.251000e-02 2.572000e-02 1.275430e-01 5.678527e-05 8.030650e-05 8.000000e-04 5.678527e-05 1.233016e+01 1.320276e-01 4.112710e+02 1.521921e-01 3.487003e-02 7.073470e-05
