# mzprime m5 m4 delta sum_w_post_smearing v_mu5 v_54 epsilon u_mu5/u_mu4 chi2 decay_length N_events
2.000000e-02 3.609000e-02 1.500000e-02 1.406000e+00 1.113661e+00 4.345157e-05 1.000000e+00 1.000000e-03 2.172579e-05 7.499799e+00 8.164930e-11 5.256590e+02
2.000000e-02 2.000000e+00 1.500000e-02 1.323333e+02 5.298718e-09 2.000002e-03 1.000000e+00 1.000000e-03 1.000001e-03 3.180232e+01 9.920973e-17 5.298729e-03
2.000000e-02 8.751000e-01 1.500000e-02 5.734000e+01 7.352731e-05 2.000002e-03 1.000000e+00 1.000000e-03 1.000001e-03 3.232712e+01 1.185087e-15 7.352746e+01
2.000000e-02 4.062000e-02 1.500000e-02 1.708000e+00 1.093733e+00 4.387147e-05 1.000000e+00 1.000000e-03 2.193574e-05 6.301551e+00 2.600885e-11 5.262785e+02
2.000000e-02 9.283000e-02 1.500000e-02 5.188667e+00 8.826387e-01 4.870226e-05 1.000000e+00 1.000000e-03 2.435113e-05 6.711173e+00 1.081413e-12 5.233850e+02
2.000000e-02 8.249000e-02 1.500000e-02 4.499333e+00 9.203357e-01 4.774629e-05 1.000000e+00 1.000000e-03 2.387314e-05 6.488270e+00 1.581768e-12 5.245242e+02
2.251000e-02 4.062000e-02 1.500000e-02 1.708000e+00 8.457148e-01 5.004668e-05 1.000000e+00 1.000000e-03 2.502334e-05 6.934930e+00 4.388322e-11 5.295591e+02
2.251000e-02 4.849000e-01 1.500000e-02 3.132667e+01 7.109434e-03 5.336200e-04 1.000000e+00 1.000000e-03 2.668100e-04 1.503860e+01 8.841604e-15 5.061034e+02
2.850000e-02 1.777000e+00 1.500000e-02 1.174667e+02 3.514855e-08 2.000002e-03 1.000000e+00 1.000000e-03 1.000001e-03 3.180395e+01 2.872150e-16 3.514862e-02
2.000000e-02 1.323000e-01 1.500000e-02 7.820000e+00 6.507715e-01 5.623119e-05 1.000000e+00 1.000000e-03 2.811560e-05 7.716020e+00 3.568067e-13 5.144263e+02
2.000000e-02 1.579000e+00 1.500000e-02 1.042667e+02 1.698333e-07 2.000002e-03 1.000000e+00 1.000000e-03 1.000001e-03 3.181163e+01 2.016151e-16 1.698337e-01
2.000000e-02 1.247000e+00 1.500000e-02 8.213333e+01 2.379094e-06 2.000002e-03 1.000000e+00 1.000000e-03 1.000001e-03 3.191212e+01 4.093961e-16 2.379099e+00
3.207000e-02 2.122000e-01 1.500000e-02 1.314667e+01 1.517780e-01 1.135936e-04 1.000000e+00 1.000000e-03 5.679678e-05 9.206555e+00 2.170929e-13 4.896168e+02
2.251000e-02 1.045000e-01 1.500000e-02 5.966667e+00 6.546791e-01 5.655677e-05 1.000000e+00 1.000000e-03 2.827839e-05 6.651249e+00 9.440150e-13 5.235254e+02
2.251000e-02 1.108000e+00 1.500000e-02 7.286667e+01 7.828345e-06 2.000002e-03 1.000000e+00 1.000000e-03 1.000001e-03 3.207514e+01 7.393892e-16 7.828361e+00
