# mzprime m5 m4 delta sum_w_post_smearing v_mu5 v_54 epsilon u_mu5/u_mu4 chi2 decay_length N_events
1.250000e+00 5.141000e-01 4.896191e-01 5.000000e-02 5.611570e-13 2.000002e-03 1.000000e+00 1.000000e-04 1.000001e-03 3.180203e+01 1.153912e+07 5.611581e-07
1.250000e+00 2.259000e-02 2.151429e-02 5.000000e-02 5.464270e-23 2.000002e-03 1.000000e+00 1.000000e-04 1.000001e-03 3.180203e+01 6.765959e+15 5.464281e-17
1.250000e+00 5.889000e-01 5.608572e-01 5.000000e-02 9.624600e-13 2.000002e-03 1.000000e+00 1.000000e-04 1.000001e-03 3.180203e+01 5.846995e+06 9.624620e-07
1.250000e+00 3.918000e-01 3.731428e-01 5.000000e-02 1.321192e-13 2.000002e-03 1.000000e+00 1.000000e-04 1.000001e-03 3.180203e+01 4.500318e+07 1.321194e-07
1.250000e+00 5.848000e-02 5.569524e-02 5.000000e-02 1.677860e-18 2.000002e-03 1.000000e+00 1.000000e-04 1.000001e-03 3.180203e+01 7.942156e+11 1.677864e-12
1.250000e+00 1.153000e-01 1.098095e-01 5.000000e-02 1.079508e-16 2.000002e-03 1.000000e+00 1.000000e-04 1.000001e-03 3.180203e+01 2.166581e+10 1.079510e-10
1.250000e+00 3.396000e-02 3.234286e-02 5.000000e-02 2.743534e-20 2.000002e-03 1.000000e+00 1.000000e-04 1.000001e-03 3.180203e+01 2.426510e+13 2.743539e-14
1.250000e+00 7.727000e-01 7.359048e-01 5.000000e-02 2.788558e-12 2.000002e-03 1.000000e+00 1.000000e-04 1.000001e-03 3.180203e+01 1.501173e+06 2.788564e-06
1.250000e+00 7.674000e-02 7.308571e-02 5.000000e-02 8.987973e-18 2.000002e-03 1.000000e+00 1.000000e-04 1.000001e-03 3.180203e+01 1.810371e+11 8.987991e-12
1.250000e+00 5.105000e-02 4.861905e-02 5.000000e-02 5.803276e-19 2.000002e-03 1.000000e+00 1.000000e-04 1.000001e-03 3.180203e+01 1.722580e+12 5.803287e-13
1.250000e+00 2.606000e-01 2.481905e-01 5.000000e-02 1.357150e-14 2.000002e-03 1.000000e+00 1.000000e-04 1.000001e-03 3.180203e+01 3.480959e+08 1.357153e-08
1.250000e+00 6.699000e-02 6.380000e-02 5.000000e-02 3.638990e-18 2.000002e-03 1.000000e+00 1.000000e-04 1.000001e-03 3.180203e+01 3.758192e+11 3.638997e-12
1.250000e+00 1.014000e+00 9.657143e-01 5.000000e-02 5.526265e-12 2.000002e-03 1.000000e+00 1.000000e-04 1.000001e-03 3.180203e+01 3.851243e+05 5.526276e-06
1.250000e+00 1.162000e+00 1.106667e+00 5.000000e-02 7.386328e-12 2.000002e-03 1.000000e+00 1.000000e-04 1.000001e-03 3.180203e+01 1.947492e+05 7.386343e-06
1.250000e+00 1.746000e+00 1.662857e+00 5.000000e-02 7.816411e-12 2.000002e-03 1.000000e+00 1.000000e-04 1.000001e-03 3.180203e+01 2.538203e+04 7.816427e-06
1.250000e+00 1.986000e-01 1.891429e-01 5.000000e-02 2.932309e-15 2.000002e-03 1.000000e+00 1.000000e-04 1.000001e-03 3.180203e+01 1.367401e+09 2.932315e-09
1.250000e+00 2.588000e-02 2.464762e-02 5.000000e-02 1.621750e-21 2.000002e-03 1.000000e+00 1.000000e-04 1.000001e-03 3.180203e+01 3.397191e+14 1.621753e-15
1.250000e+00 1.321000e-01 1.258095e-01 5.000000e-02 2.604849e-16 2.000002e-03 1.000000e+00 1.000000e-04 1.000001e-03 3.180203e+01 1.080006e+10 2.604854e-10
1.250000e+00 4.457000e-02 4.244762e-02 5.000000e-02 2.702455e-19 2.000002e-03 1.000000e+00 1.000000e-04 1.000001e-03 3.180203e+01 3.876667e+12 2.702461e-13
1.250000e+00 2.606000e-01 2.464815e-01 5.728000e-02 3.922532e-14 2.000002e-03 1.000000e+00 1.000000e-04 1.000001e-03 3.180203e+01 1.840665e+08 3.922540e-08
1.250000e+00 3.891000e-02 3.705714e-02 5.000000e-02 9.041236e-20 2.000002e-03 1.000000e+00 1.000000e-04 1.000001e-03 3.180203e+01 9.248839e+12 9.041255e-14
