# mzprime m5 m4 delta sum_w_post_smearing v_mu5 v_54 epsilon u_mu5/u_mu4 chi2 decay_length N_events eff_selection eff_final
2.000000e-02 1.777000e+00 1.500000e-02 1.174667e+02 1.899230e-08 2.000002e-03 1.000000e+00 8.000000e-04 1.000001e-03 3.180303e+01 1.414404e-16 1.899234e-02 4.230765e-02 4.230765e-02
2.000000e-02 6.514000e-02 1.500000e-02 3.342667e+00 6.432731e-01 6.134426e-05 1.000000e+00 8.000000e-04 3.067213e-05 6.175806e+00 3.489830e-12 6.051782e+02 1.136692e-01 1.136692e-01
2.000000e-02 1.579000e+00 1.500000e-02 1.042667e+02 9.821135e-08 2.000002e-03 1.000000e+00 8.000000e-04 1.000001e-03 3.180749e+01 2.016155e-16 9.821155e-02 4.299702e-02 4.299702e-02
2.000000e-02 3.609000e-02 1.500000e-02 1.406000e+00 7.028827e-01 5.874103e-05 1.000000e+00 8.000000e-04 2.937051e-05 7.007163e+00 8.165020e-11 6.063257e+02 1.177534e-01 1.177534e-01
2.000000e-02 5.789000e-02 1.500000e-02 2.859333e+00 6.614975e-01 6.026035e-05 1.000000e+00 8.000000e-04 3.013018e-05 6.372428e+00 5.318433e-12 6.005257e+02 1.139773e-01 1.139773e-01
2.000000e-02 4.309000e-01 1.500000e-02 2.772667e+01 9.541763e-03 4.688325e-04 1.000000e+00 8.000000e-04 2.344162e-04 1.342919e+01 9.954509e-15 5.243291e+02 8.462968e-02 8.462968e-02
2.000000e-02 8.751000e-01 1.500000e-02 5.734000e+01 4.595207e-05 2.000002e-03 1.000000e+00 8.000000e-04 1.000001e-03 3.199590e+01 1.185163e-15 4.595216e+01 5.310835e-02 5.310835e-02
2.000000e-02 1.675000e-01 1.500000e-02 1.016667e+01 2.943876e-01 8.529544e-05 1.000000e+00 8.000000e-04 4.264772e-05 8.775225e+00 1.730900e-13 5.354405e+02 1.070953e-01 1.070953e-01
2.000000e-02 4.849000e-01 1.500000e-02 3.132667e+01 4.611811e-03 6.616436e-04 1.000000e+00 8.000000e-04 3.308218e-04 1.562056e+01 6.979982e-15 5.047306e+02 7.960607e-02 7.960607e-02
2.000000e-02 7.776000e-01 1.500000e-02 5.084000e+01 1.317062e-04 2.000002e-03 1.000000e+00 8.000000e-04 1.000001e-03 3.058957e+01 1.689556e-15 1.317064e+02 5.823176e-02 5.823176e-02
2.000000e-02 1.247000e+00 1.500000e-02 8.213333e+01 1.463532e-06 2.000002e-03 1.000000e+00 8.000000e-04 1.000001e-03 3.186672e+01 4.093623e-16 1.463535e+00 4.475065e-02 4.475065e-02
2.000000e-02 6.910000e-01 1.500000e-02 4.506667e+01 3.562859e-04 2.000002e-03 1.000000e+00 8.000000e-04 1.000001e-03 2.662355e+01 2.408295e-15 3.562866e+02 6.394362e-02 6.394362e-02
2.000000e-02 5.144000e-02 1.500000e-02 2.429333e+00 6.693996e-01 6.064861e-05 1.000000e+00 8.000000e-04 3.032430e-05 5.874459e+00 8.365264e-12 6.155553e+02 1.145416e-01 1.145416e-01
2.000000e-02 3.829000e-01 1.500000e-02 2.452667e+01 1.794597e-02 3.465296e-04 1.000000e+00 8.000000e-04 1.732648e-04 1.219796e+01 1.419967e-14 5.387504e+02 8.833200e-02 8.833200e-02
2.000000e-02 1.108000e+00 1.500000e-02 7.286667e+01 4.877979e-06 2.000002e-03 1.000000e+00 8.000000e-04 1.000001e-03 3.197865e+01 5.836615e-16 4.877989e+00 4.630223e-02 4.630223e-02
2.251000e-02 2.122000e-01 1.500000e-02 1.314667e+01 1.531284e-01 1.157684e-04 1.000000e+00 8.000000e-04 5.788419e-05 9.760221e+00 1.068258e-13 5.130688e+02 1.040257e-01 1.040257e-01
2.000000e-02 4.571000e-02 1.500000e-02 2.047333e+00 6.876637e-01 6.042263e-05 1.000000e+00 8.000000e-04 3.021131e-05 5.774923e+00 1.389885e-11 6.276468e+02 1.157705e-01 1.157705e-01
2.000000e-02 4.062000e-02 1.500000e-02 1.708000e+00 6.939498e-01 5.990314e-05 1.000000e+00 8.000000e-04 2.995157e-05 6.285035e+00 2.600888e-11 6.225400e+02 1.163910e-01 1.163910e-01
2.000000e-02 2.000000e+00 1.500000e-02 1.323333e+02 2.548127e-09 2.000002e-03 1.000000e+00 8.000000e-04 1.000001e-03 3.180216e+01 9.920237e-17 2.548132e-03 4.152085e-02 4.152085e-02
2.000000e-02 5.457000e-01 1.500000e-02 3.538000e+01 2.117063e-03 9.376999e-04 1.000000e+00 8.000000e-04 4.688499e-04 1.818331e+01 4.894295e-15 4.653734e+02 7.487684e-02 7.487684e-02
2.000000e-02 1.489000e-01 1.500000e-02 8.926667e+00 3.572455e-01 7.790750e-05 1.000000e+00 8.000000e-04 3.895375e-05 8.423704e+00 2.480750e-13 5.420825e+02 1.083986e-01 1.083986e-01
2.000000e-02 6.141000e-01 1.500000e-02 3.994000e+01 9.103243e-04 1.356055e-03 1.000000e+00 8.000000e-04 6.780276e-04 2.190311e+01 3.432394e-15 4.184955e+02 6.975455e-02 6.975455e-02
2.251000e-02 1.403000e+00 1.500000e-02 9.253333e+01 3.992510e-07 2.000002e-03 1.000000e+00 8.000000e-04 1.000001e-03 3.182328e+01 3.640960e-16 3.992518e-01 4.343737e-02 4.343737e-02
2.000000e-02 1.045000e-01 1.500000e-02 5.966667e+00 5.194708e-01 6.707453e-05 1.000000e+00 8.000000e-04 3.353727e-05 6.855642e+00 7.433231e-13 5.842739e+02 1.116774e-01 1.116774e-01
2.000000e-02 1.403000e+00 1.500000e-02 9.253333e+01 4.050754e-07 2.000002e-03 1.000000e+00 8.000000e-04 1.000001e-03 3.182172e+01 2.874102e-16 4.050762e-01 4.362398e-02 4.362398e-02
2.251000e-02 5.457000e-01 1.500000e-02 3.538000e+01 2.095059e-03 9.581026e-04 1.000000e+00 8.000000e-04 4.790513e-04 1.780183e+01 6.199512e-15 4.807955e+02 7.540512e-02 7.540512e-02
2.000000e-02 7.330000e-02 1.500000e-02 3.886666e+00 6.251595e-01 6.189794e-05 1.000000e+00 8.000000e-04 3.094897e-05 6.613369e+00 2.334656e-12 5.988020e+02 1.130398e-01 1.130398e-01
2.000000e-02 9.848000e-01 1.500000e-02 6.465333e+01 1.530886e-05 2.000002e-03 1.000000e+00 8.000000e-04 1.000001e-03 3.211923e+01 8.313816e-16 1.530890e+01 4.902540e-02 4.902540e-02
2.251000e-02 1.777000e+00 1.500000e-02 1.174667e+02 1.887943e-08 2.000002e-03 1.000000e+00 8.000000e-04 1.000001e-03 3.180304e+01 1.791665e-16 1.887947e-02 4.225005e-02 4.225005e-02
2.000000e-02 8.249000e-02 1.500000e-02 4.499333e+00 5.945466e-01 6.339548e-05 1.000000e+00 8.000000e-04 3.169774e-05 6.388378e+00 1.581756e-12 5.973688e+02 1.125808e-01 1.125808e-01
2.251000e-02 4.309000e-01 1.500000e-02 2.772667e+01 9.210520e-03 4.771765e-04 1.000000e+00 8.000000e-04 2.385882e-04 1.337519e+01 1.260910e-14 5.243028e+02 8.516795e-02 8.516795e-02
2.000000e-02 2.687000e-01 1.500000e-02 1.691333e+01 8.296563e-02 1.589009e-04 1.000000e+00 8.000000e-04 7.945046e-05 1.026390e+01 4.128957e-14 5.237103e+02 9.775176e-02 9.775176e-02
2.251000e-02 1.323000e-01 1.500000e-02 7.820000e+00 3.415062e-01 8.114813e-05 1.000000e+00 8.000000e-04 4.057407e-05 7.517969e+00 4.524293e-13 5.622063e+02 1.103275e-01 1.103275e-01
2.000000e-02 1.176000e-01 1.500000e-02 6.840000e+00 4.732022e-01 6.952951e-05 1.000000e+00 8.000000e-04 3.476476e-05 7.023289e+00 5.138632e-13 5.719066e+02 1.108690e-01 1.108690e-01
2.000000e-02 2.388000e-01 1.500000e-02 1.492000e+01 1.221937e-01 1.312890e-04 1.000000e+00 8.000000e-04 6.564448e-05 9.724118e+00 5.897362e-14 5.265569e+02 1.006698e-01 1.006698e-01
2.000000e-02 3.403000e-01 1.500000e-02 2.168667e+01 3.163441e-02 2.588632e-04 1.000000e+00 8.000000e-04 1.294316e-04 1.132000e+01 2.025498e-14 5.299567e+02 9.180333e-02 9.180333e-02
2.251000e-02 1.579000e+00 1.500000e-02 1.042667e+02 9.772541e-08 2.000002e-03 1.000000e+00 8.000000e-04 1.000001e-03 3.180724e+01 2.553949e-16 9.772560e-02 4.277229e-02 4.277229e-02
