# mzprime m4 sum_w_post_smearing v_mu4 v_4i epsilon u_mu4 chi2 decay_length MB_N_events
8.249000e-02 1.701000e-01 6.385820e-01 2.771352e-05 3.919284e-05 1.000000e-02 2.771352e-05 9.903462e+00 4.149157e-03 4.904561e+02
4.309000e-01 1.266000e-02 2.151342e-28 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 5.320005e+27 2.151932e-40
3.829000e-01 3.070000e-01 1.097287e-03 5.211881e-04 7.370711e-04 1.000000e-02 5.211880e-04 2.156116e+01 8.410435e+02 2.980638e+02
2.687000e-01 1.805000e-02 2.696843e-18 6.601088e-09 9.335348e-09 1.000000e-02 6.601088e-09 3.180203e+01 3.145269e+18 1.175132e-22
5.789000e-02 2.154000e-01 1.339263e+00 1.865036e-05 2.637559e-05 1.000000e-02 1.865036e-05 1.364623e+01 1.942364e-03 4.658435e+02
4.849000e-01 9.427000e-02 7.897061e-05 2.328582e-03 3.293103e-03 1.000000e-02 2.328575e-03 1.448130e+01 6.639200e+04 4.282017e+02
3.207000e-02 3.070000e-01 1.257483e+00 1.818151e-05 2.571254e-05 1.000000e-02 1.818151e-05 1.480414e+01 2.133767e-04 4.156827e+02
1.176000e-01 5.541000e-01 1.686116e-02 1.331705e-04 1.883315e-04 1.000000e-02 1.331705e-04 2.080010e+01 9.133577e-06 2.990222e+02
9.848000e-01 1.194000e-01 8.579432e-18 6.601088e-09 9.335348e-09 1.000000e-02 6.601088e-09 3.180203e+01 4.374756e+16 3.738433e-22
1.885000e-01 4.924000e-01 6.537159e-03 1.754722e-04 2.481551e-04 1.000000e-02 1.754722e-04 2.168064e+01 2.035492e-05 2.012823e+02
1.579000e+00 2.285000e-02 2.960208e-31 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 4.896581e+28 2.961021e-43
2.533000e-02 2.728000e-01 2.942495e+00 1.286617e-05 1.819551e-05 1.000000e-02 1.286617e-05 1.043999e+01 3.791026e-04 4.870958e+02
6.141000e-01 9.427000e-02 3.035910e-05 3.730016e-03 5.275002e-03 1.000000e-02 3.729990e-03 1.428852e+01 6.617878e+04 4.223867e+02
1.885000e-01 2.031000e-02 2.096641e-05 2.149069e-03 3.039235e-03 1.000000e-02 2.149064e-03 2.856629e+01 3.900406e+06 9.683328e+01
6.514000e-02 3.257000e-02 6.714717e-03 2.467496e-04 3.489566e-04 1.000000e-02 2.467496e-04 2.027791e+01 3.356606e+05 4.088278e+02
1.777000e+00 2.031000e-02 5.576233e-32 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 1.442610e+29 5.577764e-44
8.249000e-02 1.000000e+00 1.185219e-05 2.326209e-10 3.289756e-10 1.000000e-02 2.326209e-10 3.180203e+01 2.494177e+05 6.413512e-13
6.910000e-01 1.194000e-01 3.030671e-05 3.237605e-03 4.578642e-03 1.000000e-02 3.237588e-03 1.362979e+01 4.351164e+04 3.176777e+02
1.108000e+00 7.897000e-01 1.321720e-15 6.601088e-09 9.335348e-09 1.000000e-02 6.601088e-09 3.180203e+01 3.816248e+12 5.759311e-20
6.514000e-02 3.070000e-01 5.701802e-01 2.531846e-05 3.580571e-05 1.000000e-02 2.531846e-05 1.523559e+01 4.566347e-04 3.654995e+02
8.751000e-01 9.427000e-02 3.479773e-18 6.601088e-09 9.335348e-09 1.000000e-02 6.601088e-09 3.180203e+01 8.874002e+16 1.516289e-22
2.000000e-02 1.701000e-01 1.035921e+01 7.102914e-06 1.004504e-05 1.000000e-02 7.102914e-06 1.155955e+01 3.196691e-03 5.226367e+02
3.829000e-01 1.805000e-02 2.252008e-19 6.601088e-09 9.335348e-09 1.000000e-02 6.601088e-09 3.180203e+01 1.275749e+19 9.812981e-24
2.533000e-02 3.070000e-01 1.624629e+00 1.738554e-05 2.458687e-05 1.000000e-02 1.738554e-05 1.245854e+01 1.458983e-04 4.910555e+02
3.024000e-01 1.125000e-02 1.571192e-07 9.999127e-03 1.414019e-02 1.000000e-02 9.998628e-03 3.041474e+01 2.340492e+07 1.570918e+01
1.885000e-01 5.878000e-02 8.606006e-04 7.149626e-04 1.011110e-03 1.000000e-02 7.149624e-04 1.864998e+01 1.613729e+05 4.399145e+02
1.045000e-01 3.070000e-01 1.484085e-01 4.859137e-05 6.871857e-05 1.000000e-02 4.859137e-05 1.735592e+01 3.293815e-04 3.504104e+02
1.045000e-01 1.701000e-01 2.838787e-01 3.814414e-05 5.394397e-05 1.000000e-02 3.814414e-05 1.384849e+01 4.449813e-03 4.130366e+02
2.251000e-02 3.455000e-01 1.101459e+00 2.043823e-05 2.890402e-05 1.000000e-02 2.043823e-05 1.296903e+01 5.825608e-05 4.601029e+02
1.323000e-01 3.257000e-02 4.579373e-04 8.436163e-04 1.193053e-03 1.000000e-02 8.436160e-04 1.566894e+01 5.546776e+05 3.259087e+02
8.249000e-02 2.728000e-01 4.492360e-01 2.503497e-05 3.540479e-05 1.000000e-02 2.503497e-05 1.733591e+01 1.085947e-03 2.815584e+02
7.776000e-01 1.061000e-01 1.686250e-05 4.563173e-03 6.453234e-03 1.000000e-02 4.563125e-03 1.255784e+01 6.403494e+04 3.511201e+02
3.403000e-01 1.194000e-01 5.269615e-04 7.822465e-04 1.106263e-03 1.000000e-02 7.822463e-04 1.926405e+01 4.088500e+04 3.224528e+02
1.176000e-01 3.888000e-01 6.412372e-02 7.284208e-05 1.030143e-04 1.000000e-02 7.284208e-05 1.756725e+01 8.997590e-05 3.402385e+02
1.579000e+00 2.154000e-01 6.281981e-06 8.478145e-03 1.198948e-02 1.000000e-02 8.477840e-03 1.535408e+01 9.154342e+03 4.515421e+02
5.144000e-02 1.425000e-02 9.678649e-04 5.955065e-04 8.421733e-04 1.000000e-02 5.955064e-04 1.409717e+01 1.619267e+06 3.432320e+02
3.024000e-01 4.125000e-02 4.007262e-05 2.710370e-03 3.833028e-03 1.000000e-02 2.710360e-03 1.776863e+01 4.703736e+05 2.943776e+02
1.489000e-01 3.257000e-02 4.346125e-04 1.235414e-03 1.747139e-03 1.000000e-02 1.235413e-03 6.149862e+00 4.236092e+05 6.633268e+02
2.533000e-02 1.701000e-01 8.383206e+00 6.981495e-06 9.873325e-06 1.000000e-02 6.981495e-06 1.226594e+01 5.315764e-03 4.086081e+02
5.457000e-01 3.888000e-01 2.352320e-04 1.324893e-03 1.873679e-03 1.000000e-02 1.324891e-03 1.329382e+01 1.912133e+02 4.129123e+02
3.829000e-01 6.236000e-01 3.660451e-08 2.294220e-10 3.244517e-10 1.000000e-02 2.294220e-10 3.180203e+01 3.345815e+07 1.926659e-15
2.533000e-02 8.886000e-01 1.428402e-03 6.787242e-09 9.598609e-09 1.000000e-02 6.787242e-09 3.180203e+01 3.938796e+01 6.580168e-08
1.323000e-01 9.427000e-02 1.336832e-02 1.645275e-04 2.326770e-04 1.000000e-02 1.645275e-04 1.339501e+01 5.138837e+04 3.618708e+02
2.687000e-01 4.924000e-01 1.624266e-03 2.647125e-04 3.743600e-04 1.000000e-02 2.647125e-04 2.642856e+01 2.177679e-05 1.138167e+02
2.000000e-02 7.897000e-01 4.627901e-03 1.514679e-04 2.142080e-04 1.000000e-02 1.514679e-04 3.051587e+01 7.017101e-08 1.061757e+02
1.777000e+00 1.914000e-01 8.850962e-19 6.601088e-09 9.335348e-09 1.000000e-02 6.601088e-09 3.180203e+01 4.429931e+16 3.856750e-23
3.207000e-02 3.888000e-01 4.984256e-01 3.211630e-05 4.541931e-05 1.000000e-02 3.211630e-05 1.343692e+01 3.362434e-05 5.141045e+02
3.829000e-01 4.642000e-02 2.777773e-05 3.583391e-03 5.067648e-03 1.000000e-02 3.583368e-03 1.674608e+01 3.792676e+05 3.566853e+02
4.571000e-02 2.728000e-01 1.352198e+00 1.923366e-05 2.720051e-05 1.000000e-02 1.923366e-05 1.119851e+01 5.538247e-04 5.002237e+02
3.403000e-01 1.914000e-01 1.969303e-03 4.900238e-04 6.929983e-04 1.000000e-02 4.900238e-04 1.185962e+01 8.612426e+03 4.728756e+02
6.910000e-01 1.125000e-02 3.123334e-30 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 6.314902e+28 3.124192e-42
1.323000e-01 1.343000e-01 1.324277e-01 5.238803e-05 7.408786e-05 1.000000e-02 5.238803e-05 1.689811e+01 2.033017e+00 3.634487e+02
1.247000e+00 1.000000e-02 9.454287e-33 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 1.236491e+30 9.456882e-45
5.457000e-01 1.194000e-01 8.434036e-05 1.845257e-03 2.609583e-03 1.000000e-02 1.845254e-03 2.002639e+01 5.147279e+04 2.871767e+02
5.144000e-02 1.000000e+00 6.456140e-05 3.288660e-10 4.650868e-10 1.000000e-02 3.288660e-10 3.180203e+01 4.844600e+04 6.982499e-12
2.000000e+00 1.604000e-02 5.446218e-33 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 7.518248e+29 5.447713e-45
1.579000e+00 3.888000e-01 5.974088e-06 8.619459e-03 1.218930e-02 1.000000e-02 8.619139e-03 1.611333e+01 4.472473e+02 4.438452e+02
1.579000e+00 2.728000e-01 5.599328e-06 5.835306e-03 8.252229e-03 1.000000e-02 5.835207e-03 2.187579e+01 5.946665e+03 1.906616e+02
3.609000e-02 4.375000e-01 2.621494e-01 4.437811e-05 6.276013e-05 1.000000e-02 4.437811e-05 1.500904e+01 1.566598e-05 5.162814e+02
1.885000e-01 1.194000e-01 7.805830e-03 2.734362e-04 3.866972e-04 1.000000e-02 2.734362e-04 1.259261e+01 2.598056e+04 5.836213e+02
1.777000e+00 1.061000e-01 8.058873e-28 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 3.627467e+25 8.061085e-40
7.330000e-02 1.000000e+00 1.745410e-06 7.372452e-11 1.042622e-10 1.000000e-02 7.372452e-11 3.180203e+01 1.959786e+06 9.486837e-15
7.330000e-02 7.897000e-01 3.077981e-03 2.503491e-04 3.540471e-04 1.000000e-02 2.503491e-04 2.839377e+01 3.455990e-07 1.929114e+02
4.062000e-02 2.424000e-01 2.179170e+00 1.450095e-05 2.050744e-05 1.000000e-02 1.450095e-05 1.043319e+01 1.095164e-03 4.582306e+02
4.309000e-01 4.642000e-02 1.741473e-05 4.763267e-03 6.736200e-03 1.000000e-02 4.763213e-03 1.368517e+01 3.442633e+05 3.951177e+02
1.777000e+00 1.425000e-02 9.871422e-33 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 8.520835e+29 9.874132e-45
2.000000e+00 4.642000e-02 2.631700e-30 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 3.656698e+27 2.632422e-42
2.533000e-02 9.427000e-02 1.338869e+01 6.119800e-06 8.654704e-06 1.000000e-02 6.119800e-06 9.133146e+00 4.115001e-02 5.014324e+02
4.571000e-02 3.070000e-01 9.940533e-01 2.203293e-05 3.115927e-05 1.000000e-02 2.203293e-05 1.292882e+01 2.955873e-04 4.825632e+02
1.489000e-01 4.375000e-01 2.139838e-02 1.295493e-04 1.832103e-04 1.000000e-02 1.295493e-04 1.958885e+01 3.248999e-05 3.591293e+02
1.675000e-01 2.031000e-02 3.892847e-05 2.784739e-03 3.938200e-03 1.000000e-02 2.784728e-03 1.724134e+01 1.441455e+06 3.018814e+02
1.045000e-01 3.455000e-01 1.137793e-01 6.131670e-05 8.671491e-05 1.000000e-02 6.131670e-05 1.322967e+01 1.431237e-04 4.277804e+02
5.789000e-02 3.665000e-02 1.381515e-02 1.720151e-04 2.432661e-04 1.000000e-02 1.720151e-04 1.372380e+01 2.124617e+05 4.087793e+02
8.751000e-01 8.886000e-01 6.531399e-11 6.601087e-09 9.335346e-09 1.000000e-02 6.601087e-09 3.180203e+01 1.860154e+07 2.846014e-15
4.849000e-01 6.236000e-01 1.567013e-08 5.286730e-10 7.476566e-10 1.000000e-02 5.286730e-10 3.180203e+01 1.993020e+07 4.379727e-15
5.144000e-02 3.257000e-02 1.970488e-02 1.553988e-04 2.197672e-04 1.000000e-02 1.553988e-04 1.258856e+01 2.927215e+05 4.758493e+02
1.579000e+00 1.512000e-01 1.682718e-06 9.999127e-03 1.414019e-02 1.000000e-02 9.998628e-03 1.924493e+01 3.859386e+04 1.682424e+02
4.309000e-01 1.000000e-02 5.586407e-29 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 1.761092e+28 5.587941e-41
1.579000e+00 4.924000e-01 4.239925e-06 8.704779e-03 1.230995e-02 1.000000e-02 8.704449e-03 2.186311e+01 1.319066e+02 3.212725e+02
1.176000e-01 1.512000e-01 2.018529e-01 3.789648e-05 5.359372e-05 1.000000e-02 3.789648e-05 1.766172e+01 1.604695e-02 2.898896e+02
4.309000e-01 2.285000e-02 6.673420e-07 9.999127e-03 1.414019e-02 1.000000e-02 9.998628e-03 2.620552e+01 2.715162e+06 6.672256e+01
6.910000e-01 3.257000e-02 6.442985e-20 6.601088e-09 9.335348e-09 1.000000e-02 6.601088e-09 3.180203e+01 7.114625e+18 2.807490e-24
4.062000e-02 4.375000e-01 2.741413e-01 4.110613e-05 5.813285e-05 1.000000e-02 4.110613e-05 1.617918e+01 2.316327e-05 4.632205e+02
2.533000e-02 5.223000e-02 1.549982e+01 6.218506e-06 8.794295e-06 1.000000e-02 6.218506e-06 8.525601e+00 2.685293e-01 5.993753e+02
1.885000e-01 1.805000e-02 1.882287e-05 4.366705e-03 6.175394e-03 1.000000e-02 4.366663e-03 1.962651e+01 1.716686e+06 3.589167e+02
7.330000e-02 2.572000e-02 2.063893e-03 4.288215e-04 6.064451e-04 1.000000e-02 4.288214e-04 1.358255e+01 6.382460e+05 3.795248e+02
7.776000e-01 1.512000e-01 2.735550e-05 2.746452e-03 3.884055e-03 1.000000e-02 2.746441e-03 2.650185e+01 2.988364e+04 2.063425e+02
7.330000e-02 1.604000e-02 4.425484e-04 8.560215e-04 1.210597e-03 1.000000e-02 8.560212e-04 2.219009e+01 1.814104e+06 3.242874e+02
2.850000e-02 6.615000e-02 1.202884e+01 6.624751e-06 9.368813e-06 1.000000e-02 6.624751e-06 8.788787e+00 1.395817e-01 5.279138e+02
8.249000e-02 2.285000e-02 7.212283e-04 5.902211e-04 8.346985e-04 1.000000e-02 5.902210e-04 2.533132e+01 1.019313e+06 2.512478e+02
2.000000e+00 4.924000e-01 6.493905e-18 6.601088e-09 9.335348e-09 1.000000e-02 6.601088e-09 3.180203e+01 6.009639e+14 2.829677e-22
1.045000e-01 1.194000e-01 3.286439e-01 3.710251e-05 5.247088e-05 1.000000e-02 3.710251e-05 1.184322e+01 6.674515e-02 4.524100e+02
2.122000e-01 1.000000e+00 1.179101e-05 1.225501e-09 1.733120e-09 1.000000e-02 1.225501e-09 3.180203e+01 5.984881e+04 1.770836e-11
1.403000e+00 7.444000e-02 7.347182e-28 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 8.290252e+25 7.349199e-40
2.251000e-02 8.377000e-02 1.901558e+01 5.370199e-06 7.594609e-06 1.000000e-02 5.370199e-06 7.141945e+00 6.020363e-02 5.483911e+02
2.687000e-01 7.444000e-02 4.121608e-04 9.885150e-04 1.397971e-03 1.000000e-02 9.885145e-04 1.470128e+01 1.100274e+05 4.027478e+02
2.388000e-01 3.257000e-02 3.980776e-05 2.459348e-03 3.478033e-03 1.000000e-02 2.459341e-03 2.086017e+01 7.091664e+05 2.407730e+02
2.388000e-01 5.541000e-01 1.902867e-03 2.310685e-04 3.267803e-04 1.000000e-02 2.310685e-04 2.777482e+01 1.369686e-05 1.015991e+02
4.849000e-01 4.375000e-01 1.425164e-12 6.601088e-09 9.335348e-09 1.000000e-02 6.601088e-09 3.180203e+01 1.769990e+12 6.210062e-17
1.885000e-01 1.604000e-02 4.395435e-25 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 5.908563e+25 4.396642e-37
2.122000e-01 1.701000e-01 6.416309e-03 1.639381e-04 2.318435e-04 1.000000e-02 1.639381e-04 2.376219e+01 1.528109e+04 1.724428e+02
2.533000e-02 6.236000e-01 3.098217e-02 1.070448e-04 1.513842e-04 1.000000e-02 1.070448e-04 2.164123e+01 4.575545e-07 3.550122e+02
2.000000e+00 7.017000e-01 6.285105e-07 2.876115e-03 4.067425e-03 1.000000e-02 2.876104e-03 3.145989e+01 5.253911e+02 5.199064e+00
2.000000e-02 7.017000e-01 1.204317e-02 1.291894e-04 1.827014e-04 1.000000e-02 1.291894e-04 2.854996e+01 1.377947e-07 2.009993e+02
1.323000e-01 5.878000e-02 3.382441e-03 3.959054e-04 5.598947e-04 1.000000e-02 3.959054e-04 1.116202e+01 1.198592e+05 5.301675e+02
5.457000e-01 7.897000e-01 2.473164e-08 9.100102e-10 1.286949e-09 1.000000e-02 9.100102e-10 3.180203e+01 2.713468e+06 2.048073e-14
3.609000e-02 7.897000e-01 3.898474e-03 1.583590e-04 2.239535e-04 1.000000e-02 1.583590e-04 3.096684e+01 2.097003e-07 9.776432e+01
7.330000e-02 1.266000e-02 2.521527e-04 1.275971e-03 1.804494e-03 1.000000e-02 1.275970e-03 1.388855e+01 2.691863e+06 4.105301e+02
1.675000e-01 2.572000e-02 8.719345e-05 1.671726e-03 2.364174e-03 1.000000e-02 1.671724e-03 2.380702e+01 1.210014e+06 2.436767e+02
5.789000e-02 3.455000e-01 4.769708e-01 3.237841e-05 4.578999e-05 1.000000e-02 3.237841e-05 1.226534e+01 1.543014e-04 5.000378e+02
1.108000e+00 1.343000e-01 6.767761e-18 6.601088e-09 9.335348e-09 1.000000e-02 6.601088e-09 3.180203e+01 3.865561e+16 2.949009e-22
4.309000e-01 5.223000e-02 2.238300e-05 4.470326e-03 6.321933e-03 1.000000e-02 4.470282e-03 1.358125e+01 2.178991e+05 4.472978e+02
8.751000e-01 7.444000e-02 2.660912e-18 6.601088e-09 9.335348e-09 1.000000e-02 6.601088e-09 3.180203e+01 2.895947e+17 1.159475e-22
8.751000e-01 2.572000e-02 6.055537e-29 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 2.592229e+27 6.057200e-41
1.176000e-01 1.343000e-01 2.188876e-01 3.960684e-05 5.601253e-05 1.000000e-02 3.960684e-05 1.492028e+01 5.243472e-02 3.433693e+02
1.323000e-01 1.266000e-02 3.105441e-05 3.855775e-03 5.452849e-03 1.000000e-02 3.855746e-03 8.054943e+00 3.155294e+06 4.616859e+02
3.207000e-02 5.878000e-02 9.078807e+00 7.915998e-06 1.119491e-05 1.000000e-02 7.915998e-06 9.821840e+00 2.037376e-01 5.689054e+02
2.251000e-02 2.154000e-01 6.112227e+00 8.297183e-06 1.173399e-05 1.000000e-02 8.297183e-06 1.135140e+01 1.462462e-03 4.207856e+02
5.457000e-01 1.343000e-01 1.241277e-04 1.689717e-03 2.389617e-03 1.000000e-02 1.689715e-03 1.799419e+01 3.396095e+04 3.544024e+02
3.207000e-02 4.642000e-02 9.112533e+00 7.807242e-06 1.104111e-05 1.000000e-02 7.807242e-06 8.472039e+00 6.260196e-01 5.554365e+02
1.176000e-01 1.194000e-01 2.204232e-01 4.251441e-05 6.012445e-05 1.000000e-02 4.251441e-05 1.550100e+01 3.387188e+00 3.984095e+02
1.247000e+00 5.223000e-02 2.561155e-28 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 3.096564e+26 2.561858e-40
7.776000e-01 6.615000e-02 1.662298e-18 6.601088e-09 9.335348e-09 1.000000e-02 6.601088e-09 3.180203e+01 3.249429e+17 7.243356e-23
9.848000e-01 1.512000e-01 1.683037e-05 5.099855e-03 7.212190e-03 1.000000e-02 5.099788e-03 1.042083e+01 2.215671e+04 4.377330e+02
9.848000e-01 4.125000e-02 3.552573e-28 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 3.902523e+26 3.553549e-40
1.885000e-01 3.888000e-01 7.139030e-03 1.400040e-04 1.979955e-04 1.000000e-02 1.400040e-04 2.206931e+01 7.110698e-05 1.399329e+02
7.776000e-01 2.572000e-02 1.499535e-28 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 1.592824e+27 1.499947e-40
8.751000e-01 4.375000e-01 4.641212e-05 3.327013e-03 4.705080e-03 1.000000e-02 3.326994e-03 1.703635e+01 1.385314e+02 5.137364e+02
1.108000e+00 1.604000e-02 5.461267e-31 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 7.101267e+28 5.462766e-43
6.141000e-01 1.266000e-02 1.400775e-29 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 2.199794e+28 1.401160e-41
2.388000e-01 3.455000e-01 4.338537e-03 1.780567e-04 2.518102e-04 1.000000e-02 1.780567e-04 2.546141e+01 1.620787e-04 1.375498e+02
2.388000e-01 3.888000e-01 3.279195e-03 1.876443e-04 2.653690e-04 1.000000e-02 1.876442e-04 2.334445e+01 8.042237e-05 1.154617e+02
8.751000e-01 2.285000e-02 3.812837e-29 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 4.659636e+27 3.813884e-41
1.489000e-01 1.914000e-01 5.460352e-02 7.455883e-05 1.054421e-04 1.000000e-02 7.455883e-05 1.766685e+01 3.276035e-03 3.035420e+02
4.309000e-01 2.031000e-02 1.789736e-19 6.601088e-09 9.335348e-09 1.000000e-02 6.601088e-09 3.180203e+01 1.129364e+19 7.798660e-24
6.141000e-01 2.285000e-02 6.196783e-28 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 1.127707e+27 6.198484e-40
2.850000e-02 4.642000e-02 1.266729e+01 6.663794e-06 9.424027e-06 1.000000e-02 6.663794e-06 8.904207e+00 5.325114e-01 5.625055e+02
4.849000e-01 1.000000e-02 1.653379e-29 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 2.831141e+28 1.653833e-41
1.176000e-01 1.914000e-01 1.787300e-01 5.157227e-05 7.293421e-05 1.000000e-02 5.157227e-05 1.300112e+01 2.162943e-03 4.753680e+02
6.514000e-02 8.377000e-02 1.415807e+00 1.994859e-05 2.821156e-05 1.000000e-02 1.994859e-05 1.013484e+01 1.042410e-01 5.634147e+02
5.457000e-01 2.572000e-02 3.013272e-07 9.999127e-03 1.414019e-02 1.000000e-02 9.998628e-03 2.777764e+01 3.876845e+06 3.012746e+01
9.848000e-01 1.425000e-02 7.719712e-31 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 8.039277e+28 7.721831e-43
2.000000e+00 1.701000e-01 6.500977e-07 9.999127e-03 1.414019e-02 1.000000e-02 9.998628e-03 2.511069e+01 5.501599e+04 6.499843e+01
2.687000e-01 2.154000e-01 4.364383e-03 2.409119e-04 3.407009e-04 1.000000e-02 2.409119e-04 1.427537e+01 5.628407e+03 2.533025e+02
1.675000e-01 7.897000e-01 9.559479e-04 3.305139e-04 4.674172e-04 1.000000e-02 3.305139e-04 2.969521e+01 1.038581e-06 1.044272e+02
4.309000e-01 4.125000e-02 1.291344e-05 6.610419e-03 9.348339e-03 1.000000e-02 6.610274e-03 1.192668e+01 3.241238e+05 5.642870e+02
1.176000e-01 2.154000e-01 1.311914e-01 5.953293e-05 8.419228e-05 1.000000e-02 5.953293e-05 1.236300e+01 9.846848e-04 4.649644e+02
4.062000e-02 8.377000e-02 5.708374e+00 9.190595e-06 1.299746e-05 1.000000e-02 9.190595e-06 7.954771e+00 7.660891e-02 4.821694e+02
1.108000e+00 1.000000e-02 2.737990e-32 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 7.715218e+29 2.738741e-44
1.885000e-01 6.615000e-02 1.057726e-03 6.147982e-04 8.694558e-04 1.000000e-02 6.147981e-04 1.238442e+01 1.208501e+05 3.997960e+02
2.388000e-01 2.154000e-01 1.043459e-02 1.903675e-04 2.692202e-04 1.000000e-02 1.903675e-04 1.832858e+01 4.383868e+03 3.781473e+02
4.571000e-02 1.512000e-01 3.168937e+00 1.337900e-05 1.892077e-05 1.000000e-02 1.337900e-05 7.405267e+00 6.860023e-03 5.672326e+02
2.687000e-01 5.878000e-02 1.860948e-04 1.316905e-03 1.862383e-03 1.000000e-02 1.316904e-03 1.974175e+01 2.048510e+05 3.227329e+02
5.789000e-02 6.236000e-01 2.052994e-02 1.507898e-04 2.132490e-04 1.000000e-02 1.507898e-04 2.042739e+01 1.206610e-06 4.668008e+02
1.247000e+00 1.512000e-01 6.248772e-06 8.486609e-03 1.200145e-02 1.000000e-02 8.486303e-03 1.377390e+01 2.072213e+04 4.500523e+02
9.848000e-01 2.424000e-01 3.083691e-05 3.117262e-03 4.408452e-03 1.000000e-02 3.117247e-03 1.735320e+01 5.520178e+03 2.996522e+02
2.122000e-01 4.642000e-02 3.000369e-04 1.329477e-03 1.880162e-03 1.000000e-02 1.329475e-03 7.254302e+00 2.534379e+05 5.303176e+02
1.176000e-01 3.665000e-02 9.598522e-04 5.114530e-04 7.233037e-04 1.000000e-02 5.114530e-04 2.853861e+01 5.147481e+05 2.510822e+02
6.141000e-01 1.701000e-01 1.116933e-04 1.763762e-03 2.494332e-03 1.000000e-02 1.763759e-03 2.209222e+01 1.493990e+04 3.474616e+02
5.789000e-02 7.897000e-01 3.712920e-03 2.173832e-04 3.074263e-04 1.000000e-02 2.173832e-04 2.905799e+01 2.857762e-07 1.754558e+02
3.024000e-01 3.257000e-02 2.347477e-05 4.382844e-03 6.198218e-03 1.000000e-02 4.382802e-03 1.150159e+01 5.854631e+05 4.509346e+02
4.849000e-01 5.541000e-01 3.938807e-09 4.969343e-10 7.027712e-10 1.000000e-02 4.969343e-10 3.180203e+01 7.987896e+07 9.726635e-16
4.062000e-02 1.604000e-02 3.673954e-03 3.030244e-04 4.285411e-04 1.000000e-02 3.030243e-04 1.519338e+01 1.243036e+06 3.373563e+02
1.777000e+00 2.894000e-02 4.729964e-31 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 2.437751e+28 4.731262e-43
4.849000e-01 1.512000e-01 1.843062e-04 1.223763e-03 1.730660e-03 1.000000e-02 1.223762e-03 1.670523e+01 2.173262e+04 2.760161e+02
8.249000e-02 8.886000e-01 1.069873e-03 2.005202e-04 2.835783e-04 1.000000e-02 2.005201e-04 3.154634e+01 4.798917e-07 4.301780e+01
3.207000e-02 1.000000e+00 1.178634e-04 2.697500e-10 3.814841e-10 1.000000e-02 2.697500e-10 3.180203e+01 2.807017e+04 8.576337e-12
1.675000e-01 1.512000e-01 1.739071e-02 1.303064e-04 1.842810e-04 1.000000e-02 1.303064e-04 1.850450e+01 1.332903e+04 2.952899e+02
9.283000e-02 1.266000e-02 1.287184e-04 1.922629e-03 2.719004e-03 1.000000e-02 1.922626e-03 1.258161e+01 3.085728e+06 4.758082e+02
1.675000e-01 2.728000e-01 2.646122e-02 1.107631e-04 1.566427e-04 1.000000e-02 1.107631e-04 1.837023e+01 3.284104e-04 3.246384e+02
5.789000e-02 1.805000e-02 1.617323e-03 4.457089e-04 6.303275e-04 1.000000e-02 4.457089e-04 1.436205e+01 1.377616e+06 3.212917e+02
2.533000e-02 1.000000e-02 4.488099e-03 2.498823e-04 3.533870e-04 1.000000e-02 2.498823e-04 2.295988e+01 3.037785e+06 2.802422e+02
1.176000e-01 1.701000e-01 1.478065e-01 4.581829e-05 6.479685e-05 1.000000e-02 4.581829e-05 2.058092e+01 4.980317e-03 3.102926e+02
9.283000e-02 2.285000e-02 6.461025e-04 8.125341e-04 1.149096e-03 1.000000e-02 8.125338e-04 1.651298e+01 8.675988e+05 4.265644e+02
