# mzprime m4 sum_w_post_smearing v_mu4 v_4i epsilon u_mu4 chi2 decay_length MB_N_events
9.848000e-01 1.266000e-02 2.216408e-31 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 1.460370e+29 2.217016e-43
6.910000e-01 6.615000e-02 5.377871e-18 6.601088e-09 9.335348e-09 1.000000e-02 6.601088e-09 3.180203e+01 2.021568e+17 2.343373e-22
4.062000e-02 2.031000e-02 7.545586e-03 2.322896e-04 3.285070e-04 1.000000e-02 2.322896e-04 1.567577e+01 6.151804e+05 4.071481e+02
8.751000e-01 5.223000e-02 4.543361e-07 9.999127e-03 1.414019e-02 1.000000e-02 9.998628e-03 2.764601e+01 7.450619e+05 4.542569e+01
1.489000e-01 4.125000e-02 5.268985e-04 7.704647e-04 1.089601e-03 1.000000e-02 7.704644e-04 2.130474e+01 3.257628e+05 3.127753e+02
2.251000e-02 1.000000e-02 6.900040e-03 2.350225e-04 3.323719e-04 1.000000e-02 2.350225e-04 1.569267e+01 2.075554e+06 3.811275e+02
1.885000e-01 4.642000e-02 3.445055e-04 1.061651e-03 1.501400e-03 1.000000e-02 1.061650e-03 1.532459e+01 2.479065e+05 3.882929e+02
1.489000e-01 1.000000e-02 7.717757e-18 6.601088e-09 9.335348e-09 1.000000e-02 6.601088e-09 3.180203e+01 5.768829e+18 3.362963e-22
2.122000e-01 7.017000e-01 1.076649e-03 3.223009e-04 4.558023e-04 1.000000e-02 3.223009e-04 2.807676e+01 2.545457e-06 1.118401e+02
1.579000e+00 2.894000e-02 1.203045e-30 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 1.510854e+28 1.203376e-42
7.776000e-01 9.427000e-02 8.522359e-06 4.557380e-03 6.445041e-03 1.000000e-02 4.557332e-03 2.464022e+01 1.160379e+05 1.770069e+02
3.403000e-01 1.512000e-01 1.041958e-03 6.368658e-04 9.006640e-04 1.000000e-02 6.368656e-04 9.709834e+00 1.808553e+04 4.226162e+02
9.283000e-02 7.897000e-01 2.383024e-03 2.896758e-04 4.096634e-04 1.000000e-02 2.896757e-04 2.884419e+01 4.140634e-07 1.999644e+02
1.247000e+00 2.728000e-01 2.081790e-05 5.223992e-03 7.387740e-03 1.000000e-02 5.223921e-03 1.427069e+01 2.813292e+03 5.681225e+02
2.687000e-01 1.425000e-02 7.952452e-19 6.601088e-09 9.335348e-09 1.000000e-02 6.601088e-09 3.180203e+01 1.011306e+19 3.465230e-23
1.045000e-01 2.424000e-01 1.805287e-01 4.890974e-05 6.916881e-05 1.000000e-02 4.890974e-05 1.077581e+01 6.987675e-04 4.318541e+02
6.910000e-01 1.805000e-02 4.807911e-29 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 5.899930e+27 4.809231e-41
1.247000e+00 1.604000e-02 2.381439e-31 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 1.136833e+29 2.382093e-43
1.247000e+00 7.017000e-01 3.480373e-06 4.067357e-03 5.752064e-03 1.000000e-02 4.067323e-03 3.137051e+01 3.404567e+01 5.757718e+01
4.062000e-02 7.897000e-01 4.226461e-03 1.764015e-04 2.494694e-04 1.000000e-02 1.764015e-04 2.993638e+01 2.135360e-07 1.315169e+02
2.388000e-01 7.444000e-02 5.319693e-04 6.819189e-04 9.643788e-04 1.000000e-02 6.819188e-04 2.179717e+01 1.407493e+05 2.473729e+02
2.000000e-02 1.000000e-02 8.796389e-03 1.398684e-04 1.978037e-04 1.000000e-02 1.398684e-04 2.553356e+01 3.511777e+06 1.720851e+02
3.207000e-02 7.444000e-02 9.151806e+00 7.807971e-06 1.104214e-05 1.000000e-02 7.807971e-06 8.077118e+00 8.922852e-02 5.579345e+02
6.141000e-01 3.455000e-01 2.235478e-04 9.702595e-04 1.372154e-03 1.000000e-02 9.702591e-04 2.105574e+01 1.221647e+03 2.104487e+02
1.045000e-01 1.914000e-01 2.594398e-01 3.626275e-05 5.128327e-05 1.000000e-02 3.626275e-05 1.572312e+01 2.986253e-03 3.411599e+02
1.579000e+00 8.886000e-01 1.038097e-16 6.601087e-09 9.335346e-09 1.000000e-02 6.601087e-09 3.180203e+01 1.016473e+13 4.523439e-21
3.609000e-02 1.000000e+00 1.233396e-05 8.192177e-11 1.158549e-10 1.000000e-02 8.192177e-11 3.180203e+01 3.844508e+05 8.277538e-14
5.457000e-01 3.257000e-02 6.129575e-19 6.601088e-09 9.335348e-09 1.000000e-02 6.601088e-09 3.180203e+01 2.725341e+18 2.670923e-23
6.910000e-01 8.886000e-01 4.701031e-09 1.230567e-09 1.740284e-09 1.000000e-02 1.230567e-09 3.180203e+01 2.581343e+06 7.118743e-15
3.829000e-01 7.017000e-01 8.058431e-07 1.230395e-09 1.740041e-09 1.000000e-02 1.230395e-09 3.180203e+01 7.068194e+05 1.219943e-12
2.533000e-02 2.424000e-01 4.174640e+00 9.799630e-06 1.385877e-05 1.000000e-02 9.799630e-06 1.460498e+01 9.306876e-04 4.009022e+02
4.309000e-01 1.343000e-01 2.945646e-04 1.067918e-03 1.510263e-03 1.000000e-02 1.067917e-03 1.548145e+01 3.188560e+04 3.359356e+02
2.000000e-02 1.914000e-01 7.891817e+00 6.854740e-06 9.694066e-06 1.000000e-02 6.854740e-06 1.265938e+01 2.411809e-03 3.708164e+02
1.579000e+00 3.455000e-01 7.776031e-06 6.271597e-03 8.869204e-03 1.000000e-02 6.271474e-03 1.336880e+01 1.533459e+03 3.058541e+02
9.283000e-02 1.000000e-02 3.957099e-05 2.451446e-03 3.466857e-03 1.000000e-02 2.451438e-03 2.173708e+01 6.212211e+06 2.378053e+02
1.403000e+00 6.236000e-01 1.866836e-06 6.343807e-04 8.971497e-04 1.000000e-02 6.343806e-04 3.177484e+01 4.358797e+03 7.512876e-01
1.489000e-01 2.031000e-02 7.283730e-05 2.195269e-03 3.104572e-03 1.000000e-02 2.195264e-03 2.015170e+01 1.447404e+06 3.510181e+02
4.571000e-02 7.017000e-01 1.031237e-02 1.709405e-04 2.417464e-04 1.000000e-02 1.709405e-04 2.656376e+01 4.110271e-07 3.013342e+02
1.777000e+00 1.000000e+00 7.521646e-17 6.601087e-09 9.335347e-09 1.000000e-02 6.601087e-09 3.180203e+01 9.142342e+12 3.277509e-21
7.330000e-02 8.886000e-01 1.142360e-03 2.996980e-04 4.238370e-04 1.000000e-02 2.996980e-04 3.058980e+01 1.693297e-07 1.026055e+02
2.850000e-02 1.512000e-01 7.491146e+00 8.302075e-06 1.174091e-05 1.000000e-02 8.302075e-06 1.039920e+01 6.789297e-03 5.163232e+02
1.045000e-01 1.805000e-02 1.784002e-04 1.266826e-03 1.791560e-03 1.000000e-02 1.266825e-03 1.951906e+01 1.913475e+06 2.863051e+02
6.141000e-01 1.512000e-01 7.335307e-05 1.675982e-03 2.370193e-03 1.000000e-02 1.675979e-03 2.018209e+01 3.077082e+04 2.060425e+02
2.122000e-01 8.377000e-02 1.603185e-03 5.007777e-04 7.082065e-04 1.000000e-02 5.007776e-04 1.287897e+01 8.781903e+04 4.020440e+02
2.850000e-02 9.427000e-02 1.081001e+01 6.712606e-06 9.493059e-06 1.000000e-02 6.712606e-06 9.364774e+00 4.367408e-02 4.870891e+02
2.533000e-02 2.154000e-01 4.497342e+00 1.026412e-05 1.451566e-05 1.000000e-02 1.026412e-05 1.078620e+01 1.211060e-03 4.738050e+02
1.323000e-01 1.061000e-01 2.241212e-02 1.564582e-04 2.212653e-04 1.000000e-02 1.564582e-04 1.437485e+01 2.682950e+04 5.486301e+02
1.108000e+00 3.070000e-01 2.931957e-05 2.734946e-03 3.867783e-03 1.000000e-02 2.734936e-03 1.948935e+01 3.451908e+03 2.193083e+02
6.910000e-01 1.266000e-02 4.844945e-30 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 3.547303e+28 4.846275e-42
2.388000e-01 1.604000e-02 6.221670e-06 8.376366e-03 1.184555e-02 1.000000e-02 8.376072e-03 1.673495e+01 2.184666e+06 4.365342e+02
2.388000e-01 3.665000e-02 7.743889e-05 2.331884e-03 3.297773e-03 1.000000e-02 2.331877e-03 1.270380e+01 4.389954e+05 4.210880e+02
1.675000e-01 6.236000e-01 3.388656e-03 2.314480e-04 3.273169e-04 1.000000e-02 2.314480e-04 2.345663e+01 4.349230e-06 1.815241e+02
2.850000e-02 1.061000e-01 9.733890e+00 6.622848e-06 9.366122e-06 1.000000e-02 6.622848e-06 1.033380e+01 3.121368e-02 4.269491e+02
2.388000e-01 2.572000e-02 2.516415e-05 3.826077e-03 5.410851e-03 1.000000e-02 3.826049e-03 1.469092e+01 9.762741e+05 3.683746e+02
6.141000e-01 4.642000e-02 3.143563e-06 9.999127e-03 1.414019e-02 1.000000e-02 9.998628e-03 1.643007e+01 3.261461e+05 3.143015e+02
3.829000e-01 7.897000e-01 8.723781e-05 4.825445e-04 6.824209e-04 1.000000e-02 4.825444e-04 3.167480e+01 2.952583e-06 2.031325e+01
5.789000e-02 1.914000e-01 1.554251e+00 1.746896e-05 2.470484e-05 1.000000e-02 1.746896e-05 1.270296e+01 3.181484e-03 4.743026e+02
1.885000e-01 3.070000e-01 1.169260e-02 1.347783e-04 1.906053e-04 1.000000e-02 1.347783e-04 2.019769e+01 1.968355e-04 2.123984e+02
1.045000e-01 2.031000e-02 2.514732e-04 1.154189e-03 1.632269e-03 1.000000e-02 1.154188e-03 2.222403e+01 1.257262e+06 3.350007e+02
3.207000e-02 2.031000e-02 1.900461e-02 1.293785e-04 1.829689e-04 1.000000e-02 1.293785e-04 1.908330e+01 6.778897e+05 3.181146e+02
3.609000e-02 3.070000e-01 1.303664e+00 1.706757e-05 2.413719e-05 1.000000e-02 1.706757e-05 1.649273e+01 3.068898e-04 3.797600e+02
2.122000e-01 1.194000e-01 4.946865e-03 3.129230e-04 4.425399e-04 1.000000e-02 3.129229e-04 1.827224e+01 3.396299e+04 4.844009e+02
1.489000e-01 3.070000e-01 3.247444e-02 8.729572e-05 1.234548e-04 1.000000e-02 8.729572e-05 2.014687e+01 2.316612e-04 2.474729e+02
4.309000e-01 2.154000e-01 7.962598e-04 6.324192e-04 8.943757e-04 1.000000e-02 6.324191e-04 1.708032e+01 7.746843e+03 3.184674e+02
4.062000e-02 3.070000e-01 1.046591e+00 2.066978e-05 2.923148e-05 1.000000e-02 2.066978e-05 1.189687e+01 2.650150e-04 4.471454e+02
3.207000e-02 2.285000e-02 3.464065e-02 1.063198e-04 1.503589e-04 1.000000e-02 1.063198e-04 1.996795e+01 5.072378e+05 3.915745e+02
1.108000e+00 4.642000e-02 2.950842e-28 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 3.457420e+26 2.951652e-40
6.514000e-02 4.924000e-01 8.525470e-02 7.382627e-05 1.044061e-04 1.000000e-02 7.382627e-05 1.775125e+01 1.295274e-05 4.646653e+02
1.323000e-01 4.924000e-01 2.098931e-02 1.289821e-04 1.824083e-04 1.000000e-02 1.289821e-04 2.076647e+01 1.776320e-05 3.491863e+02
4.309000e-01 1.604000e-02 1.083806e-07 9.999127e-03 1.414019e-02 1.000000e-02 9.998628e-03 3.067741e+01 1.631618e+07 1.083617e+01
3.609000e-02 1.343000e-01 5.248533e+00 1.045646e-05 1.478767e-05 1.000000e-02 1.045646e-05 8.282610e+00 9.907899e-03 5.738622e+02
1.777000e+00 2.285000e-02 7.976221e-32 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 7.919735e+28 7.978411e-44
8.249000e-02 2.031000e-02 6.325869e-04 6.728201e-04 9.515111e-04 1.000000e-02 6.728200e-04 1.581534e+01 1.407119e+06 2.863638e+02
6.141000e-01 7.017000e-01 2.906616e-09 1.230570e-09 1.740289e-09 1.000000e-02 1.230570e-09 3.180203e+01 1.029574e+07 4.401496e-15
8.751000e-01 3.070000e-01 6.255458e-05 1.907806e-03 2.698041e-03 1.000000e-02 1.907803e-03 2.019259e+01 2.699696e+03 2.276815e+02
9.848000e-01 3.888000e-01 3.530724e-05 2.895387e-03 4.094678e-03 1.000000e-02 2.895375e-03 2.371225e+01 5.650542e+02 2.959900e+02
1.323000e-01 2.894000e-02 3.458273e-04 1.172489e-03 1.658149e-03 1.000000e-02 1.172488e-03 1.397311e+01 5.273359e+05 4.754194e+02
3.403000e-01 7.897000e-01 7.791718e-08 2.294220e-10 3.244517e-10 1.000000e-02 2.294220e-10 3.180203e+01 9.748427e+06 4.101129e-15
7.776000e-01 1.000000e+00 1.216689e-09 1.230560e-09 1.740274e-09 1.000000e-02 1.230560e-09 3.180203e+01 2.295187e+06 1.842405e-15
2.850000e-02 7.444000e-02 1.208702e+01 6.861799e-06 9.704049e-06 1.000000e-02 6.861799e-06 8.397048e+00 8.805991e-02 5.691085e+02
1.403000e+00 4.125000e-02 2.614445e-29 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 1.600253e+27 2.615162e-41
2.388000e-01 9.427000e-02 1.288511e-03 5.504594e-04 7.784671e-04 1.000000e-02 5.504594e-04 1.956122e+01 6.465296e+04 3.904260e+02
3.609000e-02 5.878000e-02 7.354674e+00 8.908379e-06 1.259835e-05 1.000000e-02 8.908379e-06 6.572978e+00 2.354099e-01 5.836612e+02
1.403000e+00 1.604000e-02 1.069713e-31 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 1.829774e+29 1.070007e-43
1.579000e+00 2.031000e-02 1.501771e-31 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 8.957842e+28 1.502184e-43
4.571000e-02 1.805000e-02 4.774782e-03 3.586991e-04 5.072771e-04 1.000000e-02 3.586990e-04 9.300118e+00 7.930046e+05 6.143474e+02
3.829000e-01 4.924000e-01 6.829888e-08 5.333473e-10 7.542669e-10 1.000000e-02 5.333473e-10 3.180203e+01 2.480572e+07 1.942825e-14
9.283000e-02 3.455000e-01 1.870002e-01 4.584748e-05 6.483813e-05 1.000000e-02 4.584748e-05 1.434196e+01 2.001841e-04 3.930728e+02
9.283000e-02 4.375000e-01 9.262515e-02 7.018840e-05 9.926138e-05 1.000000e-02 7.018840e-05 1.274195e+01 4.173015e-05 4.563095e+02
9.848000e-01 1.343000e-01 1.860815e-17 6.601088e-09 9.335348e-09 1.000000e-02 6.601088e-09 3.180203e+01 2.418586e+16 8.108380e-22
8.249000e-02 1.805000e-02 4.757191e-04 9.554224e-04 1.351171e-03 1.000000e-02 9.554220e-04 1.227992e+01 1.292290e+06 4.342517e+02
2.388000e-01 6.236000e-01 1.173938e-03 2.756726e-04 3.898599e-04 1.000000e-02 2.756725e-04 3.005579e+01 6.519767e-06 8.921388e+01
2.850000e-02 1.343000e-01 8.584603e+00 7.815823e-06 1.105324e-05 1.000000e-02 7.815823e-06 1.008934e+01 1.096835e-02 5.244085e+02
1.403000e+00 2.572000e-02 1.461865e-30 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 1.703831e+28 1.462266e-42
8.751000e-01 3.665000e-02 5.101247e-28 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 4.394684e+26 5.102648e-40
3.609000e-02 5.541000e-01 7.144948e-02 7.690934e-05 1.087662e-04 1.000000e-02 7.690934e-05 1.842728e+01 2.562114e-06 4.226270e+02
1.403000e+00 7.017000e-01 1.569678e-12 5.364851e-07 7.587045e-07 1.000000e-02 5.364851e-07 3.180203e+01 3.288241e+09 4.517790e-13
7.776000e-01 3.455000e-01 1.017983e-04 1.402996e-03 1.984135e-03 1.000000e-02 1.402995e-03 1.955677e+01 1.637215e+03 2.003797e+02
5.144000e-02 2.572000e-02 6.868903e-03 2.402235e-04 3.397273e-04 1.000000e-02 2.402235e-04 1.624313e+01 4.538467e+05 3.963860e+02
4.571000e-02 3.257000e-02 2.686604e-02 1.319214e-04 1.865650e-04 1.000000e-02 1.319213e-04 1.481772e+01 2.300185e+05 4.675563e+02
5.144000e-02 1.194000e-01 2.827547e+00 1.402515e-05 1.983455e-05 1.000000e-02 1.402515e-05 1.027204e+01 1.724556e-02 5.561917e+02
4.571000e-02 1.266000e-02 1.453069e-03 6.610349e-04 9.348443e-04 1.000000e-02 6.610347e-04 9.731043e+00 1.466633e+06 6.349434e+02
3.609000e-02 1.194000e-01 6.721729e+00 8.473478e-06 1.198331e-05 1.000000e-02 8.473478e-06 7.844267e+00 2.165818e-02 4.826190e+02
8.751000e-01 1.125000e-02 5.037507e-31 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 1.666086e+29 5.038890e-43
1.247000e+00 3.257000e-02 1.471495e-29 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 3.267566e+27 1.471899e-41
3.024000e-01 4.642000e-02 7.131817e-05 2.913210e-03 4.119884e-03 1.000000e-02 2.913198e-03 1.443957e+01 2.251869e+05 6.052626e+02
3.403000e-01 6.236000e-01 3.635472e-04 3.528531e-04 4.990096e-04 1.000000e-02 3.528530e-04 3.118167e+01 9.686328e-06 4.526354e+01
6.514000e-02 3.455000e-01 3.650671e-01 3.317960e-05 4.692304e-05 1.000000e-02 3.317960e-05 1.339079e+01 1.861537e-04 4.018972e+02
1.777000e+00 1.343000e-01 3.617670e-07 9.999127e-03 1.414019e-02 1.000000e-02 9.998628e-03 2.828236e+01 1.132079e+05 3.617038e+01
5.144000e-02 2.728000e-01 1.030325e+00 1.732223e-05 2.449733e-05 1.000000e-02 1.732223e-05 1.591014e+01 8.646182e-04 3.091587e+02
7.330000e-02 6.236000e-01 1.796072e-02 1.365780e-04 1.931504e-04 1.000000e-02 1.365780e-04 2.238926e+01 2.357769e-06 3.350311e+02
1.247000e+00 3.455000e-01 1.704658e-05 3.189361e-03 4.510415e-03 1.000000e-02 3.189345e-03 2.148228e+01 2.270951e+03 1.733982e+02
2.850000e-02 3.070000e-01 1.630523e+00 1.424673e-05 2.014792e-05 1.000000e-02 1.424673e-05 1.660200e+01 2.747868e-04 3.309461e+02
1.176000e-01 1.805000e-02 1.260902e-04 1.922284e-03 2.718515e-03 1.000000e-02 1.922280e-03 1.211124e+01 1.329619e+06 4.659253e+02
3.403000e-01 2.572000e-02 3.581405e-18 6.601088e-09 9.335348e-09 1.000000e-02 6.601088e-09 3.180203e+01 1.338333e+18 1.560574e-22
1.108000e+00 3.665000e-02 1.238758e-28 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 1.123741e+27 1.239098e-40
4.309000e-01 5.541000e-01 3.776228e-05 1.587404e-08 2.244929e-08 1.000000e-02 1.587404e-08 3.180203e+01 2.490089e+04 9.515539e-09
6.141000e-01 4.125000e-02 6.284699e-19 6.601088e-09 9.335348e-09 1.000000e-02 6.601088e-09 3.180203e+01 1.347644e+18 2.738518e-23
1.885000e-01 1.425000e-02 1.095201e-05 6.145085e-03 8.690298e-03 1.000000e-02 6.144969e-03 1.042199e+01 2.817406e+06 4.135704e+02
2.533000e-02 3.665000e-02 1.357896e+01 5.614041e-06 7.939454e-06 1.000000e-02 5.614041e-06 1.219683e+01 1.539010e+00 4.279742e+02
8.751000e-01 6.615000e-02 6.582643e-19 6.601088e-09 9.335348e-09 1.000000e-02 6.601088e-09 3.180203e+01 5.206496e+17 2.868344e-23
1.108000e+00 1.512000e-01 1.021164e-05 6.181653e-03 8.742010e-03 1.000000e-02 6.181535e-03 1.683584e+01 2.416789e+04 3.902156e+02
7.776000e-01 5.223000e-02 5.450162e-19 6.601088e-09 9.335348e-09 1.000000e-02 6.601088e-09 3.180203e+01 1.057280e+18 2.374873e-23
2.687000e-01 2.572000e-02 1.078143e-05 3.881848e-03 5.489720e-03 1.000000e-02 3.881819e-03 2.677678e+01 1.528074e+06 1.624626e+02
9.283000e-02 5.541000e-01 2.814382e-02 1.244854e-04 1.760490e-04 1.000000e-02 1.244854e-04 1.576724e+01 6.494645e-06 4.361343e+02
5.457000e-01 8.886000e-01 9.269781e-09 4.825335e-10 6.824054e-10 1.000000e-02 4.825335e-10 3.180203e+01 5.316001e+06 2.158362e-15
8.751000e-01 6.236000e-01 1.732604e-05 3.331162e-03 4.710948e-03 1.000000e-02 3.331143e-03 2.840660e+01 1.884955e+01 1.922608e+02
2.122000e-01 3.888000e-01 4.549838e-03 1.979790e-04 2.799846e-04 1.000000e-02 1.979790e-04 2.482997e+01 4.930607e-05 1.783340e+02
1.045000e-01 5.223000e-02 5.615639e-03 3.039608e-04 4.298655e-04 1.000000e-02 3.039608e-04 1.584111e+01 1.380300e+05 5.188412e+02
9.848000e-01 2.894000e-02 5.352697e-29 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 2.296046e+27 5.354167e-41
5.789000e-02 1.125000e-02 3.543093e-04 1.010617e-03 1.429227e-03 1.000000e-02 1.010616e-03 2.039098e+01 3.007343e+06 3.618726e+02
1.777000e+00 1.000000e-02 6.671022e-34 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 5.046281e+30 6.672853e-46
8.751000e-01 7.017000e-01 9.266056e-06 2.431098e-03 3.438082e-03 1.000000e-02 2.431091e-03 3.111020e+01 1.719243e+01 5.476459e+01
6.910000e-01 5.541000e-01 5.486975e-05 1.662554e-03 2.351203e-03 1.000000e-02 1.662552e-03 2.795789e+01 4.543315e+01 1.516647e+02
3.403000e-01 4.924000e-01 5.998628e-04 2.413349e-04 3.412990e-04 1.000000e-02 2.413349e-04 3.133667e+01 6.191384e-05 3.493752e+01
2.000000e+00 2.154000e-01 6.092928e-19 6.601088e-09 9.335348e-09 1.000000e-02 6.601088e-09 3.180203e+01 3.902787e+16 2.654954e-23
2.850000e-02 1.701000e-01 7.246859e+00 8.269273e-06 1.169452e-05 1.000000e-02 8.269273e-06 9.044985e+00 4.793641e-03 4.955465e+02
9.283000e-02 2.031000e-02 4.433464e-04 8.936873e-04 1.263864e-03 1.000000e-02 8.936870e-04 1.901001e+01 1.297722e+06 3.540906e+02
1.045000e-01 5.878000e-02 9.045669e-03 2.352327e-04 3.326693e-04 1.000000e-02 2.352327e-04 1.614984e+01 1.212582e+05 5.005370e+02
9.848000e-01 2.154000e-01 3.074150e-05 3.075996e-03 4.350094e-03 1.000000e-02 3.075981e-03 1.848348e+01 1.027274e+04 2.908684e+02
1.579000e+00 1.125000e-02 4.408417e-33 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 1.728800e+30 4.409627e-45
1.403000e+00 3.257000e-02 5.366638e-30 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 5.228024e+27 5.368111e-42
1.489000e-01 9.427000e-02 7.449831e-03 2.058030e-04 2.910493e-04 1.000000e-02 2.058030e-04 2.072139e+01 5.708405e+04 3.155365e+02
1.045000e-01 7.444000e-02 1.463005e-02 1.518102e-04 2.146920e-04 1.000000e-02 1.518102e-04 1.547800e+01 7.587794e+04 3.371688e+02
3.829000e-01 1.000000e-02 1.114814e-28 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 1.096296e+28 1.115120e-40
2.000000e-02 3.257000e-02 2.481152e+01 4.489170e-06 6.348645e-06 1.000000e-02 4.489170e-06 1.060551e+01 1.674248e+00 5.000178e+02
7.776000e-01 1.125000e-02 1.857859e-30 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 1.030448e+29 1.858370e-42
1.403000e+00 1.266000e-02 2.519780e-32 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 5.958931e+29 2.520472e-44
3.024000e-01 9.427000e-02 5.111020e-04 7.741454e-04 1.094807e-03 1.000000e-02 7.741452e-04 1.611700e+01 8.622221e+04 3.063040e+02
6.910000e-01 2.894000e-02 7.874160e-08 9.999127e-03 1.414019e-02 1.000000e-02 9.998628e-03 3.130020e+01 5.599763e+06 7.872786e+00
5.144000e-02 1.061000e-01 2.881009e+00 1.480073e-05 2.093139e-05 1.000000e-02 1.480073e-05 6.830396e+00 2.333311e-02 6.311184e+02
9.848000e-01 6.615000e-02 3.381686e-19 6.601088e-09 9.335348e-09 1.000000e-02 6.601088e-09 3.180203e+01 8.483517e+17 1.473548e-23
5.457000e-01 1.125000e-02 1.695154e-29 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 2.465788e+28 1.695619e-41
1.675000e-01 1.343000e-01 1.211152e-02 1.540538e-04 2.178649e-04 1.000000e-02 1.540538e-04 1.994905e+01 2.197972e+04 2.874376e+02
1.323000e-01 3.455000e-01 5.156843e-02 9.458936e-05 1.337696e-04 1.000000e-02 9.458936e-05 1.284982e+01 1.000190e-04 4.613903e+02
1.489000e-01 2.154000e-01 4.984634e-02 9.040161e-05 1.278472e-04 1.000000e-02 9.040161e-05 1.595274e+01 1.010877e-03 4.073667e+02
3.403000e-01 1.000000e-02 2.876896e-28 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 6.820691e+27 2.877686e-40
2.850000e-02 2.154000e-01 4.511594e+00 1.032337e-05 1.459945e-05 1.000000e-02 1.032337e-05 1.456268e+01 1.514974e-03 4.808092e+02
5.457000e-01 1.604000e-02 1.806085e-28 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 4.211153e+27 1.806580e-40
1.403000e+00 2.031000e-02 4.370037e-31 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 5.546087e+28 4.371237e-43
1.579000e+00 1.061000e-01 2.418854e-07 9.999127e-03 1.414019e-02 1.000000e-02 9.998628e-03 2.901614e+01 2.267432e+05 2.418432e+01
5.457000e-01 5.223000e-02 8.955699e-06 6.353146e-03 8.984524e-03 1.000000e-02 6.353018e-03 1.129073e+01 2.758520e+05 3.614741e+02
5.144000e-02 4.375000e-01 2.070007e-01 4.206899e-05 5.949454e-05 1.000000e-02 4.206899e-05 1.778170e+01 3.547085e-05 3.663499e+02
8.751000e-01 1.194000e-01 1.758567e-05 5.604934e-03 7.926449e-03 1.000000e-02 5.604846e-03 1.120629e+01 3.704914e+04 5.524587e+02
1.675000e-01 2.894000e-02 1.249733e-04 1.809643e-03 2.559217e-03 1.000000e-02 1.809640e-03 2.050778e+01 5.751607e+05 4.092635e+02
5.789000e-02 1.000000e+00 4.357671e-07 2.876972e-11 4.068653e-11 1.000000e-02 2.876972e-11 3.180203e+01 8.026370e+06 3.606831e-16
1.489000e-01 3.888000e-01 2.224224e-02 1.249721e-04 1.767373e-04 1.000000e-02 1.249721e-04 1.794850e+01 5.087468e-05 3.473801e+02
5.457000e-01 3.665000e-02 2.552686e-06 9.999127e-03 1.414019e-02 1.000000e-02 9.998628e-03 1.448200e+01 6.610272e+05 2.552241e+02
4.309000e-01 3.665000e-02 6.928459e-18 6.601088e-09 9.335348e-09 1.000000e-02 6.601088e-09 3.180203e+01 5.864405e+17 3.019032e-22
1.579000e+00 7.897000e-01 1.655865e-07 1.944866e-04 2.750455e-04 1.000000e-02 1.944866e-04 3.180202e+01 2.218093e+04 6.263314e-03
2.388000e-01 2.031000e-02 2.168650e-17 6.601088e-09 9.335348e-09 1.000000e-02 6.601088e-09 3.180203e+01 1.068857e+18 9.449751e-22
1.489000e-01 7.444000e-02 3.462164e-03 3.121060e-04 4.413845e-04 1.000000e-02 3.121060e-04 1.882097e+01 9.213881e+04 3.372499e+02
8.249000e-02 2.424000e-01 5.109711e-01 3.152539e-05 4.458363e-05 1.000000e-02 3.152539e-05 9.406059e+00 9.913855e-04 5.078287e+02
6.514000e-02 8.886000e-01 5.796972e-07 2.876972e-11 4.068653e-11 1.000000e-02 2.876972e-11 3.180203e+01 1.447904e+07 4.798136e-16
