# mzprime m4 sum_w_post_smearing v_mu4 v_4i epsilon u_mu4 chi2 decay_length MB_N_events SBND_N_events microB_N_events ICARUS_N_events scatt_det
3.024000e-01 3.455000e-01 2.404455e-03 1.991269e-04 2.816080e-04 1.000000e-02 1.991269e-04 2.726514e+01 8.005266e-04 9.534032e+01 1.000000e+00
1.675000e-01 2.424000e-01 2.821310e-02 1.023760e-04 1.447815e-04 1.000000e-02 1.023760e-04 1.693266e+01 6.985329e-04 2.956971e+02 1.000000e+00
2.850000e-02 3.665000e-02 1.219079e+01 6.670220e-06 9.433116e-06 1.000000e-02 6.670220e-06 7.706185e+00 2.130881e+00 5.423907e+02 9.999903e-01
1.323000e-01 1.000000e+00 2.699623e-06 2.246723e-10 3.177346e-10 1.000000e-02 2.246723e-10 3.180203e+01 6.884790e+05 1.362706e-13 2.507177e-02
1.403000e+00 3.455000e-01 1.341977e-05 6.239977e-03 8.824488e-03 1.000000e-02 6.239855e-03 1.096342e+01 9.621078e+02 5.225297e+02 3.034318e-01
4.062000e-02 7.897000e-01 4.068871e-03 1.478107e-04 2.090359e-04 1.000000e-02 1.478107e-04 3.044752e+01 3.042101e-07 8.889668e+01 1.000000e+00
1.403000e+00 4.375000e-01 8.574974e-06 7.421447e-03 1.049522e-02 1.000000e-02 7.421243e-03 1.355189e+01 2.039534e+02 4.722914e+02 8.422989e-01
3.024000e-01 1.000000e-02 9.774322e-08 9.953011e-03 1.407499e-02 1.000000e-02 9.952518e-03 3.087292e+01 4.295408e+07 9.682681e+00 5.640459e-02
3.403000e-01 3.455000e-01 1.983797e-03 1.713350e-04 2.423043e-04 1.000000e-02 1.713350e-04 3.076797e+01 7.230679e-02 5.823571e+01 1.000000e+00
1.323000e-01 1.604000e-02 7.266406e-05 2.916153e-03 4.124045e-03 1.000000e-02 2.916141e-03 5.915387e+00 1.679986e+06 6.179314e+02 3.632363e-02
9.283000e-02 1.194000e-01 4.940965e-01 3.164624e-05 4.475454e-05 1.000000e-02 3.164624e-05 1.057461e+01 2.901648e-02 4.948300e+02 1.000000e+00
5.144000e-02 4.924000e-01 1.114841e-01 6.684410e-05 9.453183e-05 1.000000e-02 6.684410e-05 1.386319e+01 9.843694e-06 4.981257e+02 1.000000e+00
8.751000e-01 1.805000e-02 8.577671e-30 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 1.525471e+28 8.580026e-42 9.246553e-02
2.000000e+00 1.512000e-01 1.184020e-19 6.601088e-09 9.335348e-09 1.000000e-02 6.601088e-09 3.180203e+01 2.290334e+17 5.159289e-24 9.927645e-02
2.687000e-01 1.805000e-02 3.775284e-18 6.601088e-09 9.335348e-09 1.000000e-02 6.601088e-09 3.180203e+01 3.102744e+18 1.645056e-22 5.303189e-02
3.609000e-02 2.728000e-01 1.842116e+00 1.698258e-05 2.401699e-05 1.000000e-02 1.698258e-05 1.002696e+01 4.416891e-04 5.312809e+02 1.000000e+00
2.687000e-01 4.924000e-01 1.532235e-03 2.495248e-04 3.528814e-04 1.000000e-02 2.495248e-04 2.648025e+01 2.449060e-05 9.540097e+01 1.000000e+00
5.144000e-02 1.343000e-01 2.665966e+00 1.437754e-05 2.033291e-05 1.000000e-02 1.437754e-05 6.287935e+00 1.113165e-02 5.510917e+02 1.000000e+00
