# mzprime m5 m4 delta sum_w_post_smearing v_mu5 v_54 epsilon u_mu5/u_mu4 chi2 decay_length N_events eff_geometry eff_selection eff_final
2.251000e-02 3.636000e-01 1.500000e-01 1.424000e+00 2.341259e-02 2.954256e-04 1.000000e+00 8.000000e-04 1.477128e-04 1.098194e+01 3.659981e-14 5.108409e+02 1.000000e+00 9.900432e-02 9.900432e-02
2.251000e-02 5.753000e-01 1.500000e-01 2.835333e+00 1.496056e-03 1.148608e-03 1.000000e+00 8.000000e-04 5.743040e-04 1.734707e+01 6.520603e-15 4.934368e+02 1.000000e+00 7.541025e-02 7.541025e-02
2.251000e-02 1.887000e-01 1.500000e-01 2.580000e-01 2.329621e-01 8.627971e-05 1.000000e+00 8.000000e-04 4.313986e-05 1.341562e+01 3.162520e-12 4.335534e+02 1.000000e+00 1.175863e-01 1.175863e-01
2.251000e-02 3.882000e-01 1.500000e-01 1.588000e+00 1.679739e-02 3.483646e-04 1.000000e+00 8.000000e-04 1.741823e-04 1.124210e+01 2.791110e-14 5.096240e+02 1.000000e+00 9.589481e-02 9.589481e-02
2.251000e-02 8.527000e-01 1.500000e-01 4.684667e+00 5.979254e-05 2.000002e-03 1.000000e+00 8.000000e-04 1.000001e-03 3.167254e+01 1.781554e-15 5.979266e+01 1.000000e+00 5.489051e-02 5.489051e-02
2.251000e-02 7.479000e-01 1.500000e-01 3.986000e+00 1.880685e-04 2.000002e-03 1.000000e+00 8.000000e-04 1.000001e-03 2.875444e+01 2.717617e-15 1.880689e+02 1.000000e+00 6.104693e-02 6.104693e-02
2.251000e-02 1.643000e+00 1.500000e-01 9.953333e+00 5.860039e-08 2.000002e-03 1.000000e+00 8.000000e-04 1.000001e-03 3.180514e+01 2.323829e-16 5.860051e-02 1.000000e+00 4.259045e-02 4.259045e-02
2.251000e-02 1.108000e+00 1.500000e-01 6.386667e+00 4.977358e-06 2.000002e-03 1.000000e+00 8.000000e-04 1.000001e-03 3.197688e+01 7.811246e-16 4.977368e+00 1.000000e+00 4.656489e-02 4.656489e-02
2.251000e-02 7.986000e-01 1.500000e-01 4.324000e+00 1.063450e-04 2.000002e-03 1.000000e+00 8.000000e-04 1.000001e-03 3.081992e+01 2.198045e-15 1.063452e+02 1.000000e+00 5.763560e-02 5.763560e-02
2.251000e-02 1.441000e+00 1.500000e-01 8.606667e+00 3.005929e-07 2.000002e-03 1.000000e+00 8.000000e-04 1.000001e-03 3.181827e+01 3.470986e-16 3.005935e-01 1.000000e+00 4.328398e-02 4.328398e-02
2.251000e-02 9.105000e-01 1.500000e-01 5.070000e+00 3.282482e-05 2.000002e-03 1.000000e+00 8.000000e-04 1.000001e-03 3.206743e+01 1.446277e-15 3.282489e+01 1.000000e+00 5.214277e-02 5.214277e-02
2.251000e-02 1.038000e+00 1.500000e-01 5.920000e+00 9.457861e-06 2.000002e-03 1.000000e+00 8.000000e-04 1.000001e-03 3.205649e+01 9.574997e-16 9.457879e+00 1.000000e+00 4.798641e-02 4.798641e-02
2.251000e-02 3.405000e-01 1.500000e-01 1.270000e+00 3.164812e-02 2.490168e-04 1.000000e+00 8.000000e-04 1.245084e-04 1.125132e+01 4.864618e-14 4.906201e+02 1.000000e+00 1.020546e-01 1.020546e-01
2.251000e-02 4.145000e-01 1.500000e-01 1.763333e+00 1.190546e-02 4.204509e-04 1.000000e+00 8.000000e-04 2.102255e-04 1.165982e+01 2.150640e-14 5.261589e+02 1.000000e+00 9.268936e-02 9.268936e-02
2.251000e-02 7.004000e-01 1.500000e-01 3.669333e+00 3.300711e-04 2.000002e-03 1.000000e+00 8.000000e-04 1.000001e-03 2.576902e+01 3.367875e-15 3.300717e+02 1.000000e+00 6.469930e-02 6.469930e-02
2.251000e-02 4.426000e-01 1.500000e-01 1.950667e+00 8.272780e-03 5.024940e-04 1.000000e+00 8.000000e-04 2.512470e-04 1.246211e+01 1.671738e-14 5.222197e+02 1.000000e+00 8.893094e-02 8.893094e-02
2.251000e-02 1.539000e+00 1.500000e-01 9.260000e+00 1.365169e-07 2.000002e-03 1.000000e+00 8.000000e-04 1.000001e-03 3.180963e+01 2.837640e-16 1.365172e-01 1.000000e+00 4.299728e-02 4.299728e-02
2.251000e-02 2.797000e-01 1.500000e-01 8.646667e-01 7.302141e-02 1.683041e-04 1.000000e+00 8.000000e-04 8.415204e-05 1.002077e+01 1.271229e-13 5.171059e+02 1.000000e+00 1.114403e-01 1.114403e-01
