# mzprime m5 m4 delta sum_w_post_smearing v_mu5 v_54 epsilon u_mu5/u_mu4 chi2 decay_length N_events eff_geometry eff_selection eff_final
2.251000e-02 1.311000e+00 2.500000e-01 4.244000e+00 1.426537e-04 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 4.240265e+01 4.985264e-16 1.426540e+02 1.000000e+00 4.458481e-02 4.458481e-02
2.251000e-02 8.149000e-01 2.500000e-01 2.259600e+00 1.493032e-02 1.879316e-04 1.000000e+00 1.000000e-02 9.396581e-05 3.025873e+01 2.498749e-15 1.318284e+02 1.000000e+00 5.799626e-02 5.799626e-02
2.251000e-02 1.897000e+00 2.500000e-01 6.588000e+00 1.083935e-06 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.185715e+01 1.551880e-16 1.083937e+00 1.000000e+00 4.197966e-02 4.197966e-02
2.251000e-02 3.691000e-01 2.500000e-01 4.764000e-01 3.960173e+00 2.410330e-05 1.000000e+00 1.000000e-02 1.205165e-05 8.811180e+00 1.261569e-13 5.751844e+02 1.000000e+00 1.138843e-01 1.138843e-01
2.251000e-02 9.057000e-01 2.500000e-01 2.622800e+00 5.701558e-03 1.008310e-04 1.000000e+00 1.000000e-02 5.041549e-05 3.176516e+01 1.716081e-15 1.449177e+01 1.000000e+00 5.297207e-02 5.297207e-02
2.251000e-02 3.891000e-01 2.500000e-01 5.563999e-01 2.949270e+00 2.714200e-05 1.000000e+00 1.000000e-02 1.357100e-05 1.011592e+01 8.430950e-14 5.431732e+02 1.000000e+00 1.099460e-01 1.099460e-01
2.251000e-02 1.119000e+00 2.500000e-01 3.476000e+00 7.461916e-04 4.787534e-08 1.000000e+00 1.000000e-02 2.393767e-08 3.180203e+01 8.364391e-16 4.275767e-07 1.000000e+00 4.670719e-02 4.670719e-02
2.251000e-02 1.243000e+00 2.500000e-01 3.972000e+00 2.514535e-04 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 4.977819e+01 5.924070e-16 2.514540e+02 1.000000e+00 4.516079e-02 4.516079e-02
2.251000e-02 1.179000e+00 2.500000e-01 3.716000e+00 4.387467e-04 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 5.459664e+01 7.040868e-16 4.387475e+02 1.000000e+00 4.598487e-02 4.598487e-02
2.251000e-02 3.501000e-01 2.500000e-01 4.004000e-01 5.268269e+00 2.175447e-05 1.000000e+00 1.000000e-02 1.087724e-05 6.923784e+00 1.992245e-13 6.233113e+02 1.000000e+00 1.171566e-01 1.171566e-01
