# mzprime m5 m4 delta sum_w_post_smearing v_mu5 v_54 epsilon u_mu5/u_mu4 chi2 decay_length N_events
2.850000e-02 2.000000e+00 2.500000e-01 7.000000e+00 5.350653e-07 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.183049e+01 2.111519e-16 5.350664e-01
2.000000e-02 5.341000e-01 2.500000e-01 1.136400e+00 4.374443e-01 6.928527e-05 1.000000e+00 1.000000e-02 3.464264e-05 1.342392e+01 1.093698e-14 5.249822e+02
2.000000e-02 2.834000e-01 2.500000e-01 1.336000e-01 1.134986e+01 8.259753e-06 1.000000e+00 1.000000e-02 4.129877e-06 1.870707e+01 3.385110e-12 1.935818e+02
2.000000e-02 4.559000e-01 2.500000e-01 8.236001e-01 1.209062e+00 4.097086e-05 1.000000e+00 1.000000e-02 2.048543e-05 1.147982e+01 2.448880e-14 5.073862e+02
2.533000e-02 1.119000e+00 2.500000e-01 3.476000e+00 7.651659e-04 1.811856e-07 1.000000e+00 1.000000e-02 9.059281e-08 3.180203e+01 1.059195e-15 6.279760e-06
2.533000e-02 1.311000e+00 2.500000e-01 4.244000e+00 1.474195e-04 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 4.340484e+01 6.312563e-16 1.474198e+02
2.000000e-02 3.501000e-01 2.500000e-01 4.004000e-01 5.522319e+00 2.002861e-05 1.000000e+00 1.000000e-02 1.001430e-05 7.309943e+00 1.572004e-13 5.538129e+02
2.251000e-02 1.897000e+00 2.500000e-01 6.588000e+00 1.337668e-06 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.187492e+01 1.551895e-16 1.337671e+00
2.533000e-02 1.619000e+00 2.500000e-01 5.476000e+00 1.301866e-05 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.258395e+01 3.224489e-16 1.301868e+01
2.000000e-02 8.591000e-01 2.500000e-01 2.436400e+00 9.601479e-03 1.485854e-04 1.000000e+00 1.000000e-02 7.429271e-05 3.144328e+01 1.631921e-15 5.299447e+01
2.000000e-02 1.800000e+00 2.500000e-01 6.200000e+00 3.033018e-06 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.196983e+01 1.442556e-16 3.033024e+00
