# mzprime m5 m4 delta sum_w_post_smearing v_mu5 v_54 epsilon u_mu5/u_mu4 chi2 decay_length N_events
6.514000e-02 1.403000e+00 1.500000e-02 9.253333e+01 6.130763e-09 2.000002e-03 1.000000e+00 1.000000e-04 1.000001e-03 3.180237e+01 3.049072e-15 6.130776e-03
2.687000e-01 5.457000e-01 1.500000e-02 3.538000e+01 4.696123e-07 2.000002e-03 1.000000e+00 1.000000e-04 1.000001e-03 3.175943e+01 1.037195e-12 4.696132e-01
8.249000e-02 4.309000e-01 1.500000e-02 2.772667e+01 4.516550e-05 2.000002e-03 1.000000e+00 1.000000e-04 1.000001e-03 2.743028e+01 1.700037e-13 4.516559e+01
2.687000e-01 4.849000e-01 1.500000e-02 3.132667e+01 6.055437e-07 2.000002e-03 1.000000e+00 1.000000e-04 1.000001e-03 3.173932e+01 1.627432e-12 6.055449e-01
8.249000e-02 1.777000e+00 1.500000e-02 1.174667e+02 3.223766e-10 2.000002e-03 1.000000e+00 1.000000e-04 1.000001e-03 3.180205e+01 2.406271e-15 3.223772e-04
1.323000e-01 6.141000e-01 1.500000e-02 3.994000e+01 3.081537e-06 2.000002e-03 1.000000e+00 1.000000e-04 1.000001e-03 3.149927e+01 1.511446e-13 3.081543e+00
5.144000e-02 3.829000e-01 1.500000e-02 2.452667e+01 1.450100e-04 2.000002e-03 1.000000e+00 1.000000e-04 1.000001e-03 2.028260e+01 9.402702e-14 1.450103e+02
5.144000e-02 6.141000e-01 1.500000e-02 3.994000e+01 1.072034e-05 2.000002e-03 1.000000e+00 1.000000e-04 1.000001e-03 3.099103e+01 2.270964e-14 1.072036e+01
2.687000e-01 1.403000e+00 1.500000e-02 9.253333e+01 2.171249e-09 2.000002e-03 1.000000e+00 1.000000e-04 1.000001e-03 3.180226e+01 5.208542e-14 2.171254e-03
2.687000e-01 6.910000e-01 1.500000e-02 4.506667e+01 2.212549e-07 2.000002e-03 1.000000e+00 1.000000e-04 1.000001e-03 3.179332e+01 4.633446e-13 2.212554e-01
8.249000e-02 7.776000e-01 1.500000e-02 5.084000e+01 1.241175e-06 2.000002e-03 1.000000e+00 1.000000e-04 1.000001e-03 3.175519e+01 2.875205e-14 1.241178e+00
8.249000e-02 8.751000e-01 1.500000e-02 5.734000e+01 4.741369e-07 2.000002e-03 1.000000e+00 1.000000e-04 1.000001e-03 3.179740e+01 2.016553e-14 4.741378e-01
