1154 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 3.098176e-29 9.528448e-28 0.000000e+00 0.000000e+00 0.000000e+00 3.848887e-28 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.347655e-28 1.928736e-11 2.221497e-10 6.185987e-09 3.377129e-07 5.852408e-05
229 6.291969e-06 1.548781e-05 7.270813e-06 2.273665e-05 4.465067e-05 3.523721e-05 4.671599e-05 1.174048e-04 1.194656e-04 2.106417e-04 3.753300e-04 6.652755e-04 6.837680e-04 1.563276e-03 2.811191e-03 5.602824e-03 1.306907e-02 3.618784e-02 1.231047e-01 1.057738e+00
968 2.592217e-10 5.457810e-10 3.458931e-10 7.611597e-10 1.034315e-09 9.575804e-10 1.320990e-09 2.068905e-09 1.557049e-09 2.448356e-09 2.478749e-09 3.112471e-09 4.680907e-09 6.955473e-09 1.000384e-08 1.449460e-08 2.222762e-08 4.899356e-08 1.579219e-07 1.079081e-05
1312 6.524205e-08 8.503419e-08 9.192029e-08 9.875878e-08 8.709573e-08 1.288620e-07 2.659916e-07 2.258063e-07 2.950066e-07 4.167682e-07 4.226969e-07 5.751177e-07 7.515575e-07 8.708797e-07 1.283452e-06 1.852687e-06 2.781278e-06 4.550373e-06 8.358191e-06 4.338494e-05
973 2.528795e-08 1.592223e-08 2.023915e-08 2.651598e-08 4.142161e-08 3.678208e-08 5.340946e-08 6.256574e-08 5.850345e-08 7.207328e-08 1.040167e-07 1.583943e-07 1.697112e-07 2.212896e-07 3.260327e-07 4.893478e-07 8.618251e-07 1.792401e-06 6.160038e-06 3.654078e-04
454 1.095064e-11 3.033553e-11 5.955100e-12 1.936437e-11 2.888040e-11 3.986162e-11 4.475614e-11 1.941419e-11 8.569290e-11 1.630154e-10 1.320192e-10 1.720176e-10 3.354297e-10 2.279770e-10 5.672092e-10 1.410149e-09 2.898477e-09 1.938174e-08 7.515871e-08 2.383378e-05
1546 9.974641e-10 1.528518e-09 1.127286e-09 1.379606e-09 2.089092e-09 1.959874e-09 3.186958e-09 2.764793e-09 3.584979e-09 4.052303e-09 3.816618e-09 5.084055e-09 6.376300e-09 1.161796e-08 1.287818e-08 2.483018e-08 5.309790e-08 8.028456e-08 2.574752e-07 2.478663e-06
1380 1.237853e-09 1.405135e-09 1.670985e-09 1.928975e-09 2.513590e-09 2.635061e-09 2.712227e-09 2.694739e-09 3.720758e-09 4.565594e-09 5.336258e-09 6.082727e-09 7.743519e-09 1.018856e-08 1.379921e-08 1.677068e-08 2.671046e-08 5.051836e-08 2.086158e-07 3.978994e-06
1115 1.426125e-31 1.721311e-28 1.068221e-29 0.000000e+00 0.000000e+00 2.884209e-29 0.000000e+00 0.000000e+00 0.000000e+00 3.440710e-25 0.000000e+00 2.225337e-28 0.000000e+00 0.000000e+00 2.117395e-25 1.317792e-24 1.671746e-09 8.779875e-09 2.507045e-07 6.577177e-05
528 3.438754e-07 2.343337e-07 3.655240e-07 2.458801e-07 2.279250e-07 8.505521e-08 9.281669e-07 3.919735e-07 8.280952e-07 3.531686e-06 1.738109e-06 2.819570e-06 4.327253e-06 8.847259e-06 1.115178e-05 1.830668e-05 3.153441e-05 7.656402e-05 6.588250e-04 1.741474e-01
1551 1.289704e-08 6.917311e-09 6.606018e-09 1.098696e-08 8.798307e-09 1.368851e-08 1.661650e-08 1.631338e-08 2.457476e-08 2.576470e-08 3.034532e-08 4.324253e-08 5.106568e-08 6.703638e-08 7.807359e-08 1.294621e-07 1.496349e-07 3.064550e-07 5.956359e-07 2.908024e-06
1234 3.594294e-08 7.065350e-08 8.720231e-08 1.059578e-07 1.534098e-07 1.380760e-07 1.674056e-07 2.071576e-07 3.344576e-07 3.619217e-07 4.185335e-07 5.742686e-07 7.891979e-07 7.469845e-07 1.225966e-06 1.368175e-06 2.071716e-06 2.661153e-06 4.719972e-06 4.753760e-05
406 1.220086e-07 3.397330e-07 3.286884e-07 2.178590e-08 1.006107e-07 9.665396e-08 1.320385e-06 2.226836e-07 1.321982e-06 2.931160e-06 1.824634e-06 2.063567e-06 5.788614e-06 3.787946e-06 1.668036e-05 2.547049e-05 4.147554e-05 1.701346e-04 1.207454e-03 5.499287e-01
658 4.334945e-06 3.431285e-06 1.039072e-05 2.115706e-05 2.699335e-05 3.527751e-05 1.665979e-05 2.782531e-05 5.240821e-05 8.244440e-05 9.561139e-05 1.086771e-04 1.200516e-04 2.807007e-04 4.216063e-04 7.405824e-04 1.455780e-03 3.219086e-03 1.055099e-02 2.185837e-01
81 3.428313e-07 1.227315e-07 1.109309e-06 4.349963e-07 4.848100e-08 2.267095e-09 8.903924e-09 3.569725e-06 7.210932e-06 9.742509e-06 1.960466e-06 4.295666e-06 4.781096e-06 2.356144e-06 2.242228e-05 7.054103e-05 4.939046e-05 1.885788e-04 1.851325e-03 9.781049e+00
60 5.796721e-15 2.987549e-15 2.376093e-14 9.086529e-15 2.913707e-15 1.550184e-14 1.738648e-13 1.515214e-14 1.950732e-13 1.326738e-13 1.385685e-13 1.079994e-12 2.187770e-13 3.215610e-13 3.657776e-12 4.092048e-12 3.425621e-12 6.707014e-11 1.047018e-09 1.410425e-07
694 4.992957e-06 1.163605e-06 9.680475e-07 2.377396e-06 3.997365e-06 4.341163e-06 4.486516e-06 4.903941e-06 7.968990e-06 1.394713e-05 1.629330e-05 1.558084e-05 3.145365e-05 3.309214e-05 7.732596e-05 1.283351e-04 2.739799e-04 4.774183e-04 2.352840e-03 1.643030e-01
42 2.770738e-06 8.058621e-06 2.317167e-06 1.167492e-06 1.531474e-06 3.407406e-06 9.666211e-06 1.218356e-06 3.842818e-06 4.810749e-06 4.731219e-06 2.346421e-05 4.705420e-05 2.070583e-04 9.426779e-05 1.427506e-04 2.319772e-04 9.006953e-04 1.375990e-02 2.530651e+01
591 4.615375e-07 6.221929e-07 1.134001e-06 2.677427e-06 2.358974e-06 7.615153e-06 5.536699e-06 9.150145e-06 1.007000e-05 1.259887e-05 2.007557e-05 3.596154e-05 6.460509e-05 1.179571e-04 2.250500e-04 3.904780e-04 9.114229e-04 2.470248e-03 8.028043e-03 7.776669e-02
681 1.820590e-10 2.082452e-10 9.065804e-11 1.213586e-10 4.393867e-10 4.550102e-10 9.498634e-10 8.012841e-10 6.487431e-10 1.137973e-09 1.620930e-09 2.208376e-09 2.879237e-09 4.025523e-09 8.505209e-09 1.201382e-08 1.976529e-08 4.645007e-08 2.612189e-07 4.243071e-05
839 3.828995e-31 0.000000e+00 7.009255e-11 4.422889e-11 2.062687e-09 5.123228e-10 4.310080e-09 5.615291e-09 8.347474e-09 1.176381e-09 6.014816e-09 1.205598e-08 2.651889e-09 6.228879e-09 1.418816e-08 8.532563e-08 1.655328e-07 9.063999e-07 9.433623e-06 1.035354e-04
118 4.354590e-07 5.383789e-07 7.243782e-07 8.498294e-07 1.106276e-06 1.224998e-06 1.975743e-06 2.156769e-06 2.438804e-06 3.546948e-06 4.463560e-06 5.941851e-06 7.870769e-06 1.156271e-05 1.440282e-05 2.484815e-05 3.765747e-05 6.776107e-05 1.774643e-04 1.203680e-03
1170 8.731739e-11 7.712515e-11 6.887658e-11 1.002971e-10 1.202061e-10 1.526138e-10 1.978681e-10 1.825314e-10 1.968245e-10 3.042956e-10 2.978996e-10 4.008226e-10 5.337437e-10 6.688560e-10 8.577342e-10 1.267178e-09 1.773892e-09 3.441835e-09 1.073119e-08 4.257104e-07
181 9.315531e-15 2.525075e-15 3.051813e-15 8.422131e-15 1.223124e-14 8.418842e-15 9.234827e-15 7.307526e-15 6.033994e-14 2.166222e-14 1.100991e-13 1.056828e-13 1.832038e-13 6.660609e-13 4.975648e-12 1.578232e-12 3.107442e-11 5.550357e-11 6.581390e-10 4.422325e-08
1086 1.457697e-11 2.501652e-11 2.011205e-11 2.221194e-11 3.106243e-11 4.148271e-11 4.500976e-11 4.833023e-11 4.920558e-11 7.625364e-11 8.168497e-11 1.097603e-10 1.393335e-10 1.680588e-10 2.376111e-10 3.319462e-10 5.239910e-10 1.025815e-09 3.252427e-09 1.649226e-07
1259 6.272112e-09 1.025024e-08 1.011726e-08 1.359323e-08 1.259001e-08 1.549779e-08 1.979598e-08 2.123372e-08 2.269412e-08 2.824378e-08 3.240827e-08 3.700065e-08 4.732170e-08 6.140840e-08 8.608979e-08 1.158654e-07 1.915057e-07 4.504418e-07 1.354005e-06 3.286253e-05
1265 1.229849e-07 1.737216e-07 2.156741e-07 2.491045e-07 2.926787e-07 3.215780e-07 3.380941e-07 5.323447e-07 5.308213e-07 5.166577e-07 8.168045e-07 8.908584e-07 1.380493e-06 2.036059e-06 2.190131e-06 3.548212e-06 6.178760e-06 1.156987e-05 3.152631e-05 2.897594e-04
1441 5.805527e-16 6.294504e-16 6.778313e-16 6.776408e-16 6.658526e-16 8.901052e-16 9.349565e-16 1.189003e-15 1.494302e-15 1.517157e-15 1.983238e-15 2.123270e-15 2.344340e-15 3.165970e-15 3.995888e-15 5.003157e-15 6.818502e-15 1.160177e-14 3.551214e-14 9.903261e-13
1416 4.968943e-11 5.291387e-11 5.773415e-11 5.817045e-11 6.685969e-11 8.642121e-11 8.268192e-11 1.048893e-10 1.251265e-10 1.405885e-10 1.748388e-10 1.968069e-10 2.547689e-10 2.742821e-10 3.654581e-10 4.789578e-10 7.318569e-10 1.348569e-09 4.234682e-09 1.052515e-07
1014 1.940441e-08 2.426215e-08 3.947242e-08 3.719629e-08 3.072653e-08 4.825098e-08 4.647528e-08 5.876044e-08 7.562986e-08 9.126953e-08 1.185440e-07 1.361195e-07 1.855082e-07 2.224660e-07 3.360333e-07 4.395109e-07 7.126493e-07 1.424728e-06 5.790069e-06 2.916589e-04
1578 4.919654e-12 5.958632e-12 7.107221e-12 8.007585e-12 8.727371e-12 8.323171e-12 9.994667e-12 1.200533e-11 1.464379e-11 1.671080e-11 1.898337e-11 2.322707e-11 2.883403e-11 3.279745e-11 3.918714e-11 5.243919e-11 6.821930e-11 1.686110e-10 4.110156e-10 9.713863e-09
774 7.506625e-07 5.188625e-07 9.289889e-07 1.199516e-06 9.158015e-07 1.346568e-06 1.525872e-06 1.716595e-06 3.024418e-06 3.844229e-06 5.543232e-06 5.876731e-06 1.051355e-05 1.225082e-05 1.801023e-05 3.007437e-05 6.116787e-05 1.909715e-04 5.599748e-04 4.759350e-02
1481 2.696582e-16 2.347872e-16 2.233792e-16 3.016318e-16 3.270548e-16 4.075366e-16 4.824650e-16 4.672480e-16 5.574468e-16 7.288420e-16 6.971783e-16 8.897888e-16 9.784460e-16 1.281242e-15 1.570214e-15 1.925015e-15 2.831103e-15 4.636490e-15 1.304623e-14 3.927906e-13
629 2.026793e-07 5.742473e-07 9.208944e-07 1.286991e-06 1.256325e-06 2.301168e-06 3.190564e-06 4.587711e-06 4.805737e-06 6.845411e-06 2.305630e-05 1.715162e-05 3.324065e-05 8.483169e-05 9.680419e-05 2.421983e-04 4.941884e-04 1.524480e-03 5.716403e-03 8.962426e-02
1353 3.444325e-08 4.601306e-08 6.178931e-08 9.448435e-08 8.741843e-08 9.264183e-08 8.689329e-08 1.295968e-07 1.283773e-07 1.785690e-07 3.056512e-07 3.660354e-07 3.702208e-07 4.564740e-07 6.680986e-07 1.000552e-06 1.292922e-06 1.883108e-06 3.420502e-06 2.073471e-05
1320 3.085805e-15 3.111994e-15 3.717865e-15 4.831569e-15 5.144563e-15 5.957712e-15 6.260768e-15 7.592435e-15 7.087006e-15 1.016657e-14 1.416095e-14 1.260034e-14 1.629578e-14 2.101200e-14 2.576300e-14 3.357893e-14 4.816418e-14 8.457611e-14 2.616187e-13 8.425983e-12
186 2.011594e-14 1.147359e-13 4.624424e-14 5.589088e-14 1.082924e-13 1.277512e-13 1.980935e-13 3.496932e-13 4.293909e-13 2.881426e-12 1.153756e-12 2.135294e-11 1.332009e-11 1.875621e-11 3.434800e-11 1.116770e-10 4.112923e-10 1.936236e-09 1.123244e-08 1.661127e-07
715 1.175893e-08 5.722577e-08 2.270217e-08 9.075417e-08 5.972314e-08 7.194660e-08 1.922080e-07 4.802679e-07 4.924605e-07 1.291734e-06 1.248789e-06 2.532587e-06 4.535954e-06 8.255035e-06 9.982828e-06 1.852293e-05 3.745467e-05 9.495591e-05 3.455516e-04 4.742925e-03
201 3.736956e-08 3.487878e-08 2.520590e-07 2.247064e-08 1.314232e-07 6.913771e-08 3.104563e-07 4.349035e-07 1.974546e-06 2.897555e-07 5.292966e-07 1.325879e-07 9.247804e-07 2.126225e-06 7.017498e-06 1.579415e-05 2.256426e-05 3.475379e-05 3.186900e-04 1.016633e+00
260 8.320535e-06 3.651019e-05 2.018985e-04 1.952559e-05 5.308956e-06 1.619985e-04 8.433895e-06 6.297983e-05 1.273115e-04 5.563114e-05 1.907178e-04 1.810674e-04 3.646235e-04 6.599821e-04 1.428126e-03 3.061447e-03 5.773850e-03 1.444868e-02 8.344402e-02 4.798209e+00
925 1.026069e-10 1.338588e-10 1.799324e-10 1.793457e-10 1.236480e-10 2.760400e-10 2.466577e-10 3.357078e-10 3.297801e-10 4.031822e-10 7.921228e-10 7.497856e-10 1.172462e-09 1.862499e-09 2.223958e-09 3.075499e-09 6.025318e-09 1.243246e-08 5.264162e-08 3.191848e-06
242 3.780345e-07 3.820485e-10 1.549706e-07 2.055761e-07 5.340163e-08 1.376260e-07 3.364646e-07 6.612302e-07 5.333133e-07 5.499509e-07 5.856868e-07 4.462427e-07 1.445186e-06 1.103785e-06 5.229582e-06 3.071014e-05 1.665581e-05 7.035022e-05 2.909142e-04 9.523140e-01
1436 4.422455e-09 9.199957e-09 6.390516e-09 1.151699e-08 1.273617e-08 8.493729e-09 1.173110e-08 2.025644e-08 2.899087e-08 2.693210e-08 2.865852e-08 3.690079e-08 4.630060e-08 5.544323e-08 8.383791e-08 8.650566e-08 1.021527e-07 1.422816e-07 2.914431e-07 2.399992e-06
