# mzprime m4 sum_w_post_smearing v_mu4 v_4i epsilon u_mu4 chi2 decay_length N_events scatt_det
5.144000e-02 8.377000e-02 2.921102e+00 1.511811e-05 2.138024e-05 1.000000e-02 1.511811e-05 8.500460e+00 5.739618e-02 6.676394e+02 1.000000e+00
4.309000e-01 3.070000e-01 1.081498e-03 5.223346e-04 7.386925e-04 1.000000e-02 5.223345e-04 1.355423e+01 1.556478e+03 2.950688e+02 1.448588e-01
3.403000e-01 5.878000e-02 4.604074e-05 1.701324e-03 2.406032e-03 1.000000e-02 1.701321e-03 1.927995e+01 3.201995e+05 1.332650e+02 5.964682e-02
2.533000e-02 4.375000e-01 3.169541e-01 4.923941e-05 6.963504e-05 1.000000e-02 4.923941e-05 1.595804e+01 6.269217e-06 7.684612e+02 1.000000e+00
3.403000e-01 8.377000e-02 3.646466e-04 1.701234e-03 2.405905e-03 1.000000e-02 1.701232e-03 2.185744e+01 5.340885e+04 1.055359e+03 5.925782e-02
1.403000e+00 6.236000e-01 3.833508e-06 9.996257e-03 1.413614e-02 1.000000e-02 9.995757e-03 2.634469e+01 1.786663e+01 3.830639e+02 9.999985e-01
1.885000e-01 1.343000e-01 5.297069e-03 1.603719e-04 2.268001e-04 1.000000e-02 1.603719e-04 1.931952e+01 3.775357e+04 1.362361e+02 3.837300e-02
1.777000e+00 1.125000e-02 1.649264e-13 1.000050e-02 1.414214e-02 1.000000e-02 1.000000e-02 3.180203e+01 2.803109e+10 1.649429e-05 1.132405e-01
5.457000e-01 4.125000e-02 4.678106e-06 1.000050e-02 1.414214e-02 1.000000e-02 1.000000e-02 6.362197e+00 3.656895e+05 4.678574e+02 7.838149e-02
1.885000e-01 1.701000e-01 1.794630e-02 1.603792e-04 2.268105e-04 1.000000e-02 1.603792e-04 9.181889e+00 7.776738e+03 4.616057e+02 4.444648e-02
9.283000e-02 3.070000e-01 2.192881e-01 4.923896e-05 6.963440e-05 1.000000e-02 4.923896e-05 1.229861e+01 2.495615e-04 5.316585e+02 1.000000e+00
4.571000e-02 2.894000e-02 2.045384e-02 1.603699e-04 2.267973e-04 1.000000e-02 1.603699e-04 6.241674e+00 3.107206e+05 5.260424e+02 1.713900e-02
1.108000e+00 8.886000e-01 6.106047e-23 1.000000e-12 1.414214e-12 1.000000e-02 1.000000e-12 3.180203e+01 7.884810e+19 6.106047e-35 5.780198e-02
3.829000e-01 2.572000e-02 4.527150e-06 1.000050e-02 1.414214e-02 1.000000e-02 1.000000e-02 6.981194e+00 9.440987e+05 4.527603e+02 6.333565e-02
2.122000e-01 4.125000e-02 2.124984e-04 1.701257e-03 2.405937e-03 1.000000e-02 1.701254e-03 7.266378e+00 2.834350e+05 6.150287e+02 4.577798e-02
1.777000e+00 1.701000e-01 1.110512e-06 1.000045e-02 1.414206e-02 1.000000e-02 9.999948e-03 2.075369e+01 3.442584e+04 1.110612e+02 1.042157e-01
5.144000e-02 7.897000e-01 3.763877e-03 1.603737e-04 2.268026e-04 1.000000e-02 1.603737e-04 3.033379e+01 4.144472e-07 9.680587e+01 1.000000e+00
1.403000e+00 4.924000e-01 6.194417e-06 5.540993e-03 7.836027e-03 1.000000e-02 5.540908e-03 2.002688e+01 1.992891e+02 1.901847e+02 8.624924e-01
2.251000e-02 4.375000e-01 3.281638e-01 4.923833e-05 6.963351e-05 1.000000e-02 4.923833e-05 1.638624e+01 4.951136e-06 7.956045e+02 1.000000e+00
2.122000e-01 1.805000e-02 1.547702e-05 5.541089e-03 7.836163e-03 1.000000e-02 5.541004e-03 6.422649e+00 1.709116e+06 4.752014e+02 4.600849e-02
9.848000e-01 1.914000e-01 1.964989e-05 3.070305e-03 4.342047e-03 1.000000e-02 3.070291e-03 1.573437e+01 1.873561e+04 1.852351e+02 8.938470e-02
1.777000e+00 4.642000e-02 8.286868e-10 1.000050e-02 1.414213e-02 1.000000e-02 9.999999e-03 3.179300e+01 2.288541e+07 8.287695e-02 1.124227e-01
