# mzprime m4 sum_w_post_smearing v_mu4 v_4i epsilon u_mu4 chi2 decay_length N_events scatt_det
5.457000e-01 1.194000e-01 9.135107e-05 2.000004e-03 2.828427e-03 1.000000e-02 2.000000e-03 8.327325e+00 4.379324e+04 3.654057e+02 7.140719e-02
8.249000e-02 2.285000e-02 1.188380e-03 7.000002e-04 9.899495e-04 1.000000e-02 7.000000e-04 6.061367e+00 7.178267e+05 5.823063e+02 2.421902e-02
2.000000e+00 1.604000e-02 5.457841e-13 1.000050e-02 1.414214e-02 1.000000e-02 1.000000e-02 3.180202e+01 7.543981e+09 5.458387e-05 1.153483e-01
2.533000e-02 1.604000e-02 1.348093e-02 1.000000e-04 1.414214e-04 1.000000e-02 1.000000e-04 1.892166e+01 1.449937e+06 1.348093e+02 1.141599e-02
6.514000e-02 1.914000e-01 1.116037e+00 1.999854e-05 2.828221e-05 1.000000e-02 1.999854e-05 8.241934e+00 3.117427e-03 4.463497e+02 1.000000e+00
1.777000e+00 5.878000e-02 3.416388e-09 1.000050e-02 1.414214e-02 1.000000e-02 1.000000e-02 3.176351e+01 7.022252e+06 3.416729e-01 1.103044e-01
9.848000e-01 1.512000e-01 1.732894e-05 5.000177e-03 7.071230e-03 1.000000e-02 5.000115e-03 7.173447e+00 2.316368e+04 4.332541e+02 9.086622e-02
7.776000e-01 1.914000e-01 5.358705e-05 1.999873e-03 2.828241e-03 1.000000e-02 1.999869e-03 1.369857e+01 1.691762e+04 2.143209e+02 8.472375e-02
1.579000e+00 1.194000e-01 5.029629e-07 1.000050e-02 1.414214e-02 1.000000e-02 1.000000e-02 2.635748e+01 1.261366e+05 5.030132e+01 1.001905e-01
1.579000e+00 1.914000e-01 4.663648e-06 1.000050e-02 1.414214e-02 1.000000e-02 1.000000e-02 8.421291e+00 1.185138e+04 4.664115e+02 1.060435e-01
4.849000e-01 2.424000e-01 7.209414e-04 7.999634e-04 1.131319e-03 1.000000e-02 7.999631e-04 9.106221e+00 4.315790e+03 4.613602e+02 8.917386e-02
5.457000e-01 4.924000e-01 1.637039e-04 9.998653e-04 1.414022e-03 1.000000e-02 9.998648e-04 2.540011e+01 6.915065e+01 1.636598e+02 9.886922e-01
4.571000e-02 6.615000e-02 3.980453e+00 1.000000e-05 1.414214e-05 1.000000e-02 1.000000e-05 8.392006e+00 2.682765e-01 3.980453e+02 1.000000e+00
2.388000e-01 7.444000e-02 7.952815e-04 9.000004e-04 1.272792e-03 1.000000e-02 9.000000e-04 6.491094e+00 8.160128e+04 6.441785e+02 4.957669e-02
5.789000e-02 3.257000e-02 1.196226e-02 2.000000e-04 2.828427e-04 1.000000e-02 2.000000e-04 6.335101e+00 3.049203e+05 4.784903e+02 1.923155e-02
5.457000e-01 4.375000e-01 2.023803e-04 9.998205e-04 1.413959e-03 1.000000e-02 9.998200e-04 2.013277e+01 1.604723e+02 2.023076e+02 8.744220e-01
8.249000e-02 7.897000e-01 2.763422e-03 2.000134e-04 2.828617e-04 1.000000e-02 2.000134e-04 2.941824e+01 6.853965e-07 1.105518e+02 1.000000e+00
5.457000e-01 1.425000e-02 8.084903e-09 1.000050e-02 1.414214e-02 1.000000e-02 1.000000e-02 3.171100e+01 7.558650e+07 8.085711e-01 7.654476e-02
3.207000e-02 1.701000e-01 5.521441e+00 1.000000e-05 1.414214e-05 1.000000e-02 1.000000e-05 8.126491e+00 4.160846e-03 5.521441e+02 1.000000e+00
5.144000e-02 2.285000e-02 6.692550e-03 2.991454e-04 4.230555e-04 1.000000e-02 2.991454e-04 6.354292e+00 5.479324e+05 5.989028e+02 1.775365e-02
1.108000e+00 2.894000e-02 2.129211e-09 1.000050e-02 1.414214e-02 1.000000e-02 1.000000e-02 3.177798e+01 3.676184e+07 2.129424e-01 1.003375e-01
2.000000e+00 1.343000e-01 1.403997e-07 1.000050e-02 1.414214e-02 1.000000e-02 1.000000e-02 3.022155e+01 1.805941e+05 1.404137e+01 1.029214e-01
1.323000e-01 5.223000e-02 2.847956e-03 5.000001e-04 7.071068e-04 1.000000e-02 5.000000e-04 7.436122e+00 1.409831e+05 7.119892e+02 3.282014e-02
5.457000e-01 2.894000e-02 5.665458e-07 1.000050e-02 1.414214e-02 1.000000e-02 1.000000e-02 2.593109e+01 2.161182e+06 5.666024e+01 7.775341e-02
7.776000e-01 1.125000e-02 1.232152e-10 1.000050e-02 1.414214e-02 1.000000e-02 1.000000e-02 3.180062e+01 1.026375e+09 1.232275e-02 8.743533e-02
3.207000e-02 1.343000e-01 7.133112e+00 8.000000e-06 1.131371e-05 1.000000e-02 8.000000e-06 7.390211e+00 1.328512e-02 4.565192e+02 1.000000e+00
1.323000e-01 1.061000e-01 9.722116e-03 1.000105e-04 1.414363e-04 1.000000e-02 1.000105e-04 2.220039e+01 6.603902e+04 9.724167e+01 3.216111e-02
5.789000e-02 2.424000e-01 1.084142e+00 2.000001e-05 2.828429e-05 1.000000e-02 2.000001e-05 9.344051e+00 1.177979e-03 4.336571e+02 1.000000e+00
1.777000e+00 1.194000e-01 1.919349e-07 1.000050e-02 1.414214e-02 1.000000e-02 1.000000e-02 2.963992e+01 2.025237e+05 1.919541e+01 1.061479e-01
9.848000e-01 8.886000e-01 1.729639e-10 1.000971e-06 1.415586e-06 1.000000e-02 1.000971e-06 3.180203e+01 3.825060e+07 1.732998e-10 5.444092e-02
3.403000e-01 1.425000e-02 3.175111e-07 1.000050e-02 1.414214e-02 1.000000e-02 1.000000e-02 2.841287e+01 1.141622e+07 3.175428e+01 6.074921e-02
3.403000e-01 4.642000e-02 3.370262e-05 3.000341e-03 4.243103e-03 1.000000e-02 3.000327e-03 9.444283e+00 3.374163e+05 3.033925e+02 6.211795e-02
1.108000e+00 1.604000e-02 6.036869e-11 1.000050e-02 1.414213e-02 1.000000e-02 9.999999e-03 3.180133e+01 7.091525e+08 6.037471e-03 1.030599e-01
1.885000e-01 8.886000e-01 3.331098e-04 1.000000e-06 1.414214e-06 1.000000e-02 1.000000e-06 3.180203e+01 1.010557e-01 3.331098e-04 1.000000e+00
