1469 7.610369e-06 2.878751e-05 2.811765e-05 1.924588e-05 1.415524e-05 1.357026e-05 1.530741e-05 1.851755e-05 1.986596e-05 2.216330e-05 2.686991e-05 3.448182e-05 3.777535e-05 3.937132e-05 4.168640e-05 4.497239e-05 4.324919e-05 4.411144e-05 4.395220e-05 4.201471e-05 4.255568e-05 4.153173e-05 4.103086e-05 4.388562e-05 3.996712e-05 4.076247e-05 3.452382e-05 3.418812e-05 3.302386e-05 3.271003e-05 2.656844e-05 2.181937e-05 2.085740e-05 1.761760e-05 1.487335e-05 1.389968e-05 1.132712e-05 9.669823e-06 8.502383e-06 6.775904e-06 6.113160e-06 4.367796e-06 3.486076e-06 3.303015e-06 3.182487e-06 2.227516e-06 1.229191e-06 1.142324e-06 1.086420e-06 6.669513e-07
1097 2.890105e-04 6.427593e-04 6.094405e-04 5.733988e-04 5.891955e-04 5.851942e-04 5.466211e-04 4.309099e-04 3.268084e-04 2.723280e-04 1.731421e-04 1.149805e-04 8.301319e-05 6.947004e-05 3.721479e-05 3.260527e-05 1.360500e-05 1.063184e-05 2.355845e-06 3.991819e-06 2.876702e-06 6.515300e-07 2.145912e-06 5.484867e-07 1.281639e-06 3.582785e-07 5.576797e-07 6.500843e-08 1.387661e-08 4.798717e-07 1.758608e-09 1.435683e-07 5.960617e-09 1.565588e-15 0.000000e+00 3.537026e-09 0.000000e+00 2.350390e-09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 6.558532e-09 0.000000e+00 0.000000e+00
1405 1.085939e-10 2.117374e-10 1.499488e-10 7.463712e-11 3.772455e-11 1.944423e-11 1.046164e-11 8.504972e-12 7.289615e-12 3.253900e-12 8.572159e-13 8.156546e-13 1.704381e-13 1.682448e-13 4.256169e-14 2.493874e-13 1.228637e-13 1.209607e-15 4.093345e-14 4.312385e-16 1.907804e-14 2.391324e-14 5.706552e-16 1.243669e-16 4.451851e-16 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1260 4.079121e-05 8.942802e-05 8.016706e-05 7.058266e-05 7.211438e-05 8.397108e-05 9.272278e-05 9.302320e-05 9.381692e-05 8.785638e-05 8.255348e-05 6.534618e-05 4.942376e-05 4.080552e-05 2.669021e-05 2.028342e-05 1.384312e-05 1.024171e-05 8.176706e-06 4.849394e-06 4.367590e-06 1.739660e-06 1.745504e-06 1.357946e-06 3.083866e-07 5.423098e-07 4.407681e-07 2.941639e-07 6.634450e-08 1.975385e-07 1.752656e-08 1.528700e-07 3.344345e-08 1.804459e-07 3.133135e-09 1.211137e-09 3.886327e-09 3.495655e-09 1.421115e-07 0.000000e+00 1.297538e-10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1346 5.786200e-05 1.587381e-04 1.381882e-04 1.053523e-04 8.674827e-05 8.503126e-05 9.839795e-05 1.197274e-04 1.248880e-04 1.546001e-04 1.736445e-04 2.108966e-04 2.234120e-04 2.368481e-04 2.366946e-04 2.250025e-04 2.156373e-04 2.281638e-04 1.920238e-04 1.759086e-04 1.500376e-04 1.479923e-04 1.245428e-04 1.058925e-04 9.825048e-05 7.188712e-05 5.875133e-05 4.569038e-05 4.186721e-05 3.049072e-05 2.546233e-05 1.923803e-05 1.489038e-05 1.012785e-05 8.967478e-06 7.720247e-06 5.736057e-06 3.545778e-06 2.226840e-06 1.172273e-06 1.163526e-06 1.812668e-06 3.789394e-07 7.348187e-07 4.862398e-07 2.440282e-07 9.952043e-08 2.317286e-07 4.182277e-07 5.554308e-08
504 6.464672e-02 4.299151e-01 5.088235e-01 2.799672e-01 1.639426e-01 2.531189e-01 5.079206e-01 8.883551e-01 1.319428e+00 1.685913e+00 1.830470e+00 1.840401e+00 1.599110e+00 1.318873e+00 9.638667e-01 7.095191e-01 4.602813e-01 3.291192e-01 2.201871e-01 1.519155e-01 9.902733e-02 6.613012e-02 4.408452e-02 3.552971e-02 2.110611e-02 1.422817e-02 1.082163e-02 7.392401e-03 8.587631e-03 3.231385e-03 3.335163e-03 2.901835e-03 1.426011e-03 5.790635e-04 7.688373e-04 3.758638e-04 8.771156e-04 1.316653e-04 6.703042e-04 8.604826e-04 3.634995e-04 4.164257e-04 1.421492e-05 7.515808e-04 5.741185e-12 0.000000e+00 0.000000e+00 0.000000e+00 3.536047e-06 0.000000e+00
80 3.703546e-06 5.660490e-06 3.765759e-06 2.212879e-06 1.069797e-06 6.611924e-07 3.030656e-07 2.113465e-07 8.999048e-08 4.827404e-08 4.341468e-08 1.699343e-08 1.995549e-08 1.086242e-09 1.489069e-09 1.491019e-09 4.192935e-09 1.563962e-10 1.224936e-09 2.737041e-11 1.596696e-13 0.000000e+00 3.267775e-11 0.000000e+00 0.000000e+00 0.000000e+00 3.186114e-15 1.087988e-13 6.098637e-20 0.000000e+00 2.343857e-13 0.000000e+00 2.528792e-12 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
7 2.327627e-11 1.660371e-10 3.478305e-10 3.350425e-10 2.324804e-10 1.687309e-10 1.276202e-10 7.842513e-11 4.773143e-11 2.733778e-11 1.918984e-11 1.295197e-11 6.529815e-12 5.407738e-12 2.786195e-12 3.737164e-12 1.541584e-12 9.224252e-13 5.462413e-13 1.988434e-13 2.340991e-13 5.179896e-14 1.310235e-14 1.858583e-14 1.316838e-13 2.190532e-14 3.966882e-14 5.111721e-15 2.032680e-16 1.411666e-19 1.427989e-15 3.356103e-18 7.926422e-18 1.595496e-18 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.277042e-20 8.271806e-25 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
538 3.321767e-01 8.147023e-01 8.516951e-01 7.902341e-01 8.396576e-01 9.655735e-01 1.170904e+00 1.230532e+00 1.141438e+00 1.002107e+00 8.025330e-01 6.348825e-01 4.547368e-01 3.213223e-01 2.162835e-01 1.436951e-01 1.019881e-01 6.204669e-02 4.206450e-02 3.128461e-02 1.999395e-02 1.358427e-02 8.037018e-03 6.162973e-03 6.320358e-03 3.200399e-03 3.385346e-03 1.534992e-03 1.454411e-03 1.141834e-03 9.354530e-04 1.414306e-04 5.764421e-05 2.679835e-04 6.817787e-05 9.764301e-06 6.915407e-04 1.493538e-05 0.000000e+00 0.000000e+00 1.567205e-04 3.354225e-05 1.317699e-04 0.000000e+00 3.151276e-04 0.000000e+00 0.000000e+00 1.968016e-05 0.000000e+00 0.000000e+00
752 2.157980e-04 4.442014e-03 1.180724e-02 1.135049e-02 5.031211e-03 2.190682e-03 1.797377e-03 2.526472e-03 3.201924e-03 3.966398e-03 5.821925e-03 9.073254e-03 1.388445e-02 1.924117e-02 2.633091e-02 3.472551e-02 4.559810e-02 5.365474e-02 6.116530e-02 6.808258e-02 6.980316e-02 6.995398e-02 6.647911e-02 5.843460e-02 5.214103e-02 4.278078e-02 3.558892e-02 2.722753e-02 2.118259e-02 1.673377e-02 1.275728e-02 9.172342e-03 6.996917e-03 5.162135e-03 4.102446e-03 2.976581e-03 2.208130e-03 1.658058e-03 1.255286e-03 9.927745e-04 5.707897e-04 5.033306e-04 3.059546e-04 4.363199e-04 2.414395e-04 1.242354e-04 2.699156e-04 9.047304e-05 1.094092e-04 4.755171e-05
1152 6.113455e-05 3.421545e-04 4.383683e-04 4.072062e-04 2.344900e-04 1.583746e-04 1.844545e-04 2.316804e-04 2.726544e-04 2.852326e-04 3.508642e-04 4.044248e-04 4.806743e-04 5.216783e-04 5.824014e-04 6.159587e-04 6.549576e-04 6.778745e-04 7.177732e-04 7.585044e-04 7.846833e-04 8.418582e-04 8.381049e-04 9.246922e-04 9.128937e-04 9.453869e-04 9.780295e-04 1.018483e-03 1.020514e-03 1.001798e-03 1.039453e-03 1.071726e-03 1.026046e-03 1.039073e-03 1.055443e-03 1.063648e-03 1.009870e-03 1.022527e-03 9.914240e-04 9.703576e-04 9.189827e-04 9.015419e-04 8.598075e-04 8.535937e-04 7.632577e-04 7.351101e-04 6.683618e-04 6.273152e-04 5.754535e-04 5.574524e-04
