# mzprime m4 sum_w_post_smearing v_mu4 v_4i epsilon u_mu4 chi2 decay_length MB_N_events eff_geometry eff_selection eff_total
1.045000e-01 3.888000e-01 8.883514e-02 7.032749e-05 9.995412e-04 1.000000e-02 7.032747e-05 1.339309e+01 8.973407e-07 4.393747e+02 2.564072e-02 2.330463e-02 5.747785e-05
6.910000e-01 7.017000e-01 9.446349e-09 2.458244e-09 3.493821e-08 1.000000e-02 2.458244e-09 3.180203e+01 1.998660e+06 5.708395e-14 1.493393e-04 1.037594e-03 7.451073e-09
2.533000e-02 1.512000e-01 9.426380e+00 7.695733e-06 1.093769e-04 1.000000e-02 7.695733e-06 7.533419e+00 7.391715e-05 5.582708e+02 1.270964e-02 3.767461e-02 7.011758e-05
3.024000e-01 1.343000e-01 1.044413e-02 2.291533e-04 3.256872e-03 1.000000e-02 2.291527e-04 7.690711e+00 1.876342e+03 5.484340e+02 2.772329e-02 3.166673e-02 4.281878e-05
1.489000e-01 1.805000e-02 6.073321e-04 9.945960e-04 1.413516e-02 1.000000e-02 9.945463e-04 6.611913e+00 1.519002e+05 6.007858e+02 9.542192e-05 4.131154e-02 2.436489e-07
3.403000e-01 8.886000e-01 4.123027e-05 1.000000e-09 1.421267e-08 1.000000e-02 1.000000e-09 3.180203e+01 4.123678e+03 4.123027e-11 2.315972e-02 1.078595e-02 2.063001e-05
2.533000e-02 1.266000e-02 1.225074e-01 7.179252e-05 1.020363e-03 1.000000e-02 7.179250e-05 5.870890e+00 1.238206e+05 6.314235e+02 9.494896e-05 4.022997e-02 5.489861e-07
1.579000e+00 1.266000e-02 7.415511e-13 1.000051e-03 1.421267e-02 1.000000e-02 1.000000e-03 3.180203e+01 1.142130e+10 7.416260e-07 8.256154e-10 4.116352e-02 1.057297e-12
1.885000e-01 2.031000e-02 2.099699e-04 1.000051e-03 1.421267e-02 1.000000e-02 1.000000e-03 1.607547e+01 2.139149e+05 2.099911e+02 7.638695e-05 4.079724e-02 1.750818e-07
1.247000e+00 1.805000e-02 4.115161e-11 1.000051e-03 1.421267e-02 1.000000e-02 1.000000e-03 3.180203e+01 7.463729e+08 4.115577e-05 1.820610e-08 4.142738e-02 2.392921e-11
6.141000e-01 6.615000e-02 2.628613e-05 1.000051e-03 1.421267e-02 1.000000e-02 1.000000e-03 2.931640e+01 6.530514e+04 2.628879e+01 7.640588e-04 3.965886e-02 1.166707e-06
7.330000e-02 4.125000e-02 1.051183e-01 7.532474e-05 1.070565e-03 1.000000e-02 7.532472e-05 6.083107e+00 2.009961e+04 5.964218e+02 1.667704e-03 4.087991e-02 5.873919e-06
1.579000e+00 4.642000e-02 1.817685e-09 1.000051e-03 1.421267e-02 1.000000e-02 1.000000e-03 3.180185e+01 1.692253e+07 1.817869e-03 2.033115e-06 4.090373e-02 2.618200e-09
6.910000e-01 4.375000e-01 1.468018e-04 1.000051e-03 1.421267e-02 1.000000e-02 1.000000e-03 2.225831e+01 6.253250e+00 1.468167e+02 7.948505e-02 7.983581e-03 2.541061e-05
1.247000e+00 1.061000e-01 1.426560e-06 1.000051e-03 1.421267e-02 1.000000e-02 1.000000e-03 3.165861e+01 1.048891e+05 1.426704e+00 7.514400e-04 3.580786e-02 8.565860e-07
5.789000e-02 2.572000e-02 5.782323e-02 1.031871e-04 1.466563e-03 1.000000e-02 1.031870e-04 6.601299e+00 4.843503e+04 6.156769e+02 4.503077e-04 4.068767e-02 1.771606e-06
1.323000e-01 4.375000e-01 3.020719e-02 1.096115e-04 1.557872e-03 1.000000e-02 1.096115e-04 1.664425e+01 4.192348e-07 3.629299e+02 2.974553e-02 1.866559e-02 4.798822e-05
7.776000e-01 6.236000e-01 2.604862e-05 1.000051e-03 1.421267e-02 1.000000e-02 1.000000e-03 3.114903e+01 1.333023e+00 2.605125e+01 9.094467e-02 5.126072e-03 1.792982e-05
4.571000e-02 4.375000e-01 2.239557e-01 4.821560e-05 6.852723e-04 1.000000e-02 4.821559e-05 1.259884e+01 2.526409e-07 5.206397e+02 1.712862e-02 3.135254e-02 7.286461e-05
2.122000e-01 3.070000e-01 7.548994e-03 1.509417e-04 2.145281e-03 1.000000e-02 1.509415e-04 2.211920e+01 3.013674e-06 1.719916e+02 4.038667e-02 6.843875e-03 1.696258e-05
1.675000e-01 2.424000e-01 2.761579e-02 1.085232e-04 1.542404e-03 1.000000e-02 1.085232e-04 1.689028e+01 7.373622e-06 3.252392e+02 3.627993e-02 9.773768e-03 2.320847e-05
1.675000e-01 4.642000e-02 6.666112e-03 3.016436e-04 4.287142e-03 1.000000e-02 3.016423e-04 6.519664e+00 2.242299e+04 6.065421e+02 1.613261e-03 4.002829e-02 3.873891e-06
4.571000e-02 1.343000e-01 3.422453e+00 1.305888e-05 1.856015e-04 1.000000e-02 1.305887e-05 6.756517e+00 1.236096e-04 5.836454e+02 1.674137e-02 3.666503e-02 7.369395e-05
2.850000e-02 5.541000e-01 6.998194e-02 8.129405e-05 1.155405e-03 1.000000e-02 8.129402e-05 1.820965e+01 1.700021e-08 4.624912e+02 1.624591e-02 2.638201e-02 6.881965e-05
2.000000e+00 7.897000e-01 3.304074e-07 1.000051e-03 1.421267e-02 1.000000e-02 1.000000e-03 3.179863e+01 2.765481e+01 3.304408e-01 1.082974e-01 4.650239e-03 1.644373e-05
6.141000e-01 7.897000e-01 5.312723e-07 1.000000e-09 1.421267e-08 1.000000e-02 1.000000e-09 3.180203e+01 5.219437e+04 5.312723e-13 5.092824e-03 1.880040e-03 5.379221e-07
2.000000e-02 6.615000e-02 2.440107e+01 4.960923e-06 7.050797e-05 1.000000e-02 4.960923e-06 6.273636e+00 1.353092e-03 6.005289e+02 1.160808e-02 3.950642e-02 7.165269e-05
1.579000e+00 1.194000e-01 4.232851e-07 1.000051e-03 1.421267e-02 1.000000e-02 1.000000e-03 3.176177e+01 1.496500e+05 4.233278e-01 5.932030e-04 3.416705e-02 6.311539e-07
9.283000e-02 5.541000e-01 2.733112e-02 1.245131e-04 1.769663e-03 1.000000e-02 1.245130e-04 1.663664e+01 7.705861e-08 4.237286e+02 2.403407e-02 2.563261e-02 7.300087e-05
3.024000e-01 2.572000e-02 2.418957e-05 1.000051e-03 1.421267e-02 1.000000e-02 1.000000e-03 2.953844e+01 4.349028e+05 2.419201e+01 4.593122e-05 4.113466e-02 9.229101e-08
6.514000e-02 7.017000e-01 8.356563e-03 1.941710e-04 2.759684e-03 1.000000e-02 1.941707e-04 2.486243e+01 7.666600e-09 3.150624e+02 1.915632e-02 2.233377e-02 6.842224e-05
9.283000e-02 6.236000e-01 1.340192e-02 1.679184e-04 2.386565e-03 1.000000e-02 1.679182e-04 2.022929e+01 2.969808e-08 3.778884e+02 2.421145e-02 2.490116e-02 7.392711e-05
9.848000e-01 3.888000e-01 5.444892e-05 1.000051e-03 1.421267e-02 1.000000e-02 1.000000e-03 2.679460e+01 5.612520e+01 5.445442e+01 8.258625e-02 9.102574e-03 2.604303e-05
2.687000e-01 1.805000e-02 7.092791e-06 1.000051e-03 1.421267e-02 1.000000e-02 1.000000e-03 3.113130e+01 1.603758e+06 7.093508e+00 8.879698e-06 4.064827e-02 1.821787e-08
1.403000e+00 1.343000e-01 1.967870e-06 1.000051e-03 1.421267e-02 1.000000e-02 1.000000e-03 3.161299e+01 5.168578e+04 1.968069e+00 1.873778e-03 3.194907e-02 1.881829e-06
9.283000e-02 4.125000e-02 4.288665e-02 1.186100e-04 1.685764e-03 1.000000e-02 1.186099e-04 6.342319e+00 2.279287e+04 6.033439e+02 1.462426e-03 4.066984e-02 4.452221e-06
8.751000e-01 2.894000e-02 1.197486e-08 1.000051e-03 1.421267e-02 1.000000e-02 1.000000e-03 3.180085e+01 1.696406e+07 1.197607e-02 1.304772e-06 4.107763e-02 1.878946e-09
9.283000e-02 2.572000e-02 1.014010e-02 2.405408e-04 3.418717e-03 1.000000e-02 2.405401e-04 6.457212e+00 6.392340e+04 5.867049e+02 3.300939e-04 4.066712e-02 1.060162e-06
6.141000e-01 5.223000e-02 6.584101e-06 1.000051e-03 1.421267e-02 1.000000e-02 1.000000e-03 3.116094e+01 2.134353e+05 6.584766e+00 1.887614e-04 4.056242e-02 2.895708e-07
1.045000e-01 1.512000e-01 2.772212e-01 4.066774e-05 5.779971e-04 1.000000e-02 4.066774e-05 1.114634e+01 8.425412e-05 4.584865e+02 2.841543e-02 2.159944e-02 4.627959e-05
3.403000e-01 4.125000e-02 1.613940e-04 1.000051e-03 1.421267e-02 1.000000e-02 1.000000e-03 1.884419e+01 6.526478e+04 1.614103e+02 4.888462e-04 4.045269e-02 9.276492e-07
6.514000e-02 1.266000e-02 4.423016e-03 3.829378e-04 5.442528e-03 1.000000e-02 3.829349e-04 6.611444e+00 2.200976e+05 6.485970e+02 4.942682e-05 4.065152e-02 1.817607e-07
8.249000e-02 9.427000e-02 7.380261e-01 2.515278e-05 3.574881e-04 1.000000e-02 2.515278e-05 1.107088e+01 2.173749e-03 4.669212e+02 2.541934e-02 2.786346e-02 5.856676e-05
3.609000e-02 1.266000e-02 3.487007e-02 1.340064e-04 1.904586e-03 1.000000e-02 1.340062e-04 5.982979e+00 1.602169e+05 6.261863e+02 7.094078e-05 4.046284e-02 3.457003e-07
2.388000e-01 2.154000e-01 1.527471e-02 1.810968e-04 2.573865e-03 1.000000e-02 1.810965e-04 9.707639e+00 5.730077e+01 5.009503e+02 3.760843e-02 1.710933e-02 3.453109e-05
8.249000e-02 7.897000e-01 2.701876e-03 2.386425e-04 3.391738e-03 1.000000e-02 2.386418e-04 2.968505e+01 5.710830e-09 1.538725e+02 1.956702e-02 1.963735e-02 6.210294e-05
1.176000e-01 2.728000e-01 1.139139e-01 6.388150e-05 9.079265e-04 1.000000e-02 6.388148e-05 1.174601e+01 4.319924e-06 4.648649e+02 2.811191e-02 1.847010e-02 4.264138e-05
1.489000e-01 4.642000e-02 1.057775e-02 2.410628e-04 3.426136e-03 1.000000e-02 2.410621e-04 6.232834e+00 2.164394e+04 6.146864e+02 1.674201e-03 4.032630e-02 4.248543e-06
2.000000e-02 1.914000e-01 8.601860e+00 7.897689e-06 1.122472e-04 1.000000e-02 7.897688e-06 9.089793e+00 2.152912e-05 5.365279e+02 1.141995e-02 3.571983e-02 6.774114e-05
2.000000e+00 7.444000e-02 4.420996e-09 1.000051e-03 1.421267e-02 1.000000e-02 1.000000e-03 3.180161e+01 4.104511e+06 4.421442e-03 1.350012e-05 3.938320e-02 1.589201e-08
5.144000e-02 2.154000e-01 1.675597e+00 1.794851e-05 2.550962e-04 1.000000e-02 1.794851e-05 8.684728e+00 1.952240e-05 5.397916e+02 1.742859e-02 3.474365e-02 7.085375e-05
6.141000e-01 6.236000e-01 5.493867e-09 1.000000e-09 1.421267e-08 1.000000e-02 1.000000e-09 3.180203e+01 1.361603e+07 5.493867e-15 2.122784e-05 1.579939e-03 1.838456e-09
2.850000e-02 2.894000e-02 1.026509e+01 7.266548e-06 1.032770e-04 1.000000e-02 7.266548e-06 8.396433e+00 5.578804e+00 5.420247e+02 1.255759e-02 3.587633e-02 6.156768e-05
1.489000e-01 1.425000e-02 1.489423e-04 1.000051e-03 1.421267e-02 1.000000e-02 1.000000e-03 1.954990e+01 4.944618e+05 1.489573e+02 2.327425e-05 4.112152e-02 5.969562e-08
1.579000e+00 2.894000e-02 1.066510e-10 1.000051e-03 1.421267e-02 1.000000e-02 1.000000e-03 3.180202e+01 1.800839e+08 1.066618e-04 1.207392e-07 4.127425e-02 1.511836e-10
6.141000e-01 4.375000e-01 2.075329e-04 1.000051e-03 1.421267e-02 1.000000e-02 1.000000e-03 2.087820e+01 3.536089e+00 2.075539e+02 7.471640e-02 7.708577e-03 2.423428e-05
3.207000e-02 3.257000e-02 8.399563e+00 7.961611e-06 1.131558e-04 1.000000e-02 7.961611e-06 8.945921e+00 4.050331e+00 5.324253e+02 1.390574e-02 3.599769e-02 6.485861e-05
7.776000e-01 7.017000e-01 1.137307e-05 9.500582e-05 1.350286e-03 1.000000e-02 9.500577e-05 3.180155e+01 6.369830e+01 1.026545e-01 8.203318e-02 4.152766e-03 1.263915e-05
2.000000e+00 8.377000e-02 8.866445e-09 1.000051e-03 1.421267e-02 1.000000e-02 1.000000e-03 3.180114e+01 2.273906e+06 8.867341e-03 2.735913e-05 3.816194e-02 3.202126e-08
1.323000e-01 2.031000e-02 1.378247e-03 6.599477e-04 9.379414e-03 1.000000e-02 6.599332e-04 6.832826e+00 1.183458e+05 6.002692e+02 1.383680e-04 4.087788e-02 3.877916e-07
3.024000e-01 4.642000e-02 6.789215e-04 9.284722e-04 1.319549e-02 1.000000e-02 9.284318e-04 6.618511e+00 2.599524e+04 5.852715e+02 1.344259e-03 4.086518e-02 2.621196e-06
1.675000e-01 1.125000e-02 1.460777e-05 1.000051e-03 1.421267e-02 1.000000e-02 1.000000e-03 3.041167e+01 2.613346e+06 1.460925e+01 3.458217e-06 4.035652e-02 8.352520e-09
2.122000e-01 4.924000e-01 3.741007e-03 2.078208e-04 2.953682e-03 1.000000e-02 2.078203e-04 2.383900e+01 2.259753e-07 1.615721e+02 3.980197e-02 9.606073e-03 2.760432e-05
8.249000e-02 7.017000e-01 6.841670e-03 2.089923e-04 2.970333e-03 1.000000e-02 2.089919e-04 2.486561e+01 1.061585e-08 2.988291e+02 2.181663e-02 2.240071e-02 7.129708e-05
1.885000e-01 2.424000e-01 1.714632e-02 1.144031e-04 1.625972e-03 1.000000e-02 1.144030e-04 2.015209e+01 1.299272e-05 2.244122e+02 3.848373e-02 8.736835e-03 2.058042e-05
1.323000e-01 6.236000e-01 6.953443e-03 2.030000e-04 2.885166e-03 1.000000e-02 2.029996e-04 2.213005e+01 4.145742e-08 2.865444e+02 2.966098e-02 2.046276e-02 6.454894e-05
9.848000e-01 4.924000e-01 3.068175e-05 1.000051e-03 1.421267e-02 1.000000e-02 1.000000e-03 2.953295e+01 1.611573e+01 3.068485e+01 9.301271e-02 6.782609e-03 2.320755e-05
1.675000e-01 1.701000e-01 4.875924e-02 7.065211e-05 1.004155e-03 1.000000e-02 7.065209e-05 2.033292e+01 9.933739e-03 2.433925e+02 3.697307e-02 1.358939e-02 3.321354e-05
6.141000e-01 3.888000e-01 3.008640e-04 1.000051e-03 1.421267e-02 1.000000e-02 1.000000e-03 1.617604e+01 7.038070e+00 3.008944e+02 7.473473e-02 9.081234e-03 2.811241e-05
2.000000e+00 9.427000e-02 1.709642e-08 1.000051e-03 1.421267e-02 1.000000e-02 1.000000e-03 3.180031e+01 1.258606e+06 1.709815e-02 5.601994e-05 3.731026e-02 6.191310e-08
1.403000e+00 1.266000e-02 1.914713e-12 1.000051e-03 1.421267e-02 1.000000e-02 1.000000e-03 3.180203e+01 7.118046e+09 1.914906e-06 1.344582e-09 4.115031e-02 1.732636e-12
1.045000e-01 1.343000e-01 2.957915e-01 3.866708e-05 5.495624e-04 1.000000e-02 3.866707e-05 1.233041e+01 2.061487e-04 4.422506e+02 2.841676e-02 2.185148e-02 4.780425e-05
7.330000e-02 1.000000e-02 1.362331e-03 6.627079e-04 9.418640e-03 1.000000e-02 6.626932e-04 5.872279e+00 3.924101e+05 5.983110e+02 2.145468e-05 4.015850e-02 7.515195e-08
6.910000e-01 3.455000e-01 2.698052e-04 1.000051e-03 1.421267e-02 1.000000e-02 1.000000e-03 1.443125e+01 2.296020e+01 2.698325e+02 7.609185e-02 1.054424e-02 3.167940e-05
7.330000e-02 3.070000e-01 4.023342e-01 3.477441e-05 4.942372e-04 1.000000e-02 3.477441e-05 1.091269e+01 3.647526e-06 4.865265e+02 2.093635e-02 2.967874e-02 6.586445e-05
2.251000e-02 7.444000e-02 1.895388e+01 5.595820e-06 7.953155e-05 1.000000e-02 5.595820e-06 6.605833e+00 9.453385e-04 5.935069e+02 1.263430e-02 3.871635e-02 7.288833e-05
2.122000e-01 4.642000e-02 2.776837e-03 4.778097e-04 6.790874e-03 1.000000e-02 4.778042e-04 6.632357e+00 2.345056e+04 6.339580e+02 1.534006e-03 4.023233e-02 3.332715e-06
1.403000e+00 2.728000e-01 1.807818e-05 1.000051e-03 1.421267e-02 1.000000e-02 1.000000e-03 2.982470e+01 1.468136e+03 1.808001e+01 4.261292e-02 1.473415e-02 2.224375e-05
9.848000e-01 5.223000e-02 1.543194e-07 1.000051e-03 1.421267e-02 1.000000e-02 1.000000e-03 3.178746e+01 1.416010e+06 1.543349e-01 2.802465e-05 4.038942e-02 3.744457e-08
1.579000e+00 1.805000e-02 6.326839e-12 1.000051e-03 1.421267e-02 1.000000e-02 1.000000e-03 3.180203e+01 1.919326e+09 6.327478e-06 7.013099e-09 4.149680e-02 8.990995e-12
2.122000e-01 9.427000e-02 2.015933e-02 1.756409e-04 2.496322e-03 1.000000e-02 1.756406e-04 6.136456e+00 4.547569e+03 6.219098e+02 1.252885e-02 3.693146e-02 2.497506e-05
1.323000e-01 1.061000e-01 1.628913e-01 5.988425e-05 8.511149e-04 1.000000e-02 5.988423e-05 7.390503e+00 2.184445e+03 5.841482e+02 2.065010e-02 3.404964e-02 4.808055e-05
1.108000e+00 8.377000e-02 9.457797e-07 1.000051e-03 1.421267e-02 1.000000e-02 1.000000e-03 3.171145e+01 2.132658e+05 9.458752e-01 2.944164e-04 3.860892e-02 3.587164e-07
9.848000e-01 3.665000e-02 1.873113e-08 1.000051e-03 1.421267e-02 1.000000e-02 1.000000e-03 3.180026e+01 8.337333e+06 1.873303e-02 3.310599e-06 4.077859e-02 4.553347e-09
9.848000e-01 1.266000e-02 3.015878e-11 1.000051e-03 1.421267e-02 1.000000e-02 1.000000e-03 3.180203e+01 1.726625e+09 3.016183e-05 5.543525e-09 4.114927e-02 7.256701e-12
4.062000e-02 4.924000e-01 1.304004e-01 6.188732e-05 8.795839e-04 1.000000e-02 6.188730e-05 1.459869e+01 8.492106e-08 4.994388e+02 1.734871e-02 2.970586e-02 7.435359e-05
1.675000e-01 1.604000e-02 1.201426e-04 1.000051e-03 1.421267e-02 1.000000e-02 1.000000e-03 2.155682e+01 4.366126e+05 1.201547e+02 2.898648e-05 4.149116e-02 6.879451e-08
8.751000e-01 6.615000e-02 1.566332e-06 1.000051e-03 1.421267e-02 1.000000e-02 1.000000e-03 3.165126e+01 2.702466e+05 1.566490e+00 1.854259e-04 3.989457e-02 2.479797e-07
2.388000e-01 1.000000e-02 4.869142e-07 1.000051e-03 1.421267e-02 1.000000e-02 1.000000e-03 3.175500e+01 1.961821e+07 4.869634e-01 4.070047e-07 4.026429e-02 8.502131e-10
5.144000e-02 7.444000e-02 2.937485e+00 1.367686e-05 1.943847e-04 1.000000e-02 1.367686e-05 7.639147e+00 1.511951e-03 5.494755e+02 1.905329e-02 3.533644e-02 6.947839e-05
5.789000e-02 2.894000e-02 8.271445e-02 8.386151e-05 1.191896e-03 1.000000e-02 8.386148e-05 7.254831e+00 3.912461e+04 5.817102e+02 6.258490e-04 4.096907e-02 2.535039e-06
4.309000e-01 8.886000e-01 1.287536e-05 1.000000e-09 1.421267e-08 1.000000e-02 1.000000e-09 3.180203e+01 7.239231e+03 1.287536e-11 1.982336e-02 7.464631e-03 1.089079e-05
4.309000e-01 8.377000e-02 9.445198e-04 7.967580e-04 1.132370e-02 1.000000e-02 7.967324e-04 6.368519e+00 7.535018e+03 5.996031e+02 7.452593e-03 3.822752e-02 1.221763e-05
3.024000e-01 5.878000e-02 1.359135e-03 6.602327e-04 9.383464e-03 1.000000e-02 6.602182e-04 5.910550e+00 1.564857e+04 5.924569e+02 2.754795e-03 3.956232e-02 5.211183e-06
1.247000e+00 7.444000e-02 1.878542e-07 1.000051e-03 1.421267e-02 1.000000e-02 1.000000e-03 3.178435e+01 6.186066e+05 1.878732e-01 8.932314e-05 3.899762e-02 1.108531e-07
4.571000e-02 8.377000e-02 3.990546e+00 1.207640e-05 1.716379e-04 1.000000e-02 1.207640e-05 6.544695e+00 7.288365e-04 5.819791e+02 1.783247e-02 3.715114e-02 7.276147e-05
5.144000e-02 4.375000e-01 2.034057e-01 4.995839e-05 7.100421e-04 1.000000e-02 4.995839e-05 1.262289e+01 2.980800e-07 5.076683e+02 1.819258e-02 3.118637e-02 7.396085e-05
6.910000e-01 2.424000e-01 4.086683e-04 1.000051e-03 1.421267e-02 1.000000e-02 1.000000e-03 9.506745e+00 1.475503e+02 4.087096e+02 5.343978e-02 1.733218e-02 3.497996e-05
3.829000e-01 8.377000e-02 1.466504e-03 6.262657e-04 8.900731e-03 1.000000e-02 6.262533e-04 6.666860e+00 7.555208e+03 5.751758e+02 7.379983e-03 3.801380e-02 1.257999e-05
7.776000e-01 1.000000e+00 1.438292e-07 1.778279e-09 2.527410e-08 1.000000e-02 1.778279e-09 3.180203e+01 1.303020e+04 4.548280e-13 1.460489e-02 1.464006e-03 1.213792e-06
9.848000e-01 3.257000e-02 9.519169e-09 1.000051e-03 1.421267e-02 1.000000e-02 1.000000e-03 3.180110e+01 1.506061e+07 9.520130e-03 1.626905e-06 4.087033e-02 2.296938e-09
3.403000e-01 1.000000e+00 2.248272e-05 1.000000e-09 1.421267e-08 1.000000e-02 1.000000e-09 3.180203e+01 2.829940e+03 2.248272e-11 2.359428e-02 1.170069e-02 2.421612e-05
9.283000e-02 6.615000e-02 1.855779e-01 5.693444e-05 8.091903e-04 1.000000e-02 5.693443e-05 6.392028e+00 7.209173e+03 6.015566e+02 6.501574e-03 3.891918e-02 1.961710e-05
1.176000e-01 8.377000e-02 1.461941e-01 6.376253e-05 9.062356e-04 1.000000e-02 6.376251e-05 6.691540e+00 4.545623e+03 5.943756e+02 1.110586e-02 3.721008e-02 2.994456e-05
2.122000e-01 5.878000e-02 5.315961e-03 3.336893e-04 4.742589e-03 1.000000e-02 3.336874e-04 7.101893e+00 1.449628e+04 5.919245e+02 3.028388e-03 3.975396e-02 6.488084e-06
6.514000e-02 9.427000e-02 1.535656e+00 1.865052e-05 2.650737e-04 1.000000e-02 1.865052e-05 8.481286e+00 6.419021e-04 5.341655e+02 2.175014e-02 3.257679e-02 6.650503e-05
1.885000e-01 5.541000e-01 4.194700e-03 2.081498e-04 2.958358e-03 1.000000e-02 2.081493e-04 2.365111e+01 1.177994e-07 1.817409e+02 3.777282e-02 1.313405e-02 3.956013e-05
2.388000e-01 1.914000e-01 1.746166e-02 1.778682e-04 2.527978e-03 1.000000e-02 1.778679e-04 8.995518e+00 1.376531e+02 5.524364e+02 3.252734e-02 2.115636e-02 3.675182e-05
