# mzprime m5 m4 delta sum_w_post_smearing v_mu5 v_54 epsilon u_mu5/u_mu4 chi2 decay_length N_events eff_selection eff_final
2.000000e-02 2.000000e+00 1.500000e-02 1.323333e+02 3.985009e-07 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.182268e+01 9.920669e-17 3.985017e-01 4.176539e-02 4.176539e-02
2.000000e-02 2.687000e-01 1.500000e-02 1.691333e+01 1.304214e+01 1.266855e-05 1.000000e+00 1.000000e-02 6.334276e-06 1.043984e+01 4.129128e-14 5.232903e+02 9.793197e-02 9.793197e-02
2.000000e-02 1.176000e-01 1.500000e-02 6.840000e+00 7.268772e+01 5.619561e-06 1.000000e+00 1.000000e-02 2.809780e-06 7.114674e+00 5.138481e-13 5.738598e+02 1.107510e-01 1.107510e-01
2.000000e-02 4.062000e-02 1.500000e-02 1.708000e+00 1.093534e+02 4.786441e-06 1.000000e+00 1.000000e-02 2.393221e-06 6.425781e+00 2.600882e-11 6.263220e+02 1.167103e-01 1.167103e-01
2.000000e-02 1.489000e-01 1.500000e-02 8.926667e+00 5.531556e+01 6.286706e-06 1.000000e+00 1.000000e-02 3.143353e-06 8.185172e+00 2.480787e-13 5.465548e+02 1.084921e-01 1.084921e-01
2.000000e-02 1.247000e+00 1.500000e-02 8.213333e+01 2.265727e-04 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 4.851307e+01 4.093818e-16 2.265731e+02 4.463327e-02 4.463327e-02
2.000000e-02 1.403000e+00 1.500000e-02 9.253333e+01 6.285948e-05 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.621229e+01 2.874330e-16 6.285961e+01 4.382971e-02 4.382971e-02
2.000000e-02 1.777000e+00 1.500000e-02 1.174667e+02 2.945393e-06 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.196877e+01 1.414373e-16 2.945399e+00 4.222222e-02 4.222222e-02
2.000000e-02 7.330000e-02 1.500000e-02 3.886666e+00 9.739497e+01 4.971203e-06 1.000000e+00 1.000000e-02 2.485601e-06 6.228339e+00 2.334749e-12 6.017270e+02 1.131905e-01 1.131905e-01
2.000000e-02 5.457000e-01 1.500000e-02 3.538000e+01 3.312656e-01 7.567523e-05 1.000000e+00 1.000000e-02 3.783762e-05 1.819569e+01 4.894172e-15 4.742681e+02 7.494117e-02 7.494117e-02
2.000000e-02 3.829000e-01 1.500000e-02 2.452667e+01 2.845261e+00 2.692449e-05 1.000000e+00 1.000000e-02 1.346224e-05 1.249725e+01 1.420058e-14 5.156523e+02 8.861737e-02 8.861737e-02
2.000000e-02 1.323000e-01 1.500000e-02 7.820000e+00 6.453791e+01 5.884653e-06 1.000000e+00 1.000000e-02 2.942327e-06 7.729698e+00 3.568063e-13 5.587231e+02 1.099405e-01 1.099405e-01
