8.000000e-01 1.914000e-01  4.785000e-02  3.000000e+00 2.000000e-06 8.000000e-04 1.896513e+01 3.180203e+01 2.288789e+01 6.923334e+01 1.487419e-05 5.074968e-04 5.081546e-05 1.747830e-04 2.852712e-03
8.000000e-01 1.914000e-01  4.785000e-02  3.000000e+00 2.053292e-06 8.000000e-04 1.896513e+01 3.180203e+01 2.288788e+01 6.923333e+01 1.563513e-05 5.337753e-04 5.355961e-05 1.842217e-04 3.006765e-03
8.000000e-01 1.914000e-01  4.785000e-02  3.000000e+00 2.108005e-06 8.000000e-04 1.896513e+01 3.180203e+01 2.288787e+01 6.923333e+01 1.623899e-05 5.666893e-04 5.645195e-05 1.941700e-04 3.169137e-03
8.000000e-01 1.914000e-01  4.785000e-02  3.000000e+00 2.164175e-06 8.000000e-04 1.896513e+01 3.180203e+01 2.288787e+01 6.923333e+01 1.735738e-05 5.965312e-04 5.950049e-05 2.046557e-04 3.340278e-03
8.000000e-01 1.914000e-01  4.785000e-02  3.000000e+00 2.221842e-06 8.000000e-04 1.896513e+01 3.180203e+01 2.288786e+01 6.923332e+01 1.820945e-05 6.283809e-04 6.271365e-05 2.157076e-04 3.520661e-03
8.000000e-01 1.914000e-01  4.785000e-02  3.000000e+00 2.281045e-06 8.000000e-04 1.896513e+01 3.180203e+01 2.288785e+01 6.923331e+01 1.921208e-05 6.655692e-04 6.610034e-05 2.273563e-04 3.710785e-03
8.000000e-01 1.914000e-01  4.785000e-02  3.000000e+00 2.341826e-06 8.000000e-04 1.896513e+01 3.180203e+01 2.288784e+01 6.923331e+01 2.027626e-05 6.968561e-04 6.966991e-05 2.396340e-04 3.911175e-03
8.000000e-01 1.914000e-01  4.785000e-02  3.000000e+00 2.404227e-06 8.000000e-04 1.896513e+01 3.180203e+01 2.288783e+01 6.923330e+01 2.129081e-05 7.400034e-04 7.343224e-05 2.525748e-04 4.122388e-03
8.000000e-01 1.914000e-01  4.785000e-02  3.000000e+00 2.468290e-06 8.000000e-04 1.896513e+01 3.180203e+01 2.288782e+01 6.923330e+01 2.246636e-05 7.774676e-04 7.739775e-05 2.662144e-04 4.345006e-03
8.000000e-01 1.914000e-01  4.785000e-02  3.000000e+00 2.534061e-06 8.000000e-04 1.896513e+01 3.180203e+01 2.288781e+01 6.923329e+01 2.371974e-05 8.229719e-04 8.157741e-05 2.805906e-04 4.579647e-03
8.000000e-01 1.914000e-01  4.785000e-02  3.000000e+00 2.601584e-06 8.000000e-04 1.896513e+01 3.180203e+01 2.288780e+01 6.923329e+01 2.492904e-05 8.656236e-04 8.598278e-05 2.957432e-04 4.826958e-03
