# mzprime m4 sum_w_post_smearing v_mu4 v_4i epsilon u_mu4 chi2 decay_length N_events scatt_det
5.144000e-02 8.377000e-02 2.940091e-02 1.603712e-04 2.267991e-04 1.000000e-03 1.603712e-04 1.067896e+01 5.100659e-04 7.561598e+02 1.000000e+00
4.309000e-01 3.070000e-01 1.082038e-05 5.541266e-03 7.836413e-03 1.000000e-03 5.541181e-03 1.322603e+01 1.383557e+03 3.322466e+02 1.616427e-01
3.403000e-01 5.878000e-02 1.556966e-07 1.000050e-02 1.414214e-02 1.000000e-03 1.000000e-02 2.999695e+01 9.268165e+05 1.557122e+01 6.047364e-02
2.533000e-02 4.375000e-01 3.163798e-03 2.894238e-04 4.093071e-04 1.000000e-03 2.894238e-04 1.662384e+01 1.814570e-07 2.650192e+02 1.000000e+00
3.403000e-01 8.377000e-02 1.288112e-06 1.000045e-02 1.414207e-02 1.000000e-03 9.999954e-03 1.942238e+01 1.547652e+05 1.288229e+02 5.739112e-02
1.403000e+00 6.236000e-01 1.840200e-08 1.000050e-02 1.414214e-02 1.000000e-03 1.000000e-02 3.170099e+01 1.798382e+03 1.840384e+00 2.582043e-01
1.885000e-01 1.343000e-01 5.832451e-05 1.701256e-03 2.405935e-03 1.000000e-03 1.701253e-03 1.671933e+01 3.354329e+04 1.688069e+02 3.921442e-02
1.777000e+00 1.125000e-02 1.450351e-17 1.000050e-02 1.414214e-02 1.000000e-03 1.000000e-02 3.180203e+01 2.830639e+12 1.450497e-09 1.236580e-01
5.457000e-01 4.125000e-02 4.780278e-10 1.000050e-02 1.414214e-02 1.000000e-03 1.000000e-02 3.179675e+01 3.663529e+07 4.780756e-02 7.551043e-02
1.885000e-01 1.701000e-01 1.978937e-04 1.701286e-03 2.405978e-03 1.000000e-03 1.701283e-03 1.085510e+01 6.910639e+03 5.727779e+02 4.482047e-02
9.283000e-02 3.070000e-01 2.173811e-03 5.223346e-04 7.386925e-04 1.000000e-03 5.223345e-04 1.220739e+01 2.217709e-06 5.930884e+02 1.000000e+00
4.571000e-02 2.894000e-02 2.415469e-04 1.701257e-03 2.405937e-03 1.000000e-03 1.701254e-03 8.384816e+00 2.762375e+05 6.991030e+02 1.643542e-02
1.108000e+00 8.886000e-01 4.084341e-14 2.571911e-06 3.637232e-06 1.000000e-03 2.571911e-06 3.180203e+01 1.196313e+09 2.701681e-13 5.758203e-02
3.829000e-01 2.572000e-02 4.482129e-10 1.000045e-02 1.414206e-02 1.000000e-03 9.999947e-03 3.179713e+01 9.447989e+07 4.482530e-02 6.425653e-02
2.122000e-01 4.125000e-02 7.259394e-07 1.000050e-02 1.414214e-02 1.000000e-03 1.000000e-02 2.443879e+01 8.202254e+05 7.260120e+01 4.584979e-02
1.777000e+00 1.701000e-01 1.102505e-10 1.000050e-02 1.414214e-02 1.000000e-03 1.000000e-02 3.180080e+01 3.472925e+06 1.102615e-02 1.002722e-01
5.144000e-02 7.897000e-01 3.762321e-05 1.701238e-03 2.405911e-03 1.000000e-03 1.701236e-03 3.021270e+01 3.683067e-09 1.088895e+02 1.000000e+00
1.403000e+00 4.924000e-01 2.492598e-08 1.000050e-02 1.414214e-02 1.000000e-03 1.000000e-02 3.157354e+01 6.155961e+03 2.492847e+00 1.376015e-01
2.251000e-02 4.375000e-01 3.304438e-03 2.894266e-04 4.093110e-04 1.000000e-03 2.894266e-04 1.655002e+01 1.432990e-07 2.768054e+02 1.000000e+00
2.122000e-01 1.805000e-02 5.201596e-09 1.000050e-02 1.414214e-02 1.000000e-03 1.000000e-02 3.174134e+01 5.249718e+07 5.202116e-01 4.462035e-02
9.848000e-01 1.914000e-01 2.151068e-08 1.000050e-02 1.414214e-02 1.000000e-03 1.000000e-02 3.152853e+01 1.774665e+05 2.151283e+00 8.498232e-02
1.777000e+00 4.642000e-02 7.682962e-14 1.000050e-02 1.414214e-02 1.000000e-03 1.000000e-02 3.180203e+01 2.310323e+09 7.683730e-06 1.162959e-01
5.789000e-02 2.154000e-01 1.289703e-02 1.603715e-04 2.267996e-04 1.000000e-03 1.603715e-04 1.040157e+01 2.625521e-05 3.316993e+02 1.000000e+00
4.849000e-01 5.541000e-01 2.628414e-16 1.000000e-12 1.414214e-12 1.000000e-03 1.000000e-12 3.180203e+01 1.974847e+13 2.628414e-28 2.952955e-02
1.489000e-01 5.223000e-02 1.439023e-05 5.541105e-03 7.836186e-03 1.000000e-03 5.541020e-03 6.528587e+00 1.883214e+05 4.418355e+02 3.517091e-02
6.514000e-02 2.894000e-02 5.647356e-05 3.070305e-03 4.342047e-03 1.000000e-03 3.070291e-03 6.072904e+00 4.096857e+05 5.323634e+02 2.039003e-02
6.514000e-02 8.886000e-01 1.227004e-05 9.426865e-04 1.333159e-03 1.000000e-03 9.426861e-04 3.174689e+01 1.350119e-08 1.090387e+01 1.000000e+00
1.885000e-01 3.070000e-01 1.223109e-04 1.701257e-03 2.405938e-03 1.000000e-03 1.701255e-03 2.120677e+01 1.236400e-06 3.540015e+02 1.000000e+00
5.144000e-02 8.886000e-01 1.363778e-05 9.425422e-04 1.332955e-03 1.000000e-03 9.425418e-04 3.173840e+01 8.421214e-09 1.211561e+01 1.000000e+00
6.910000e-01 1.604000e-02 2.509152e-13 1.000050e-02 1.414214e-02 1.000000e-03 1.000000e-02 3.180203e+01 1.074860e+10 2.509403e-05 8.631174e-02
3.207000e-02 2.154000e-01 3.683046e-02 8.886213e-05 1.256700e-04 1.000000e-03 8.886212e-05 1.238309e+01 2.589053e-05 2.908309e+02 1.000000e+00
1.176000e-01 1.425000e-02 9.558523e-08 1.000046e-02 1.414207e-02 1.000000e-03 9.999956e-03 3.069376e+01 1.615933e+07 9.559394e+00 3.310656e-02
2.687000e-01 1.805000e-02 8.285838e-10 1.000038e-02 1.414196e-02 1.000000e-03 9.999878e-03 3.179268e+01 1.351928e+08 8.286464e-02 5.229999e-02
1.323000e-01 3.070000e-01 6.063935e-04 9.426689e-04 1.333135e-03 1.000000e-03 9.426685e-04 1.484842e+01 1.485099e-06 5.388562e+02 1.000000e+00
5.144000e-02 1.061000e-01 2.826739e-02 1.603702e-04 2.267977e-04 1.000000e-03 1.603702e-04 9.125825e+00 1.986499e-04 7.269976e+02 1.000000e+00
1.579000e+00 2.572000e-02 5.746706e-15 1.000050e-02 1.414214e-02 1.000000e-03 1.000000e-02 3.180203e+01 2.764526e+10 5.747280e-07 1.144701e-01
6.910000e-01 2.031000e-02 1.029305e-12 1.000047e-02 1.414209e-02 1.000000e-03 9.999970e-03 3.180202e+01 3.285378e+09 1.029402e-04 8.665925e-02
1.579000e+00 5.541000e-01 1.165891e-08 1.000050e-02 1.414214e-02 1.000000e-03 1.000000e-02 3.171767e+01 5.485660e+03 1.166008e+00 1.476210e-01
1.108000e+00 1.061000e-01 4.116920e-10 1.000045e-02 1.414206e-02 1.000000e-03 9.999949e-03 3.179742e+01 5.534328e+06 4.117289e-02 1.002341e-01
4.849000e-01 8.377000e-02 7.574600e-08 1.000050e-02 1.414214e-02 1.000000e-03 1.000000e-02 3.094654e+01 6.504586e+05 7.575357e+00 7.383989e-02
5.144000e-02 2.285000e-02 6.912827e-05 3.070309e-03 4.342052e-03 1.000000e-03 3.070295e-03 6.862268e+00 5.202992e+05 6.516582e+02 1.815791e-02
5.144000e-02 2.894000e-02 9.556189e-05 1.701255e-03 2.405935e-03 1.000000e-03 1.701253e-03 1.043419e+01 4.748480e+05 2.765819e+02 1.815241e-02
5.789000e-02 1.194000e-01 2.026861e-02 1.603718e-04 2.267999e-04 1.000000e-03 1.603718e-04 7.123700e+00 1.765305e-04 5.212905e+02 1.000000e+00
1.247000e+00 1.604000e-02 2.230268e-15 1.000033e-02 1.414189e-02 1.000000e-03 9.999829e-03 3.180203e+01 1.145181e+11 2.230414e-07 1.085590e-01
9.848000e-01 7.897000e-01 1.538087e-26 1.000000e-12 1.414214e-12 1.000000e-03 1.000000e-12 3.180203e+01 8.909422e+21 1.538087e-38 5.846133e-02
3.609000e-02 3.665000e-02 6.651661e-02 8.886275e-05 1.256709e-04 1.000000e-03 8.886275e-05 9.291703e+00 2.458800e+00 5.252543e+02 9.999930e-01
