# mzprime m5 m4 delta sum_w_post_smearing v_mu5 v_54 epsilon u_mu5/u_mu4 chi2 decay_length N_events eff_selection eff_final
2.000000e-02 1.619000e+00 2.500000e-01 5.476000e+00 7.486567e-08 2.000002e-03 1.000000e+00 8.000000e-04 1.000001e-03 3.180625e+01 2.010263e-16 7.486582e-02 4.273760e-02 4.273760e-02
2.000000e-02 3.150000e-01 2.500000e-01 2.600000e-01 5.910877e-02 1.989734e-04 1.000000e+00 8.000000e-04 9.948670e-05 8.687406e+00 5.025969e-13 5.850352e+02 1.196430e-01 1.196430e-01
2.000000e-02 4.559000e-01 2.500000e-01 8.236001e-01 7.823060e-03 5.167485e-04 1.000000e+00 8.000000e-04 2.583742e-04 1.192359e+01 2.448882e-14 5.222459e+02 9.658137e-02 9.658137e-02
2.000000e-02 1.800000e+00 2.500000e-01 6.200000e+00 1.611838e-08 2.000002e-03 1.000000e+00 8.000000e-04 1.000001e-03 3.180291e+01 1.442458e-16 1.611841e-02 4.206325e-02 4.206325e-02
2.000000e-02 2.834000e-01 2.500000e-01 1.336000e-01 7.241298e-02 1.331551e-04 1.000000e+00 8.000000e-04 6.657755e-05 1.867716e+01 3.385117e-12 3.209756e+02 1.120813e-01 1.120813e-01
2.000000e-02 5.341000e-01 2.500000e-01 1.136400e+00 2.765117e-03 8.788997e-04 1.000000e+00 8.000000e-04 4.394498e-04 1.347151e+01 1.093720e-14 5.339888e+02 8.471430e-02 8.471430e-02
2.000000e-02 7.730000e-01 2.500000e-01 2.092000e+00 1.535938e-04 2.000002e-03 1.000000e+00 8.000000e-04 1.000001e-03 2.882867e+01 2.393152e-15 1.535941e+02 6.032036e-02 6.032036e-02
2.000000e-02 1.382000e+00 2.500000e-01 4.528000e+00 5.034272e-07 2.000002e-03 1.000000e+00 8.000000e-04 1.000001e-03 3.182811e+01 3.321822e-16 5.034282e-01 4.382938e-02 4.382938e-02
2.000000e-02 5.936000e-01 2.500000e-01 1.374400e+00 1.303154e-03 1.252111e-03 1.000000e+00 8.000000e-04 6.260557e-04 1.636186e+01 6.815337e-15 5.107658e+02 7.730118e-02 7.730118e-02
2.000000e-02 1.897000e+00 2.500000e-01 6.588000e+00 6.936024e-09 2.000002e-03 1.000000e+00 8.000000e-04 1.000001e-03 3.180238e+01 1.225041e-16 6.936038e-03 4.208695e-02 4.208695e-02
2.000000e-02 1.457000e+00 2.500000e-01 4.828000e+00 2.751242e-07 2.000002e-03 1.000000e+00 8.000000e-04 1.000001e-03 3.181656e+01 2.806048e-16 2.751247e-01 4.340117e-02 4.340117e-02
2.000000e-02 6.955000e-01 2.500000e-01 1.782000e+00 3.764107e-04 2.000002e-03 1.000000e+00 8.000000e-04 1.000001e-03 2.360514e+01 3.572065e-15 3.764115e+02 6.669590e-02 6.669590e-02
2.000000e-02 1.536000e+00 2.500000e-01 5.144000e+00 1.467658e-07 2.000002e-03 1.000000e+00 8.000000e-04 1.000001e-03 3.180976e+01 2.373326e-16 1.467661e-01 4.331975e-02 4.331975e-02
2.000000e-02 1.007000e+00 2.500000e-01 3.028000e+00 1.370854e-05 2.000002e-03 1.000000e+00 8.000000e-04 1.000001e-03 3.203454e+01 9.404729e-16 1.370857e+01 4.945428e-02 4.945428e-02
2.000000e-02 1.243000e+00 2.500000e-01 3.972000e+00 1.622368e-06 2.000002e-03 1.000000e+00 8.000000e-04 1.000001e-03 3.187007e+01 4.676617e-16 1.622371e+00 4.511456e-02 4.511456e-02
2.000000e-02 1.311000e+00 2.500000e-01 4.244000e+00 9.117198e-07 2.000002e-03 1.000000e+00 8.000000e-04 1.000001e-03 3.184348e+01 3.935358e-16 9.117216e-01 4.451509e-02 4.451509e-02
2.000000e-02 3.691000e-01 2.500000e-01 4.764000e-01 2.626339e-02 2.993889e-04 1.000000e+00 8.000000e-04 1.496945e-04 8.388272e+00 9.956992e-14 5.885213e+02 1.128036e-01 1.128036e-01
2.000000e-02 1.707000e+00 2.500000e-01 5.828000e+00 3.574387e-08 2.000002e-03 1.000000e+00 8.000000e-04 1.000001e-03 3.180402e+01 1.702502e-16 3.574394e-02 4.228550e-02 4.228550e-02
2.000000e-02 2.000000e+00 2.500000e-01 7.000000e+00 2.675644e-09 2.000002e-03 1.000000e+00 8.000000e-04 1.000001e-03 3.180217e+01 1.039851e-16 2.675649e-03 4.177770e-02 4.177770e-02
2.000000e-02 8.149000e-01 2.500000e-01 2.259600e+00 9.691273e-05 2.000002e-03 1.000000e+00 8.000000e-04 1.000001e-03 3.045347e+01 1.972456e-15 9.691292e+01 5.789832e-02 5.789832e-02
2.000000e-02 9.057000e-01 2.500000e-01 2.622800e+00 3.722513e-05 2.000002e-03 1.000000e+00 8.000000e-04 1.000001e-03 3.187286e+01 1.354650e-15 3.722521e+01 5.297288e-02 5.297288e-02
2.000000e-02 1.061000e+00 2.500000e-01 3.244000e+00 8.223301e-06 2.000002e-03 1.000000e+00 8.000000e-04 1.000001e-03 3.202575e+01 7.884928e-16 8.223317e+00 4.776263e-02 4.776263e-02
2.000000e-02 8.591000e-01 2.500000e-01 2.436400e+00 6.050339e-05 2.000002e-03 1.000000e+00 8.000000e-04 1.000001e-03 3.146282e+01 1.631854e-15 6.050351e+01 5.525416e-02 5.525416e-02
2.000000e-02 3.891000e-01 2.500000e-01 5.563999e-01 1.969406e-02 3.343658e-04 1.000000e+00 8.000000e-04 1.671829e-04 1.022443e+01 6.655020e-14 5.504515e+02 1.091021e-01 1.091021e-01
2.000000e-02 9.548000e-01 2.500000e-01 2.819200e+00 2.255045e-05 2.000002e-03 1.000000e+00 8.000000e-04 1.000001e-03 3.202544e+01 1.128126e-15 2.255049e+01 5.092369e-02 5.092369e-02
2.000000e-02 2.988000e-01 2.500000e-01 1.952000e-01 7.189561e-02 1.578413e-04 1.000000e+00 8.000000e-04 7.892065e-05 1.285019e+01 1.115038e-12 4.477996e+02 1.178474e-01 1.178474e-01
2.000000e-02 7.333000e-01 2.500000e-01 1.933200e+00 2.413439e-04 2.000002e-03 1.000000e+00 8.000000e-04 1.000001e-03 2.664198e+01 2.915212e-15 2.413444e+02 6.352363e-02 6.352363e-02
2.000000e-02 4.102000e-01 2.500000e-01 6.408000e-01 1.469699e-02 3.802602e-04 1.000000e+00 8.000000e-04 1.901301e-04 1.079345e+01 4.629854e-14 5.312881e+02 1.050587e-01 1.050587e-01
2.000000e-02 6.258000e-01 2.500000e-01 1.503200e+00 8.692426e-04 1.506971e-03 1.000000e+00 8.000000e-04 7.534856e-04 1.834111e+01 5.455127e-15 4.935042e+02 7.365906e-02 7.365906e-02
2.000000e-02 6.598000e-01 2.500000e-01 1.639200e+00 5.800254e-04 1.760403e-03 1.000000e+00 8.000000e-04 8.802017e-04 2.047253e+01 4.397546e-15 4.493776e+02 7.016178e-02 7.016178e-02
2.000000e-02 4.324000e-01 2.500000e-01 7.296000e-01 1.069068e-02 4.410852e-04 1.000000e+00 8.000000e-04 2.205426e-04 1.145033e+01 3.326984e-14 5.199845e+02 1.006660e-01 1.006660e-01
2.000000e-02 1.119000e+00 2.500000e-01 3.476000e+00 4.754118e-06 2.000002e-03 1.000000e+00 8.000000e-04 1.000001e-03 3.196375e+01 6.603230e-16 4.754127e+00 4.671174e-02 4.671174e-02
2.000000e-02 5.631000e-01 2.500000e-01 1.252400e+00 1.924463e-03 1.042367e-03 1.000000e+00 8.000000e-04 5.211835e-04 1.487501e+01 8.586431e-15 5.227460e+02 8.104484e-02 8.104484e-02
2.000000e-02 3.321000e-01 2.500000e-01 3.284000e-01 4.622823e-02 2.376076e-04 1.000000e+00 8.000000e-04 1.188038e-04 6.645651e+00 2.666661e-13 6.524811e+02 1.189371e-01 1.189371e-01
2.000000e-02 1.179000e+00 2.500000e-01 3.716000e+00 2.815189e-06 2.000002e-03 1.000000e+00 8.000000e-04 1.000001e-03 3.190808e+01 5.558453e-16 2.815194e+00 4.602851e-02 4.602851e-02
2.000000e-02 4.806000e-01 2.500000e-01 9.224000e-01 5.565329e-03 6.128191e-04 1.000000e+00 8.000000e-04 3.064095e-04 1.232792e+01 1.842050e-14 5.225109e+02 9.268414e-02 9.268414e-02
2.000000e-02 3.501000e-01 2.500000e-01 4.004000e-01 3.485337e-02 2.672951e-04 1.000000e+00 8.000000e-04 1.336475e-04 7.271487e+00 1.572006e-13 6.225393e+02 1.163843e-01 1.163843e-01
2.000000e-02 5.066000e-01 2.500000e-01 1.026400e+00 3.948507e-03 7.357689e-04 1.000000e+00 8.000000e-04 3.678844e-04 1.269097e+01 1.409893e-14 5.343868e+02 8.861791e-02 8.861791e-02
2.251000e-02 1.800000e+00 2.500000e-01 6.200000e+00 1.613458e-08 2.000002e-03 1.000000e+00 8.000000e-04 1.000001e-03 3.180294e+01 1.827184e-16 1.613462e-02 4.223199e-02 4.223199e-02
2.251000e-02 9.548000e-01 2.500000e-01 2.819200e+00 2.246982e-05 2.000002e-03 1.000000e+00 8.000000e-04 1.000001e-03 3.207876e+01 1.429003e-15 2.246987e+01 5.076949e-02 5.076949e-02
2.251000e-02 1.382000e+00 2.500000e-01 4.528000e+00 5.028785e-07 2.000002e-03 1.000000e+00 8.000000e-04 1.000001e-03 3.182622e+01 4.208171e-16 5.028795e-01 4.403202e-02 4.403202e-02
2.251000e-02 1.061000e+00 2.500000e-01 3.244000e+00 8.176839e-06 2.000002e-03 1.000000e+00 8.000000e-04 1.000001e-03 3.202323e+01 9.988580e-16 8.176855e+00 4.806295e-02 4.806295e-02
