# mzprime m5 m4 delta sum_w_post_smearing v_mu5 v_54 epsilon u_mu5/u_mu4 chi2 decay_length N_events eff_geometry eff_selection eff_final
2.000000e-02 1.777000e+00 1.500000e-02 1.174667e+02 1.908816e-08 2.000002e-03 1.000000e+00 8.000000e-04 1.000001e-03 3.180307e+01 1.414452e-16 1.908820e-02 1.000000e+00 4.227398e-02 4.227398e-02
2.000000e-02 4.062000e-02 1.500000e-02 1.708000e+00 6.969716e-01 6.023207e-05 1.000000e+00 8.000000e-04 3.011603e-05 6.290499e+00 2.600882e-11 6.321362e+02 1.000000e+00 1.169511e-01 1.169511e-01
2.000000e-02 7.330000e-02 1.500000e-02 3.886666e+00 6.127311e-01 6.252531e-05 1.000000e+00 8.000000e-04 3.126265e-05 6.619047e+00 2.334718e-12 5.988549e+02 1.000000e+00 1.130150e-01 1.130150e-01
2.000000e-02 1.885000e-01 1.500000e-02 1.156667e+01 2.298881e-01 9.516732e-05 1.000000e+00 8.000000e-04 4.758366e-05 9.270175e+00 1.207981e-13 5.205137e+02 1.000000e+00 1.051796e-01 1.051796e-01
2.000000e-02 1.579000e+00 1.500000e-02 1.042667e+02 9.726468e-08 2.000002e-03 1.000000e+00 8.000000e-04 1.000001e-03 3.180739e+01 2.016186e-16 9.726488e-02 1.000000e+00 4.255632e-02 4.255632e-02
2.251000e-02 4.062000e-02 1.500000e-02 1.708000e+00 5.396106e-01 6.669772e-05 1.000000e+00 8.000000e-04 3.334886e-05 6.809734e+00 4.388217e-11 6.001260e+02 1.000000e+00 1.167544e-01 1.167544e-01
2.251000e-02 4.309000e-01 1.500000e-02 2.772667e+01 9.257391e-03 4.756918e-04 1.000000e+00 8.000000e-04 2.378459e-04 1.330374e+01 1.260986e-14 5.236968e+02 1.000000e+00 8.529298e-02 8.529298e-02
2.000000e-02 8.249000e-02 1.500000e-02 4.499333e+00 5.928000e-01 6.303552e-05 1.000000e+00 8.000000e-04 3.151776e-05 6.624755e+00 1.581787e-12 5.888693e+02 1.000000e+00 1.126260e-01 1.126260e-01
2.000000e-02 1.247000e+00 1.500000e-02 8.213333e+01 1.449437e-06 2.000002e-03 1.000000e+00 8.000000e-04 1.000001e-03 3.186461e+01 4.093877e-16 1.449440e+00 1.000000e+00 4.479142e-02 4.479142e-02
2.000000e-02 6.141000e-01 1.500000e-02 3.994000e+01 8.997694e-04 1.336872e-03 1.000000e+00 8.000000e-04 6.684361e-04 2.206944e+01 3.432436e-15 4.020231e+02 1.000000e+00 6.944954e-02 6.944954e-02
2.000000e-02 2.000000e+00 1.500000e-02 1.323333e+02 2.563948e-09 2.000002e-03 1.000000e+00 8.000000e-04 1.000001e-03 3.180216e+01 9.920339e-17 2.563953e-03 1.000000e+00 4.189747e-02 4.189747e-02
2.000000e-02 7.776000e-01 1.500000e-02 5.084000e+01 1.329603e-04 2.000002e-03 1.000000e+00 8.000000e-04 1.000001e-03 3.034690e+01 1.689536e-15 1.329605e+02 1.000000e+00 5.823260e-02 5.823260e-02
2.000000e-02 3.403000e-01 1.500000e-02 2.168667e+01 3.187892e-02 2.587560e-04 1.000000e+00 8.000000e-04 1.293780e-04 1.151629e+01 2.025369e-14 5.336105e+02 1.000000e+00 9.198650e-02 9.198650e-02
2.000000e-02 1.489000e-01 1.500000e-02 8.926667e+00 3.557489e-01 7.874174e-05 1.000000e+00 8.000000e-04 3.937087e-05 8.016285e+00 2.480776e-13 5.514341e+02 1.000000e+00 1.086182e-01 1.086182e-01
2.000000e-02 2.122000e-01 1.500000e-02 1.314667e+01 1.730389e-01 1.091879e-04 1.000000e+00 8.000000e-04 5.459396e-05 9.984173e+00 8.432053e-14 5.157425e+02 1.000000e+00 1.031933e-01 1.031933e-01
2.000000e-02 4.571000e-02 1.500000e-02 2.047333e+00 6.882165e-01 6.008262e-05 1.000000e+00 8.000000e-04 3.004131e-05 6.184892e+00 1.389875e-11 6.211019e+02 1.000000e+00 1.156594e-01 1.156594e-01
2.251000e-02 1.579000e+00 1.500000e-02 1.042667e+02 9.797485e-08 2.000002e-03 1.000000e+00 8.000000e-04 1.000001e-03 3.180739e+01 2.553751e-16 9.797505e-02 1.000000e+00 4.269126e-02 4.269126e-02
2.000000e-02 4.849000e-01 1.500000e-02 3.132667e+01 4.686199e-03 6.624798e-04 1.000000e+00 8.000000e-04 3.312399e-04 1.531651e+01 6.979659e-15 5.141692e+02 1.000000e+00 7.987410e-02 7.987410e-02
2.000000e-02 9.283000e-02 1.500000e-02 5.188667e+00 5.569021e-01 6.512224e-05 1.000000e+00 8.000000e-04 3.256112e-05 6.550834e+00 1.081400e-12 5.904425e+02 1.000000e+00 1.121487e-01 1.121487e-01
2.251000e-02 4.571000e-02 1.500000e-02 2.047333e+00 5.374089e-01 6.786670e-05 1.000000e+00 8.000000e-04 3.393335e-05 6.085712e+00 1.970970e-11 6.188115e+02 1.000000e+00 1.160627e-01 1.160627e-01
2.251000e-02 6.514000e-02 1.500000e-02 3.342667e+00 5.018869e-01 6.992213e-05 1.000000e+00 8.000000e-04 3.496106e-05 6.213213e+00 4.504996e-12 6.134443e+02 1.000000e+00 1.136513e-01 1.136513e-01
2.251000e-02 5.144000e-02 1.500000e-02 2.429333e+00 5.319866e-01 6.804308e-05 1.000000e+00 8.000000e-04 3.402154e-05 5.876198e+00 1.122753e-11 6.157560e+02 1.000000e+00 1.150907e-01 1.150907e-01
2.251000e-02 1.675000e-01 1.500000e-02 1.016667e+01 2.511764e-01 9.170242e-05 1.000000e+00 8.000000e-04 4.585121e-05 8.730843e+00 2.193395e-13 5.280567e+02 1.000000e+00 1.077497e-01 1.077497e-01
2.251000e-02 1.247000e+00 1.500000e-02 8.213333e+01 1.459761e-06 2.000002e-03 1.000000e+00 8.000000e-04 1.000001e-03 3.186725e+01 5.185799e-16 1.459764e+00 1.000000e+00 4.497337e-02 4.497337e-02
2.000000e-02 8.751000e-01 1.500000e-02 5.734000e+01 4.598461e-05 2.000002e-03 1.000000e+00 8.000000e-04 1.000001e-03 3.211935e+01 1.185090e-15 4.598470e+01 1.000000e+00 5.312495e-02 5.312495e-02
2.251000e-02 5.457000e-01 1.500000e-02 3.538000e+01 2.085589e-03 9.574864e-04 1.000000e+00 8.000000e-04 4.787432e-04 1.788000e+01 6.199375e-15 4.780068e+02 1.000000e+00 7.521412e-02 7.521412e-02
2.251000e-02 8.751000e-01 1.500000e-02 5.734000e+01 4.560371e-05 2.000002e-03 1.000000e+00 8.000000e-04 1.000001e-03 3.195978e+01 1.501252e-15 4.560380e+01 1.000000e+00 5.306205e-02 5.306205e-02
2.251000e-02 7.330000e-02 1.500000e-02 3.886666e+00 4.855511e-01 7.047844e-05 1.000000e+00 8.000000e-04 3.523922e-05 6.275259e+00 2.991041e-12 6.029586e+02 1.000000e+00 1.131236e-01 1.131236e-01
2.251000e-02 1.403000e+00 1.500000e-02 9.253333e+01 4.027349e-07 2.000002e-03 1.000000e+00 8.000000e-04 1.000001e-03 3.182301e+01 3.640848e-16 4.027357e-01 1.000000e+00 4.354905e-02 4.354905e-02
2.251000e-02 5.789000e-02 1.500000e-02 2.859333e+00 5.135918e-01 6.941309e-05 1.000000e+00 8.000000e-04 3.470654e-05 6.147290e+00 6.958757e-12 6.186441e+02 1.000000e+00 1.142514e-01 1.142514e-01
2.251000e-02 1.885000e-01 1.500000e-02 1.156667e+01 1.981130e-01 1.038209e-04 1.000000e+00 8.000000e-04 5.191045e-05 9.256872e+00 1.530518e-13 5.338542e+02 1.000000e+00 1.057708e-01 1.057708e-01
2.251000e-02 1.323000e-01 1.500000e-02 7.820000e+00 3.431026e-01 8.028891e-05 1.000000e+00 8.000000e-04 4.014445e-05 7.311799e+00 4.524091e-13 5.529364e+02 1.000000e+00 1.103636e-01 1.103636e-01
