# mzprime m5 m4 delta sum_w_post_smearing v_mu5 v_54 epsilon u_mu5/u_mu4 chi2 decay_length N_events eff_geometry eff_selection eff_final
2.000000e-02 2.000000e+00 2.500000e-01 7.000000e+00 2.637448e-09 2.000002e-03 1.000000e+00 8.000000e-04 1.000001e-03 3.180217e+01 1.039847e-16 2.637453e-03 1.000000e+00 4.179775e-02 4.179775e-02
2.000000e-02 5.631000e-01 2.500000e-01 1.252400e+00 1.917499e-03 1.052869e-03 1.000000e+00 8.000000e-04 5.264343e-04 1.476353e+01 8.586333e-15 5.314025e+02 1.000000e+00 8.086793e-02 8.086793e-02
2.000000e-02 1.119000e+00 2.500000e-01 3.476000e+00 4.842469e-06 2.000002e-03 1.000000e+00 8.000000e-04 1.000001e-03 3.196746e+01 6.603441e-16 4.842478e+00 1.000000e+00 4.688618e-02 4.688618e-02
2.000000e-02 8.149000e-01 2.500000e-01 2.259600e+00 9.616273e-05 2.000002e-03 1.000000e+00 8.000000e-04 1.000001e-03 3.053098e+01 1.972397e-15 9.616292e+01 1.000000e+00 5.785028e-02 5.785028e-02
2.000000e-02 6.598000e-01 2.500000e-01 1.639200e+00 5.740067e-04 1.765443e-03 1.000000e+00 8.000000e-04 8.827217e-04 2.092274e+01 4.397858e-15 4.472646e+02 1.000000e+00 6.978122e-02 6.978122e-02
2.000000e-02 4.559000e-01 2.500000e-01 8.236001e-01 7.777164e-03 5.121274e-04 1.000000e+00 8.000000e-04 2.560637e-04 1.200696e+01 2.449016e-14 5.099379e+02 1.000000e+00 9.633809e-02 9.633809e-02
2.000000e-02 1.536000e+00 2.500000e-01 5.144000e+00 1.458943e-07 2.000002e-03 1.000000e+00 8.000000e-04 1.000001e-03 3.181008e+01 2.373352e-16 1.458946e-01 1.000000e+00 4.317301e-02 4.317301e-02
2.000000e-02 7.730000e-01 2.500000e-01 2.092000e+00 1.533957e-04 2.000002e-03 1.000000e+00 8.000000e-04 1.000001e-03 2.887178e+01 2.393067e-15 1.533960e+02 1.000000e+00 6.050608e-02 6.050608e-02
2.000000e-02 1.179000e+00 2.500000e-01 3.716000e+00 2.790278e-06 2.000002e-03 1.000000e+00 8.000000e-04 1.000001e-03 3.190825e+01 5.558094e-16 2.790284e+00 1.000000e+00 4.593199e-02 4.593199e-02
2.000000e-02 1.619000e+00 2.500000e-01 5.476000e+00 7.366896e-08 2.000002e-03 1.000000e+00 8.000000e-04 1.000001e-03 3.180629e+01 2.010252e-16 7.366911e-02 1.000000e+00 4.251624e-02 4.251624e-02
2.000000e-02 6.258000e-01 2.500000e-01 1.503200e+00 8.669578e-04 1.500040e-03 1.000000e+00 8.000000e-04 7.500199e-04 1.823145e+01 5.454785e-15 4.876896e+02 1.000000e+00 7.352472e-02 7.352472e-02
2.000000e-02 1.457000e+00 2.500000e-01 4.828000e+00 2.770066e-07 2.000002e-03 1.000000e+00 8.000000e-04 1.000001e-03 3.181569e+01 2.806082e-16 2.770072e-01 1.000000e+00 4.371576e-02 4.371576e-02
2.000000e-02 6.955000e-01 2.500000e-01 1.782000e+00 3.778712e-04 2.000002e-03 1.000000e+00 8.000000e-04 1.000001e-03 2.316226e+01 3.572063e-15 3.778720e+02 1.000000e+00 6.669374e-02 6.669374e-02
2.000000e-02 1.800000e+00 2.500000e-01 6.200000e+00 1.651473e-08 2.000002e-03 1.000000e+00 8.000000e-04 1.000001e-03 3.180292e+01 1.442448e-16 1.651476e-02 1.000000e+00 4.237841e-02 4.237841e-02
2.000000e-02 1.897000e+00 2.500000e-01 6.588000e+00 6.922522e-09 2.000002e-03 1.000000e+00 8.000000e-04 1.000001e-03 3.180239e+01 1.225141e-16 6.922536e-03 1.000000e+00 4.208470e-02 4.208470e-02
2.000000e-02 9.548000e-01 2.500000e-01 2.819200e+00 2.262689e-05 2.000002e-03 1.000000e+00 8.000000e-04 1.000001e-03 3.199509e+01 1.128108e-15 2.262694e+01 1.000000e+00 5.084419e-02 5.084419e-02
2.000000e-02 3.321000e-01 2.500000e-01 3.284000e-01 4.598778e-02 2.385368e-04 1.000000e+00 8.000000e-04 1.192684e-04 6.386668e+00 2.666768e-13 6.541739e+02 1.000000e+00 1.186273e-01 1.186273e-01
2.000000e-02 1.707000e+00 2.500000e-01 5.828000e+00 3.588077e-08 2.000002e-03 1.000000e+00 8.000000e-04 1.000001e-03 3.180406e+01 1.702601e-16 3.588084e-02 1.000000e+00 4.253598e-02 4.253598e-02
2.000000e-02 5.066000e-01 2.500000e-01 1.026400e+00 3.959108e-03 7.347557e-04 1.000000e+00 8.000000e-04 3.673779e-04 1.245493e+01 1.409843e-14 5.343469e+02 1.000000e+00 8.835198e-02 8.835198e-02
2.000000e-02 9.057000e-01 2.500000e-01 2.622800e+00 3.698053e-05 2.000002e-03 1.000000e+00 8.000000e-04 1.000001e-03 3.182498e+01 1.354727e-15 3.698060e+01 1.000000e+00 5.298407e-02 5.298407e-02
2.000000e-02 4.806000e-01 2.500000e-01 9.224000e-01 5.612550e-03 6.133273e-04 1.000000e+00 8.000000e-04 3.066637e-04 1.220177e+01 1.842049e-14 5.278188e+02 1.000000e+00 9.225907e-02 9.225907e-02
2.000000e-02 1.243000e+00 2.500000e-01 3.972000e+00 1.625093e-06 2.000002e-03 1.000000e+00 8.000000e-04 1.000001e-03 3.187215e+01 4.676670e-16 1.625096e+00 1.000000e+00 4.513796e-02 4.513796e-02
2.000000e-02 1.061000e+00 2.500000e-01 3.244000e+00 8.213726e-06 2.000002e-03 1.000000e+00 8.000000e-04 1.000001e-03 3.203016e+01 7.885320e-16 8.213743e+00 1.000000e+00 4.795124e-02 4.795124e-02
2.000000e-02 5.936000e-01 2.500000e-01 1.374400e+00 1.307979e-03 1.260121e-03 1.000000e+00 8.000000e-04 6.300606e-04 1.622237e+01 6.814933e-15 5.192365e+02 1.000000e+00 7.719941e-02 7.719941e-02
2.000000e-02 3.501000e-01 2.500000e-01 4.004000e-01 3.484406e-02 2.681681e-04 1.000000e+00 8.000000e-04 1.340840e-04 7.191486e+00 1.572026e-13 6.264450e+02 1.000000e+00 1.163924e-01 1.163924e-01
2.000000e-02 8.591000e-01 2.500000e-01 2.436400e+00 6.026115e-05 2.000002e-03 1.000000e+00 8.000000e-04 1.000001e-03 3.140979e+01 1.631872e-15 6.026127e+01 1.000000e+00 5.527800e-02 5.527800e-02
2.000000e-02 1.311000e+00 2.500000e-01 4.244000e+00 9.159246e-07 2.000002e-03 1.000000e+00 8.000000e-04 1.000001e-03 3.184369e+01 3.935464e-16 9.159265e-01 1.000000e+00 4.453723e-02 4.453723e-02
2.000000e-02 3.150000e-01 2.500000e-01 2.600000e-01 5.920111e-02 2.005350e-04 1.000000e+00 8.000000e-04 1.002675e-04 8.383076e+00 5.025868e-13 5.951828e+02 1.000000e+00 1.195371e-01 1.195371e-01
2.000000e-02 3.691000e-01 2.500000e-01 4.764000e-01 2.646936e-02 2.977560e-04 1.000000e+00 8.000000e-04 1.488780e-04 8.901512e+00 9.956910e-14 5.866841e+02 1.000000e+00 1.130072e-01 1.130072e-01
2.000000e-02 2.988000e-01 2.500000e-01 1.952000e-01 7.116510e-02 1.583596e-04 1.000000e+00 8.000000e-04 7.917982e-05 1.273248e+01 1.115061e-12 4.461655e+02 1.000000e+00 1.177957e-01 1.177957e-01
2.000000e-02 2.834000e-01 2.500000e-01 1.336000e-01 7.375355e-02 1.300379e-04 1.000000e+00 8.000000e-04 6.501895e-05 1.890929e+01 3.385170e-12 3.117905e+02 1.000000e+00 1.121353e-01 1.121353e-01
