# mzprime m5 m4 delta sum_w_post_smearing v_mu5 v_54 epsilon u_mu5/u_mu4 chi2 decay_length N_events
1.250000e+00 2.275000e-01 2.166667e-01 5.000000e-02 7.821804e-07 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.168928e+01 6.897825e+04 7.821819e-01
1.250000e+00 1.734000e-01 1.651429e-01 5.000000e-02 1.741193e-07 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.177718e+01 2.712524e+05 1.741196e-01
1.250000e+00 1.746000e+00 1.662857e+00 5.000000e-02 4.100942e-07 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.174274e+01 2.537745e+00 4.100951e-01
1.250000e+00 2.606000e-01 2.481905e-01 5.000000e-02 1.754541e-06 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.154852e+01 3.480405e+04 1.754545e+00
1.250000e+00 5.105000e-02 4.861905e-02 5.000000e-02 8.537413e-11 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.180202e+01 1.722466e+08 8.537430e-05
1.250000e+00 4.488000e-01 4.274286e-01 5.000000e-02 1.379901e-05 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 2.989734e+01 2.278954e+03 1.379903e+01
1.250000e+00 3.918000e-01 3.731428e-01 5.000000e-02 1.103199e-05 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.026446e+01 4.500123e+03 1.103201e+01
1.250000e+00 7.727000e-01 7.359048e-01 5.000000e-02 9.031845e-06 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.052432e+01 1.501126e+02 9.031863e+00
1.250000e+00 2.965000e-02 2.823810e-02 5.000000e-02 1.019787e-12 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.180203e+01 7.520784e+09 1.019789e-06
1.250000e+00 7.674000e-02 7.308571e-02 5.000000e-02 1.183432e-09 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.180188e+01 1.809961e+07 1.183435e-03
1.250000e+00 1.007000e-01 9.590476e-02 5.000000e-02 6.373080e-09 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.180112e+01 4.354832e+06 6.373093e-03
1.250000e+00 3.420000e-01 3.257143e-01 5.000000e-02 6.502678e-06 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.090251e+01 8.893319e+03 6.502691e+00
