30 2.710370e-03 1.916143e-02 4.007018e-02 3.071093e-02 4.581335e-02 3.955655e-02 4.572385e-02 4.999507e-02 4.651383e-02 5.501461e-02 4.699189e-02 5.536081e-02 5.456010e-02 6.307310e-02 7.212110e-02 7.259307e-02 7.201780e-02 7.718752e-02 8.154403e-02 8.132925e-02 1.268906e-01 9.856836e-02 1.279022e-01
32 5.106224e-04 4.366528e-03 8.069154e-03 8.942794e-03 9.652764e-03 1.223401e-02 1.133227e-02 1.096563e-02 9.718214e-03 1.312960e-02 1.219631e-02 1.380591e-02 1.376949e-02 1.643266e-02 1.665648e-02 1.547880e-02 1.637355e-02 2.021794e-02 1.870842e-02 2.171030e-02 3.051682e-02 2.421874e-02 2.732393e-02
10 5.335009e+00 2.755546e+01 3.858088e+01 3.756476e+01 3.570896e+01 3.571261e+01 3.269308e+01 3.337472e+01 2.883719e+01 2.597002e+01 2.389144e+01 2.370551e+01 1.759121e+01 1.781911e+01 1.602571e+01 1.263507e+01 9.487498e+00 9.346795e+00 8.773477e+00 7.363995e+00 8.635394e+00 5.094867e+00 5.114194e+00
38 1.745698e-06 6.430661e-06 2.040917e-05 4.234404e-05 2.950759e-05 5.265024e-05 5.144451e-05 4.732407e-05 6.392069e-05 5.828976e-05 6.680133e-05 8.984018e-05 7.264126e-05 1.041704e-04 8.410944e-05 9.218178e-05 9.541744e-05 1.069759e-04 1.117203e-04 1.410833e-04 1.913611e-04 1.636997e-04 1.920830e-04
24 2.618445e-01 1.602112e+00 2.633230e+00 3.048421e+00 2.945354e+00 3.380762e+00 3.418830e+00 3.676717e+00 3.624188e+00 3.518028e+00 3.885205e+00 4.308597e+00 3.834371e+00 4.499948e+00 4.641407e+00 4.499469e+00 4.124823e+00 4.310896e+00 4.864253e+00 4.635131e+00 6.889630e+00 5.133893e+00 6.159883e+00
11 4.542953e+00 2.542383e+01 3.730533e+01 3.444717e+01 3.495500e+01 3.169258e+01 3.025041e+01 3.111995e+01 2.586461e+01 2.500335e+01 2.374788e+01 2.256094e+01 1.801262e+01 1.892125e+01 1.539545e+01 1.531566e+01 1.271918e+01 9.976160e+00 1.056896e+01 9.396485e+00 1.187823e+01 6.984573e+00 6.557107e+00
36 1.457166e-05 5.650102e-05 2.677801e-04 2.156481e-04 3.479349e-04 5.060762e-04 3.449496e-04 5.134940e-04 5.149837e-04 5.062254e-04 5.505044e-04 5.659676e-04 6.299448e-04 6.962404e-04 5.820628e-04 6.220505e-04 7.589527e-04 6.479181e-04 8.305185e-04 8.461588e-04 1.391371e-03 1.106935e-03 1.241759e-03
26 6.767099e-02 3.730957e-01 5.941484e-01 6.521291e-01 7.664763e-01 7.456590e-01 8.888405e-01 8.540080e-01 8.317804e-01 9.024509e-01 1.028122e+00 1.062161e+00 1.156866e+00 1.169969e+00 1.075105e+00 1.247196e+00 1.075172e+00 1.199264e+00 1.323794e+00 1.451891e+00 2.123867e+00 1.579843e+00 1.684905e+00
37 6.833863e-06 5.001968e-05 1.119147e-04 1.260857e-04 1.403767e-04 1.617190e-04 1.854424e-04 1.703660e-04 1.726132e-04 1.708351e-04 1.914358e-04 2.977994e-04 1.977591e-04 2.456457e-04 2.892479e-04 2.767253e-04 2.627991e-04 2.757292e-04 2.955925e-04 3.007923e-04 5.601962e-04 4.379888e-04 5.243621e-04
8 8.051255e+00 4.005701e+01 5.866529e+01 5.129730e+01 4.813086e+01 4.376919e+01 3.977827e+01 3.804021e+01 2.841257e+01 2.752950e+01 2.391188e+01 2.132387e+01 1.733606e+01 1.566632e+01 1.195924e+01 1.152640e+01 7.307067e+00 6.289855e+00 5.945070e+00 5.143167e+00 5.958242e+00 3.492428e+00 3.458536e+00
