17 1.528009e-03 1.316429e-04 2.460047e-05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
24 6.129077e-01 4.048756e-02 1.246406e-02 2.372508e-03 1.180310e-06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
11 8.834372e-06 3.285288e-07 1.051458e-07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
9 9.771556e-07 3.837484e-08 6.058080e-10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
31 2.783496e+00 4.708816e-01 1.155615e-01 1.863251e-02 3.631504e-03 9.772940e-05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
38 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
25 1.186980e+00 1.140851e-01 2.175660e-02 3.548720e-05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
12 2.498807e-05 1.859910e-06 1.377009e-08 2.966656e-08 1.840830e-13 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
16 8.819143e-04 5.039823e-05 2.140630e-05 7.387960e-07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
6 1.051095e-09 1.424691e-11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
14 1.349917e-04 1.437036e-05 9.013780e-07 7.022055e-08 1.036169e-13 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
27 4.071694e+00 3.710870e-01 8.691497e-02 2.428675e-02 3.552093e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
26 2.312385e+00 1.298546e-01 3.692953e-02 1.820024e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
36 3.099426e-13 2.327693e-13 1.283776e-13 1.025695e-11 1.199915e-14 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
34 1.584949e-03 7.139724e-04 3.365563e-04 1.662480e-05 2.161908e-07 4.671321e-10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
78 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
20 2.274553e-02 1.024791e-03 1.279791e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
62 2.730118e-01 1.886587e-02 7.217152e-03 1.645480e-03 1.262035e-05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
30 4.798303e+00 7.849602e-01 1.455947e-01 1.456616e-02 5.791278e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
79 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
28 5.562167e+00 5.268523e-01 1.469125e-01 6.736779e-03 3.613429e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
109 8.531454e+00 1.310851e+00 3.592958e-01 1.196603e-01 5.650723e-02 5.219564e-03 6.349793e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
46 6.434541e-08 1.738071e-09 3.976569e-10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
90 3.943657e-05 2.440149e-06 6.648394e-07 5.914670e-08 2.554736e-08 8.216659e-09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
19 1.036867e-02 8.282059e-04 2.733859e-04 2.619224e-09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
