# mzprime m5 m4 delta sum_w_post_smearing v_mu5 v_54 epsilon u_mu5/u_mu4 chi2 decay_length N_events
1.250000e+00 1.007000e-01 9.590476e-02 5.000000e-02 1.154124e-08 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.180179e+01 4.355458e+06 1.154126e-02
1.250000e+00 2.606000e-01 2.481905e-01 5.000000e-02 3.504878e-06 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.170718e+01 3.481835e+04 3.504885e+00
1.250000e+00 4.457000e-02 4.244762e-02 5.000000e-02 6.161608e-11 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.180203e+01 3.876929e+08 6.161620e-05
1.250000e+00 3.396000e-02 3.234286e-02 5.000000e-02 8.244091e-12 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.180203e+01 2.426350e+09 8.244108e-06
1.250000e+00 6.746000e-01 6.424762e-01 5.000000e-02 7.980762e-06 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.130973e+01 2.961424e+02 7.980778e+00
1.250000e+00 1.746000e+00 1.662857e+00 5.000000e-02 0.000000e+00 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.180203e+01 2.537163e+00 0.000000e+00
1.250000e+00 2.986000e-01 2.843809e-01 5.000000e-02 6.972707e-06 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.161106e+01 1.757554e+04 6.972721e+00
1.250000e+00 5.105000e-02 4.861905e-02 5.000000e-02 1.658080e-10 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.180203e+01 1.722095e+08 1.658083e-04
1.250000e+00 8.790000e-02 8.371428e-02 5.000000e-02 5.175205e-09 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.180190e+01 8.839487e+06 5.175215e-03
1.250000e+00 2.259000e-02 2.151429e-02 5.000000e-02 1.656279e-14 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.180203e+01 6.765901e+11 1.656282e-08
1.250000e+00 6.699000e-02 6.380000e-02 5.000000e-02 8.904411e-10 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.180201e+01 3.756257e+07 8.904429e-04
1.250000e+00 3.918000e-01 3.731428e-01 5.000000e-02 2.085556e-05 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.115821e+01 4.499397e+03 2.085560e+01
1.250000e+00 3.420000e-01 3.257143e-01 5.000000e-02 1.243032e-05 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.145311e+01 8.898440e+03 1.243034e+01
1.250000e+00 1.331000e+00 1.267619e+00 5.000000e-02 1.458347e-17 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.180203e+01 9.871630e+00 1.458349e-11
1.250000e+00 1.014000e+00 9.657143e-01 5.000000e-02 4.181667e-09 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.180165e+01 3.852377e+01 4.181676e-03
1.250000e+00 1.746000e+00 1.651407e+00 5.728000e-02 0.000000e+00 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.180203e+01 1.343089e+00 0.000000e+00
1.250000e+00 1.514000e-01 1.441905e-01 5.000000e-02 1.389013e-07 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.179861e+01 5.397020e+05 1.389016e-01
1.250000e+00 1.986000e-01 1.878405e-01 5.728000e-02 1.844687e-06 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.175949e+01 7.210895e+04 1.844690e+00
1.250000e+00 5.889000e-01 5.608572e-01 5.000000e-02 1.685831e-05 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.096721e+01 5.843477e+02 1.685834e+01
1.250000e+00 2.000000e+00 1.891646e+00 5.728000e-02 0.000000e+00 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.180203e+01 6.799744e-01 0.000000e+00
1.250000e+00 4.488000e-01 4.274286e-01 5.000000e-02 2.577340e-05 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.092649e+01 2.277958e+03 2.577345e+01
1.250000e+00 5.141000e-01 4.824467e-01 6.561000e-02 2.414768e-05 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.035076e+01 3.258027e+02 2.414773e+01
1.250000e+00 2.259000e-02 2.136615e-02 5.728000e-02 4.617763e-13 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.180203e+01 3.779201e+10 4.617772e-07
1.250000e+00 3.891000e-02 3.651430e-02 6.561000e-02 2.167833e-10 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.180203e+01 1.916403e+08 2.167837e-04
1.250000e+00 1.321000e-01 1.258095e-01 5.000000e-02 6.514882e-08 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.180039e+01 1.080099e+06 6.514895e-02
1.250000e+00 2.606000e-01 2.464815e-01 5.728000e-02 8.803868e-06 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.153903e+01 1.840244e+04 8.803886e+00
1.250000e+00 5.105000e-02 4.828428e-02 5.728000e-02 5.133245e-10 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.180202e+01 8.333845e+07 5.133255e-04
1.250000e+00 1.986000e-01 1.891429e-01 5.000000e-02 7.542582e-07 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.178171e+01 1.366939e+05 7.542597e-01
1.250000e+00 2.965000e-02 2.823810e-02 5.000000e-02 2.173567e-12 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.180203e+01 7.519295e+09 2.173571e-06
1.250000e+00 3.420000e-01 3.209429e-01 6.561000e-02 5.306083e-05 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 2.998331e+01 2.508801e+03 5.306094e+01
1.250000e+00 7.674000e-02 7.308571e-02 5.000000e-02 2.201553e-09 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.180198e+01 1.810010e+07 2.201558e-03
1.250000e+00 2.000000e+00 1.904762e+00 5.000000e-02 0.000000e+00 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.180203e+01 1.284713e+00 0.000000e+00
1.250000e+00 1.972000e-02 1.850583e-02 6.561000e-02 5.245556e-13 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.180203e+01 4.285256e+10 5.245566e-07
1.250000e+00 8.790000e-02 8.313786e-02 5.728000e-02 1.413177e-08 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.180162e+01 4.558684e+06 1.413180e-02
1.250000e+00 1.321000e-01 1.249433e-01 5.728000e-02 1.735765e-07 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.179666e+01 5.658969e+05 1.735769e-01
1.250000e+00 5.889000e-01 5.569953e-01 5.728000e-02 1.247488e-05 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.103890e+01 3.097030e+02 1.247490e+01
1.250000e+00 2.986000e-01 2.824228e-01 5.728000e-02 1.661814e-05 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.127537e+01 9.290556e+03 1.661817e+01
1.250000e+00 7.674000e-02 7.201509e-02 6.561000e-02 1.718799e-08 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.180153e+01 4.802793e+06 1.718803e-02
1.250000e+00 7.674000e-02 7.258247e-02 5.728000e-02 6.593527e-09 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.180184e+01 9.251179e+06 6.593540e-03
1.250000e+00 1.524000e+00 1.441435e+00 5.728000e-02 0.000000e+00 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.180203e+01 2.655671e+00 0.000000e+00
1.250000e+00 3.891000e-02 3.680198e-02 5.728000e-02 7.275790e-11 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.180203e+01 4.083397e+08 7.275805e-05
1.250000e+00 1.153000e-01 1.098095e-01 5.000000e-02 2.687219e-08 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.180142e+01 2.166947e+06 2.687224e-02
1.250000e+00 2.275000e-01 2.151748e-01 5.728000e-02 4.227677e-06 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.169229e+01 3.638846e+04 4.227685e+00
1.250000e+00 3.396000e-02 3.212016e-02 5.728000e-02 2.644745e-11 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.180203e+01 9.791952e+08 2.644751e-05
1.250000e+00 2.588000e-02 2.428656e-02 6.561000e-02 1.021544e-11 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.180203e+01 2.775854e+09 1.021546e-05
1.250000e+00 1.734000e-01 1.651429e-01 5.000000e-02 3.078246e-07 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.179426e+01 2.713384e+05 3.078252e-01
1.250000e+00 3.891000e-02 3.705714e-02 5.000000e-02 2.371437e-11 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.180203e+01 9.246223e+08 2.371441e-05
1.250000e+00 1.162000e+00 1.106667e+00 5.000000e-02 2.802506e-12 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.180203e+01 1.948034e+01 2.802511e-06
1.250000e+00 1.014000e+00 9.590648e-01 5.728000e-02 3.299501e-11 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.180203e+01 2.039789e+01 3.299508e-05
1.250000e+00 2.965000e-02 2.804366e-02 5.728000e-02 9.948666e-12 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.180203e+01 2.579324e+09 9.948685e-06
1.250000e+00 5.848000e-02 5.569524e-02 5.000000e-02 3.843841e-10 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.180202e+01 7.939463e+07 3.843848e-04
1.250000e+00 4.457000e-02 4.215534e-02 5.728000e-02 1.869865e-10 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.180203e+01 1.809582e+08 1.869868e-04
1.250000e+00 1.153000e-01 1.090534e-01 5.728000e-02 7.894401e-08 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.179991e+01 1.130800e+06 7.894417e-02
1.250000e+00 7.727000e-01 7.359048e-01 5.000000e-02 2.059793e-06 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.164420e+01 1.501380e+02 2.059797e+00
1.250000e+00 4.488000e-01 4.244855e-01 5.728000e-02 3.891874e-05 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.033687e+01 1.206410e+03 3.891881e+01
1.250000e+00 1.007000e-01 9.524440e-02 5.728000e-02 3.338796e-08 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.180109e+01 2.261641e+06 3.338803e-02
1.250000e+00 1.734000e-01 1.640058e-01 5.728000e-02 8.334108e-07 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.177989e+01 1.427953e+05 8.334125e-01
1.250000e+00 2.275000e-01 2.166667e-01 5.000000e-02 1.490849e-06 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.176339e+01 6.895056e+04 1.490852e+00
1.250000e+00 5.105000e-02 4.748131e-02 7.516000e-02 3.459551e-09 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.180192e+01 2.126547e+07 3.459558e-03
1.250000e+00 3.918000e-01 3.705735e-01 5.728000e-02 3.606746e-05 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.052288e+01 2.381979e+03 3.606754e+01
1.250000e+00 2.588000e-02 2.447791e-02 5.728000e-02 2.664619e-12 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.180203e+01 8.109381e+09 2.664624e-06
1.250000e+00 4.488000e-01 4.132254e-01 8.609000e-02 2.243055e-05 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.023065e+01 1.867298e+02 2.243060e+01
1.250000e+00 5.141000e-01 4.862477e-01 5.728000e-02 2.962873e-05 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.042623e+01 6.109229e+02 2.962879e+01
1.250000e+00 1.972000e-02 1.865163e-02 5.728000e-02 1.638790e-14 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.180203e+01 9.292500e+11 1.638793e-08
1.250000e+00 1.514000e-01 1.431976e-01 5.728000e-02 3.962623e-07 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.179093e+01 2.834356e+05 3.962631e-01
1.250000e+00 6.746000e-01 6.380524e-01 5.728000e-02 3.655622e-06 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.153089e+01 1.568679e+02 3.655629e+00
1.250000e+00 3.396000e-02 3.186907e-02 6.561000e-02 8.801059e-11 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.180203e+01 4.345615e+08 8.801077e-05
1.250000e+00 1.321000e-01 1.239666e-01 6.561000e-02 4.780658e-07 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.178675e+01 2.992428e+05 4.780667e-01
1.250000e+00 5.848000e-02 5.531174e-02 5.728000e-02 1.190764e-09 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.180200e+01 3.936762e+07 1.190767e-03
1.250000e+00 1.524000e+00 1.451429e+00 5.000000e-02 0.000000e+00 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.180203e+01 5.013478e+00 0.000000e+00
1.250000e+00 8.852000e-01 8.430476e-01 5.000000e-02 2.005688e-07 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.178393e+01 7.599978e+01 2.005692e-01
1.250000e+00 6.746000e-01 6.330646e-01 6.561000e-02 1.022363e-06 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.171205e+01 8.365631e+01 1.022365e+00
1.250000e+00 6.699000e-02 6.336070e-02 5.728000e-02 2.941146e-09 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.180196e+01 1.895567e+07 2.941152e-03
1.250000e+00 1.007000e-01 9.449986e-02 6.561000e-02 8.750691e-08 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.179932e+01 1.188495e+06 8.750709e-02
1.250000e+00 2.275000e-01 2.134927e-01 6.561000e-02 1.101303e-05 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.143657e+01 1.937376e+04 1.101305e+01
1.250000e+00 3.420000e-01 3.234716e-01 5.728000e-02 2.780885e-05 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.093214e+01 4.706557e+03 2.780891e+01
1.250000e+00 7.727000e-01 7.308376e-01 5.728000e-02 3.905735e-07 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.176830e+01 7.953359e+01 3.905742e-01
1.250000e+00 8.852000e-01 8.372428e-01 5.728000e-02 1.641529e-08 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.180045e+01 4.027517e+01 1.641533e-02
1.250000e+00 2.986000e-01 2.777261e-01 7.516000e-02 6.988063e-05 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 2.904950e+01 2.653615e+03 6.988077e+01
1.250000e+00 7.727000e-01 7.251246e-01 6.561000e-02 4.141641e-08 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.179797e+01 4.238754e+01 4.141649e-02
1.250000e+00 1.331000e+00 1.258891e+00 5.728000e-02 1.429009e-26 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.180203e+01 5.229261e+00 1.429011e-20
1.250000e+00 5.848000e-02 5.487936e-02 6.561000e-02 3.160320e-09 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.180193e+01 2.001409e+07 3.160327e-03
1.250000e+00 2.259000e-02 2.119913e-02 6.561000e-02 2.847260e-12 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.180203e+01 8.856805e+09 2.847266e-06
1.250000e+00 5.141000e-01 4.896191e-01 5.000000e-02 2.428861e-05 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.081332e+01 1.154000e+03 2.428866e+01
1.250000e+00 2.000000e+00 1.876859e+00 6.561000e-02 0.000000e+00 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.180203e+01 3.622924e-01 0.000000e+00
1.250000e+00 4.457000e-02 4.182581e-02 6.561000e-02 5.728009e-10 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.180201e+01 8.811884e+07 5.728021e-04
1.250000e+00 2.259000e-02 2.101083e-02 7.516000e-02 1.148040e-11 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.180203e+01 3.016568e+09 1.148043e-05
1.250000e+00 2.965000e-02 2.782444e-02 6.561000e-02 3.077819e-11 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.180203e+01 1.044478e+09 3.077825e-05
1.250000e+00 1.331000e+00 1.249050e+00 6.561000e-02 0.000000e+00 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.180203e+01 2.788603e+00 0.000000e+00
1.250000e+00 4.488000e-01 4.211672e-01 6.561000e-02 4.632172e-05 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 2.975824e+01 6.428455e+02 4.632181e+01
1.250000e+00 5.105000e-02 4.790683e-02 6.561000e-02 1.306709e-09 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.180199e+01 4.162204e+07 1.306712e-03
1.250000e+00 2.588000e-02 2.464762e-02 5.000000e-02 3.991731e-13 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.180203e+01 3.397329e+10 3.991739e-07
1.250000e+00 1.986000e-01 1.863721e-01 6.561000e-02 5.153467e-06 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.162485e+01 3.832613e+04 5.153477e+00
1.250000e+00 1.722000e-02 1.615976e-02 6.561000e-02 1.279270e-14 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.180203e+01 1.402068e+12 1.279272e-08
1.250000e+00 1.514000e-01 1.420782e-01 6.561000e-02 1.028239e-06 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.177133e+01 1.502255e+05 1.028241e+00
1.250000e+00 4.488000e-01 4.174262e-01 7.516000e-02 4.078831e-05 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 2.961748e+01 3.451067e+02 4.078839e+01
1.250000e+00 1.734000e-01 1.627237e-01 6.561000e-02 2.324918e-06 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.172170e+01 7.582612e+04 2.324923e+00
1.250000e+00 8.790000e-02 8.248796e-02 6.561000e-02 3.912004e-08 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.180087e+01 2.384102e+06 3.912011e-02
1.250000e+00 3.396000e-02 3.126813e-02 8.609000e-02 7.106337e-10 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.180200e+01 1.009619e+08 7.106351e-04
1.250000e+00 1.524000e+00 1.430167e+00 6.561000e-02 0.000000e+00 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.180203e+01 1.414384e+00 0.000000e+00
1.250000e+00 1.503000e-02 1.397932e-02 7.516000e-02 8.712664e-15 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.180203e+01 2.568179e+12 8.712682e-09
