# mzprime m5 m4 delta sum_w_post_smearing v_mu5 v_54 epsilon u_mu5/u_mu4 chi2 decay_length N_events
2.000000e-02 1.897000e+00 2.500000e-01 6.588000e+00 1.355671e-06 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.187407e+01 1.225052e-16 1.355674e+00
2.000000e-02 8.591000e-01 2.500000e-01 2.436400e+00 9.651651e-03 1.552731e-04 1.000000e+00 1.000000e-02 7.763655e-05 3.137391e+01 1.631898e-15 5.817468e+01
2.000000e-02 4.102000e-01 2.500000e-01 6.408000e-01 2.285184e+00 2.971323e-05 1.000000e+00 1.000000e-02 1.485662e-05 1.083406e+01 4.629915e-14 5.043837e+02
2.000000e-02 6.258000e-01 2.500000e-01 1.503200e+00 1.370846e-01 1.194749e-04 1.000000e+00 1.000000e-02 5.973743e-05 1.810908e+01 5.454807e-15 4.891947e+02
2.000000e-02 3.501000e-01 2.500000e-01 4.004000e-01 5.556303e+00 2.000071e-05 1.000000e+00 1.000000e-02 1.000035e-05 7.312632e+00 1.571954e-13 5.556697e+02
2.000000e-02 1.061000e+00 2.500000e-01 3.244000e+00 1.297609e-03 1.743757e-07 1.000000e+00 1.000000e-02 8.718787e-08 3.180203e+01 7.885340e-16 9.864064e-06
2.000000e-02 1.800000e+00 2.500000e-01 6.200000e+00 3.044283e-06 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.197532e+01 1.442462e-16 3.044289e+00
2.000000e-02 1.707000e+00 2.500000e-01 5.828000e+00 6.487789e-06 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.218464e+01 1.702569e-16 6.487802e+00
2.000000e-02 5.936000e-01 2.500000e-01 1.374400e+00 2.034264e-01 1.007202e-04 1.000000e+00 1.000000e-02 5.036012e-05 1.604445e+01 6.814784e-15 5.159180e+02
2.000000e-02 3.321000e-01 2.500000e-01 3.284000e-01 7.208182e+00 1.768875e-05 1.000000e+00 1.000000e-02 8.844375e-06 6.457376e+00 2.666773e-13 5.638455e+02
2.000000e-02 3.691000e-01 2.500000e-01 4.764000e-01 4.177994e+00 2.250761e-05 1.000000e+00 1.000000e-02 1.125381e-05 9.025044e+00 9.956692e-14 5.291353e+02
2.000000e-02 1.457000e+00 2.500000e-01 4.828000e+00 4.613817e-05 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.504270e+01 2.806081e-16 4.613826e+01
2.000000e-02 4.559000e-01 2.500000e-01 8.236001e-01 1.210794e+00 4.127017e-05 1.000000e+00 1.000000e-02 2.063509e-05 1.103514e+01 2.448845e-14 5.155641e+02
2.000000e-02 4.806000e-01 2.500000e-01 9.224000e-01 8.798604e-01 4.784813e-05 1.000000e+00 1.000000e-02 2.392407e-05 1.236471e+01 1.842054e-14 5.035977e+02
2.000000e-02 2.834000e-01 2.500000e-01 1.336000e-01 1.127667e+01 8.238181e-06 1.000000e+00 1.000000e-02 4.119090e-06 1.869715e+01 3.385026e-12 1.913302e+02
2.000000e-02 1.382000e+00 2.500000e-01 4.528000e+00 8.378357e-05 2.000002e-03 1.000000e+00 1.000000e-02 1.000001e-03 3.803974e+01 3.321759e-16 8.378373e+01
2.000000e-02 6.598000e-01 2.500000e-01 1.639200e+00 9.122147e-02 1.416317e-04 1.000000e+00 1.000000e-02 7.081586e-05 2.041097e+01 4.397500e-15 4.574653e+02
