# mzprime m5 m4 delta sum_w_post_smearing v_mu5 v_54 epsilon u_mu5/u_mu4 chi2 decay_length N_events
2.000000e-02 3.405000e-01 1.500000e-01 1.270000e+00 5.277701e-04 2.000002e-03 1.000000e+00 1.000000e-04 1.000001e-03 1.090677e+01 3.839975e-14 5.277712e+02
2.251000e-02 2.015000e-01 1.500000e-01 3.433333e-01 3.247079e-03 7.774747e-04 1.000000e+00 1.000000e-04 3.887374e-04 8.400615e+00 1.409234e-12 4.906879e+02
2.251000e-02 2.000000e+00 1.500000e-01 1.233333e+01 5.338528e-11 2.000002e-03 1.000000e+00 1.000000e-04 1.000001e-03 3.180203e+01 1.277818e-16 5.338538e-05
2.000000e-02 1.349000e+00 1.500000e-01 7.993333e+00 1.054935e-08 2.000002e-03 1.000000e+00 1.000000e-04 1.000001e-03 3.180255e+01 3.355190e-16 1.054937e-02
2.000000e-02 4.145000e-01 1.500000e-01 1.763333e+00 1.949856e-04 2.000002e-03 1.000000e+00 1.000000e-04 1.000001e-03 1.810824e+01 1.697701e-14 1.949860e+02
2.251000e-02 2.453000e-01 1.500000e-01 6.353333e-01 1.815535e-03 1.069984e-03 1.000000e+00 1.000000e-04 5.349919e-04 8.189904e+00 2.779510e-13 5.196358e+02
2.000000e-02 3.636000e-01 1.500000e-01 1.424000e+00 3.828608e-04 2.000002e-03 1.000000e+00 1.000000e-04 1.000001e-03 1.182803e+01 2.889164e-14 3.828615e+02
2.251000e-02 2.151000e-01 1.500000e-01 4.340000e-01 2.773627e-03 8.934180e-04 1.000000e+00 1.000000e-04 4.467090e-04 6.690674e+00 7.499537e-13 5.534743e+02
2.251000e-02 1.643000e+00 1.500000e-01 9.953333e+00 1.040341e-09 2.000002e-03 1.000000e+00 1.000000e-04 1.000001e-03 3.180209e+01 2.323912e-16 1.040343e-03
2.000000e-02 6.143000e-01 1.500000e-01 3.095333e+00 1.482096e-05 2.000002e-03 1.000000e+00 1.000000e-04 1.000001e-03 3.081434e+01 4.116168e-15 1.482099e+01
2.000000e-02 1.264000e+00 1.500000e-01 7.426667e+00 2.082774e-08 2.000002e-03 1.000000e+00 1.000000e-04 1.000001e-03 3.180298e+01 4.099923e-16 2.082778e-02
2.000000e-02 1.038000e+00 1.500000e-01 5.920000e+00 1.516170e-07 2.000002e-03 1.000000e+00 1.000000e-04 1.000001e-03 3.180536e+01 7.558698e-16 1.516173e-01
2.000000e-02 5.753000e-01 1.500000e-01 2.835333e+00 2.398704e-05 2.000002e-03 1.000000e+00 1.000000e-04 1.000001e-03 3.001268e+01 5.147473e-15 2.398709e+01
2.000000e-02 2.297000e-01 1.500000e-01 5.313333e-01 2.546504e-03 9.209948e-04 1.000000e+00 1.000000e-04 4.604974e-04 7.292842e+00 3.476575e-13 5.400062e+02
2.000000e-02 1.754000e+00 1.500000e-01 1.069333e+01 4.334081e-10 2.000002e-03 1.000000e+00 1.000000e-04 1.000001e-03 3.180206e+01 1.503288e-16 4.334089e-04
2.000000e-02 4.726000e-01 1.500000e-01 2.150667e+00 8.946610e-05 2.000002e-03 1.000000e+00 1.000000e-04 1.000001e-03 2.473802e+01 1.033732e-14 8.946628e+01
2.251000e-02 4.726000e-01 1.500000e-01 2.150667e+00 8.730608e-05 2.000002e-03 1.000000e+00 1.000000e-04 1.000001e-03 2.480881e+01 1.309572e-14 8.730626e+01
2.251000e-02 3.636000e-01 1.500000e-01 1.424000e+00 3.638445e-04 2.000002e-03 1.000000e+00 1.000000e-04 1.000001e-03 1.190562e+01 3.660051e-14 3.638452e+02
2.251000e-02 1.754000e+00 1.500000e-01 1.069333e+01 4.339269e-10 2.000002e-03 1.000000e+00 1.000000e-04 1.000001e-03 3.180206e+01 1.904193e-16 4.339278e-04
2.251000e-02 3.405000e-01 1.500000e-01 1.270000e+00 5.023523e-04 2.000002e-03 1.000000e+00 1.000000e-04 1.000001e-03 1.095014e+01 4.864479e-14 5.023533e+02
2.000000e-02 6.560000e-01 1.500000e-01 3.373333e+00 8.863045e-06 2.000002e-03 1.000000e+00 1.000000e-04 1.000001e-03 3.130862e+01 3.302323e-15 8.863063e+00
