# mzprime m4 sum_w_post_smearing v_mu4 v_4i epsilon u_mu4 chi2 decay_length MB_N_events eff_selection eff_total
8.249000e-02 3.665000e-02 5.027988e-03 3.340331e-04 4.723941e-04 1.000000e-02 3.340331e-04 7.308015e+00 2.729296e+05 5.610133e+02 4.058033e-02 3.827997e-07
2.388000e-01 7.017000e-01 7.597900e-04 3.343306e-04 4.728148e-04 1.000000e-02 3.343306e-04 2.995674e+01 3.042124e-06 8.492701e+01 1.212531e-02 4.190758e-05
1.108000e+00 1.604000e-02 6.169541e-31 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 7.095198e+28 6.171235e-43 4.139403e-02 2.303838e-31
2.000000e-02 4.375000e-01 3.406659e-01 3.941617e-05 5.574288e-05 1.000000e-02 3.941617e-05 1.364370e+01 6.098896e-06 5.292701e+02 2.981966e-02 6.781291e-05
2.850000e-02 2.031000e-02 4.142083e-02 1.216287e-04 1.720090e-04 1.000000e-02 1.216287e-04 6.403535e+00 4.355607e+05 6.127610e+02 4.131385e-02 2.415997e-07
2.388000e-01 3.070000e-01 5.254618e-03 1.621689e-04 2.293415e-04 1.000000e-02 1.621689e-04 2.388909e+01 4.312275e-04 1.381899e+02 6.425142e-03 1.666967e-05
1.777000e+00 1.343000e-01 3.560716e-07 9.999127e-03 1.414019e-02 1.000000e-02 9.998628e-03 2.837095e+01 1.124579e+05 3.560094e+01 3.201163e-02 8.431506e-07
4.849000e-01 3.070000e-01 7.544562e-04 8.085194e-04 1.143419e-03 1.000000e-02 8.085191e-04 1.209128e+01 1.149012e+03 4.931907e+02 1.211840e-02 2.316150e-05
5.144000e-02 5.878000e-02 2.905990e+00 1.320516e-05 1.867492e-05 1.000000e-02 1.320516e-05 9.491181e+00 1.067848e+00 5.067356e+02 3.461026e-02 6.793238e-05
3.207000e-02 1.701000e-01 5.538036e+00 9.951679e-06 1.407380e-05 1.000000e-02 9.951679e-06 7.918165e+00 4.201378e-03 5.484645e+02 3.684436e-02 7.185293e-05
3.024000e-01 3.070000e-01 3.453372e-03 1.570919e-04 2.221615e-04 1.000000e-02 1.570919e-04 2.932800e+01 9.766318e-02 8.522188e+01 8.480172e-03 2.289555e-05
2.000000e-02 3.070000e-01 1.923556e+00 1.660308e-05 2.348030e-05 1.000000e-02 1.660308e-05 1.101178e+01 9.949230e-05 5.302518e+02 3.316709e-02 6.639177e-05
2.533000e-02 8.886000e-01 1.343963e-03 5.968577e-09 8.440843e-09 1.000000e-02 5.968577e-09 3.180203e+01 5.092189e+01 4.787723e-08 1.507309e-02 3.944047e-05
3.609000e-02 3.665000e-02 8.179172e+00 7.902327e-06 1.117558e-05 1.000000e-02 7.902327e-06 9.946574e+00 3.109205e+02 5.107629e+02 3.535892e-02 8.230588e-05
2.533000e-02 2.285000e-02 1.055629e-01 7.560192e-05 1.069173e-04 1.000000e-02 7.560192e-05 6.587426e+00 2.617661e+05 6.033608e+02 4.116295e-02 4.781232e-07
9.283000e-02 2.894000e-02 1.598971e-03 6.102600e-04 8.630379e-04 1.000000e-02 6.102599e-04 6.088536e+00 4.576900e+05 5.954844e+02 4.091414e-02 1.667646e-07
2.122000e-01 1.701000e-01 1.155833e-02 2.171259e-04 3.070624e-04 1.000000e-02 2.171259e-04 8.446820e+00 8.754280e+03 5.449018e+02 2.368211e-02 1.603710e-05
2.000000e-02 1.000000e-02 1.415554e-02 2.086974e-04 2.951427e-04 1.000000e-02 2.086974e-04 5.638315e+00 1.576791e+06 6.165389e+02 4.016220e-02 3.832298e-08
4.849000e-01 8.886000e-01 2.829642e-08 5.143368e-10 7.273821e-10 1.000000e-02 5.143368e-10 3.180203e+01 3.193848e+06 7.485601e-15 5.599759e-03 3.183211e-08
1.489000e-01 3.665000e-02 5.694133e-04 1.045377e-03 1.478385e-03 1.000000e-02 1.045376e-03 6.308558e+00 3.240191e+05 6.222621e+02 4.114479e-02 2.296657e-07
4.062000e-02 2.424000e-01 2.019375e+00 1.591619e-05 2.250889e-05 1.000000e-02 1.591619e-05 9.723306e+00 9.092729e-04 5.115583e+02 3.462783e-02 6.996182e-05
3.024000e-01 1.000000e+00 9.410208e-08 2.294220e-10 3.244517e-10 1.000000e-02 2.294220e-10 3.180203e+01 3.529684e+06 4.953012e-15 1.259058e-02 7.980054e-08
1.675000e-01 2.285000e-02 8.604214e-05 2.599451e-03 3.676166e-03 1.000000e-02 2.599442e-03 5.759626e+00 9.174467e+05 5.813992e+02 4.068882e-02 4.934430e-08
3.207000e-02 3.888000e-01 5.221916e-01 3.157072e-05 4.464774e-05 1.000000e-02 3.157072e-05 1.177291e+01 3.483402e-05 5.204737e+02 3.221630e-02 7.072355e-05
1.108000e+00 7.897000e-01 2.282288e-15 6.601087e-09 9.335346e-09 1.000000e-02 6.601087e-09 3.180203e+01 3.782471e+12 9.944921e-20 4.423626e-03 1.405868e-14
2.251000e-02 3.455000e-01 1.096546e+00 2.220384e-05 3.140097e-05 1.000000e-02 2.220384e-05 1.134598e+01 4.943747e-05 5.406083e+02 3.280529e-02 6.833062e-05
1.108000e+00 2.154000e-01 2.546891e-05 4.646979e-03 6.571749e-03 1.000000e-02 4.646928e-03 7.851319e+00 7.265328e+03 5.499862e+02 2.023679e-02 1.133883e-05
2.850000e-02 6.615000e-02 1.181598e+01 7.110644e-06 1.005597e-05 1.000000e-02 7.110644e-06 6.403549e+00 1.210606e-01 5.974310e+02 3.869207e-02 7.240082e-05
3.609000e-02 2.031000e-02 1.671377e-02 1.923459e-04 2.720182e-04 1.000000e-02 1.923459e-04 6.149814e+00 5.303537e+05 6.183583e+02 4.099592e-02 1.652833e-07
1.489000e-01 7.444000e-02 4.881113e-03 3.533414e-04 4.997002e-04 1.000000e-02 3.533414e-04 6.594451e+00 7.197996e+04 6.094078e+02 3.839049e-02 1.982134e-06
1.579000e+00 1.604000e-02 3.679420e-32 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 2.926851e+29 3.680431e-44 4.129449e-02 5.220522e-32
1.489000e-01 4.125000e-02 8.198413e-04 8.720281e-04 1.233234e-03 1.000000e-02 8.720278e-04 5.753017e+00 2.551507e+05 6.234344e+02 4.046212e-02 3.305974e-07
1.045000e-01 3.257000e-02 1.440793e-03 6.298887e-04 8.907970e-04 1.000000e-02 6.298886e-04 7.193466e+00 3.820381e+05 5.716489e+02 4.052570e-02 2.074018e-07
8.249000e-02 1.805000e-02 5.939876e-04 1.012384e-03 1.431726e-03 1.000000e-02 1.012383e-03 6.122394e+00 1.140163e+06 6.087900e+02 4.156440e-02 4.467880e-08
6.514000e-02 1.343000e-01 1.393994e+00 2.016893e-05 2.852317e-05 1.000000e-02 2.016893e-05 7.361799e+00 9.933178e-03 5.670570e+02 3.312270e-02 6.706548e-05
2.122000e-01 1.805000e-02 2.264988e-17 6.601088e-09 9.335348e-09 1.000000e-02 6.601088e-09 3.180203e+01 1.204337e+18 9.869538e-22 4.076489e-02 2.719165e-20
6.910000e-01 2.285000e-02 2.146434e-28 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 1.815744e+27 2.147023e-40 4.127156e-02 1.424157e-29
6.910000e-01 2.424000e-01 1.850283e-04 1.628182e-03 2.302594e-03 1.000000e-02 1.628180e-03 9.622407e+00 4.693821e+03 4.905058e+02 1.729445e-02 1.573599e-05
8.249000e-02 6.236000e-01 1.568354e-02 1.581716e-04 2.236885e-04 1.000000e-02 1.581716e-04 1.997737e+01 2.226912e-06 3.923751e+02 2.500652e-02 7.545489e-05
1.675000e-01 1.266000e-02 1.535446e-17 6.601088e-09 9.335348e-09 1.000000e-02 6.601088e-09 3.180203e+01 2.784365e+18 6.690609e-22 4.071194e-02 8.820781e-21
1.045000e-01 1.194000e-01 3.173985e-01 3.735112e-05 5.282247e-05 1.000000e-02 3.735112e-05 1.248945e+01 6.579275e-02 4.428047e+02 2.289330e-02 4.967778e-05
1.489000e-01 7.897000e-01 1.228787e-03 2.962801e-04 4.190033e-04 1.000000e-02 2.962801e-04 3.000590e+01 1.021147e-06 1.078653e+02 1.765917e-02 6.112288e-05
1.579000e+00 6.615000e-02 1.738932e-28 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 2.423663e+26 1.739410e-40 3.970963e-02 2.502537e-28
2.122000e-01 5.223000e-02 4.287378e-04 1.184609e-03 1.675289e-03 1.000000e-02 1.184608e-03 7.283047e+00 1.768809e+05 6.016473e+02 4.018154e-02 5.178906e-07
2.533000e-02 1.194000e-01 1.196719e+01 6.918055e-06 9.783607e-06 1.000000e-02 6.918055e-06 7.115421e+00 1.571588e-02 5.727435e+02 3.843724e-02 7.197857e-05
1.489000e-01 1.266000e-02 2.250257e-05 5.127920e-03 7.251879e-03 1.000000e-02 5.127853e-03 6.519589e+00 2.877061e+06 5.917179e+02 4.086370e-02 9.003302e-09
1.176000e-01 4.924000e-01 2.939779e-02 1.154765e-04 1.633084e-04 1.000000e-02 1.154765e-04 1.655155e+01 1.739615e-05 3.920140e+02 2.220878e-02 6.090155e-05
1.403000e+00 2.894000e-02 3.219890e-30 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 9.452826e+27 3.220774e-42 4.105552e-02 2.908253e-30
4.571000e-02 2.572000e-02 1.486435e-02 1.963282e-04 2.776500e-04 1.000000e-02 1.963282e-04 7.122113e+00 4.011272e+05 5.729427e+02 4.070031e-02 2.573686e-07
3.829000e-01 1.914000e-01 1.331600e-03 6.172789e-04 8.729640e-04 1.000000e-02 6.172787e-04 8.597077e+00 9.179973e+03 5.073837e+02 2.321997e-02 1.323915e-05
3.207000e-02 3.665000e-02 8.370984e+00 7.820982e-06 1.106054e-05 1.000000e-02 7.820982e-06 8.995766e+00 4.875036e+00 5.120344e+02 3.645482e-02 6.452213e-05
3.024000e-01 4.125000e-02 5.327708e-05 3.397878e-03 4.805297e-03 1.000000e-02 3.397858e-03 6.156110e+00 2.965024e+05 6.151146e+02 4.039520e-02 2.044527e-07
1.176000e-01 1.701000e-01 1.634661e-01 5.298188e-05 7.492769e-05 1.000000e-02 5.298188e-05 1.172170e+01 3.725564e-03 4.588624e+02 1.837396e-02 3.973964e-05
4.849000e-01 2.154000e-01 6.478334e-04 9.045550e-04 1.279233e-03 1.000000e-02 9.045546e-04 8.864770e+00 6.322657e+03 5.300701e+02 1.973516e-02 1.515467e-05
8.249000e-02 1.125000e-02 1.419960e-04 2.091790e-03 2.958231e-03 1.000000e-02 2.091785e-03 5.960229e+00 2.935767e+06 6.213155e+02 4.057221e-02 1.069781e-08
2.122000e-01 1.061000e-01 3.397721e-03 4.162415e-04 5.886543e-04 1.000000e-02 4.162414e-04 6.363020e+00 3.638900e+04 5.886789e+02 3.499154e-02 4.276899e-06
7.330000e-02 3.455000e-01 2.998682e-01 4.011390e-05 5.672962e-05 1.000000e-02 4.011390e-05 1.152319e+01 1.615609e-04 4.825252e+02 2.981342e-02 6.863657e-05
4.571000e-02 1.061000e-01 3.751238e+00 1.259555e-05 1.781280e-05 1.000000e-02 1.259555e-05 6.317907e+00 2.405194e-02 5.951264e+02 3.707749e-02 7.228503e-05
5.144000e-02 5.541000e-01 5.323254e-02 9.399233e-05 1.329252e-04 1.000000e-02 9.399233e-05 1.665795e+01 3.493336e-06 4.702860e+02 2.774782e-02 7.499119e-05
2.533000e-02 2.572000e-02 1.556658e+01 5.844063e-06 8.264754e-06 1.000000e-02 5.844063e-06 8.563086e+00 8.225441e+02 5.316467e+02 3.582712e-02 7.099507e-05
1.885000e-01 4.125000e-02 3.337744e-04 1.357642e-03 1.919994e-03 1.000000e-02 1.357641e-03 6.564013e+00 2.751903e+05 6.152104e+02 4.056608e-02 2.787603e-07
2.850000e-02 8.886000e-01 1.520765e-03 1.777508e-05 2.513775e-05 1.000000e-02 1.777508e-05 3.180199e+01 7.268447e-06 4.804908e-01 1.526209e-02 4.619715e-05
2.388000e-01 2.285000e-02 2.306352e-05 5.178771e-03 7.323790e-03 1.000000e-02 5.178701e-03 6.092658e+00 9.607253e+05 6.185560e+02 4.106453e-02 4.074528e-08
4.309000e-01 9.427000e-02 1.502988e-04 1.990566e-03 2.815079e-03 1.000000e-02 1.990562e-03 6.976214e+00 5.602111e+04 5.955366e+02 3.695942e-02 1.957179e-06
2.388000e-01 1.000000e-02 2.509732e-19 6.601088e-09 9.335348e-09 1.000000e-02 6.601088e-09 3.180203e+01 3.794664e+19 1.093600e-23 4.069716e-02 4.417933e-22
4.571000e-02 9.427000e-02 3.893881e+00 1.222919e-05 1.729468e-05 1.000000e-02 1.222919e-05 6.703928e+00 3.845998e-02 5.823415e+02 3.771674e-02 7.225324e-05
3.207000e-02 7.444000e-02 9.086292e+00 8.139245e-06 1.151063e-05 1.000000e-02 8.139245e-06 6.294578e+00 8.209520e-02 6.019424e+02 3.818707e-02 7.340286e-05
2.388000e-01 4.924000e-01 2.311249e-03 2.399489e-04 3.393389e-04 1.000000e-02 2.399489e-04 2.508711e+01 1.913462e-05 1.330712e+02 8.229217e-03 2.303684e-05
3.207000e-02 6.615000e-02 9.207884e+00 8.059813e-06 1.139830e-05 1.000000e-02 8.059813e-06 6.217908e+00 1.261339e-01 5.981496e+02 3.878780e-02 7.286928e-05
3.024000e-01 1.061000e-01 8.208162e-04 8.222668e-04 1.162860e-03 1.000000e-02 8.222665e-04 7.816425e+00 4.199678e+04 5.549724e+02 3.549351e-02 3.267955e-06
9.848000e-01 9.427000e-02 2.564772e-18 6.601088e-09 9.335348e-09 1.000000e-02 6.601088e-09 3.180203e+01 1.423219e+17 1.117583e-22 3.760068e-02 6.306445e-19
6.910000e-01 2.572000e-02 4.358769e-28 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 1.003451e+27 4.359966e-40 4.108957e-02 2.910705e-29
1.579000e+00 5.878000e-02 8.655213e-29 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 4.376003e+26 8.657589e-41 4.000603e-02 1.238606e-28
3.829000e-01 1.000000e-02 1.506363e-28 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 1.093659e+28 1.506777e-40 4.066050e-02 1.268921e-30
4.309000e-01 4.924000e-01 1.608695e-08 5.100859e-10 7.213704e-10 1.000000e-02 5.100859e-10 3.180203e+01 8.539565e+07 4.185626e-15 4.591554e-03 8.329878e-10
1.247000e+00 3.455000e-01 1.953956e-05 4.905352e-03 6.937133e-03 1.000000e-02 4.905293e-03 1.228869e+01 9.612615e+02 4.701703e+02 1.073691e-02 1.899562e-05
4.062000e-02 5.878000e-02 5.384975e+00 1.007761e-05 1.425189e-05 1.000000e-02 1.007761e-05 7.985893e+00 2.973843e-01 5.468884e+02 3.734898e-02 7.224801e-05
1.489000e-01 2.894000e-02 2.738765e-04 1.472101e-03 2.081863e-03 1.000000e-02 1.472099e-03 6.938740e+00 5.408374e+05 5.935126e+02 4.083841e-02 1.103096e-07
4.849000e-01 4.642000e-02 1.205513e-05 7.086624e-03 1.002175e-02 1.000000e-02 7.086446e-03 5.855808e+00 2.510640e+05 6.054112e+02 4.049373e-02 2.303805e-07
3.403000e-01 3.455000e-01 1.925540e-03 1.705329e-04 2.411699e-04 1.000000e-02 1.705329e-04 3.082116e+01 7.298877e-02 5.599754e+01 8.020757e-03 2.187085e-05
2.850000e-02 8.377000e-02 1.127608e+01 7.287200e-06 1.030566e-05 1.000000e-02 7.287200e-06 6.402194e+00 5.360581e-02 5.987967e+02 3.892749e-02 7.250290e-05
1.323000e-01 5.223000e-02 2.616645e-03 4.794450e-04 6.780376e-04 1.000000e-02 4.794450e-04 6.749083e+00 1.532847e+05 6.014817e+02 4.006491e-02 7.435952e-07
1.403000e+00 1.604000e-02 9.499857e-32 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 1.824180e+29 9.502465e-44 4.126899e-02 8.592116e-32
3.207000e-02 1.061000e-01 8.098933e+00 8.567232e-06 1.211590e-05 1.000000e-02 8.567232e-06 6.503370e+00 2.383318e-02 5.944411e+02 3.854122e-02 7.223550e-05
6.910000e-01 5.223000e-02 2.977108e-06 9.999127e-03 1.414019e-02 1.000000e-02 9.998628e-03 1.178586e+01 2.888274e+05 2.976589e+02 4.086939e-02 1.997269e-07
1.489000e-01 1.061000e-01 1.370137e-02 2.021731e-04 2.859159e-04 1.000000e-02 2.021731e-04 7.244027e+00 3.003161e+04 5.600292e+02 3.460133e-02 5.773781e-06
6.910000e-01 1.000000e+00 1.965704e-08 2.340324e-09 3.309718e-09 1.000000e-02 2.340324e-09 3.180203e+01 3.239984e+05 1.076639e-13 2.345057e-03 1.203588e-07
2.850000e-02 1.000000e-02 4.152872e-03 3.922423e-04 5.547143e-04 1.000000e-02 3.922422e-04 6.376822e+00 2.015909e+06 6.389359e+02 4.015169e-02 2.406495e-08
6.514000e-02 1.512000e-01 1.333821e+00 2.062912e-05 2.917398e-05 1.000000e-02 2.062912e-05 7.154011e+00 6.292066e-03 5.676216e+02 3.340916e-02 6.755121e-05
2.687000e-01 3.257000e-02 4.034695e-05 3.807870e-03 5.385103e-03 1.000000e-02 3.807843e-03 6.220883e+00 4.806907e+05 5.850257e+02 4.031376e-02 1.046163e-07
2.251000e-02 2.894000e-02 1.874003e+01 5.386217e-06 7.617261e-06 1.000000e-02 5.386217e-06 7.864375e+00 4.145720e+00 5.436731e+02 3.751175e-02 6.634491e-05
1.579000e+00 1.343000e-01 4.028423e-19 6.601088e-09 9.335348e-09 1.000000e-02 6.601088e-09 3.180203e+01 1.607226e+17 1.755359e-23 3.155570e-02 6.051426e-19
6.910000e-01 6.615000e-02 5.323006e-18 6.601088e-09 9.335348e-09 1.000000e-02 6.601088e-09 3.180203e+01 2.029083e+17 2.319466e-22 3.948182e-02 3.569240e-19
3.609000e-02 3.455000e-01 7.994998e-01 2.515755e-05 3.557815e-05 1.000000e-02 2.515755e-05 1.129831e+01 9.902104e-05 5.060054e+02 3.293739e-02 7.046486e-05
9.283000e-02 4.375000e-01 8.231081e-02 7.436353e-05 1.051659e-04 1.000000e-02 7.436353e-05 1.361714e+01 3.713391e-05 4.551734e+02 2.641233e-02 6.680521e-05
2.251000e-02 4.642000e-02 2.061616e+01 5.434435e-06 7.685451e-06 1.000000e-02 5.434435e-06 6.071132e+00 3.955965e-01 6.088586e+02 3.995724e-02 7.350645e-05
4.309000e-01 4.125000e-02 1.357255e-05 6.673972e-03 9.438211e-03 1.000000e-02 6.673823e-03 6.411320e+00 3.186240e+05 6.045473e+02 4.060069e-02 1.728153e-07
1.045000e-01 2.285000e-02 5.076561e-04 1.100969e-03 1.557005e-03 1.000000e-02 1.100968e-03 6.454725e+00 7.613230e+05 6.153467e+02 4.082532e-02 7.298003e-08
8.249000e-02 1.194000e-01 7.006223e-01 2.697842e-05 3.815324e-05 1.000000e-02 2.697842e-05 9.688652e+00 2.040223e-02 5.099375e+02 2.778631e-02 5.804690e-05
3.829000e-01 6.236000e-01 3.341861e-08 2.294220e-10 3.244517e-10 1.000000e-02 2.294220e-10 3.180203e+01 3.347111e+07 1.758971e-15 5.740826e-03 2.979410e-09
2.687000e-01 4.375000e-01 1.864045e-03 2.486434e-04 3.516348e-04 1.000000e-02 2.486434e-04 2.596371e+01 4.065488e-05 1.152419e+02 6.259974e-03 1.735769e-05
3.403000e-01 1.125000e-02 7.719166e-08 9.999127e-03 1.414019e-02 1.000000e-02 9.998628e-03 3.106451e+01 3.762833e+07 7.717819e+00 4.089388e-02 4.372024e-10
3.609000e-02 1.266000e-02 3.808909e-03 4.054053e-04 5.733296e-04 1.000000e-02 4.054052e-04 6.118743e+00 1.475636e+06 6.260072e+02 4.065949e-02 3.759650e-08
6.514000e-02 4.924000e-01 8.598386e-02 7.506328e-05 1.061555e-04 1.000000e-02 7.506328e-05 1.437345e+01 1.252486e-05 4.844758e+02 2.939056e-02 7.505390e-05
1.323000e-01 1.194000e-01 3.408616e-02 1.279319e-04 1.809230e-04 1.000000e-02 1.279319e-04 7.853731e+00 1.740843e+04 5.578735e+02 3.073352e-02 1.024361e-05
4.571000e-02 1.343000e-01 3.372170e+00 1.317310e-05 1.862957e-05 1.000000e-02 1.317310e-05 6.775700e+00 1.024120e-02 5.851742e+02 3.711466e-02 7.185632e-05
6.141000e-01 1.604000e-02 6.288603e-29 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 6.684105e+27 6.290330e-41 4.054315e-02 2.744694e-30
3.207000e-02 2.285000e-02 3.968236e-02 1.247537e-04 1.764284e-04 1.000000e-02 1.247537e-04 5.615422e+00 3.680178e+05 6.175961e+02 4.103691e-02 3.032355e-07
8.751000e-01 4.375000e-01 4.690095e-05 3.154870e-03 4.461638e-03 1.000000e-02 3.154854e-03 1.509494e+01 1.537239e+02 4.668147e+02 7.836269e-03 1.814187e-05
7.776000e-01 2.285000e-02 8.429580e-29 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 2.910895e+27 8.431895e-41 4.127590e-02 8.586028e-30
1.675000e-01 2.728000e-01 2.394485e-02 1.152301e-04 1.629599e-04 1.000000e-02 1.152301e-04 1.699639e+01 3.032786e-04 3.179389e+02 9.533287e-03 2.304604e-05
6.141000e-01 1.805000e-02 1.303266e-28 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 3.694921e+27 1.303623e-40 4.094482e-02 5.698294e-30
2.000000e+00 9.427000e-02 2.010686e-28 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 1.060912e+26 2.011238e-40 3.750716e-02 7.301801e-28
3.403000e-01 6.236000e-01 3.391975e-04 1.988940e-04 2.812786e-04 1.000000e-02 1.988940e-04 3.175011e+01 3.043732e-05 1.341826e+01 6.853164e-03 2.229330e-05
4.309000e-01 5.878000e-02 3.872066e-05 3.937313e-03 5.568158e-03 1.000000e-02 3.937282e-03 6.612620e+00 1.547863e+05 6.002645e+02 3.997067e-02 4.957641e-07
6.141000e-01 1.061000e-01 5.295358e-05 3.427550e-03 4.847260e-03 1.000000e-02 3.427530e-03 6.262298e+00 4.364617e+04 6.221040e+02 3.564950e-02 2.384304e-06
9.283000e-02 2.424000e-01 3.124973e-01 4.012361e-05 5.674335e-05 1.000000e-02 4.012361e-05 9.792582e+00 7.916060e-04 5.030906e+02 2.468706e-02 5.541202e-05
1.885000e-01 1.701000e-01 1.871810e-02 1.640813e-04 2.320460e-04 1.000000e-02 1.640813e-04 9.892238e+00 7.427223e+03 5.039412e+02 2.270921e-02 1.798218e-05
6.514000e-02 2.424000e-01 8.289892e-01 2.487303e-05 3.517578e-05 1.000000e-02 2.487303e-05 9.280033e+00 9.696999e-04 5.128690e+02 3.239692e-02 6.744232e-05
1.247000e+00 4.375000e-01 1.321317e-05 6.013493e-03 8.504209e-03 1.000000e-02 6.013384e-03 1.470841e+01 1.906204e+02 4.778158e+02 7.917593e-03 1.823162e-05
1.323000e-01 5.541000e-01 1.283266e-02 1.582147e-04 2.237494e-04 1.000000e-02 1.582147e-04 1.955259e+01 8.230878e-06 3.212258e+02 2.043378e-02 6.004800e-05
9.283000e-02 4.924000e-01 5.007294e-02 9.526211e-05 1.347210e-04 1.000000e-02 9.526211e-05 1.496214e+01 1.583692e-05 4.544054e+02 2.641151e-02 7.050723e-05
1.885000e-01 3.455000e-01 1.080418e-02 1.457612e-04 2.061375e-04 1.000000e-02 1.457612e-04 2.041499e+01 1.022230e-04 2.295493e+02 8.451139e-03 2.119372e-05
1.885000e-01 5.878000e-02 9.761658e-04 7.997913e-04 1.131075e-03 1.000000e-02 7.997910e-04 6.571619e+00 1.306514e+05 6.244201e+02 3.983122e-02 8.156329e-07
2.000000e+00 3.455000e-01 3.810749e-18 6.601088e-09 9.335348e-09 1.000000e-02 6.601088e-09 3.180203e+01 3.619467e+15 1.660510e-22 1.092663e-02 2.205392e-17
2.388000e-01 2.728000e-01 7.105428e-03 1.374970e-04 1.944502e-04 1.000000e-02 1.374970e-04 2.415618e+01 2.130394e-03 1.343312e+02 7.773297e-03 1.974815e-05
1.323000e-01 1.604000e-02 7.111130e-05 2.864020e-03 4.050320e-03 1.000000e-02 2.864009e-03 6.088331e+00 1.740770e+06 5.832985e+02 4.063671e-02 2.000458e-08
2.388000e-01 6.236000e-01 1.232347e-03 3.034717e-04 4.291738e-04 1.000000e-02 3.034717e-04 2.782077e+01 5.378236e-06 1.134930e+02 1.089949e-02 3.544817e-05
2.000000e-02 1.604000e-02 7.041523e-02 9.421256e-05 1.332367e-04 1.000000e-02 9.421256e-05 5.450540e+00 4.954199e+05 6.250060e+02 4.127317e-02 1.918729e-07
6.141000e-01 5.541000e-01 8.165683e-05 1.381166e-03 1.953262e-03 1.000000e-02 1.381165e-03 2.836948e+01 3.223213e+01 1.557702e+02 5.444167e-03 1.789289e-05
5.789000e-02 4.375000e-01 1.799939e-01 5.290185e-05 7.481451e-05 1.000000e-02 5.290185e-05 1.264046e+01 2.839248e-05 5.037320e+02 3.053652e-02 7.446095e-05
7.776000e-01 7.897000e-01 8.199377e-12 1.230559e-09 1.740273e-09 1.000000e-02 1.230559e-09 3.180203e+01 5.917737e+08 1.241611e-17 7.213664e-04 1.660982e-11
4.571000e-02 1.604000e-02 3.437783e-03 4.256434e-04 6.019506e-04 1.000000e-02 4.256433e-04 6.289528e+00 1.048089e+06 6.228311e+02 4.059358e-02 5.925046e-08
3.024000e-01 1.914000e-01 3.317814e-03 3.866360e-04 5.467859e-04 1.000000e-02 3.866360e-04 9.315348e+00 8.069926e+03 4.959714e+02 2.207833e-02 1.501995e-05
1.045000e-01 9.427000e-02 4.347657e-02 1.108580e-04 1.567769e-04 1.000000e-02 1.108580e-04 8.569298e+00 2.946243e+04 5.343050e+02 3.498041e-02 6.485177e-06
2.251000e-02 3.888000e-01 6.211375e-01 2.922064e-05 4.132422e-05 1.000000e-02 2.922064e-05 1.215914e+01 2.002971e-05 5.303556e+02 3.122536e-02 6.781352e-05
9.283000e-02 4.642000e-02 7.095303e-03 2.963082e-04 4.190431e-04 1.000000e-02 2.963082e-04 6.529215e+00 1.642443e+05 6.229574e+02 4.038310e-02 7.369343e-07
2.122000e-01 2.728000e-01 9.516893e-03 1.346376e-04 1.904063e-04 1.000000e-02 1.346376e-04 2.217046e+01 7.041007e-04 1.725155e+02 7.365810e-03 1.838876e-05
4.571000e-02 3.888000e-01 3.921646e-01 3.568970e-05 5.047286e-05 1.000000e-02 3.568970e-05 1.208926e+01 5.539861e-05 4.995216e+02 3.213031e-02 7.232117e-05
3.403000e-01 5.878000e-02 9.662389e-05 2.501656e-03 3.537864e-03 1.000000e-02 2.501648e-03 6.346995e+00 1.480424e+05 6.046994e+02 3.998723e-02 5.527564e-07
4.849000e-01 7.444000e-02 4.897336e-05 3.543254e-03 5.010887e-03 1.000000e-02 3.543232e-03 5.983203e+00 9.375223e+04 6.148435e+02 3.848852e-02 9.459475e-07
5.457000e-01 3.665000e-02 9.971614e-19 6.601088e-09 9.335348e-09 1.000000e-02 6.601088e-09 3.180203e+01 1.518381e+18 4.345067e-23 4.092254e-02 2.878520e-20
3.403000e-01 4.642000e-02 5.009339e-05 3.560330e-03 5.035035e-03 1.000000e-02 3.560308e-03 5.622135e+00 2.398718e+05 6.349814e+02 4.066098e-02 2.853921e-07
3.207000e-02 1.125000e-02 4.096328e-03 3.994762e-04 5.649445e-04 1.000000e-02 3.994761e-04 5.686349e+00 1.718891e+06 6.536969e+02 3.986003e-02 3.109681e-08
8.249000e-02 1.266000e-02 2.054773e-04 1.746396e-03 2.469772e-03 1.000000e-02 1.746393e-03 6.731974e+00 2.315021e+06 6.266848e+02 4.025226e-02 1.541614e-08
