# mzprime m4 sum_w_post_smearing v_mu4 v_4i epsilon u_mu4 chi2 decay_length MB_N_events eff_selection eff_total
5.144000e-02 4.125000e-02 4.902128e-02 1.116326e-04 1.578724e-04 1.000000e-02 1.116326e-04 6.128051e+00 1.364467e+05 6.108955e+02 4.036725e-02 1.127724e-06
2.850000e-02 7.897000e-01 4.274794e-03 1.574523e-04 2.226712e-04 1.000000e-02 1.574523e-04 3.069859e+01 1.319734e-07 1.059774e+02 1.742078e-02 5.057563e-05
8.751000e-01 4.125000e-02 1.149904e-07 9.999127e-03 1.414019e-02 1.000000e-02 9.998628e-03 3.066305e+01 2.423148e+06 1.149703e+01 4.078520e-02 1.822253e-08
2.000000e+00 4.125000e-02 1.578153e-30 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 6.631029e+27 1.578586e-42 4.121843e-02 5.649772e-30
5.144000e-02 4.642000e-02 7.519324e-02 8.955108e-05 1.266444e-04 1.000000e-02 8.955108e-05 6.300663e+00 9.143525e+04 6.030043e+02 3.986738e-02 1.724606e-06
4.571000e-02 2.424000e-01 1.674428e+00 1.744566e-05 2.467190e-05 1.000000e-02 1.744566e-05 9.688751e+00 9.597020e-04 5.096141e+02 3.430802e-02 7.067544e-05
1.579000e+00 2.285000e-02 3.168869e-31 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 4.955776e+28 3.169739e-43 4.143015e-02 4.499415e-31
2.388000e-01 3.257000e-02 6.528720e-05 3.023539e-03 4.275910e-03 1.000000e-02 3.023525e-03 6.653770e+00 4.751612e+05 5.968417e+02 4.076731e-02 1.145303e-07
6.910000e-01 1.604000e-02 2.601616e-29 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 1.072230e+28 2.602330e-41 4.118172e-02 1.729961e-30
2.000000e+00 2.154000e-01 1.225209e-06 9.999127e-03 1.414019e-02 1.000000e-02 9.998628e-03 2.094940e+01 1.694415e+04 1.224995e+02 2.038294e-02 5.167911e-06
2.850000e-02 1.425000e-02 1.258985e-02 2.160374e-04 3.055230e-04 1.000000e-02 2.160374e-04 6.446201e+00 1.019257e+06 5.875954e+02 4.097620e-02 7.368547e-08
6.910000e-01 1.425000e-02 1.228350e-29 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 1.942769e+28 1.228687e-41 4.083884e-02 8.155040e-31
3.403000e-01 3.888000e-01 1.260851e-03 2.429548e-04 3.435899e-04 1.000000e-02 2.429548e-04 2.986704e+01 4.778922e-04 7.442427e+01 6.402310e-03 1.767990e-05
2.122000e-01 6.615000e-02 8.765885e-04 8.390283e-04 1.186565e-03 1.000000e-02 8.390280e-04 6.128240e+00 1.056193e+05 6.170907e+02 3.936690e-02 1.068795e-06
1.323000e-01 7.444000e-02 7.596166e-03 2.772572e-04 3.921008e-04 1.000000e-02 2.772572e-04 7.096031e+00 6.932377e+04 5.839289e+02 3.829595e-02 2.198306e-06
5.789000e-02 4.642000e-02 4.433908e-02 1.156421e-04 1.635427e-04 1.000000e-02 1.156421e-04 6.286594e+00 1.130605e+05 5.929512e+02 4.028607e-02 1.363432e-06
3.024000e-01 1.000000e-02 9.546104e-08 9.999127e-03 1.414019e-02 1.000000e-02 9.998628e-03 3.090686e+01 4.256182e+07 9.544438e+00 4.039193e-02 3.627657e-10
2.388000e-01 1.512000e-01 5.249529e-03 3.228486e-04 4.565769e-04 1.000000e-02 3.228486e-04 7.864934e+00 1.463022e+04 5.471649e+02 2.820026e-02 1.023381e-05
8.249000e-02 3.257000e-02 3.555400e-03 4.095847e-04 5.792402e-04 1.000000e-02 4.095847e-04 6.199177e+00 3.373769e+05 5.964525e+02 4.095281e-02 2.694459e-07
1.108000e+00 1.425000e-02 3.094924e-31 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 1.285543e+29 3.095774e-43 4.123916e-02 1.155406e-31
2.000000e-02 6.236000e-01 3.140442e-02 1.141307e-04 1.614052e-04 1.000000e-02 1.141307e-04 2.228093e+01 2.512099e-07 4.090684e+02 2.303574e-02 6.080820e-05
6.910000e-01 1.194000e-01 4.498782e-05 3.641505e-03 5.149831e-03 1.000000e-02 3.641480e-03 6.848114e+00 3.433236e+04 5.965635e+02 3.359964e-02 3.142901e-06
2.122000e-01 6.236000e-01 1.803555e-03 2.739340e-04 3.874011e-04 1.000000e-02 2.739339e-04 2.651712e+01 5.097861e-06 1.353384e+02 1.216459e-02 4.010051e-05
5.457000e-01 7.897000e-01 4.502767e-08 1.230597e-09 1.740327e-09 1.000000e-02 1.230597e-09 3.180203e+01 1.484114e+06 6.818853e-14 2.990053e-03 3.354488e-08
2.850000e-02 6.236000e-01 2.973111e-02 1.170276e-04 1.655020e-04 1.000000e-02 1.170276e-04 2.173356e+01 4.851521e-07 4.071810e+02 2.374632e-02 6.491846e-05
2.850000e-02 4.375000e-01 3.038842e-01 4.128566e-05 5.838674e-05 1.000000e-02 4.128566e-05 1.326125e+01 1.128984e-05 5.179722e+02 3.054104e-02 6.972078e-05
3.207000e-02 1.000000e-02 2.827541e-03 4.742104e-04 6.706346e-04 1.000000e-02 4.742103e-04 5.960280e+00 2.250615e+06 6.358446e+02 4.031776e-02 2.143285e-08
6.910000e-01 4.125000e-02 7.418255e-07 9.999127e-03 1.414019e-02 1.000000e-02 9.998628e-03 2.511687e+01 9.421018e+05 7.416961e+01 4.074371e-02 4.948257e-08
3.403000e-01 2.728000e-01 2.975865e-03 3.894940e-04 5.508276e-04 1.000000e-02 3.894940e-04 1.226122e+01 1.696148e+03 4.514552e+02 1.339306e-02 2.494969e-05
5.144000e-02 1.512000e-01 2.420859e+00 1.549002e-05 2.190620e-05 1.000000e-02 1.549002e-05 7.078409e+00 6.572606e-03 5.808630e+02 3.560262e-02 7.161472e-05
1.489000e-01 1.914000e-01 5.838642e-02 7.878468e-05 1.114184e-04 1.000000e-02 7.878468e-05 1.572486e+01 2.933391e-03 3.624060e+02 1.257671e-02 2.931439e-05
2.122000e-01 1.000000e+00 6.121050e-07 2.709671e-10 3.832053e-10 1.000000e-02 2.709671e-10 3.180203e+01 1.223830e+06 4.494269e-14 1.382663e-02 2.661612e-07
2.687000e-01 4.642000e-02 1.243593e-04 2.258152e-03 3.193501e-03 1.000000e-02 2.258146e-03 6.149739e+00 2.302029e+05 6.341395e+02 4.020627e-02 3.218909e-07
3.829000e-01 1.000000e+00 2.586066e-08 2.294220e-10 3.244517e-10 1.000000e-02 2.294220e-10 3.180203e+01 5.866982e+06 1.361162e-15 1.055218e-02 3.581524e-08
3.609000e-02 6.236000e-01 2.797183e-02 1.215398e-04 1.718832e-04 1.000000e-02 1.215398e-04 2.133084e+01 7.213157e-07 4.131975e+02 2.399268e-02 6.713708e-05
2.000000e+00 4.642000e-02 3.275531e-30 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 3.672548e+27 3.276430e-42 4.080386e-02 1.170711e-29
6.910000e-01 2.894000e-02 8.801658e-08 9.999127e-03 1.414019e-02 1.000000e-02 9.998628e-03 3.096573e+01 5.563445e+06 8.800122e+00 4.142497e-02 5.878845e-09
4.062000e-02 1.805000e-02 7.738040e-03 2.885355e-04 4.080508e-04 1.000000e-02 2.885355e-04 5.790533e+00 7.475194e+05 6.442131e+02 4.081178e-02 1.010939e-07
2.687000e-01 1.000000e-02 1.015993e-19 6.601088e-09 9.335348e-09 1.000000e-02 6.601088e-09 3.180203e+01 6.085890e+19 4.427123e-24 4.086470e-02 2.634500e-22
8.751000e-01 6.236000e-01 1.799577e-05 3.177451e-03 4.493571e-03 1.000000e-02 3.177435e-03 2.828001e+01 2.067830e+01 1.816888e+02 5.216983e-03 1.815214e-05
2.850000e-02 1.512000e-01 7.822415e+00 8.378272e-06 1.184867e-05 1.000000e-02 8.378272e-06 7.921009e+00 6.665318e-03 5.490978e+02 3.715645e-02 7.194866e-05
8.249000e-02 2.424000e-01 4.519715e-01 3.356814e-05 4.747252e-05 1.000000e-02 3.356814e-05 9.493811e+00 8.735151e-04 5.092906e+02 2.796035e-02 6.097637e-05
4.062000e-02 6.615000e-02 5.395528e+00 1.033549e-05 1.461659e-05 1.000000e-02 1.033549e-05 7.026257e+00 1.555172e-01 5.763632e+02 3.790669e-02 7.279301e-05
2.000000e-02 7.017000e-01 1.237712e-02 1.436224e-04 2.031127e-04 1.000000e-02 1.436224e-04 2.760133e+01 1.113459e-07 2.553077e+02 1.985241e-02 5.656041e-05
9.848000e-01 1.604000e-02 1.562935e-30 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 4.425571e+28 1.563364e-42 4.137794e-02 3.786693e-31
7.330000e-02 1.701000e-01 8.799482e-01 2.476216e-05 3.501898e-05 1.000000e-02 2.476216e-05 8.069457e+00 3.883899e-03 5.395531e+02 3.065857e-02 6.356100e-05
8.249000e-02 1.061000e-01 7.253933e-01 2.575964e-05 3.642964e-05 1.000000e-02 2.575964e-05 1.066661e+01 4.928458e-02 4.813414e+02 2.798464e-02 5.895600e-05
5.789000e-02 5.878000e-02 1.611180e+00 1.895930e-05 2.681250e-05 1.000000e-02 1.895930e-05 8.642241e+00 3.429636e+01 5.791466e+02 3.356142e-02 5.014265e-05
1.247000e+00 1.194000e-01 1.442884e-18 6.601088e-09 9.335348e-09 1.000000e-02 6.601088e-09 3.180203e+01 1.122800e+17 6.287276e-23 3.436063e-02 8.754173e-19
2.533000e-02 7.017000e-01 1.199109e-02 1.536904e-04 2.173511e-04 1.000000e-02 1.536904e-04 2.721271e+01 1.559597e-07 2.832387e+02 2.013872e-02 5.728529e-05
2.533000e-02 6.236000e-01 3.068421e-02 1.147260e-04 1.622471e-04 1.000000e-02 1.147260e-04 2.202127e+01 3.987472e-07 4.038674e+02 2.329431e-02 6.453391e-05
1.176000e-01 5.223000e-02 3.968227e-03 3.797528e-04 5.370515e-04 1.000000e-02 3.797527e-04 7.355000e+00 1.481795e+05 5.722667e+02 4.007128e-02 8.016296e-07
6.141000e-01 2.572000e-02 1.084695e-07 9.999127e-03 1.414019e-02 1.000000e-02 9.998628e-03 3.077494e+01 6.259299e+06 1.084506e+01 4.086557e-02 4.722503e-09
1.885000e-01 1.000000e+00 1.100410e-08 2.876972e-11 4.068653e-11 1.000000e-02 2.876972e-11 3.180203e+01 8.547689e+07 9.108057e-18 1.398273e-02 3.910154e-09
3.609000e-02 8.377000e-02 6.836134e+00 9.307570e-06 1.316289e-05 1.000000e-02 9.307570e-06 6.419580e+00 5.578767e-02 5.922202e+02 3.878255e-02 7.304433e-05
2.533000e-02 1.604000e-02 2.875282e-02 1.472079e-04 2.081834e-04 1.000000e-02 1.472079e-04 5.839797e+00 6.690923e+05 6.230786e+02 4.068308e-02 1.299449e-07
2.850000e-02 4.125000e-02 1.204308e+01 6.886713e-06 9.739283e-06 1.000000e-02 6.886713e-06 7.477117e+00 9.065677e-01 5.711648e+02 3.839014e-02 7.224038e-05
1.777000e+00 2.031000e-02 5.909235e-32 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 1.436241e+29 5.910857e-44 4.154938e-02 1.313718e-31
4.849000e-01 1.266000e-02 9.789434e-29 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 8.546056e+27 9.792122e-41 4.125236e-02 1.865142e-30
2.000000e-02 7.444000e-02 2.406058e+01 4.982093e-06 7.045743e-06 1.000000e-02 4.982093e-06 6.558539e+00 7.866967e-02 5.972137e+02 3.902588e-02 7.238384e-05
1.323000e-01 2.285000e-02 2.064968e-04 1.682277e-03 2.379096e-03 1.000000e-02 1.682275e-03 6.795801e+00 8.472879e+05 5.843977e+02 4.027944e-02 5.869579e-08
5.144000e-02 2.572000e-02 9.676832e-03 2.510075e-04 3.549782e-04 1.000000e-02 2.510075e-04 6.019632e+00 4.144602e+05 6.096865e+02 4.073540e-02 2.218243e-07
2.122000e-01 9.427000e-02 2.375647e-03 4.886546e-04 6.910619e-04 1.000000e-02 4.886545e-04 6.635658e+00 4.952404e+04 5.672649e+02 3.668215e-02 2.948083e-06
2.850000e-02 5.878000e-02 1.211768e+01 7.045333e-06 9.963605e-06 1.000000e-02 7.045333e-06 6.265996e+00 1.858217e-01 6.014817e+02 3.954016e-02 7.299187e-05
6.141000e-01 6.236000e-01 2.987583e-09 6.603459e-09 9.338701e-09 1.000000e-02 6.603459e-09 3.180203e+01 2.632497e+07 1.302756e-13 1.672538e-03 1.004450e-09
6.141000e-01 7.017000e-01 4.282374e-09 1.230568e-09 1.740286e-09 1.000000e-02 1.230568e-09 3.180203e+01 1.030601e+07 6.484791e-15 1.564400e-03 2.385363e-09
1.403000e+00 2.285000e-02 7.821442e-31 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 3.087510e+28 7.823589e-43 4.149953e-02 7.083115e-31
5.457000e-01 6.615000e-02 2.185572e-05 5.274829e-03 7.459631e-03 1.000000e-02 5.274755e-03 5.847154e+00 1.231548e+05 6.081095e+02 3.962484e-02 6.332448e-07
1.247000e+00 3.888000e-01 1.642170e-05 5.264778e-03 7.445417e-03 1.000000e-02 5.264705e-03 1.405736e+01 4.564388e+02 4.551747e+02 9.290344e-03 1.865114e-05
3.829000e-01 1.061000e-01 3.301201e-04 1.317161e-03 1.862745e-03 1.000000e-02 1.317159e-03 7.238475e+00 4.336055e+04 5.727293e+02 3.534468e-02 2.918220e-06
9.283000e-02 6.236000e-01 1.340076e-02 1.674826e-04 2.368561e-04 1.000000e-02 1.674826e-04 2.021078e+01 2.516757e-06 3.758968e+02 2.486082e-02 7.377218e-05
2.122000e-01 3.257000e-02 1.011072e-04 2.398239e-03 3.391613e-03 1.000000e-02 2.398232e-03 6.469105e+00 4.690990e+05 5.815234e+02 4.026011e-02 1.211789e-07
1.247000e+00 5.541000e-01 8.237323e-06 6.370431e-03 9.008968e-03 1.000000e-02 6.370302e-03 2.164710e+01 4.957188e+01 3.342903e+02 6.097330e-03 1.948137e-05
2.533000e-02 3.665000e-02 1.568522e+01 6.007967e-06 8.496549e-06 1.000000e-02 6.007967e-06 7.632571e+00 1.342600e+00 5.661686e+02 3.857214e-02 7.149647e-05
2.388000e-01 1.000000e+00 2.949724e-07 2.402700e-10 3.397931e-10 1.000000e-02 2.402700e-10 3.180203e+01 1.978127e+06 1.702866e-14 1.355589e-02 1.577820e-07
2.122000e-01 8.886000e-01 1.621639e-06 3.582216e-10 5.066019e-10 1.000000e-02 3.582216e-10 3.180203e+01 1.001498e+06 2.080931e-13 1.450944e-02 3.222195e-07
1.247000e+00 1.343000e-01 5.790332e-06 9.999127e-03 1.414019e-02 1.000000e-02 9.998628e-03 7.145530e+00 2.714329e+04 5.789321e+02 3.164175e-02 3.565851e-06
2.388000e-01 1.425000e-02 2.090286e-18 6.601088e-09 9.335348e-09 1.000000e-02 6.601088e-09 3.180203e+01 6.349684e+18 9.108288e-23 4.085434e-02 3.668032e-21
6.514000e-02 9.427000e-02 1.524724e+00 1.856143e-05 2.624983e-05 1.000000e-02 1.856143e-05 8.687662e+00 5.463546e-02 5.253080e+02 3.259741e-02 6.600405e-05
3.207000e-02 2.894000e-02 9.481562e-02 7.834696e-05 1.107993e-04 1.000000e-02 7.834696e-05 7.350738e+00 1.917968e+05 5.820016e+02 4.039002e-02 7.255675e-07
1.489000e-01 8.886000e-01 3.837984e-07 7.999268e-11 1.131267e-10 1.000000e-02 7.999268e-11 3.180203e+01 9.818799e+06 2.455861e-15 1.629227e-02 4.232826e-08
8.751000e-01 2.285000e-02 3.268898e-29 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 4.669628e+27 3.269796e-41 4.143620e-02 5.119601e-30
1.108000e+00 3.888000e-01 2.501000e-05 4.266707e-03 6.033980e-03 1.000000e-02 4.266669e-03 1.385657e+01 4.257316e+02 4.553019e+02 9.088674e-03 1.838450e-05
3.207000e-02 4.125000e-02 9.135842e+00 7.735810e-06 1.094009e-05 1.000000e-02 7.735810e-06 8.106342e+00 1.405368e+00 5.467140e+02 3.737030e-02 7.064978e-05
3.829000e-01 7.444000e-02 1.228054e-04 2.218664e-03 3.137657e-03 1.000000e-02 2.218659e-03 6.300694e+00 9.214339e+04 6.045063e+02 3.839662e-02 1.058277e-06
2.000000e-02 2.285000e-02 1.897396e+01 5.487219e-06 7.760100e-06 1.000000e-02 5.487219e-06 8.299575e+00 1.594561e+01 5.712978e+02 3.751195e-02 5.195218e-05
7.776000e-01 1.125000e-02 1.180808e-30 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 1.026126e+29 1.181132e-42 4.119328e-02 1.198674e-31
2.000000e-02 9.427000e-02 2.153442e+01 5.224656e-06 7.388780e-06 1.000000e-02 5.224656e-06 6.653888e+00 3.490447e-02 5.878259e+02 3.876122e-02 7.136893e-05
1.323000e-01 8.886000e-01 6.156007e-04 1.195029e-04 1.690026e-04 1.000000e-02 1.195029e-04 3.178607e+01 3.470205e-06 8.791360e+00 1.659439e-02 5.657040e-05
9.848000e-01 7.017000e-01 6.975171e-06 3.319480e-03 4.694428e-03 1.000000e-02 3.319462e-03 3.102863e+01 1.685813e+01 7.685907e+01 4.725982e-03 1.671239e-05
3.024000e-01 4.924000e-01 9.718952e-04 3.149243e-04 4.453701e-04 1.000000e-02 3.149242e-04 2.829810e+01 2.251225e-05 9.638993e+01 6.124463e-03 1.833242e-05
9.283000e-02 2.031000e-02 5.341984e-04 1.047603e-03 1.481534e-03 1.000000e-02 1.047603e-03 6.505470e+00 9.450164e+05 5.862681e+02 4.112097e-02 5.578125e-08
2.388000e-01 8.886000e-01 2.237829e-06 5.318358e-10 7.521293e-10 1.000000e-02 5.318358e-10 3.180203e+01 5.786331e+05 6.329684e-13 1.374637e-02 5.458472e-07
2.251000e-02 1.604000e-02 4.402196e-02 1.183032e-04 1.673060e-04 1.000000e-02 1.183032e-04 5.775904e+00 5.850015e+05 6.161160e+02 4.074847e-02 1.548130e-07
5.144000e-02 8.377000e-02 2.978675e+00 1.367757e-05 1.934301e-05 1.000000e-02 1.367757e-05 7.517089e+00 7.012385e-02 5.572385e+02 3.551575e-02 7.154816e-05
2.000000e-02 1.061000e-01 2.000236e+01 5.403653e-06 7.641919e-06 1.000000e-02 5.403653e-06 7.190066e+00 2.283671e-02 5.840583e+02 3.823342e-02 7.069638e-05
2.687000e-01 5.223000e-02 1.759011e-04 1.897271e-03 2.683141e-03 1.000000e-02 1.897267e-03 6.279201e+00 1.798251e+05 6.331800e+02 4.018363e-02 4.532935e-07
1.489000e-01 5.878000e-02 2.293042e-03 5.018892e-04 7.097784e-04 1.000000e-02 5.018891e-04 6.776719e+00 1.243855e+05 5.776007e+02 3.978495e-02 9.227887e-07
2.533000e-02 4.125000e-02 1.586469e+01 6.085988e-06 8.606887e-06 1.000000e-02 6.085988e-06 6.613263e+00 7.192582e-01 5.876163e+02 3.905327e-02 7.356310e-05
9.848000e-01 1.061000e-01 4.941101e-18 6.601088e-09 9.335348e-09 1.000000e-02 6.601088e-09 3.180203e+01 7.870525e+16 2.153053e-22 3.587139e-02 1.235058e-18
3.403000e-01 4.125000e-02 3.331618e-05 4.195862e-03 5.933793e-03 1.000000e-02 4.195825e-03 6.580957e+00 3.124348e+05 5.865399e+02 4.036983e-02 1.891529e-07
2.687000e-01 2.572000e-02 2.029862e-05 5.410638e-03 7.651685e-03 1.000000e-02 5.410558e-03 6.728423e+00 7.797852e+05 5.942422e+02 4.047555e-02 5.242059e-08
8.249000e-02 2.894000e-02 2.461991e-03 4.967288e-04 7.024806e-04 1.000000e-02 4.967288e-04 6.060973e+00 4.235592e+05 6.074706e+02 4.052269e-02 1.868239e-07
3.829000e-01 4.642000e-02 3.058558e-05 4.483732e-03 6.340891e-03 1.000000e-02 4.483687e-03 6.046772e+00 2.429251e+05 6.148882e+02 4.030227e-02 2.606248e-07
8.751000e-01 1.425000e-02 1.960165e-30 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 5.000419e+28 1.960703e-42 4.110705e-02 3.059834e-31
4.062000e-02 7.444000e-02 5.266228e+00 1.065493e-05 1.506835e-05 1.000000e-02 1.065493e-05 6.335103e+00 8.883153e-02 5.978620e+02 3.792977e-02 7.238546e-05
2.533000e-02 1.512000e-01 9.394549e+00 7.659918e-06 1.083276e-05 1.000000e-02 7.659918e-06 8.064120e+00 6.290220e-03 5.512191e+02 3.755945e-02 7.007541e-05
1.176000e-01 1.604000e-02 1.126851e-04 2.334461e-03 3.301418e-03 1.000000e-02 2.334455e-03 6.819372e+00 1.631888e+06 6.141010e+02 4.062832e-02 2.253590e-08
1.403000e+00 5.223000e-02 1.092061e-28 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 4.924007e+26 1.092361e-40 4.048926e-02 9.958417e-29
3.207000e-02 4.375000e-01 2.844073e-01 4.255994e-05 6.018884e-05 1.000000e-02 4.255994e-05 1.322211e+01 1.345232e-05 5.151607e+02 3.107617e-02 7.066875e-05
3.207000e-02 7.017000e-01 1.142295e-02 1.591319e-04 2.250466e-04 1.000000e-02 1.591319e-04 2.668933e+01 2.331882e-07 2.892631e+02 2.075617e-02 5.846628e-05
1.247000e+00 5.878000e-02 5.586321e-28 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 1.700193e+26 5.587855e-40 4.053926e-02 3.273105e-28
2.000000e-02 2.572000e-02 2.262431e+01 4.882541e-06 6.904956e-06 1.000000e-02 4.882541e-06 7.884494e+00 5.665661e+00 5.393457e+02 3.768987e-02 6.202041e-05
1.176000e-01 1.061000e-01 3.867556e-02 1.192988e-04 1.687140e-04 1.000000e-02 1.192988e-04 7.814494e+00 2.257175e+04 5.504385e+02 3.321897e-02 8.149962e-06
1.777000e+00 1.604000e-02 1.384334e-32 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 4.697543e+29 1.384714e-44 4.145745e-02 3.111849e-32
9.848000e-01 3.455000e-01 4.855440e-05 3.144365e-03 4.446781e-03 1.000000e-02 3.144349e-03 1.182900e+01 8.836525e+02 4.800589e+02 1.050773e-02 2.000984e-05
1.323000e-01 7.017000e-01 3.425185e-03 2.511989e-04 3.552489e-04 1.000000e-02 2.511989e-04 2.582848e+01 1.598568e-06 2.161323e+02 1.995149e-02 6.649807e-05
1.108000e+00 1.266000e-02 1.429473e-31 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 2.333286e+29 1.429866e-43 4.116064e-02 5.326380e-32
3.829000e-01 2.572000e-02 1.928724e-18 6.601088e-09 9.335348e-09 1.000000e-02 6.601088e-09 3.180203e+01 2.167556e+18 8.404293e-23 4.063979e-02 1.629441e-20
1.323000e-01 1.061000e-01 2.240980e-02 1.569669e-04 2.219846e-04 1.000000e-02 1.569668e-04 7.472632e+00 2.679721e+04 5.521458e+02 3.425462e-02 6.660176e-06
7.776000e-01 1.701000e-01 6.609455e-05 2.907434e-03 4.111716e-03 1.000000e-02 2.907422e-03 7.438931e+00 1.455437e+04 5.587087e+02 2.653889e-02 7.470405e-06
4.062000e-02 1.061000e-01 4.917354e+00 1.098855e-05 1.554016e-05 1.000000e-02 1.098855e-05 6.492214e+00 2.409662e-02 5.937619e+02 3.830522e-02 7.311026e-05
3.829000e-01 3.455000e-01 1.047292e-03 5.997944e-04 8.482373e-04 1.000000e-02 5.997943e-04 1.728783e+01 2.739932e+02 3.767667e+02 9.325300e-03 1.723901e-05
2.850000e-02 9.427000e-02 1.081949e+01 7.435676e-06 1.051563e-05 1.000000e-02 7.435676e-06 6.499301e+00 3.562553e-02 5.982019e+02 3.862981e-02 7.242895e-05
5.789000e-02 4.125000e-02 2.912185e-02 1.436941e-04 2.032141e-04 1.000000e-02 1.436940e-04 6.605305e+00 1.530995e+05 6.013073e+02 4.066683e-02 8.971990e-07
1.176000e-01 8.377000e-02 1.798754e-02 1.812043e-04 2.562615e-04 1.000000e-02 1.812043e-04 6.337279e+00 4.745567e+04 5.906208e+02 3.767028e-02 3.685790e-06
5.457000e-01 1.512000e-01 1.991000e-04 1.665058e-03 2.354744e-03 1.000000e-02 1.665056e-03 7.881887e+00 1.905227e+04 5.519886e+02 2.920524e-02 6.226218e-06
2.251000e-02 1.914000e-01 7.605954e+00 8.295152e-06 1.173112e-05 1.000000e-02 8.295152e-06 9.219308e+00 2.084547e-03 5.233622e+02 3.617669e-02 6.945559e-05
6.514000e-02 2.728000e-01 6.722660e-01 2.742304e-05 3.878204e-05 1.000000e-02 2.742304e-05 9.747451e+00 5.565568e-04 5.055596e+02 3.174678e-02 6.719406e-05
6.910000e-01 3.455000e-01 1.780120e-04 1.603063e-03 2.267070e-03 1.000000e-02 1.603061e-03 1.231167e+01 7.532775e+02 4.574570e+02 1.040690e-02 2.093794e-05
1.675000e-01 1.425000e-02 2.060536e-05 5.359163e-03 7.578893e-03 1.000000e-02 5.359086e-03 6.160303e+00 2.326375e+06 5.917990e+02 4.093887e-02 1.171184e-08
6.141000e-01 1.425000e-02 3.165501e-29 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 1.211580e+28 3.166370e-41 4.065078e-02 1.382534e-30
6.141000e-01 2.424000e-01 2.988470e-04 1.298081e-03 1.835762e-03 1.000000e-02 1.298080e-03 9.610942e+00 4.503499e+03 5.035615e+02 1.736582e-02 1.695941e-05
3.829000e-01 3.665000e-02 1.501921e-05 6.429275e-03 9.092180e-03 1.000000e-02 6.429142e-03 5.607382e+00 3.867585e+05 6.208278e+02 4.052515e-02 1.270487e-07
5.457000e-01 1.000000e-02 9.323612e-30 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 4.513580e+28 9.326172e-42 4.089500e-02 2.678084e-31
1.579000e+00 2.031000e-02 1.529279e-31 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 8.952023e+28 1.529699e-43 4.140157e-02 2.164280e-31
1.247000e+00 1.914000e-01 1.273144e-05 6.535700e-03 9.242678e-03 1.000000e-02 6.535560e-03 8.132891e+00 1.072819e+04 5.438283e+02 2.330298e-02 8.453292e-06
8.751000e-01 3.070000e-01 8.430781e-05 2.475524e-03 3.500909e-03 1.000000e-02 2.475517e-03 1.040255e+01 1.602740e+03 5.166568e+02 1.266372e-02 1.990932e-05
1.675000e-01 2.031000e-02 6.231743e-05 3.221661e-03 4.556093e-03 1.000000e-02 3.221645e-03 5.815207e+00 1.080858e+06 6.467990e+02 4.088017e-02 3.574587e-08
9.283000e-02 9.427000e-02 4.957782e-01 3.089025e-05 4.368541e-05 1.000000e-02 3.089025e-05 1.175594e+01 7.915590e+00 4.730753e+02 2.612943e-02 5.375909e-05
6.514000e-02 3.665000e-02 1.264993e-02 2.192420e-04 3.100550e-04 1.000000e-02 2.192420e-04 5.870631e+00 2.255133e+05 6.080450e+02 4.053543e-02 5.193035e-07
1.176000e-01 5.878000e-02 5.866182e-03 3.199573e-04 4.524880e-04 1.000000e-02 3.199573e-04 6.526031e+00 1.114196e+05 6.005369e+02 3.982009e-02 1.195148e-06
2.850000e-02 3.070000e-01 1.515125e+00 1.836070e-05 2.596595e-05 1.000000e-02 1.836070e-05 1.080821e+01 1.652267e-04 5.107719e+02 3.386806e-02 6.800834e-05
3.403000e-01 1.512000e-01 1.328824e-03 6.542891e-04 9.253044e-04 1.000000e-02 6.542890e-04 7.244573e+00 1.720844e+04 5.688621e+02 2.879556e-02 8.292115e-06
4.571000e-02 5.223000e-02 3.879813e+00 1.163852e-05 1.645935e-05 1.000000e-02 1.163852e-05 9.084718e+00 1.548024e+00 5.255407e+02 3.505090e-02 6.812224e-05
