# mzprime m4 sum_w_post_smearing v_mu4 v_4i epsilon u_mu4 chi2 decay_length MB_N_events eff_geometry eff_selection eff_total
8.249000e-02 1.512000e-01 4.206452e-03 3.613351e-04 5.110050e-04 8.000000e-04 3.613351e-04 7.882372e+00 3.800667e-05 5.492073e+02 2.417041e-02 2.786251e-02 5.910104e-05
1.675000e-01 1.194000e-01 7.850466e-05 2.730559e-03 3.861580e-03 8.000000e-04 2.730549e-03 6.984557e+00 2.282769e+04 5.853271e+02 3.828089e-03 3.240787e-02 7.482328e-06
5.144000e-02 7.017000e-01 6.145535e-05 2.258827e-03 3.194455e-03 8.000000e-04 2.258821e-03 2.544356e+01 2.977884e-09 3.135636e+02 1.749461e-02 2.195845e-02 6.460849e-05
3.403000e-01 1.061000e-01 1.968282e-06 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 1.664039e+01 7.247036e+04 1.968479e+02 1.107342e-03 3.519810e-02 1.822137e-06
1.675000e-01 3.257000e-02 4.334531e-07 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 2.779039e+01 1.623165e+06 4.334965e+01 1.591946e-05 4.090579e-02 3.868146e-08
4.571000e-02 3.665000e-02 3.258473e-04 1.355898e-03 1.917527e-03 8.000000e-04 1.355897e-03 6.295416e+00 1.628112e+05 5.990569e+02 1.941128e-04 4.096598e-02 8.830705e-07
4.062000e-02 1.061000e-01 3.143917e-02 1.382372e-04 1.954970e-04 8.000000e-04 1.382372e-04 6.255402e+00 1.522615e-04 6.007877e+02 1.639659e-02 3.760710e-02 7.260345e-05
3.403000e-01 3.455000e-01 1.218785e-05 2.024771e-03 2.863453e-03 8.000000e-04 2.024767e-03 3.101783e+01 5.177541e-04 4.996648e+01 5.471140e-02 7.801388e-03 2.175093e-05
3.829000e-01 5.878000e-02 2.637655e-08 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.156065e+01 2.332307e+06 2.637919e+00 1.961171e-05 3.984034e-02 3.537553e-08
8.249000e-02 1.425000e-02 5.636366e-07 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 2.660957e+01 6.058789e+06 5.636930e+01 1.969075e-06 4.031988e-02 6.606804e-09
3.024000e-01 2.031000e-02 2.790385e-10 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.179928e+01 1.874877e+08 2.790664e-02 8.421614e-08 4.101345e-02 1.678946e-10
3.403000e-01 4.375000e-01 5.373233e-06 3.670734e-03 5.191167e-03 8.000000e-04 3.670709e-03 3.002354e+01 5.904898e-07 7.240049e+01 5.416099e-02 5.478593e-03 1.558560e-05
3.024000e-01 2.728000e-01 2.701889e-05 3.929306e-03 5.556835e-03 8.000000e-04 3.929276e-03 1.364624e+01 1.265704e+03 4.171567e+02 3.560630e-02 1.239535e-02 2.434807e-05
2.122000e-01 3.257000e-02 7.253465e-08 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.113625e+01 4.217294e+06 7.254191e+00 6.114677e-06 4.083797e-02 1.358403e-08
3.829000e-01 1.343000e-01 2.742171e-06 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 1.282637e+01 3.513196e+04 2.742445e+02 2.782257e-03 3.158441e-02 3.887655e-06
2.388000e-01 4.924000e-01 1.497922e-05 2.955898e-03 4.180252e-03 8.000000e-04 2.955885e-03 2.507990e+01 1.260930e-07 1.308784e+02 4.321005e-02 8.157576e-03 2.347440e-05
5.789000e-02 1.701000e-01 1.064245e-02 2.289825e-04 3.238301e-04 8.000000e-04 2.289825e-04 7.848480e+00 2.675542e-05 5.580155e+02 1.914225e-02 3.424334e-02 6.923078e-05
2.533000e-02 3.888000e-01 3.770699e-03 3.716355e-04 5.255720e-04 8.000000e-04 3.716355e-04 1.224177e+01 1.568059e-07 5.207825e+02 1.416331e-02 3.147072e-02 6.843957e-05
2.850000e-02 1.425000e-02 8.099456e-05 2.809889e-03 3.973768e-03 8.000000e-04 2.809878e-03 5.845797e+00 9.410096e+05 6.394908e+02 1.394047e-05 4.041854e-02 7.412764e-08
9.283000e-02 1.194000e-01 2.992058e-03 3.913726e-04 5.534843e-04 8.000000e-04 3.913725e-04 1.123438e+01 1.897202e-04 4.583009e+02 2.680061e-02 2.485806e-02 5.305978e-05
5.144000e-02 8.377000e-02 1.851307e-02 1.747067e-04 2.470726e-04 8.000000e-04 1.747067e-04 7.421763e+00 4.298003e-04 5.650640e+02 1.861410e-02 3.578006e-02 6.928554e-05
2.850000e-02 8.886000e-01 9.471661e-06 1.000000e-08 1.414214e-08 8.000000e-04 1.000000e-08 3.180203e+01 2.296446e+01 9.471661e-10 1.534090e-02 1.528492e-02 4.457899e-05
1.176000e-01 7.444000e-02 7.836595e-05 2.760067e-03 3.903309e-03 8.000000e-04 2.760056e-03 6.560698e+00 6.363667e+04 5.969894e+02 9.288603e-04 3.818619e-02 2.512931e-06
1.323000e-01 2.728000e-01 4.431390e-04 9.878481e-04 1.397027e-03 8.000000e-04 9.878476e-04 1.307653e+01 2.037781e-06 4.324345e+02 3.035567e-02 1.495747e-02 3.508087e-05
3.207000e-02 5.541000e-01 4.308089e-04 1.046735e-03 1.480306e-03 8.000000e-04 1.046734e-03 1.801044e+01 1.094599e-08 4.720173e+02 1.648152e-02 2.637153e-02 6.941223e-05
1.045000e-01 2.894000e-02 6.474393e-06 9.330263e-03 1.319441e-02 8.000000e-04 9.329857e-03 7.382921e+00 4.980061e+05 5.636206e+02 4.755540e-05 4.083289e-02 1.456321e-07
2.687000e-01 4.125000e-02 4.919858e-08 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.131518e+01 3.325100e+06 4.920350e+00 9.731635e-06 4.099174e-02 1.987847e-08
3.024000e-01 2.285000e-02 5.458018e-10 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.179652e+01 1.038223e+08 5.458563e-02 1.732963e-07 4.121842e-02 3.277500e-10
4.571000e-02 9.427000e-02 2.501288e-02 1.533879e-04 2.169232e-04 8.000000e-04 1.533879e-04 6.572916e+00 2.444734e-04 5.884991e+02 1.762364e-02 3.720007e-02 7.295221e-05
5.789000e-02 1.000000e-02 8.351090e-07 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 2.462569e+01 8.772482e+06 8.351925e+01 9.893523e-07 4.018996e-02 3.959579e-09
2.251000e-02 3.888000e-01 4.009705e-03 3.663564e-04 5.181062e-04 8.000000e-04 3.663564e-04 1.209340e+01 1.274263e-07 5.381708e+02 1.444176e-02 3.164618e-02 6.858465e-05
2.000000e-02 2.285000e-02 1.615255e-01 5.660203e-05 8.004736e-05 8.000000e-04 5.660203e-05 9.085604e+00 1.498552e-01 5.174937e+02 1.201473e-02 3.701100e-02 6.878218e-05
2.388000e-01 1.000000e+00 3.619930e-07 1.000000e-08 1.414214e-08 8.000000e-04 1.000000e-08 3.180203e+01 1.141947e+03 3.619930e-11 2.097259e-02 1.347575e-02 3.030629e-05
2.251000e-02 3.070000e-01 1.156706e-02 2.118056e-04 2.995384e-04 8.000000e-04 2.118056e-04 1.100853e+01 7.744421e-07 5.189173e+02 1.308953e-02 3.406131e-02 6.758769e-05
5.789000e-02 5.878000e-02 1.342137e-02 1.987811e-04 2.811189e-04 8.000000e-04 1.987811e-04 9.561360e+00 3.119945e-01 5.303310e+02 2.063430e-02 3.267403e-02 6.571859e-05
2.122000e-01 7.444000e-02 7.795894e-06 8.743878e-03 1.236524e-02 8.000000e-04 8.743544e-03 6.365805e+00 8.284817e+04 5.960383e+02 7.063138e-04 3.866840e-02 1.502771e-06
4.571000e-02 8.886000e-01 8.766009e-06 5.996186e-04 8.479886e-04 8.000000e-04 5.996185e-04 3.180012e+01 1.643023e-08 3.151752e+00 1.669766e-02 1.552871e-02 4.792496e-05
4.571000e-02 4.642000e-02 2.466106e-02 1.475070e-04 2.086063e-04 8.000000e-04 1.475070e-04 9.392904e+00 7.031262e-01 5.365827e+02 1.764891e-02 3.459831e-02 6.741349e-05
7.330000e-02 4.642000e-02 1.124871e-04 2.368183e-03 3.349107e-03 8.000000e-04 2.368176e-03 5.963971e+00 1.383982e+05 6.308607e+02 2.824558e-04 4.023419e-02 9.794380e-07
2.251000e-02 2.285000e-02 1.053787e-01 7.110088e-05 1.005518e-04 8.000000e-04 7.110088e-05 8.375593e+00 6.495097e+00 5.327247e+02 1.037154e-02 3.548515e-02 5.835798e-05
6.514000e-02 1.000000e-02 3.329230e-07 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 2.872419e+01 1.411911e+07 3.329563e+01 6.005676e-07 4.014732e-02 2.129739e-09
1.675000e-01 2.728000e-01 1.524860e-04 1.451173e-03 2.052266e-03 8.000000e-04 1.451172e-03 1.712883e+01 1.912271e-06 3.211208e+02 3.510815e-02 9.493461e-03 2.311071e-05
5.144000e-02 1.266000e-02 7.218274e-06 9.553111e-03 1.350952e-02 8.000000e-04 9.552675e-03 5.672231e+00 1.785898e+06 6.587536e+02 6.204582e-06 4.042721e-02 2.589209e-08
2.388000e-01 1.125000e-02 4.774776e-11 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180158e+01 1.425401e+09 4.775253e-03 6.215998e-09 4.025290e-02 1.310101e-11
1.176000e-01 4.924000e-01 1.880943e-04 1.467870e-03 2.075879e-03 8.000000e-04 1.467868e-03 1.617312e+01 1.076654e-07 4.052758e+02 2.807006e-02 2.237731e-02 6.137275e-05
5.144000e-02 4.125000e-02 3.154536e-04 1.393296e-03 1.970416e-03 8.000000e-04 1.393295e-03 7.052856e+00 1.368980e+05 6.123818e+02 2.592927e-04 4.051761e-02 1.130591e-06
9.283000e-02 3.257000e-02 1.489735e-05 6.403927e-03 9.056335e-03 8.000000e-04 6.403796e-03 6.515182e+00 3.532959e+05 6.109445e+02 7.633516e-05 4.067719e-02 2.429380e-07
3.207000e-02 6.236000e-01 1.850701e-04 1.458821e-03 2.063082e-03 8.000000e-04 1.458819e-03 2.185854e+01 3.953499e-09 3.938584e+02 1.655121e-02 2.367054e-02 6.616078e-05
1.885000e-01 2.285000e-02 2.074663e-08 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.159787e+01 1.558438e+07 2.074871e+00 1.165336e-06 4.069467e-02 2.684210e-09
1.323000e-01 3.888000e-01 2.598754e-04 1.259108e-03 1.780646e-03 8.000000e-04 1.259107e-03 1.471510e+01 3.870177e-07 4.119940e+02 2.939939e-02 1.703836e-02 4.349020e-05
4.571000e-02 4.125000e-02 5.075713e-04 1.069363e-03 1.512307e-03 8.000000e-04 1.069363e-03 7.185542e+00 1.127556e+05 5.804269e+02 3.181618e-04 4.005605e-02 1.365869e-06
9.283000e-02 1.000000e+00 1.448346e-06 1.000000e-08 1.414214e-08 8.000000e-04 1.000000e-08 3.180203e+01 1.709849e+02 1.448346e-10 1.333303e-02 1.442805e-02 3.276517e-05
2.533000e-02 2.728000e-01 1.635741e-02 1.771495e-04 2.505272e-04 8.000000e-04 1.771495e-04 1.073746e+01 1.998193e-06 5.133271e+02 1.300174e-02 3.441630e-02 6.801886e-05
3.609000e-02 4.642000e-02 4.465286e-02 1.087675e-04 1.538204e-04 8.000000e-04 1.087675e-04 8.640313e+00 6.318015e-03 5.282596e+02 1.577421e-02 3.695455e-02 7.085547e-05
1.176000e-01 2.031000e-02 3.504328e-07 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 2.869097e+01 4.220259e+06 3.504678e+01 3.939761e-06 4.039409e-02 1.093793e-08
2.687000e-01 5.223000e-02 1.950365e-07 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 2.992725e+01 1.011973e+06 1.950560e+01 4.006220e-05 4.009880e-02 8.006663e-08
2.687000e-01 4.642000e-02 9.771502e-08 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.087261e+01 1.833856e+06 9.772480e+00 1.994616e-05 4.047072e-02 3.977569e-08
9.283000e-02 2.572000e-02 7.228807e-06 9.206211e-03 1.301900e-02 8.000000e-04 9.205820e-03 6.450670e+00 5.749980e+05 6.126726e+02 3.693139e-05 4.081145e-02 1.171500e-07
4.309000e-01 2.728000e-01 7.803188e-06 7.585994e-03 1.072791e-02 8.000000e-04 7.585776e-03 1.146702e+01 2.297903e+03 4.490525e+02 3.317815e-02 1.395650e-02 2.244342e-05
8.249000e-02 9.427000e-02 4.765321e-03 3.176978e-04 4.492925e-04 8.000000e-04 3.176978e-04 1.076590e+01 1.148728e-03 4.809728e+02 2.542809e-02 2.845697e-02 5.868876e-05
1.675000e-01 1.000000e-02 3.341559e-10 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.179882e+01 6.249072e+08 3.341894e-02 1.284751e-08 4.026676e-02 2.998749e-11
1.489000e-01 1.701000e-01 4.369442e-04 8.652172e-04 1.223601e-03 8.000000e-04 8.652169e-04 1.698735e+01 8.628308e-05 3.270968e+02 3.545390e-02 1.375188e-02 3.268515e-05
3.207000e-02 3.455000e-01 5.580096e-03 3.059458e-04 4.326727e-04 8.000000e-04 3.059458e-04 1.129103e+01 5.286338e-07 5.223129e+02 1.478903e-02 3.311118e-02 6.976530e-05
2.000000e-02 5.878000e-02 1.605115e-01 6.157969e-05 8.708683e-05 8.000000e-04 6.157969e-05 6.369568e+00 1.070053e-03 6.086689e+02 1.182150e-02 3.884577e-02 7.113632e-05
4.309000e-01 4.375000e-01 8.102730e-10 1.000000e-08 1.414214e-08 8.000000e-04 1.000000e-08 3.180203e+01 1.668485e+07 8.102730e-14 1.480960e-05 5.706681e-03 4.815483e-09
6.514000e-02 7.444000e-02 9.867141e-03 2.263015e-04 3.200387e-04 8.000000e-04 2.263015e-04 9.791009e+00 2.868344e-03 5.053198e+02 2.223010e-02 3.225485e-02 6.511098e-05
4.571000e-02 1.425000e-02 1.527479e-05 6.370834e-03 9.009538e-03 8.000000e-04 6.370705e-03 5.664821e+00 1.347698e+06 6.199661e+02 9.365557e-06 4.069024e-02 4.109228e-08
2.122000e-01 1.701000e-01 7.072165e-05 2.664566e-03 3.768253e-03 8.000000e-04 2.664557e-03 9.139951e+00 9.088247e+03 5.021177e+02 1.120798e-02 2.402131e-02 1.536928e-05
4.062000e-02 7.017000e-01 6.769954e-05 2.083896e-03 2.947067e-03 8.000000e-04 2.083891e-03 2.642401e+01 2.181663e-09 2.939934e+02 1.641978e-02 2.137747e-02 6.106881e-05
4.309000e-01 1.000000e+00 5.936572e-08 1.000000e-08 1.414214e-08 8.000000e-04 1.000000e-08 3.180203e+01 4.050317e+03 5.936572e-12 2.382810e-02 8.962928e-03 1.685086e-05
3.207000e-02 3.665000e-02 5.666413e-02 9.569186e-05 1.353287e-04 8.000000e-04 9.569186e-05 9.176567e+00 3.256473e-02 5.188696e+02 1.463300e-02 3.608202e-02 6.819041e-05
2.687000e-01 1.000000e+00 3.003186e-07 1.000000e-08 1.414214e-08 8.000000e-04 1.000000e-08 3.180203e+01 1.453905e+03 3.003186e-11 2.193593e-02 1.309256e-02 3.134690e-05
3.024000e-01 6.615000e-02 3.282410e-07 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 2.870340e+01 4.947294e+05 3.282738e+01 1.050343e-04 3.899275e-02 1.997787e-07
4.571000e-02 1.000000e+00 2.697848e-06 1.000000e-08 1.414214e-08 8.000000e-04 1.000000e-08 3.180203e+01 4.144940e+01 2.697848e-10 1.558114e-02 1.380023e-02 4.009952e-05
5.144000e-02 1.914000e-01 1.237440e-02 2.109098e-04 2.982714e-04 8.000000e-04 2.109098e-04 7.817405e+00 1.708395e-05 5.504498e+02 1.728826e-02 3.518569e-02 7.066450e-05
1.675000e-01 6.236000e-01 2.404230e-05 2.896375e-03 4.096076e-03 8.000000e-04 2.896363e-03 2.445981e+01 2.777136e-08 2.016906e+02 3.485239e-02 1.671281e-02 5.244452e-05
3.609000e-02 3.257000e-02 5.811582e-04 1.019472e-03 1.441750e-03 8.000000e-04 1.019471e-03 6.152208e+00 1.571613e+05 6.040109e+02 1.858991e-04 4.020841e-02 9.124388e-07
4.309000e-01 3.888000e-01 3.604597e-06 9.812302e-03 1.387602e-02 8.000000e-04 9.811830e-03 1.916910e+01 1.422852e+02 3.470552e+02 4.441655e-02 8.027421e-03 1.655877e-05
1.489000e-01 3.888000e-01 1.637432e-04 1.493884e-03 2.112669e-03 8.000000e-04 1.493882e-03 1.627198e+01 3.560564e-07 3.654239e+02 3.154660e-02 1.421617e-02 3.637562e-05
2.533000e-02 1.266000e-02 8.607884e-05 2.713714e-03 3.837757e-03 8.000000e-04 2.713704e-03 5.793920e+00 1.141426e+06 6.339056e+02 1.036171e-05 4.066876e-02 6.064290e-08
2.388000e-01 1.061000e-01 1.348617e-05 6.491033e-03 9.179514e-03 8.000000e-04 6.490897e-03 6.974664e+00 3.896273e+04 5.682197e+02 2.062002e-03 3.498200e-02 3.864539e-06
4.062000e-02 3.257000e-02 3.389220e-04 1.326632e-03 1.876139e-03 8.000000e-04 1.326631e-03 6.381582e+00 1.913785e+05 5.964864e+02 1.504744e-04 4.055482e-02 6.946121e-07
3.024000e-01 5.878000e-02 1.607700e-07 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.022974e+01 8.992370e+05 1.607860e+01 5.131720e-05 3.969408e-02 9.766245e-08
2.533000e-02 1.194000e-01 7.655477e-02 8.682104e-05 1.227835e-04 8.000000e-04 8.682104e-05 7.016766e+00 9.978467e-05 5.770617e+02 1.253727e-02 3.768626e-02 7.195585e-05
1.885000e-01 3.257000e-02 1.844383e-07 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.004731e+01 2.616257e+06 1.844567e+01 1.000457e-05 4.035306e-02 2.396950e-08
1.323000e-01 3.257000e-02 2.518330e-06 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 1.397837e+01 6.226672e+05 2.518582e+02 4.220685e-05 4.066254e-02 1.114381e-07
2.687000e-01 3.888000e-01 1.450451e-05 2.831811e-03 4.004769e-03 8.000000e-04 2.831799e-03 2.570091e+01 5.695615e-07 1.163139e+02 4.648978e-02 5.749396e-03 1.578425e-05
2.000000e-02 5.541000e-01 4.818371e-04 9.888381e-04 1.398428e-03 8.000000e-04 9.888377e-04 1.850026e+01 4.770284e-09 4.711408e+02 1.517154e-02 2.549076e-02 6.484092e-05
9.283000e-02 3.888000e-01 7.847210e-04 7.654867e-04 1.082561e-03 8.000000e-04 7.654864e-04 1.281676e+01 5.010793e-07 4.598228e+02 2.389354e-02 2.579388e-02 6.266751e-05
3.829000e-01 2.424000e-01 1.214625e-05 6.521113e-03 9.222051e-03 8.000000e-04 6.520974e-03 9.289254e+00 3.501504e+03 5.165184e+02 2.600545e-02 1.668497e-02 2.153953e-05
4.571000e-02 1.604000e-02 2.187587e-05 5.286808e-03 7.476572e-03 8.000000e-04 5.286734e-03 6.057831e+00 1.061609e+06 6.114381e+02 1.314156e-05 4.051997e-02 5.859097e-08
1.489000e-01 4.642000e-02 7.480809e-06 9.153363e-03 1.294427e-02 8.000000e-04 9.152980e-03 6.340375e+00 1.978796e+05 6.267726e+02 1.901095e-04 4.006939e-02 4.732349e-07
1.885000e-01 1.125000e-02 2.881467e-10 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.179931e+01 5.527151e+08 2.881755e-02 1.621673e-08 4.037205e-02 3.737568e-11
1.045000e-01 1.000000e+00 1.241159e-06 1.000000e-08 1.414214e-08 8.000000e-04 1.000000e-08 3.180203e+01 2.167023e+02 1.241159e-10 1.341053e-02 1.469198e-02 3.143670e-05
5.789000e-02 3.257000e-02 8.663890e-05 2.672247e-03 3.779114e-03 8.000000e-04 2.672237e-03 6.094232e+00 2.670025e+05 6.186800e+02 1.049647e-04 4.078393e-02 4.142334e-07
2.000000e-02 2.894000e-02 1.663936e-01 5.777218e-05 8.170220e-05 8.000000e-04 5.777218e-05 7.436762e+00 1.838307e-02 5.553593e+02 1.199870e-02 3.838476e-02 7.189777e-05
7.330000e-02 5.878000e-02 2.400372e-04 1.554177e-03 2.197936e-03 8.000000e-04 1.554175e-03 7.007586e+00 7.718283e+04 5.798018e+02 6.372116e-04 3.947380e-02 2.097876e-06
2.388000e-01 1.000000e-02 2.376357e-11 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180180e+01 2.585138e+09 2.376595e-03 3.084620e-09 4.058258e-02 6.540643e-12
1.489000e-01 5.541000e-01 5.885694e-05 2.157439e-03 3.051072e-03 8.000000e-04 2.157434e-03 2.082139e+01 5.638299e-08 2.739521e+02 3.198300e-02 1.785281e-02 5.393799e-05
2.122000e-01 1.000000e+00 4.578982e-07 1.000000e-08 1.414214e-08 8.000000e-04 1.000000e-08 3.180203e+01 8.985743e+02 4.578982e-11 1.949213e-02 1.368797e-02 3.119081e-05
2.000000e-02 3.665000e-02 1.687863e-01 5.973724e-05 8.448121e-05 8.000000e-04 5.973724e-05 6.563262e+00 5.740938e-03 6.023204e+02 1.172674e-02 4.005475e-02 7.308653e-05
4.309000e-01 4.642000e-02 2.512606e-09 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.177722e+01 1.227487e+07 2.512858e-01 2.925848e-06 4.098055e-02 5.074663e-09
3.829000e-01 2.031000e-02 4.380081e-11 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180162e+01 4.828390e+08 4.380519e-03 3.229618e-08 4.103985e-02 5.842710e-11
5.789000e-02 1.061000e-01 1.329336e-02 2.077210e-04 2.937619e-04 8.000000e-04 2.077210e-04 7.315751e+00 1.639332e-04 5.735825e+02 2.026763e-02 3.495799e-02 6.980238e-05
1.045000e-01 4.125000e-02 2.000848e-05 5.608953e-03 7.932133e-03 8.000000e-04 5.608865e-03 6.237505e+00 2.219014e+05 6.294741e+02 1.535049e-04 4.035664e-02 4.531814e-07
4.571000e-02 8.377000e-02 2.539129e-02 1.526248e-04 2.158440e-04 8.000000e-04 1.526248e-04 6.724737e+00 3.846875e-04 5.914729e+02 1.759605e-02 3.741397e-02 7.246395e-05
