# mzprime m4 sum_w_post_smearing v_mu4 v_4i epsilon u_mu4 chi2 decay_length N_events scatt_det
3.609000e-02 1.194000e-01 3.799449e-02 1.192278e-04 1.686135e-04 8.000000e-04 1.192278e-04 6.480940e+00 1.093526e-04 5.401017e+02 1.000000e+00
2.687000e-01 1.425000e-02 7.853088e-31 1.000137e-12 1.414408e-12 8.000000e-04 1.000137e-12 3.180203e+01 6.933715e+28 7.855244e-43 5.421827e-02
1.489000e-01 1.805000e-02 3.000465e-28 1.000137e-12 1.414408e-12 8.000000e-04 1.000137e-12 3.180203e+01 1.979388e+27 3.001288e-40 3.654401e-02
2.000000e-02 3.665000e-02 1.713281e-01 5.587908e-05 7.902496e-05 8.000000e-04 5.587908e-05 6.001954e+00 6.561191e-03 5.349671e+02 1.000000e+00
1.489000e-01 3.888000e-01 1.639844e-04 1.383883e-03 1.957105e-03 8.000000e-04 1.383882e-03 1.636612e+01 4.149004e-07 3.140519e+02 1.000000e+00
4.062000e-02 1.266000e-02 1.408100e-05 5.911599e-03 8.360118e-03 8.000000e-04 5.911496e-03 5.645109e+00 1.770349e+06 4.920887e+02 1.585628e-02
1.176000e-01 8.377000e-02 1.054249e-04 2.164374e-03 3.060880e-03 8.000000e-04 2.164369e-03 6.197368e+00 5.198395e+04 4.938648e+02 3.041855e-02
8.751000e-01 4.642000e-02 9.245131e-32 1.000137e-12 1.414408e-12 8.000000e-04 1.000137e-12 3.180203e+01 2.106421e+28 9.247669e-44 9.431625e-02
7.776000e-01 2.285000e-02 3.351761e-33 1.000137e-12 1.414408e-12 8.000000e-04 1.000137e-12 3.180203e+01 4.564270e+29 3.352681e-45 9.146705e-02
4.571000e-02 7.444000e-02 2.548769e-02 1.432401e-04 2.025720e-04 8.000000e-04 1.432401e-04 6.770016e+00 7.194487e-04 5.229492e+02 1.000000e+00
7.330000e-02 8.377000e-02 6.919175e-03 2.589172e-04 3.661641e-04 8.000000e-04 2.589172e-04 9.713396e+00 1.945512e-03 4.638483e+02 1.000000e+00
1.045000e-01 8.886000e-01 5.364984e-06 2.533782e-03 3.583297e-03 8.000000e-04 2.533774e-03 3.165561e+01 4.811930e-09 3.444346e+01 1.000000e+00
