# mzprime m4 sum_w_post_smearing v_mu4 v_4i epsilon u_mu4 chi2 decay_length MB_N_events SBND_N_events microB_N_events ICARUS_N_events scatt_det
2.000000e+00 1.061000e-01 1.409525e-32 1.000137e-12 1.414408e-12 8.000000e-04 1.000137e-12 3.180203e+01 9.253039e+27 1.409912e-44 1.216481e-01
5.144000e-02 2.285000e-02 4.145126e-05 3.648697e-03 5.160003e-03 8.000000e-04 3.648673e-03 5.866500e+00 5.757748e+05 5.518404e+02 1.859224e-02
6.910000e-01 8.377000e-02 2.019922e-29 1.000137e-12 1.414408e-12 8.000000e-04 1.000137e-12 3.180203e+01 4.236981e+26 2.020477e-41 8.378030e-02
8.249000e-02 4.375000e-01 6.941565e-04 7.870312e-04 1.113030e-03 8.000000e-04 7.870309e-04 1.305039e+01 2.612063e-07 4.299731e+02 1.000000e+00
6.141000e-01 7.897000e-01 6.614590e-11 1.230379e-09 1.740018e-09 8.000000e-04 1.230379e-09 3.180203e+01 2.906774e+06 1.001338e-16 3.430927e-02
3.609000e-02 7.017000e-01 7.322324e-05 1.986838e-03 2.809807e-03 8.000000e-04 1.986834e-03 2.597808e+01 1.894434e-09 2.890505e+02 1.000000e+00
4.849000e-01 2.728000e-01 6.029586e-18 6.601088e-09 9.335348e-09 8.000000e-04 6.601088e-09 3.180203e+01 5.220992e+15 2.627354e-22 4.917826e-02
3.207000e-02 7.897000e-01 2.768299e-05 1.677673e-03 2.372584e-03 8.000000e-04 1.677670e-03 3.059229e+01 1.471864e-09 7.791615e+01 1.000000e+00
8.249000e-02 7.444000e-02 3.604338e-04 1.254010e-03 1.773436e-03 8.000000e-04 1.254009e-03 6.482606e+00 4.540702e+04 5.667967e+02 2.513112e-02
5.789000e-02 1.194000e-01 1.334856e-02 2.115411e-04 2.991642e-04 8.000000e-04 2.115411e-04 6.608149e+00 1.014569e-04 5.973430e+02 1.000000e+00
1.247000e+00 9.427000e-02 3.495832e-31 1.000137e-12 1.414408e-12 8.000000e-04 1.000137e-12 3.180203e+01 2.516566e+27 3.496792e-43 1.058198e-01
9.848000e-01 1.000000e+00 8.912197e-14 6.601087e-09 9.335346e-09 8.000000e-04 6.601087e-09 3.180203e+01 1.650154e+07 3.883432e-18 4.972884e-02
3.024000e-01 5.878000e-02 1.594154e-07 9.877110e-03 1.396766e-02 8.000000e-04 9.876628e-03 3.025334e+01 9.216205e+05 1.555214e+01 5.811835e-02
1.579000e+00 1.604000e-02 1.355908e-36 1.000137e-12 1.414408e-12 8.000000e-04 1.000137e-12 3.180203e+01 4.614150e+31 1.356281e-48 1.213054e-01
6.514000e-02 4.642000e-02 1.740895e-04 1.812227e-03 2.562872e-03 8.000000e-04 1.812224e-03 5.941103e+00 1.336217e+05 5.717391e+02 2.204220e-02
2.388000e-01 7.444000e-02 3.747065e-06 9.503538e-03 1.343943e-02 8.000000e-04 9.503109e-03 9.764952e+00 1.143990e+05 3.384245e+02 5.054230e-02
1.885000e-01 1.805000e-02 5.244115e-29 1.000137e-12 1.414408e-12 8.000000e-04 1.000137e-12 3.180203e+01 5.100187e+27 5.245555e-41 4.356710e-02
1.579000e+00 7.017000e-01 1.123200e-28 1.000137e-12 1.414408e-12 8.000000e-04 1.000137e-12 3.180203e+01 2.504749e+23 1.123509e-40 8.491599e-02
